ft_sigma_c,zi_alpha,zi_delta,p_zi,zi_mu,D,dKS,dV,dACF1,dACF2,dHill,ret_std,ret_kurtosis,acf_r_1,acf_r_5,acf_r_10,acf_r_20,acf_absr_1,acf_absr_5,acf_absr_10,acf_absr_20,hill_tail_index,ks_stat
0.25,0.08,0.32,0.08,0.058333333333333334,21.23623718304787,9.06002087530739,2.4746682185645255,3.3976310354707926,1.8862013957474275,4.41771565795773,0.002212395903734528,2.4448572919643183,-0.06558047803072216,0.008550982066341606,-0.0032486907834590882,0.0090074139488507,0.22768309690580268,0.16071573607824766,0.15458749668971633,0.15140964690352074,4.006767892979907,0.080797437592663
0.25,0.08,0.32,0.08,0.10416666666666666,20.219702001534596,8.954890044836208,2.5584493765660494,3.0952818610885475,2.2751045515764994,3.3359761674672894,0.0022255928171755544,2.83616686190281,-0.06178347767260373,0.004606701113291296,-0.00013528725387529868,0.006338725848635123,0.21238911958417342,0.15813688818177798,0.15086467407568763,0.13948023372128138,3.803958968247968,0.07985987885731716
0.25,0.08,0.32,0.08,0.15,21.1432482397828,9.118450272224344,2.4926602490293277,3.585316778017726,2.571040766261005,3.3757801742503974,0.002215229945114906,3.079166363134749,-0.06262949581100168,0.00727027614600534,-0.008517085309354125,0.012603118210995893,0.21503006019328744,0.14231812268027097,0.14162557750014115,0.1300018814557193,3.8114215855293665,0.08131851205992402
0.25,0.08,0.32,0.18,0.0125,21.239575459312743,12.397351138128878,0.9769916066685015,4.053350186418451,3.118070896196725,0.6938116319001874,0.001976487149531321,16.773184765886214,-0.0726711648758535,0.010890809122206272,0.006846434444817799,0.004892121394970294,0.28262516511490055,0.15029316090829295,0.10191369285086031,0.0972364074652307,3.048437941538418,0.1105598120228738
0.25,0.08,0.32,0.18,0.058333333333333334,17.642178077674703,8.537538171634633,2.0127307209085052,3.514638978378404,2.756004219675159,0.8212659870780034,0.0021396331332364173,8.385915095136815,-0.07021366176593093,0.005975198703686883,0.001411503757323596,0.0042820650482440084,0.2399103534474003,0.14319105352661218,0.1176791048487254,0.10790280637612187,3.3324908632368593,0.07613792695529781
0.25,0.08,0.32,0.18,0.10416666666666666,17.975879376157927,7.658349975708926,2.165345231628683,3.3454130866199163,2.7528327398351866,2.053938342365217,0.002163672434385515,5.32556672835652,-0.06890001775741145,0.009567807911134034,-0.0016232591523961998,0.00143854405788289,0.22797090188284985,0.14425288528752198,0.11494330344648968,0.12130891912590229,3.5635972960890445,0.0682973099887168
0.25,0.08,0.32,0.18,0.15,17.521864982195293,6.9857469842903575,1.8638914691097217,3.3080871583826146,3.254382583702995,2.1097567867096036,0.0021161884975991305,5.458918870504032,-0.05944021072140246,0.015326950616703841,-0.0003716184829054082,0.00571744723409065,0.19783704967178875,0.13032949952704667,0.12187910387259304,0.11417728259067533,3.5740623653383534,0.06229902378477509
0.25,0.08,0.32,0.27999999999999997,0.0125,28.230467872008987,16.649162905310558,1.091416651402952,4.077902354217467,4.018481540867646,2.393504420210363,0.001994510980269238,29.587063200205193,-0.07229468991440598,0.01598970118477516,0.0008868443045995609,0.010313551442696479,0.2920713848010084,0.13301106263185572,0.07742029841943382,0.06316298202182752,2.729772616104537,0.1484775498120769
0.25,0.08,0.32,0.27999999999999997,0.058333333333333334,21.69196284524064,12.132491405748768,2.0561954298784233,4.0626308611131146,3.4245857598110954,0.01605938868923806,0.002146479541375166,11.546136518333643,-0.07252169720342826,0.01590958283258986,0.0022159617192261407,0.007416441209301018,0.2427565478864462,0.11432732955575625,0.09251722796677604,0.08838033834189829,3.175505692035308,0.10819778791803802
0.25,0.08,0.32,0.27999999999999997,0.10416666666666666,20.548719309545575,9.925982918205824,2.6900540018888197,4.065983406272457,3.444100008932132,0.42259897424633963,0.0022463227150458097,10.100425115704002,-0.07853250637706302,0.010965294612813597,0.000646042060715324,0.006646088054975528,0.23139580875277654,0.11996965170467445,0.08994044573623387,0.09632623635205106,3.2577471482211244,0.0885201034762918
0.25,0.08,0.32,0.27999999999999997,0.15,20.284208922283185,9.661746028719955,2.325560789311301,3.670068656139033,3.1375290143621406,1.4893044337507535,0.0021889090257275067,5.777760637507097,-0.07242821229499187,0.011854219301010447,-0.00021136669985477095,0.0025457871956980358,0.22089871488213367,0.1262476449750863,0.11130799407961849,0.1114281094628195,3.457737431602288,0.08616363389617182
