ts,V_smooth,sigma_t
2020-02-24 13:30:00,3387.375000000002,0.0010184733761936773
2020-02-24 13:31:00,3385.125995826633,0.0009865507284920615
2020-02-24 13:32:00,3387.505495499342,0.0009044072657185682
2020-02-24 13:33:00,3384.57300507956,0.0009289834853985601
2020-02-24 13:34:00,3385.3679734281955,0.0009592122796887756
2020-02-24 13:35:00,3383.536120610787,0.0009468059255469477
2020-02-24 13:36:00,3381.762459497438,0.0009617731388043675
2020-02-24 13:37:00,3386.8053332535264,0.0010309747597402254
2020-02-24 13:38:00,3393.03221503432,0.0010738094570129472
2020-02-24 13:39:00,3389.210446864058,0.001102300292567612
2020-02-24 13:40:00,3387.853446093514,0.0011299370059538148
2020-02-24 13:41:00,3382.685479942813,0.0010948505105829536
2020-02-24 13:42:00,3387.48341717783,0.0011336618175226173
2020-02-24 13:43:00,3390.543361204043,0.0010668584548463558
2020-02-24 13:44:00,3392.9473349002574,0.0010533558617194442
2020-02-24 13:45:00,3388.900969492075,0.0010356270077908486
2020-02-24 13:46:00,3389.428721182369,0.0009657633411601102
2020-02-24 13:47:00,3388.143911969589,0.0009613991379202784
2020-02-24 13:48:00,3386.4063312391677,0.0010278970371637905
2020-02-24 13:49:00,3386.4512339629146,0.001014138957034292
2020-02-24 13:50:00,3388.9167061256317,0.0009653587314709073
2020-02-24 13:51:00,3392.602045836046,0.0009617743790644367
2020-02-24 13:52:00,3394.067602717863,0.000996374083257796
2020-02-24 13:53:00,3398.1036798531636,0.0010042194384810774
2020-02-24 13:54:00,3398.7760799097678,0.0010041370414022766
2020-02-24 13:55:00,3398.5546208967985,0.0009472290398926691
2020-02-24 13:56:00,3400.0793375681055,0.0009675968370373854
2020-02-24 13:57:00,3400.6554335982164,0.0009873109735975022
2020-02-24 13:58:00,3401.1088534977803,0.001041554265049156
2020-02-24 13:59:00,3406.574132806984,0.0011016719679180001
2020-02-24 14:00:00,3410.5511581434343,0.0011293434741401081
2020-02-24 14:01:00,3411.3261488271496,0.001062792035627769
2020-02-24 14:02:00,3410.825082632605,0.0010047225921993076
2020-02-24 14:03:00,3412.7997051122143,0.0009603879927576586
2020-02-24 14:04:00,3415.5044457206627,0.0009724062392529502
2020-02-24 14:05:00,3414.993765217389,0.0009406827770061499
2020-02-24 14:06:00,3412.2703051122667,0.0009937269767323123
2020-02-24 14:07:00,3406.1083450528163,0.0010036228021932485
2020-02-24 14:08:00,3412.346155617596,0.0010183859881482012
2020-02-24 14:09:00,3412.8735846770173,0.0010487071329686357
2020-02-24 14:10:00,3412.698390610294,0.0010623996954588506
2020-02-24 14:11:00,3416.072332544195,0.0010053339540377706
2020-02-24 14:12:00,3422.5913684743086,0.0011044167245384314
2020-02-24 14:13:00,3419.1226687050957,0.0011633698354510996
2020-02-24 14:14:00,3425.9090739716826,0.001224647993260208
2020-02-24 14:15:00,3431.3175647609664,0.0011940832923292152
2020-02-24 14:16:00,3435.670708751189,0.0011191315517690213
2020-02-24 14:17:00,3434.7407465054825,0.0010580839217995922
2020-02-24 14:18:00,3434.698795320069,0.0010154530537657574
2020-02-24 14:19:00,3436.888825520629,0.0010510973923738866
2020-02-24 14:20:00,3438.076016353197,0.0010874129463212632
2020-02-24 14:21:00,3438.4691654316193,0.001146210556597404
2020-02-24 14:22:00,3442.4900238567743,0.0012325401320219449
2020-02-24 14:23:00,3445.1947410067933,0.0012532051702677494
2020-02-24 14:24:00,3442.560079214211,0.0012671130577283254
2020-02-24 14:25:00,3436.4868258759257,0.0012520062259514626
2020-02-24 14:26:00,3436.335414656125,0.0012379984251951956
2020-02-24 14:27:00,3436.371239974503,0.0011908336122145762
2020-02-24 14:28:00,3432.017498961742,0.0012111643274377456
2020-02-24 14:29:00,3428.3312424091964,0.0012236766236376118
2020-02-24 14:30:00,3422.973175587346,0.0012069421452949446
2020-02-24 14:31:00,3422.1935996441325,0.0011738594752900159
2020-02-24 14:32:00,3415.524140068952,0.0011920447975549385
2020-02-24 14:33:00,3419.138193314577,0.0012445063944354225
2020-02-24 14:34:00,3418.0798496299867,0.0012473977795836126
2020-02-24 14:35:00,3418.842402957697,0.00125845590270834
2020-02-24 14:36:00,3427.606248318309,0.0012358836926749095
2020-02-24 14:37:00,3428.336786507599,0.001225457210722064
2020-02-24 14:38:00,3422.4293450707464,0.0012123029472940424
2020-02-24 14:39:00,3426.9811357541907,0.0012004415637420361
2020-02-24 14:40:00,3426.738898025725,0.0011759895289774652
2020-02-24 14:41:00,3421.176624602543,0.0011917240840455135
2020-02-24 14:42:00,3415.6295264855107,0.0012439264430869686
2020-02-24 14:43:00,3414.9346539183284,0.0012052598090410065
2020-02-24 14:44:00,3413.2904923180918,0.0012614570931567285
2020-02-24 14:45:00,3419.1783380388106,0.001244744271124821
2020-02-24 14:46:00,3415.9254305257805,0.0012295120468762105
2020-02-24 14:47:00,3417.8248207644237,0.001142014921167197
2020-02-24 14:48:00,3419.20277454612,0.0010439665356672193
2020-02-24 14:49:00,3415.8927785671012,0.0010736360634448093
2020-02-24 14:50:00,3417.3520896568775,0.001029457712562758
2020-02-24 14:51:00,3416.7647207526697,0.001061973168454877
2020-02-24 14:52:00,3416.163424997481,0.001063941276611554
2020-02-24 14:53:00,3416.1879052319873,0.001073979844331706
2020-02-24 14:54:00,3419.9431543905253,0.0011277476589158985
2020-02-24 14:55:00,3421.653274868496,0.0011246305167789744
2020-02-24 14:56:00,3428.4825971462856,0.000992489256300629
2020-02-24 14:57:00,3428.1247665048736,0.0009222938395256504
