family,fund,regime,mode,im_regime,im_mode,im_flat,reanchor,scenario,c,seed,drawdown,client_defaults,cm_defaults,bcm_defaults,nbcm_defaults,deepest_waterfall,mutualised_l3,mutualised_l4,total_df,ccp_cash_used,im_open,im_peak,im_trough,im_mean,im_peak_to_trough,im_max_jump_pct,im_responsiveness,error
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,1.5,44,-23.729789930488888,4,0,0,0,0,0,0,599084362.7825764,0.0,6684215040.0,11968522470.0,6684215040.0,10676090841.23077,1.790565144654592,0.47631832024362875,1.0650869701450827,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,1.75,44,-27.10549560274972,12,0,0,0,0,0,0,908562954.8496443,0.0,6559085700.0,11597091300.0,6559085700.0,10568417517.692308,1.7680957118764282,0.5509972800019978,1.0348150814330785,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,2.0,44,-30.3506279042974,28,0,0,0,0,0,0,748232324.3774877,0.0,6300824400.0,11455070400.0,6300824400.0,10100115250.615385,1.8180272410067482,0.48378590744411154,1.102085212725496,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,2.25,44,-33.246284419524564,43,0,0,0,0,0,0,513026357.04148775,0.0,6016776480.0,11211916500.0,6016776480.0,9688100366.76923,1.8634424159296674,0.47838232474941456,1.1632706967862625,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,2.5,44,-36.23411037290219,56,1,0,1,3,1,0,479870267.13176787,11469015.780787468,5987789280.0,11053744380.0,5987789280.0,9628267644.0,1.8460476585107886,0.47511854324973846,1.1398356521211235,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,2.75,44,-39.06832059602904,64,2,0,2,3,1,0,452003264.9664677,76209573.9125166,6468009120.0,10774236600.0,6000499080.0,9288580416.23077,1.7955567455899017,0.4413095632740851,0.8969613989577245,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,3.0,44,-41.637543684473286,71,3,0,3,3,1,0,462190724.73140526,-237222706.9722376,5693170500.0,11056205340.0,5693170500.0,9455481600.23077,1.9420119843591546,0.5942366946501954,1.2691233569370355,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,3.5,44,-46.656937670417456,75,3,0,3,4,1,1,450287821.332787,-534682669.21603584,6178667040.0,11443512600.0,6178667040.0,9421255029.461538,1.8521005462692808,0.4190048991537825,1.1479903904458664,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,4.0,44,-51.342217443066176,80,4,0,4,4,1,1,453076039.6649121,-891581435.5076103,5924632680.0,11566764405.0,5924632680.0,9388654011.0,1.9523175578540677,0.46456409682431143,1.2830075157865888,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,1.0,44,-16.45992549637083,0,0,0,0,0,0,0,1568117373.1058786,0.0,2907889537.5,5272674675.0,2907889537.5,4746895593.461538,1.8132307321182073,0.5456070131068382,1.0956231277804256,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,1.25,44,-20.18894734820845,2,1,0,1,0,0,0,1658285092.8474472,0.0,2848759875.0,5228914500.0,2848759875.0,4612655467.5,1.8355055285240565,0.4920582811494423,1.1256327931127748,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,2.5,44,-36.2571527324398,59,2,0,2,1,0,0,2361642412.9208994,-6472125.0,2494912200.0,4668417750.0,2494912200.0,4058973619.6153846,1.8711751660038378,0.47511854324973846,1.1736886255339127,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,2.75,44,-39.129766888129346,64,3,0,3,1,0,0,2088485702.995842,-65179500.0,2695003800.0,4716998250.0,2695003800.0,4017249127.5,1.750275175864316,0.4413095632740851,1.0108064075928036,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,3.0,44,-41.70283036982987,61,3,0,3,3,1,0,1619167326.2312684,72048545.68644142,2372154375.0,4631314500.0,2342848200.0,3860636215.9615383,1.9767881248132082,0.5942366946501954,1.2830733197466795,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,3.5,44,-46.764468681592994,75,3,0,3,4,1,1,1397249324.9341643,-619702876.8221836,2574444600.0,4777729312.5,2369529375.0,3832392315.576923,2.0163199337843194,0.4190048991537825,1.1530137316466849,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,1.5,44,-23.67218403164484,0,1,0,1,0,0,0,2673655978.938053,0.0,2785089600.0,4925544750.0,2785089600.0,4380790030.961538,1.7685408577160318,0.47631832024362875,1.0354148030838266,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,1.75,44,-27.009485771342987,9,1,0,1,0,0,0,2785113836.4411926,0.0,2732952375.0,4779082350.0,2732952375.0,4255967821.1538463,1.7486884856528098,0.5509972800019978,1.0086687430608434,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,2.0,44,-30.235416106609314,31,2,0,2,1,0,0,2805124165.289084,0.0,2625343500.0,5023807200.0,2625343500.0,4204017623.076923,1.9135809085553948,0.48378590744411154,1.2308196591449678,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,2.25,44,-33.27700756557471,46,2,0,2,2,0,0,1322551124.9000223,9797945.639510155,2506990200.0,4578759225.0,2506990200.0,4007468404.9038463,1.8263969380494587,0.47838232474941456,1.1133612667287973,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,4.0,44,-51.342217443066176,76,5,1,4,4,1,1,4247332085.0786943,-5316887769.097073,2468596950.0,4756669837.5,2468596950.0,3914693508.4615383,1.9268717955355166,0.46456409682431143,1.2487257743334683,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,1.0,45,-16.478494623655916,1,0,0,0,0,0,0,391344441.51681584,0.0,8326153184.568961,11038050507.398647,6297129595.459624,8868355329.53362,1.7528701514031626,0.32570831483808194,0.43880973572838416,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,1.25,45,-20.161290322580648,10,1,0,1,2,0,0,517305101.23357457,24668238.761787415,7745943359.240473,15260042974.406137,7613426570.295881,10543367613.710876,2.004359381877257,0.4132588523440395,1.3069231181476801,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,1.5,45,-23.68279569892473,7,0,0,0,0,0,0,502597865.1697478,0.0,7386379984.53329,17211676697.27349,7386379984.53329,12041401062.28646,2.3301910723945802,0.49277310095329674,1.7920966900580801,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,2.75,45,-38.92089093701997,69,2,0,2,3,1,0,1643337776.960053,-95630326.40617561,6934237061.286921,30907583474.199394,6934237061.286921,19782094125.484776,4.457243558451876,0.7031241176877583,4.657762983383161,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,3.0,45,-41.68970814132105,65,2,0,2,3,1,0,2193799481.847796,184508065.001853,7327915310.147903,33845096184.623425,7327915310.147903,22435874938.30553,4.618652748040604,0.6190239263744242,4.8752211218490835,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,3.5,45,-46.927803379416275,76,3,0,3,4,1,1,3256108501.0082045,-1197698725.5534096,7032997799.433661,44817327794.9305,7032997799.433661,28107936081.572258,6.372435918939069,0.7438401748918924,7.23800123733192,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,4.0,45,-51.32872503840245,68,2,0,2,3,1,0,1268876873.9010453,65007708.18614864,7179263364.188989,33640839583.00001,7179263364.188989,22475337433.059242,4.685834447974772,0.8344512069280285,4.96573150384087,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,1.75,45,-27.073732718894007,16,0,0,0,0,0,0,590343847.5938791,0.0,6744417770.654419,17228950103.243362,6744417770.654419,12330258924.261248,2.5545496570820547,0.5290953460985077,2.0943632481103283,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,2.0,45,-30.284178187404,28,0,0,0,0,0,0,826446930.7526994,0.0,7170819480.707312,24749315550.639748,7170819480.707312,15184490473.405252,3.451392915025458,0.5073278986821295,3.302633148139035,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,2.25,45,-33.364055299539174,54,2,0,2,2,0,0,1694249145.4552193,7253992.811636925,7290566157.890868,25120199317.371986,7290566157.890868,15973019097.462816,3.4455759365386736,0.5541348524415066,3.2947962380073657,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,2.5,45,-36.20583717357911,62,1,0,1,2,0,0,1530898391.8823507,12323992.811636925,7329516103.07653,26861956559.427452,7329516103.07653,18398767956.67765,3.6649017727312545,0.5151544122283147,3.5902824378789218,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,2.0,45,-30.276497695852534,21,0,0,0,3,1,0,1131770713.961649,113908138.53328133,1459505797.4476268,10027869092.397945,1459505797.4476268,6662022158.981604,6.870729194727839,0.9728773003734932,7.90932564233767,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,2.25,45,-33.456221198156676,47,0,0,0,4,1,1,1507449204.8291404,-6147824728.905531,1428380090.6406088,11386194124.683048,1428380090.6406088,7130804910.623617,7.971403549580768,1.025964060582515,9.392206492389437,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,2.5,45,-36.22887864823349,55,0,0,0,4,1,1,1477571878.3944447,-3004925793.0778313,1578830995.706868,12934317170.190022,1578830995.706868,8210395379.646985,8.192338005372843,0.9237764134795217,9.689859901107635,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,2.75,45,-39.12826420890937,59,0,0,0,4,1,1,1086061444.556051,-17021725176.66412,1399852173.9080637,12114758412.236425,1399852173.9080637,8037453865.7370205,8.654312675326867,1.2543460218199556,10.312254152652947,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,3.0,45,-41.74347158218126,69,0,0,0,4,1,1,1304312308.6980755,-6195319265.994734,1467549627.6948335,14464496867.053495,1467549627.6948335,9236044470.135092,9.856223322255705,1.1065525508530474,11.931525351210354,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,3.5,45,-46.81259600614439,73,0,0,0,4,1,1,2073776293.3188865,-3920620463.9658527,1525979797.5969887,19028198233.40602,1525979797.5969887,11187889777.448105,12.469495509292036,1.1527581713732582,15.452249955216297,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,4.0,45,-51.35944700460829,79,0,0,0,4,1,1,2859222966.5664396,-12789943885.595596,1558779737.5599546,21951743416.880783,1558779737.5599546,12976232720.683428,14.082646116020907,1.1741840862289585,17.625563190344106,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,1.0,45,-16.497695852534566,0,0,0,0,0,0,0,336560427.4290166,0.0,8374813528.574494,12354930208.377277,8374813528.574494,11312753482.852465,1.4752483940356165,0.3261876268585149,0.6402772440604726,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,1.0,45,-16.53609831029186,0,0,0,0,0,0,0,431920048.52262366,0.0,1879808271.7732847,4207100744.0930963,1879808271.7732847,3443910038.0508666,2.2380477877801868,0.7876628087441326,1.6679568737599062,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,1.25,45,-20.21121351766513,3,0,0,0,2,0,0,420735375.11539745,4150123.20472908,1673534448.8962848,5339909382.099534,1673534448.8962848,4142070965.906539,3.1907974082166435,0.8727532156498783,2.9515464848107515,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,1.5,45,-23.759600614439325,4,0,0,0,2,0,0,735041275.9888992,39606298.851169586,1773976091.7910008,6871051467.496474,1773976091.7910008,4695728009.484935,3.873249193882586,0.8680215648759628,3.870977994762558,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,1.75,45,-27.085253456221203,22,0,0,0,3,1,0,1036659097.2004141,65254503.34690952,1465925855.6491134,8492680914.219396,1465925855.6491134,5663708315.79008,5.793390492085173,0.9907822006728262,6.45788369302298,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,2.25,45,-33.42165898617512,58,1,0,1,1,0,0,431619523.52969384,-2086500.0,6782752292.968008,11686265945.791092,6215257334.913615,9830421863.349478,1.8802545600396314,0.4297819449645064,0.9739773131016948,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,2.5,45,-36.42857142857143,57,1,0,1,2,0,0,414523078.59229434,12341992.811636925,6732472057.247589,11626177245.577927,6732472057.247589,9959267565.21117,1.7268808762543921,0.39190361623771985,0.9792884942890409,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,2.75,45,-38.95929339477726,63,1,0,1,3,1,0,609440066.3010956,33875898.169421196,6192618974.031003,11037905059.068031,6192618974.031003,9584829593.729086,1.7824292283048466,0.5343297113607213,1.0541258766123158,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,3.0,45,-41.77035330261136,69,2,0,2,3,1,0,477292501.9032015,121117666.52641487,6499445276.620383,11686520543.876238,6499445276.620383,9834505548.052032,1.7980796893412814,0.4433490552580812,1.0752109222146653,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,3.5,45,-46.712749615975426,71,2,0,2,4,1,1,433641298.05964863,-1283658289.6916275,5968199331.459195,11567473249.913666,5471376610.342021,9587232351.801132,2.114179679762635,0.5381677341413893,1.2639671971448714,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,4.0,45,-51.33640552995391,74,2,0,2,3,1,0,891211471.0844108,-102526679.36530495,5709693738.4839,10980699435.740948,5709693738.4839,9335827162.037663,1.9231678507955599,0.5115397937141237,1.243735643782761,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,1.0,45,-16.566820276497694,1,0,0,0,0,0,0,359854269.0877537,0.0,8487703800.0,12408637230.0,8487703800.0,11476646050.153847,1.4619545547760515,0.3261876268585151,0.6223671514206661,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,1.25,45,-20.161290322580648,3,0,0,0,0,0,0,302712303.62968355,0.0,7760970000.0,12221943930.0,7760970000.0,11044781946.0,1.5747959249939119,0.4061592429812253,0.7743924132539223,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,1.25,45,-20.18049155145929,1,0,0,0,0,0,0,337532437.1362513,0.0,7657745614.4099655,12072358835.746904,7657745614.4099655,10896999961.744661,1.5764899284496652,0.4061592429812253,0.7766746552934344,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,1.5,45,-23.713517665130567,7,0,0,0,0,0,0,430670044.9735063,0.0,7194491122.441862,11788173735.734844,7194491122.441862,10719074880.627308,1.638500004394175,0.4547782728877521,0.8602175794316607,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,1.75,45,-27.081413210445472,12,0,0,0,0,0,0,376440791.22618216,0.0,6498660968.881275,11772831603.618147,6498660968.881275,10274672474.14813,1.811578055847527,0.47492696159696823,1.0933965636905825,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,2.0,45,-30.32258064516129,23,0,0,0,0,0,0,335126557.43078184,0.0,6793773095.465089,12501900882.55956,6793773095.465089,10215523260.064262,1.8401999458746574,0.4392716742925955,1.1319573354814274,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,1.5,45,-23.678955453148998,2,0,0,0,0,0,0,325934182.4444414,0.0,7291470960.0,11716920000.0,7291470960.0,10772611478.307692,1.606935015482802,0.4547782728877521,0.8176917248204428,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,1.75,45,-27.04301075268817,16,0,0,0,0,0,0,311617367.2948127,0.0,6586261200.0,11598457500.0,6586261200.0,10401873500.76923,1.7610078233763338,0.474926961596968,1.025265940874156,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,2.0,45,-30.22273425499232,28,0,0,0,0,0,0,317623788.2730233,0.0,6885351360.0,12125678400.0,6885351360.0,10370778928.615385,1.7610834605250996,0.4392716742925955,1.0253678428390403,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,2.25,45,-33.325652841781874,52,2,0,2,3,1,0,559820428.2785358,8257725.817062378,6874182000.0,11636351280.0,6874182000.0,10150092918.692308,1.6927615940340246,0.4297819449645064,0.9333213742239466,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,2.5,45,-36.30568356374808,60,1,0,1,2,0,0,350817001.1694275,12359992.811636925,6823224000.0,11828215980.0,6111528480.0,9939219268.153847,1.93539407019175,0.39190361623771985,0.9882371271186016,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,2.75,45,-39.07066052227343,68,1,0,1,3,1,0,381428338.0053852,8973210.487374306,6276093840.0,11771508375.0,5524924050.0,9639258454.384615,2.1306190399124127,0.534329711360721,1.1796643051778848,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,3.0,45,-41.78187403993856,69,1,0,1,3,1,0,494105616.824976,46020925.32680321,6587056080.0,11447897400.0,6468448140.0,9720123016.153847,1.769805856401285,0.4433490552580812,0.9941856540308606,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,3.5,45,-46.75883256528418,70,2,0,2,4,1,1,473754002.0562801,-1072863959.4209967,6048649080.0,12407827320.0,6048649080.0,9805809572.307692,2.051338597411242,0.5381677341413895,1.4164133707191975,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,2.75,45,-39.07066052227343,63,2,0,2,1,0,0,1294628233.1756322,-14529000.0,2615039100.0,4621056975.0,2615039100.0,4020362927.5961537,1.7671081763175167,0.534329711360721,1.0334846265509434,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,3.0,45,-41.78187403993856,65,2,0,2,3,1,0,1573462479.8232615,278741295.3209934,2744606700.0,4645075425.0,2744606700.0,4000272257.3076925,1.6924375448766484,0.4433490552580812,0.9328847997840772,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,3.5,45,-46.80875576036866,73,2,0,2,2,0,0,1235365911.5764058,73190520.89564419,2520270450.0,4648057125.0,2438652675.0,3908327229.8076925,1.9059939009149796,0.5381677341413895,1.1374396059732939,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,4.0,45,-51.33640552995391,81,2,0,2,1,0,0,1548959558.1675465,-52371000.0,2411107875.0,4786959450.0,2371259250.0,3641032968.173077,2.018741497792787,0.511539793714124,1.3275475123017095,
H2,gbm,stressed,tiered,flat12,flat,0.12,1,gapped,4.0,45,-51.29032258064517,78,2,0,2,2,0,0,658420578.7858244,-124408171.6461792,5786658900.0,10906777980.0,5786658900.0,9219683324.76923,1.8848143926368288,0.511539793714124,1.192064040473312,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,1.0,45,-16.50537634408602,0,1,0,1,0,0,0,1107598985.480699,0.0,3536543250.0,5192409300.0,3536543250.0,4665038223.461538,1.4682159761512885,0.3261876268585151,0.6308028361538535,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,1.25,45,-20.130568356374813,1,1,0,1,0,0,0,960829867.1090437,0.0,3233737500.0,5065806525.0,3233737500.0,4546177344.230769,1.5665484675240338,0.4061592429812253,0.7632810462180902,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,1.5,45,-23.73271889400922,5,1,0,1,1,0,0,1113864863.1479623,-29338500.0,3038112900.0,4922333587.5,3038112900.0,4386088160.769231,1.6201944264480757,0.4547782728877521,0.8355554340244227,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,1.75,45,-27.054531490015364,14,1,0,1,1,0,0,1045970631.6638134,-13028625.0,2744275500.0,4996179000.0,2744275500.0,4314678034.615385,1.8205821536503897,0.474926961596968,1.1055273125764709,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,2.0,45,-30.291858678955453,25,1,0,1,0,0,0,980533441.7844183,0.0,2868896400.0,4990272000.0,2868896400.0,4274493508.269231,1.7394395977491555,0.4392716742925955,0.9962082013064779,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,2.25,45,-33.387096774193544,46,1,0,1,1,0,0,1617665756.0829268,0.0,2864242500.0,4726815600.0,2864242500.0,4135832483.6538463,1.6502847087842598,0.4297819449645064,0.8760944937856002,
H2,gbm,stressed,tiered,flat05,flat,0.05,1,gapped,2.5,45,-36.225038402457756,64,1,0,1,2,0,0,1887406521.0285892,-74654455.18185806,2843010000.0,4847403750.0,2843010000.0,4143386792.3076925,1.7050252197494908,0.39190361623771985,0.9498435141697775,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,2.0,46,-30.276145485270956,39,2,0,2,3,1,0,970180800.8979594,-123458313.72281742,7183845892.614312,22818571470.152237,7183845892.614312,15439941116.81645,3.1763726298210173,0.43251393875805055,2.9321127371679507,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,2.25,46,-33.36021815109268,48,2,0,2,2,0,0,1414679277.7727666,18107435.10066223,7109820375.020924,22725484023.099426,7109820375.020924,16371024266.152548,3.196351359725111,0.4797205027642193,2.9590290324850117,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,2.5,46,-36.306026039866346,61,2,0,2,3,1,0,1717497771.890722,92042622.02353096,7310954779.709168,27826012556.415096,7310954779.709168,18844850719.14474,3.8060709435166307,0.4364673838992261,3.780472260193164,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,2.75,46,-39.10972846334063,59,2,0,2,2,0,0,1473992302.3885536,61728220.18231583,6819381636.262526,26745427941.392754,6819381636.262526,18859146196.326344,3.9219726022037134,0.5826414664432924,3.9366204882303983,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,3.0,46,-41.79052886277221,65,4,0,4,3,1,0,1350125248.1941295,-21674376.518108368,7218644712.302221,28885180019.389053,7218644712.302221,21810987041.061665,4.001468581790998,0.577530420868785,4.043721253562431,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,3.5,46,-46.79110496600991,76,4,0,4,3,1,0,2209831573.5748096,-387253191.2901678,7286432547.03195,39975288904.01952,7286432547.03195,26533206269.549606,5.48626349670979,0.6428049767234107,6.0441075947900496,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,4.0,46,-51.330798479087456,73,5,1,4,3,1,0,2202563740.786776,-757761272.9127913,7499258611.354257,44652145324.38393,7499258611.354257,28089011272.519268,5.954207960874736,0.7337516736306571,6.674544637080048,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,1.0,46,-16.514959480738945,0,0,0,0,0,0,0,621189198.8337766,0.0,1615763931.9357262,4466102232.2806225,1615763931.9357262,3344823868.0286107,2.7640809056370745,0.7182581502345367,2.3766537135870065,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,1.0,46,-16.549525675000964,1,0,0,0,0,0,0,647700252.8143382,0.0,7176158245.189399,12804324401.842926,6303901527.424776,8913643609.432114,2.031174558507683,0.47583369458686553,1.0566284799778416,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,1.25,46,-20.21354226677421,2,0,0,0,0,0,0,642845820.1491189,0.0,6938671275.704006,11463033966.919453,6938671275.704006,9605073882.323336,1.6520503006184566,0.4587021925431569,0.8784731830940179,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,1.5,46,-23.762338211007417,12,1,0,1,2,0,0,686850652.4099462,38527198.47276211,7374038900.054455,13575490494.722023,7374038900.054455,10996154875.534279,1.840984388436271,0.39465755789202683,1.1330141738164479,
H1,gbm,stressed,tiered,reactive,reactive,0.05,1,gapped,1.75,46,-27.088374236663213,21,1,0,1,1,0,0,854525966.8901511,0.0,7171794622.118872,18699794328.83532,7171794622.118872,13188598958.227167,2.607407952141072,0.4157463901969285,2.1655764576884473,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,1.25,46,-20.140569189998846,5,0,0,0,2,0,0,536163055.58161914,4904745.359613419,1525781118.217635,5218076937.539771,1525781118.217635,4148853833.583801,3.4199380731853264,0.9427035492866429,3.2602556889019016,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,1.5,46,-23.689365134232055,9,0,0,0,2,0,0,705600127.6919155,-68225639.19392776,1655280081.0611098,6510517649.796753,1655280081.0611098,4785837666.326581,3.933181897303576,0.7948673543882809,3.9517221838162713,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,1.75,46,-27.019241848139185,17,0,0,0,4,1,1,817449431.8443422,-491876433.4024086,1530411796.9660904,7725350086.756167,1530411796.9660904,5699934112.406539,5.047889791539119,0.9058477707854402,5.453509685701229,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,2.0,46,-30.26846410876829,37,0,0,0,4,1,1,1264655299.4743247,-218499035.318161,1500231539.1201699,11330480063.06313,1500231539.1201699,6836514084.748248,7.552487577822844,0.8210236613774116,8.827822967360678,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,2.25,46,-33.34485539808733,51,0,0,0,4,1,1,1184002398.2770405,-4738578361.150751,1524040443.4796681,12418120377.455265,1524040443.4796681,7476853757.565975,8.148156717614649,0.990750167872176,9.630336768531327,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,2.5,46,-36.306026039866346,57,0,0,0,4,1,1,1366500956.7943714,-3481557916.8972454,1582328500.998799,15113113291.139004,1582328500.998799,8538193024.238886,9.551185661889606,0.9858924868132439,11.520564104491816,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,2.75,46,-39.05211813957061,70,0,0,0,4,1,1,1271573150.9624958,-5752311335.277422,1353262503.69412,14584110201.426565,1353262503.69412,9319097369.397734,10.777000147137036,1.245256898297153,13.172039691140114,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,3.0,46,-41.64074202097016,64,0,0,0,4,1,1,1866997997.7231348,-12134446128.214401,1437495225.0923078,17124706891.02212,1437495225.0923078,10769000946.903028,11.912879147075058,1.1828951262514527,14.702349913739159,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,3.5,46,-46.752698083496554,71,0,0,0,4,1,1,6097977647.473884,-28004846796.723892,1366046815.3931882,16498817365.301123,1366046815.3931882,11784583455.983429,12.077783264369517,1.4021159123790436,14.924516585064318,
H1,gbm,stressed,direct,reactive,reactive,0.05,1,gapped,4.0,46,-51.315435726082114,75,0,0,0,4,1,1,2216467763.1458554,-12458281317.465317,1559944573.9315386,20707184387.023235,1559944573.9315386,13031726605.26717,13.27430777545819,1.3043204789103826,16.536531325198812,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,1.0,46,-16.54568498674962,0,0,0,0,0,0,0,458833233.6875776,0.0,7212045336.281971,12447156078.045704,7212045336.281971,11001798677.389923,1.725884336226676,0.3956287104123155,0.9779459081581886,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,1.25,46,-20.1904981372662,3,1,0,1,1,0,0,443689200.73535776,0.0,6899069251.134995,12772514847.878048,6899069251.134995,10719726279.709196,1.851338837594185,0.4521532294038926,1.1469641802842163,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,2.5,46,-36.329070169374354,50,2,0,2,2,0,0,533743607.36788833,-30032660.085205078,6742368614.276247,12709441036.178232,6186275245.809661,10093316500.250376,2.0544577360645415,0.34631076407410455,1.1923293253385852,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,2.75,46,-39.10972846334063,64,3,0,3,3,1,0,640676860.66687,11648039.544178963,6192801908.127761,12601738320.30341,6192801908.127761,10137623430.851696,2.0349009232419046,0.43577750374280666,1.3942677541363906,
H2,gbm,stressed,tiered,static,static,0.05,1,gapped,3.0,46,-41.80589161577755,64,2,0,2,3,1,0,494128522.3993833,-22529573.627752304,6311426144.790841,12439395409.801128,6091508279.4525385,9627164012.498981,2.042087909781039,0.3836849966055669,1.3080865580235297,
