exp,regime,seed,direct,margin,netting,decouple,drawdown,client_defaults,cm_defaults,nbcm_defaults,deepest_waterfall,mutualised_l3,survivor_l4,total_df,ccp_cash_used,client_loss_absorbed,im_mean,im_peak
H1,calm,59,True,reactive,gross,False,-0.5988023952095856,0,0,0,0,False,False,6340504128.750001,0.0,0.0,10181317101.174812,13137705393.75
H1,calm,60,True,reactive,gross,False,-0.5581772974070143,0,0,0,0,False,False,6159075367.500001,0.0,0.0,10098015717.518797,12656428706.25
H1,calm,61,True,reactive,gross,False,-0.5684413541085065,0,0,0,0,False,False,6085025415.562501,0.0,0.0,11663123644.793234,13947640875.0
H1,calm,62,True,reactive,gross,False,-0.5887428310409559,0,0,0,0,False,False,6951684112.312501,0.0,0.0,11315423695.432331,14096954880.0
H1,calm,63,True,reactive,gross,False,-0.5936976708783681,0,0,0,0,False,False,6253498851.187501,0.0,0.0,10434703339.62406,13066917975.0
H1,calm,64,True,reactive,gross,False,-0.5531029583396796,0,0,0,0,False,False,6544278056.250001,0.0,0.0,10844208703.421053,14737547160.0
H1,calm,65,True,reactive,gross,False,-0.5987720099457028,0,0,0,0,False,False,6794712540.000001,0.0,0.0,10069230309.614662,12703010456.25
H1,calm,66,True,reactive,gross,False,-0.5785920925747368,0,0,0,0,False,False,6801738576.187501,0.0,0.0,13376382595.12218,16266573360.0
H1,calm,67,True,reactive,gross,False,-0.5988023952095856,0,0,0,0,False,False,6170039400.937501,0.0,0.0,9342985871.25,11394570195.0
H1,calm,68,True,reactive,gross,False,-0.6139950271477179,0,0,0,0,False,False,6512869582.312501,0.0,0.0,10970411705.103384,14357878627.5
H1,calm,69,True,reactive,gross,False,-0.6089515883487273,0,0,0,0,False,False,5991345341.437501,0.0,0.0,11329855698.298872,14144793671.25
H1,calm,70,True,reactive,gross,False,-0.6089515883487273,0,0,0,0,False,False,6726373285.500001,0.0,0.0,11908815437.62218,15260668143.75
H1,calm,71,True,reactive,gross,False,-0.5582906156422873,0,0,0,0,False,False,7372518392.250001,0.0,0.0,11968889284.62406,16247752256.25
H1,calm,72,True,reactive,gross,False,-0.5987720099457028,0,0,0,0,False,False,5817035113.3125,0.0,0.0,9737712477.99812,13192640291.25
H1,calm,73,True,reactive,gross,False,-0.563251636474349,0,0,0,0,False,False,6780256250.625001,0.0,0.0,11563460488.590225,14596137292.5
H1,calm,74,True,reactive,gross,False,-0.6038463490130375,0,0,0,0,False,False,6773415709.500001,0.0,0.0,12567899919.75564,15288114318.75
H1,calm,75,True,reactive,gross,False,-0.5532714075427658,0,0,0,0,False,False,5476689151.3125,0.0,0.0,10391093149.144737,13297741593.75
H1,calm,76,True,reactive,gross,False,-0.6191007814878691,0,0,0,0,False,False,6525076282.312501,0.0,0.0,11299228273.928572,13821216750.0
H1,calm,77,True,reactive,gross,False,-0.5532433255507008,0,0,0,0,False,False,6743421939.375001,0.0,0.0,11693045820.281956,15642766271.25
H1,calm,78,True,reactive,gross,False,-0.563251636474349,0,0,0,0,False,False,6081602880.375001,0.0,0.0,8364816874.708647,12895353765.0
H1,calm,79,True,reactive,gross,False,-0.5936976708783681,0,0,0,0,False,False,6159467166.187501,0.0,0.0,10960655761.860903,13296583462.5
