exp,regime,seed,direct,margin,netting,decouple,drawdown,client_defaults,cm_defaults,nbcm_defaults,deepest_waterfall,mutualised_l3,survivor_l4,total_df,ccp_cash_used,client_loss_absorbed,im_mean,im_peak
H1,calm,55,False,reactive,gross,False,-0.6038463490130375,0,0,0,0,False,False,6060811618.125001,0.0,0.0,13312508119.342106,16223101897.5
H1,calm,56,False,reactive,gross,False,-0.6241437052823873,0,0,0,0,False,False,6531675919.312501,0.0,0.0,14918514276.31579,18233056800.0
H1,calm,57,False,reactive,gross,False,-0.5988023952095856,0,0,0,0,False,False,6008731777.125001,0.0,0.0,12345091264.285715,14802858900.0
H1,calm,58,False,reactive,gross,False,-0.5633659848753969,0,0,0,0,False,False,6271224460.875001,0.0,0.0,13994833698.43985,17959421092.5
H1,calm,59,False,reactive,gross,False,-0.5632802192225728,0,0,0,0,False,False,6885991257.750001,0.0,0.0,13240746663.834587,16464272625.0
H1,calm,60,False,reactive,gross,False,-0.5734003146090183,0,1,1,0,False,False,6334209380.812501,0.0,0.0,13480154742.18045,16328887200.0
H1,calm,61,False,reactive,gross,False,-0.5836674618078463,0,0,0,0,False,False,6137324331.187501,0.0,0.0,14806029671.221804,17774667540.0
H1,calm,62,False,reactive,gross,False,-0.5836674618078463,0,0,0,0,False,False,6850991849.625001,0.0,0.0,15078270613.87218,18130148325.0
H1,calm,63,False,reactive,gross,False,-0.5734003146090183,0,0,0,0,False,False,6098346570.937501,0.0,0.0,13808460855.6203,16966955655.0
H1,calm,64,False,reactive,gross,False,-0.5784746536763641,0,0,0,0,False,False,6451012297.125001,0.0,0.0,14609032214.718044,18781303590.0
H1,calm,65,False,reactive,gross,False,-0.5936976708783681,0,1,1,0,False,False,6639111307.125001,0.0,0.0,13095261453.552631,16009074922.5
H1,calm,66,False,reactive,gross,False,-0.5684413541085065,0,0,0,0,False,False,6656353716.375001,0.0,0.0,16665611217.969925,20060221905.0
H1,calm,67,False,reactive,gross,False,-0.578504008931291,0,0,0,0,False,False,6309938039.625001,0.0,0.0,12287099291.278196,14609391390.0
H1,calm,68,False,reactive,gross,False,-0.5987720099457028,0,0,0,0,False,False,6420013293.375001,0.0,0.0,14625799261.917294,18580205925.0
H1,calm,69,False,reactive,gross,False,-0.5886532020704327,0,0,0,0,False,False,5915433645.000001,0.0,0.0,14867159807.537594,17953566412.5
H1,calm,70,False,reactive,gross,False,-0.5835786055008674,0,0,0,0,False,False,6666833992.500001,0.0,0.0,15067507646.334587,18716868000.0
H1,calm,71,False,reactive,gross,False,-0.5633659848753969,0,0,0,0,False,False,7320411635.625001,0.0,0.0,15511554726.428572,19806655725.0
H1,calm,72,False,reactive,gross,False,-0.6241437052823873,0,0,0,0,False,False,5547998350.125,0.0,0.0,13200620550.225563,16723478767.5
H1,calm,73,False,reactive,gross,False,-0.5784746536763641,0,0,0,0,False,False,6878937544.875001,0.0,0.0,14346924893.1203,17524722892.5
H1,calm,74,False,reactive,gross,False,-0.5835489927436988,0,0,0,0,False,False,6992641321.875001,0.0,0.0,15918596285.582706,19256035950.0
H1,calm,75,False,reactive,gross,False,-0.5481955230698943,0,0,0,0,False,False,6060314978.437501,0.0,0.0,13885055669.097744,17214200955.0
H1,calm,76,False,reactive,gross,False,-0.5835786055008674,0,0,0,0,False,False,6579234956.250001,0.0,0.0,14615022227.481203,17793700942.5
H1,calm,77,False,reactive,gross,False,-0.558318952390624,0,0,0,0,False,False,6826700331.000001,0.0,0.0,14776703703.101503,19162804500.0
H1,calm,78,False,reactive,gross,False,-0.563251636474349,0,1,1,0,False,False,5964068842.875001,0.0,0.0,12445487796.992481,16647567930.0
H1,calm,79,False,reactive,gross,False,-0.5936976708783681,0,0,0,0,False,False,6083850019.500001,0.0,0.0,14506460387.424812,17331282180.0
H1,calm,80,False,reactive,gross,False,-0.5735167233416272,0,0,0,0,False,False,6803697940.875001,0.0,0.0,14806439061.93609,18010989000.0
H1,calm,81,False,reactive,gross,False,-0.5886233318110334,0,0,0,0,False,False,6740504619.750001,0.0,0.0,14351793272.424812,17813113087.5
H1,calm,42,True,reactive,gross,False,-0.5835489927436988,0,0,0,0,False,False,6133709637.000001,0.0,0.0,10918315887.546993,13736708291.25
H1,calm,43,True,reactive,gross,False,-0.5835489927436988,0,0,0,0,False,False,7015760730.000001,0.0,0.0,9773029489.06015,12204473400.0
H1,calm,44,True,reactive,gross,False,-0.6850357740904256,0,0,0,0,False,False,6858952025.062501,0.0,0.0,11652004044.727444,14644678500.0
H1,calm,45,True,reactive,gross,False,-0.6038463490130375,0,0,0,0,False,False,5233582195.875,0.0,0.0,10393133809.144737,13258513372.5
H1,calm,46,True,reactive,gross,False,-0.5886233318110334,0,0,0,0,False,False,7367382519.750001,0.0,0.0,8763500066.447369,11237007093.75
H1,calm,47,True,reactive,gross,False,-0.6038463490130375,0,0,0,0,False,False,6947123436.000001,0.0,0.0,9990615682.387218,12330599265.0
H1,calm,48,True,reactive,gross,False,-0.6038463490130375,0,0,0,0,False,False,6841980479.812501,0.0,0.0,11369488566.823309,14906318175.0
H1,calm,49,True,reactive,gross,False,-0.5835489927436988,0,0,0,0,False,False,7219282615.875001,0.0,0.0,10273919999.12594,12674182893.75
H1,calm,50,True,reactive,gross,False,-0.6038463490130375,0,0,0,0,False,False,5419602725.625,0.0,0.0,9543223764.727444,11736773910.0
H1,calm,51,True,reactive,gross,False,-0.5785920925747368,0,0,0,0,False,False,6520705556.062501,0.0,0.0,11861064495.422932,14919491047.5
H1,calm,52,True,reactive,gross,False,-0.5683259755416836,0,0,0,0,False,False,5494584793.5,0.0,0.0,10662041869.172932,13245439500.0
H1,calm,53,True,reactive,gross,False,-0.5683259755416836,0,0,0,0,False,False,6098449425.750001,0.0,0.0,10136633074.765038,12754911656.25
H1,calm,54,True,reactive,gross,False,-0.5734294123617145,0,0,0,0,False,False,5903565803.4375,0.0,0.0,9265099040.949247,11202578538.75
H1,calm,55,True,reactive,gross,False,-0.563251636474349,0,0,0,0,False,False,6010654258.125001,0.0,0.0,10156988293.900375,12746915775.0
H1,calm,56,True,reactive,gross,False,-0.5886233318110334,0,0,0,0,False,False,6635894370.187501,0.0,0.0,11279696713.308271,14123776196.25
H1,calm,57,True,reactive,gross,False,-0.578504008931291,0,0,0,0,False,False,6147030161.250001,0.0,0.0,8618791521.654135,11186865945.0
H1,calm,58,True,reactive,gross,False,-0.5582906156422873,0,0,0,0,False,False,6373177098.750001,0.0,0.0,10891225755.338346,14613907106.25
