ts,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,symbol
2020-02-21 18:05:00+00:00,3342.25,3344.0,1,1,ESU0
2020-02-21 18:05:00+00:00,3344.0,3344.5,4,3,ESM0
2020-02-21 18:06:00+00:00,3342.75,3343.25,4,3,ESM0
2020-02-21 18:06:00+00:00,3341.0,3343.0,1,1,ESU0
2020-02-21 18:06:00+00:00,3342.5,3342.75,132,83,ESH0
2020-02-21 18:07:00+00:00,3343.0,3343.25,20,127,ESH0
2020-02-21 18:07:00+00:00,3341.5,3343.0,1,1,ESU0
2020-02-21 18:07:00+00:00,3343.25,3343.5,3,2,ESM0
2020-02-21 18:08:00+00:00,3343.25,3343.75,3,3,ESM0
2020-02-21 18:08:00+00:00,3341.5,3343.5,1,1,ESU0
2020-02-21 18:08:00+00:00,3343.0,3343.25,52,128,ESH0
2020-02-21 18:09:00+00:00,3342.0,3342.25,107,124,ESH0
2020-02-21 18:09:00+00:00,3340.5,3342.5,1,1,ESU0
2020-02-21 18:09:00+00:00,3342.25,3342.5,3,1,ESM0
2020-02-21 18:10:00+00:00,3342.0,3342.25,2,3,ESM0
2020-02-21 18:10:00+00:00,3340.25,3342.0,1,1,ESU0
2020-02-21 18:10:00+00:00,3341.75,3342.0,12,131,ESH0
2020-02-21 18:11:00+00:00,3342.0,3342.25,97,64,ESH0
2020-02-21 18:11:00+00:00,3340.75,3342.0,1,1,ESU0
2020-02-21 18:11:00+00:00,3342.25,3342.75,3,3,ESM0
2020-02-21 18:12:00+00:00,3341.75,3342.0,3,4,ESM0
2020-02-21 18:12:00+00:00,3340.25,3341.5,1,1,ESU0
2020-02-21 18:12:00+00:00,3341.5,3341.75,29,107,ESH0
2020-02-21 18:13:00+00:00,3339.5,3339.75,333,18,ESH0
2020-02-21 18:13:00+00:00,3338.25,3340.0,1,1,ESU0
2020-02-21 18:13:00+00:00,3340.0,3340.25,3,3,ESM0
2020-02-21 18:14:00+00:00,3340.25,3340.75,4,3,ESM0
2020-02-21 18:14:00+00:00,3338.75,3340.5,1,1,ESU0
2020-02-21 18:14:00+00:00,3340.0,3340.25,114,29,ESH0
2020-02-21 18:14:00+00:00,3331.5,3354.25,2,2,ESH1
2020-02-21 18:15:00+00:00,3339.0,3339.25,493,119,ESH0
2020-02-21 18:15:00+00:00,3337.75,3339.5,1,1,ESU0
2020-02-21 18:15:00+00:00,3339.25,3339.75,4,3,ESM0
2020-02-21 18:16:00+00:00,3340.25,3340.75,3,3,ESM0
2020-02-21 18:16:00+00:00,3338.5,3340.0,1,1,ESU0
2020-02-21 18:16:00+00:00,3340.0,3340.25,79,123,ESH0
2020-02-21 18:17:00+00:00,3340.75,3341.0,91,138,ESH0
2020-02-21 18:17:00+00:00,3339.5,3341.0,1,1,ESU0
2020-02-21 18:17:00+00:00,3341.0,3341.25,3,1,ESM0
2020-02-21 18:18:00+00:00,3341.0,3341.5,4,3,ESM0
2020-02-21 18:18:00+00:00,3339.5,3341.0,1,1,ESU0
2020-02-21 18:18:00+00:00,3340.75,3341.0,148,110,ESH0
2020-02-21 18:19:00+00:00,3340.0,3340.25,56,106,ESH0
2020-02-21 18:19:00+00:00,3338.75,3340.25,1,1,ESU0
2020-02-21 18:19:00+00:00,3340.25,3340.5,3,2,ESM0
2020-02-21 18:20:00+00:00,3340.0,3340.25,2,1,ESM0
2020-02-21 18:20:00+00:00,3338.5,3340.0,1,2,ESU0
2020-02-21 18:20:00+00:00,3339.75,3340.0,109,121,ESH0
2020-02-21 18:21:00+00:00,3338.75,3339.0,80,115,ESH0
2020-02-21 18:21:00+00:00,3337.5,3339.0,1,2,ESU0
2020-02-21 18:21:00+00:00,3339.0,3339.25,3,2,ESM0
2020-02-21 18:21:00+00:00,3331.0,3353.75,2,2,ESH1
2020-02-21 18:21:00+00:00,3322.75,3352.5,1,1,ESZ0
2020-02-21 18:22:00+00:00,3323.0,3352.5,1,1,ESZ0
2020-02-21 18:22:00+00:00,3338.75,3339.25,4,4,ESM0
2020-02-21 18:22:00+00:00,3337.0,3338.75,1,1,ESU0
2020-02-21 18:22:00+00:00,3338.5,3338.75,104,93,ESH0
2020-02-21 18:23:00+00:00,3337.75,3338.0,52,122,ESH0
2020-02-21 18:23:00+00:00,3336.25,3337.5,1,1,ESU0
2020-02-21 18:23:00+00:00,3338.0,3338.25,2,1,ESM0
2020-02-21 18:23:00+00:00,3323.0,3351.25,1,1,ESZ0
2020-02-21 18:23:00+00:00,3329.75,3352.5,2,2,ESH1
2020-02-21 18:24:00+00:00,3338.0,3338.5,3,4,ESM0
2020-02-21 18:24:00+00:00,3336.25,3337.5,1,1,ESU0
2020-02-21 18:24:00+00:00,3337.75,3338.0,107,72,ESH0
2020-02-21 18:25:00+00:00,3338.75,3339.0,79,99,ESH0
2020-02-21 18:25:00+00:00,3337.25,3338.5,1,1,ESU0
2020-02-21 18:25:00+00:00,3339.0,3339.5,2,4,ESM0
2020-02-21 18:26:00+00:00,3340.5,3341.0,2,4,ESM0
2020-02-21 18:26:00+00:00,3338.75,3340.0,1,1,ESU0
2020-02-21 18:26:00+00:00,3340.25,3340.5,49,124,ESH0
2020-02-21 18:26:00+00:00,3323.25,3351.25,1,1,ESZ0
2020-02-21 18:27:00+00:00,3323.5,3351.25,1,1,ESZ0
2020-02-21 18:27:00+00:00,3340.5,3340.75,125,64,ESH0
2020-02-21 18:27:00+00:00,3339.0,3340.5,1,1,ESU0
2020-02-21 18:27:00+00:00,3340.75,3341.25,3,3,ESM0
2020-02-21 18:28:00+00:00,3339.75,3340.25,4,4,ESM0
2020-02-21 18:28:00+00:00,3338.0,3339.5,1,1,ESU0
2020-02-21 18:28:00+00:00,3339.5,3339.75,123,51,ESH0
2020-02-21 18:28:00+00:00,3323.75,3351.25,1,1,ESZ0
2020-02-21 18:29:00+00:00,3327.5,3351.25,1,1,ESZ0
2020-02-21 18:29:00+00:00,3338.25,3338.5,123,110,ESH0
2020-02-21 18:29:00+00:00,3336.75,3338.5,1,2,ESU0
2020-02-21 18:29:00+00:00,3338.5,3339.0,3,4,ESM0
2020-02-21 18:30:00+00:00,3337.5,3337.75,1,2,ESM0
2020-02-21 18:30:00+00:00,3335.75,3337.0,1,1,ESU0
2020-02-21 18:30:00+00:00,3337.25,3337.5,48,116,ESH0
2020-02-21 18:30:00+00:00,3326.5,3351.0,1,1,ESZ0
2020-02-21 18:30:00+00:00,3329.5,3352.25,2,2,ESH1
2020-02-21 18:31:00+00:00,3328.75,3351.5,2,2,ESH1
2020-02-21 18:31:00+00:00,3325.5,3350.25,1,1,ESZ0
2020-02-21 18:31:00+00:00,3336.25,3336.5,98,84,ESH0
2020-02-21 18:31:00+00:00,3334.75,3336.5,1,2,ESU0
2020-02-21 18:31:00+00:00,3336.5,3337.0,2,4,ESM0
2020-02-21 18:32:00+00:00,3337.0,3337.5,2,4,ESM0
2020-02-21 18:32:00+00:00,3335.25,3337.0,1,2,ESU0
2020-02-21 18:32:00+00:00,3336.75,3337.0,75,63,ESH0
2020-02-21 18:32:00+00:00,3326.0,3349.5,1,1,ESZ0
2020-02-21 18:32:00+00:00,3328.0,3350.75,2,2,ESH1
2020-02-21 18:33:00+00:00,3337.0,3337.25,57,96,ESH0
2020-02-21 18:33:00+00:00,3335.5,3337.25,1,2,ESU0
2020-02-21 18:33:00+00:00,3337.25,3337.75,3,4,ESM0
2020-02-21 18:34:00+00:00,3336.0,3336.5,2,4,ESM0
2020-02-21 18:34:00+00:00,3334.25,3335.75,1,1,ESU0
2020-02-21 18:34:00+00:00,3335.75,3336.0,131,59,ESH0
2020-02-21 18:34:00+00:00,3325.0,3349.5,1,1,ESZ0
2020-02-21 18:35:00+00:00,3336.0,3336.25,41,85,ESH0
2020-02-21 18:35:00+00:00,3334.5,3336.0,1,1,ESU0
2020-02-21 18:35:00+00:00,3336.25,3336.75,3,4,ESM0
2020-02-21 18:36:00+00:00,3335.25,3335.5,3,2,ESM0
2020-02-21 18:36:00+00:00,3333.5,3335.0,1,1,ESU0
2020-02-21 18:36:00+00:00,3335.0,3335.25,42,147,ESH0
2020-02-21 18:36:00+00:00,3323.75,3348.25,1,1,ESZ0
2020-02-21 18:36:00+00:00,3326.75,3349.5,2,2,ESH1
2020-02-21 18:37:00+00:00,3326.25,3349.0,2,2,ESH1
2020-02-21 18:37:00+00:00,3323.75,3347.75,1,1,ESZ0
2020-02-21 18:37:00+00:00,3334.0,3334.25,140,38,ESH0
2020-02-21 18:37:00+00:00,3332.5,3334.0,1,1,ESU0
2020-02-21 18:37:00+00:00,3334.25,3334.75,2,4,ESM0
2020-02-21 18:38:00+00:00,3334.0,3334.25,3,2,ESM0
2020-02-21 18:38:00+00:00,3332.25,3334.0,1,2,ESU0
2020-02-21 18:38:00+00:00,3333.75,3334.0,73,92,ESH0
2020-02-21 18:38:00+00:00,3323.75,3347.5,1,1,ESZ0
2020-02-21 18:38:00+00:00,3326.0,3348.75,2,2,ESH1
2020-02-21 18:39:00+00:00,3334.0,3334.25,88,120,ESH0
2020-02-21 18:39:00+00:00,3332.5,3334.0,1,1,ESU0
2020-02-21 18:39:00+00:00,3334.25,3334.5,3,1,ESM0
2020-02-21 18:40:00+00:00,3335.5,3336.0,3,4,ESM0
2020-02-21 18:40:00+00:00,3333.75,3335.5,1,2,ESU0
2020-02-21 18:40:00+00:00,3335.25,3335.5,69,126,ESH0
2020-02-21 18:40:00+00:00,3324.0,3347.5,1,1,ESZ0
2020-02-21 18:41:00+00:00,3325.5,3347.5,1,1,ESZ0
2020-02-21 18:41:00+00:00,3336.5,3336.75,158,59,ESH0
2020-02-21 18:41:00+00:00,3335.0,3336.5,1,1,ESU0
2020-02-21 18:41:00+00:00,3336.75,3337.25,3,4,ESM0
2020-02-21 18:42:00+00:00,3336.5,3337.0,6,4,ESM0
2020-02-21 18:42:00+00:00,3334.75,3336.5,1,2,ESU0
2020-02-21 18:42:00+00:00,3336.25,3336.5,53,127,ESH0
2020-02-21 18:42:00+00:00,3325.5,3347.5,1,1,ESZ0
2020-02-21 18:43:00+00:00,3324.5,3347.5,1,1,ESZ0
2020-02-21 18:43:00+00:00,3335.0,3335.25,314,32,ESH0
2020-02-21 18:43:00+00:00,3333.5,3335.25,1,1,ESU0
2020-02-21 18:43:00+00:00,3335.25,3335.75,3,3,ESM0
2020-02-21 18:44:00+00:00,3336.25,3336.75,3,4,ESM0
2020-02-21 18:44:00+00:00,3334.5,3336.0,1,1,ESU0
2020-02-21 18:44:00+00:00,3336.0,3336.25,132,63,ESH0
2020-02-21 18:44:00+00:00,3324.5,3347.5,1,1,ESZ0
2020-02-21 18:45:00+00:00,3324.0,3347.5,1,1,ESZ0
2020-02-21 18:45:00+00:00,3335.0,3335.25,71,81,ESH0
2020-02-21 18:45:00+00:00,3333.5,3335.0,1,1,ESU0
2020-02-21 18:45:00+00:00,3335.25,3335.5,3,1,ESM0
2020-02-21 18:46:00+00:00,3335.25,3335.75,3,4,ESM0
2020-02-21 18:46:00+00:00,3333.5,3335.0,1,1,ESU0
2020-02-21 18:46:00+00:00,3335.0,3335.25,106,58,ESH0
2020-02-21 18:46:00+00:00,3324.0,3347.5,1,1,ESZ0
2020-02-21 18:47:00+00:00,3323.75,3347.5,1,1,ESZ0
2020-02-21 18:47:00+00:00,3333.75,3334.0,114,24,ESH0
2020-02-21 18:47:00+00:00,3332.25,3334.0,1,2,ESU0
2020-02-21 18:47:00+00:00,3334.0,3334.5,3,4,ESM0
2020-02-21 18:48:00+00:00,3334.75,3335.0,2,1,ESM0
2020-02-21 18:48:00+00:00,3333.0,3334.5,1,1,ESU0
2020-02-21 18:48:00+00:00,3334.5,3334.75,28,111,ESH0
2020-02-21 18:48:00+00:00,3323.75,3347.5,1,1,ESZ0
2020-02-21 18:49:00+00:00,3323.75,3346.75,1,1,ESZ0
2020-02-21 18:49:00+00:00,3333.25,3333.5,110,94,ESH0
2020-02-21 18:49:00+00:00,3331.75,3333.25,1,1,ESU0
2020-02-21 18:49:00+00:00,3333.5,3333.75,2,2,ESM0
2020-02-21 18:49:00+00:00,3325.25,3348.0,2,2,ESH1
2020-02-21 18:50:00+00:00,3325.0,3347.75,2,2,ESH1
2020-02-21 18:50:00+00:00,3333.0,3333.5,2,4,ESM0
2020-02-21 18:50:00+00:00,3331.25,3333.0,1,1,ESU0
2020-02-21 18:50:00+00:00,3332.75,3333.0,91,64,ESH0
2020-02-21 18:50:00+00:00,3323.75,3346.5,1,1,ESZ0
2020-02-21 18:51:00+00:00,3323.75,3346.25,1,1,ESZ0
2020-02-21 18:51:00+00:00,3332.5,3332.75,31,133,ESH0
2020-02-21 18:51:00+00:00,3331.0,3332.75,3,2,ESU0
2020-02-21 18:51:00+00:00,3332.75,3333.0,2,1,ESM0
2020-02-21 18:51:00+00:00,3324.75,3347.5,2,2,ESH1
2020-02-21 18:52:00+00:00,3323.5,3346.25,2,2,ESH1
2020-02-21 18:52:00+00:00,3331.5,3332.0,7,3,ESM0
2020-02-21 18:52:00+00:00,3330.0,3331.5,1,1,ESU0
2020-02-21 18:52:00+00:00,3331.25,3331.5,133,50,ESH0
2020-02-21 18:52:00+00:00,3323.75,3345.0,1,1,ESZ0
2020-02-21 18:53:00+00:00,3323.25,3344.25,1,1,ESZ0
2020-02-21 18:53:00+00:00,3331.0,3331.25,141,37,ESH0
2020-02-21 18:53:00+00:00,3329.5,3331.25,1,2,ESU0
2020-02-21 18:53:00+00:00,3331.25,3331.75,2,2,ESM0
2020-02-21 18:53:00+00:00,3322.75,3345.5,2,2,ESH1
2020-02-21 18:54:00+00:00,3331.25,3331.75,2,4,ESM0
2020-02-21 18:54:00+00:00,3329.75,3330.75,1,1,ESU0
2020-02-21 18:54:00+00:00,3331.25,3331.5,84,162,ESH0
2020-02-21 18:55:00+00:00,3328.0,3328.25,191,73,ESH0
2020-02-21 18:55:00+00:00,3326.0,3328.25,1,1,ESU0
2020-02-21 18:55:00+00:00,3328.25,3328.5,1,3,ESM0
2020-02-21 18:55:00+00:00,3320.5,3343.25,2,2,ESH1
2020-02-21 18:55:00+00:00,3321.0,3342.0,1,1,ESZ0
2020-02-21 18:56:00+00:00,3329.5,3330.0,3,3,ESM0
2020-02-21 18:56:00+00:00,3327.5,3329.25,1,1,ESU0
2020-02-21 18:56:00+00:00,3329.5,3329.75,62,89,ESH0
2020-02-21 18:57:00+00:00,3332.25,3332.5,96,116,ESH0
2020-02-21 18:57:00+00:00,3330.25,3332.25,1,2,ESU0
2020-02-21 18:57:00+00:00,3332.25,3332.75,2,4,ESM0
2020-02-21 18:57:00+00:00,3321.25,3342.0,1,1,ESZ0
2020-02-21 18:58:00+00:00,3321.0,3342.0,1,1,ESZ0
2020-02-21 18:58:00+00:00,3332.25,3332.5,2,1,ESM0
2020-02-21 18:58:00+00:00,3330.0,3332.0,1,1,ESU0
2020-02-21 18:58:00+00:00,3332.0,3332.25,132,48,ESH0
2020-02-21 18:59:00+00:00,3333.0,3333.25,137,71,ESH0
2020-02-21 18:59:00+00:00,3331.0,3333.25,1,1,ESU0
2020-02-21 18:59:00+00:00,3333.25,3333.5,1,2,ESM0
2020-02-21 18:59:00+00:00,3322.25,3342.0,1,1,ESZ0
2020-02-21 19:00:00+00:00,3321.25,3342.0,1,1,ESZ0
2020-02-21 19:00:00+00:00,3332.75,3333.25,3,4,ESM0
2020-02-21 19:00:00+00:00,3330.75,3332.75,1,1,ESU0
2020-02-21 19:00:00+00:00,3332.75,3333.0,33,142,ESH0
2020-02-21 19:01:00+00:00,3333.25,3333.5,110,74,ESH0
2020-02-21 19:01:00+00:00,3331.25,3333.75,1,7,ESU0
2020-02-21 19:01:00+00:00,3333.25,3334.0,3,9,ESM0
2020-02-21 19:01:00+00:00,3322.25,3342.0,1,1,ESZ0
2020-02-21 19:02:00+00:00,3323.75,3342.0,1,1,ESZ0
2020-02-21 19:02:00+00:00,3334.75,3335.25,7,1,ESM0
2020-02-21 19:02:00+00:00,3332.75,3334.75,1,1,ESU0
2020-02-21 19:02:00+00:00,3334.75,3335.0,33,108,ESH0
2020-02-21 19:03:00+00:00,3334.75,3335.0,34,96,ESH0
2020-02-21 19:03:00+00:00,3332.75,3334.75,1,1,ESU0
2020-02-21 19:03:00+00:00,3334.75,3335.25,3,4,ESM0
2020-02-21 19:04:00+00:00,3334.0,3334.5,3,4,ESM0
2020-02-21 19:04:00+00:00,3332.5,3334.25,1,1,ESU0
2020-02-21 19:04:00+00:00,3334.0,3334.25,51,117,ESH0
2020-02-21 19:04:00+00:00,3322.75,3342.0,1,1,ESZ0
2020-02-21 19:05:00+00:00,3324.75,3342.0,1,1,ESZ0
2020-02-21 19:05:00+00:00,3335.25,3335.5,122,82,ESH0
2020-02-21 19:05:00+00:00,3333.25,3335.25,1,1,ESU0
2020-02-21 19:05:00+00:00,3335.5,3335.75,1,2,ESM0
2020-02-21 19:05:00+00:00,3321.25,3344.0,2,2,ESH1
2020-02-21 19:06:00+00:00,3334.5,3334.75,1,2,ESM0
2020-02-21 19:06:00+00:00,3332.5,3334.75,1,2,ESU0
2020-02-21 19:06:00+00:00,3334.25,3334.5,91,41,ESH0
2020-02-21 19:06:00+00:00,3323.25,3342.0,1,1,ESZ0
2020-02-21 19:07:00+00:00,3322.75,3342.0,1,1,ESZ0
2020-02-21 19:07:00+00:00,3333.25,3333.5,94,63,ESH0
2020-02-21 19:07:00+00:00,3331.25,3333.75,1,2,ESU0
2020-02-21 19:07:00+00:00,3333.5,3333.75,1,2,ESM0
2020-02-21 19:08:00+00:00,3333.0,3333.25,3,1,ESM0
2020-02-21 19:08:00+00:00,3331.0,3333.25,1,2,ESU0
2020-02-21 19:08:00+00:00,3333.0,3333.25,11,145,ESH0
2020-02-21 19:08:00+00:00,3322.25,3342.0,1,1,ESZ0
2020-02-21 19:09:00+00:00,3321.75,3342.0,1,1,ESZ0
2020-02-21 19:09:00+00:00,3332.5,3332.75,96,44,ESH0
2020-02-21 19:09:00+00:00,3330.5,3332.75,1,1,ESU0
2020-02-21 19:09:00+00:00,3332.75,3333.0,1,2,ESM0
2020-02-21 19:10:00+00:00,3333.25,3333.75,4,3,ESM0
2020-02-21 19:10:00+00:00,3331.25,3333.25,1,1,ESU0
2020-02-21 19:10:00+00:00,3333.25,3333.5,69,75,ESH0
2020-02-21 19:10:00+00:00,3322.25,3342.0,1,1,ESZ0
2020-02-21 19:11:00+00:00,3321.25,3342.0,1,1,ESZ0
2020-02-21 19:11:00+00:00,3332.25,3332.5,44,111,ESH0
2020-02-21 19:11:00+00:00,3330.25,3332.25,1,1,ESU0
2020-02-21 19:11:00+00:00,3332.25,3332.75,2,4,ESM0
2020-02-21 19:12:00+00:00,3333.25,3333.75,1,8,ESM0
2020-02-21 19:12:00+00:00,3331.0,3333.25,1,1,ESU0
2020-02-21 19:12:00+00:00,3333.0,3333.25,98,48,ESH0
2020-02-21 19:12:00+00:00,3321.75,3342.0,1,1,ESZ0
2020-02-21 19:13:00+00:00,3323.25,3342.0,1,1,ESZ0
2020-02-21 19:13:00+00:00,3334.5,3334.75,55,134,ESH0
2020-02-21 19:13:00+00:00,3332.5,3334.75,1,1,ESU0
2020-02-21 19:13:00+00:00,3334.5,3335.0,7,3,ESM0
2020-02-21 19:14:00+00:00,3335.0,3335.25,1,1,ESM0
2020-02-21 19:14:00+00:00,3332.75,3335.25,1,2,ESU0
2020-02-21 19:14:00+00:00,3334.75,3335.0,97,53,ESH0
2020-02-21 19:14:00+00:00,3324.25,3342.0,1,1,ESZ0
2020-02-21 19:15:00+00:00,3321.75,3342.0,1,1,ESZ0
2020-02-21 19:15:00+00:00,3332.75,3333.0,93,57,ESH0
2020-02-21 19:15:00+00:00,3330.75,3333.25,1,2,ESU0
2020-02-21 19:15:00+00:00,3333.0,3333.5,1,7,ESM0
2020-02-21 19:16:00+00:00,3334.5,3334.75,2,1,ESM0
2020-02-21 19:16:00+00:00,3332.25,3334.25,1,1,ESU0
2020-02-21 19:16:00+00:00,3334.25,3334.5,80,110,ESH0
2020-02-21 19:16:00+00:00,3323.25,3342.0,1,1,ESZ0
2020-02-21 19:17:00+00:00,3321.75,3342.0,1,1,ESZ0
2020-02-21 19:17:00+00:00,3332.75,3333.0,24,94,ESH0
2020-02-21 19:17:00+00:00,3330.5,3332.75,1,1,ESU0
2020-02-21 19:17:00+00:00,3332.75,3333.25,7,2,ESM0
2020-02-21 19:18:00+00:00,3330.25,3330.75,10,2,ESM0
2020-02-21 19:18:00+00:00,3328.25,3330.5,1,1,ESU0
2020-02-21 19:18:00+00:00,3330.25,3330.5,65,74,ESH0
2020-02-21 19:18:00+00:00,3321.0,3342.0,1,1,ESZ0
2020-02-21 19:19:00+00:00,3331.25,3331.5,36,100,ESH0
2020-02-21 19:19:00+00:00,3329.0,3331.5,1,1,ESU0
2020-02-21 19:19:00+00:00,3331.25,3331.75,7,3,ESM0
2020-02-21 19:20:00+00:00,3331.5,3332.0,2,8,ESM0
2020-02-21 19:20:00+00:00,3329.5,3331.75,1,2,ESU0
2020-02-21 19:20:00+00:00,3331.25,3331.5,105,47,ESH0
2020-02-21 19:21:00+00:00,3332.75,3333.0,57,101,ESH0
2020-02-21 19:21:00+00:00,3330.75,3333.0,1,6,ESU0
2020-02-21 19:21:00+00:00,3332.75,3333.25,9,2,ESM0
2020-02-21 19:21:00+00:00,3321.25,3342.0,1,1,ESZ0
2020-02-21 19:22:00+00:00,3323.25,3342.0,1,1,ESZ0
2020-02-21 19:22:00+00:00,3334.5,3334.75,2,1,ESM0
2020-02-21 19:22:00+00:00,3332.25,3334.5,1,6,ESU0
2020-02-21 19:22:00+00:00,3334.25,3334.5,80,127,ESH0
2020-02-21 19:23:00+00:00,3333.0,3333.25,57,97,ESH0
2020-02-21 19:23:00+00:00,3331.0,3333.0,1,1,ESU0
2020-02-21 19:23:00+00:00,3333.25,3333.5,2,1,ESM0
2020-02-21 19:23:00+00:00,3322.25,3342.0,1,1,ESZ0
2020-02-21 19:24:00+00:00,3321.0,3342.0,1,1,ESZ0
2020-02-21 19:24:00+00:00,3331.5,3332.0,1,7,ESM0
2020-02-21 19:24:00+00:00,3329.25,3331.5,1,1,ESU0
2020-02-21 19:24:00+00:00,3331.25,3331.5,101,23,ESH0
2020-02-21 19:25:00+00:00,3330.25,3330.5,51,81,ESH0
2020-02-21 19:25:00+00:00,3328.25,3330.5,1,1,ESU0
2020-02-21 19:25:00+00:00,3330.25,3330.75,8,1,ESM0
2020-02-21 19:26:00+00:00,3331.75,3332.25,8,3,ESM0
2020-02-21 19:26:00+00:00,3329.75,3332.0,1,6,ESU0
2020-02-21 19:26:00+00:00,3331.75,3332.0,36,87,ESH0
2020-02-21 19:27:00+00:00,3333.75,3334.0,91,31,ESH0
2020-02-21 19:27:00+00:00,3331.75,3334.0,1,1,ESU0
2020-02-21 19:27:00+00:00,3334.0,3334.5,1,7,ESM0
2020-02-21 19:27:00+00:00,3323.25,3342.0,1,1,ESZ0
2020-02-21 19:28:00+00:00,3322.75,3342.0,1,1,ESZ0
2020-02-21 19:28:00+00:00,3334.5,3334.75,1,1,ESM0
2020-02-21 19:28:00+00:00,3332.25,3334.5,1,6,ESU0
2020-02-21 19:28:00+00:00,3334.25,3334.5,100,78,ESH0
2020-02-21 19:29:00+00:00,3335.5,3335.75,67,150,ESH0
2020-02-21 19:29:00+00:00,3333.5,3335.5,1,1,ESU0
2020-02-21 19:29:00+00:00,3335.75,3336.0,2,2,ESM0
2020-02-21 19:29:00+00:00,3324.75,3342.0,1,1,ESZ0
2020-02-21 19:30:00+00:00,3323.75,3342.0,1,1,ESZ0
2020-02-21 19:30:00+00:00,3335.0,3335.5,2,7,ESM0
2020-02-21 19:30:00+00:00,3332.75,3335.0,1,1,ESU0
2020-02-21 19:30:00+00:00,3334.75,3335.0,108,58,ESH0
2020-02-21 19:31:00+00:00,3335.25,3335.5,87,47,ESH0
2020-02-21 19:31:00+00:00,3333.25,3335.5,1,1,ESU0
2020-02-21 19:31:00+00:00,3335.5,3336.0,1,7,ESM0
2020-02-21 19:31:00+00:00,3324.25,3342.0,1,1,ESZ0
2020-02-21 19:32:00+00:00,3325.75,3342.0,1,1,ESZ0
2020-02-21 19:32:00+00:00,3337.0,3337.5,2,8,ESM0
2020-02-21 19:32:00+00:00,3334.75,3337.0,1,1,ESU0
2020-02-21 19:32:00+00:00,3336.75,3337.0,100,41,ESH0
2020-02-21 19:32:00+00:00,3322.25,3345.0,2,2,ESH1
2020-02-21 19:33:00+00:00,3336.5,3336.75,74,89,ESH0
2020-02-21 19:33:00+00:00,3334.5,3336.5,1,1,ESU0
2020-02-21 19:33:00+00:00,3336.5,3337.0,8,1,ESM0
2020-02-21 19:33:00+00:00,3325.25,3342.0,1,1,ESZ0
2020-02-21 19:34:00+00:00,3324.75,3342.0,1,1,ESZ0
2020-02-21 19:34:00+00:00,3336.0,3336.5,6,3,ESM0
2020-02-21 19:34:00+00:00,3333.75,3336.0,1,1,ESU0
2020-02-21 19:34:00+00:00,3336.0,3336.25,33,94,ESH0
2020-02-21 19:35:00+00:00,3335.0,3335.25,108,36,ESH0
2020-02-21 19:35:00+00:00,3333.0,3335.5,1,2,ESU0
2020-02-21 19:35:00+00:00,3335.25,3335.75,1,8,ESM0
2020-02-21 19:35:00+00:00,3324.25,3342.0,1,1,ESZ0
2020-02-21 19:36:00+00:00,3323.25,3342.0,1,1,ESZ0
2020-02-21 19:36:00+00:00,3334.0,3334.5,9,2,ESM0
2020-02-21 19:36:00+00:00,3332.0,3334.0,1,1,ESU0
2020-02-21 19:36:00+00:00,3334.0,3334.25,106,65,ESH0
2020-02-21 19:37:00+00:00,3334.5,3334.75,108,51,ESH0
2020-02-21 19:37:00+00:00,3332.5,3335.0,1,2,ESU0
2020-02-21 19:37:00+00:00,3334.75,3335.25,1,7,ESM0
2020-02-21 19:37:00+00:00,3323.75,3342.0,1,1,ESZ0
2020-02-21 19:38:00+00:00,3322.25,3342.0,1,1,ESZ0
2020-02-21 19:38:00+00:00,3333.0,3333.5,8,2,ESM0
2020-02-21 19:38:00+00:00,3330.75,3333.0,1,1,ESU0
2020-02-21 19:38:00+00:00,3333.0,3333.25,37,140,ESH0
2020-02-21 19:39:00+00:00,3332.75,3333.0,101,78,ESH0
2020-02-21 19:39:00+00:00,3330.75,3333.0,1,1,ESU0
2020-02-21 19:39:00+00:00,3333.0,3333.25,1,2,ESM0
2020-02-21 19:40:00+00:00,3334.0,3334.5,2,7,ESM0
2020-02-21 19:40:00+00:00,3331.75,3334.0,1,1,ESU0
2020-02-21 19:40:00+00:00,3333.75,3334.0,111,34,ESH0
2020-02-21 19:40:00+00:00,3322.75,3342.0,1,1,ESZ0
2020-02-21 19:41:00+00:00,3322.75,3342.0,1,1,ESZ0
2020-02-21 19:41:00+00:00,3334.0,3334.25,65,110,ESH0
2020-02-21 19:41:00+00:00,3332.0,3334.0,1,1,ESU0
2020-02-21 19:41:00+00:00,3334.0,3334.5,8,2,ESM0
2020-02-21 19:42:00+00:00,3336.75,3337.25,2,7,ESM0
2020-02-21 19:42:00+00:00,3334.5,3336.75,1,1,ESU0
2020-02-21 19:42:00+00:00,3336.5,3336.75,116,32,ESH0
2020-02-21 19:42:00+00:00,3325.75,3342.0,1,1,ESZ0
2020-02-21 19:43:00+00:00,3325.25,3342.0,1,1,ESZ0
2020-02-21 19:43:00+00:00,3336.75,3337.0,86,68,ESH0
2020-02-21 19:43:00+00:00,3334.75,3336.75,1,1,ESU0
2020-02-21 19:43:00+00:00,3337.0,3337.25,1,1,ESM0
2020-02-21 19:44:00+00:00,3335.75,3336.25,8,3,ESM0
2020-02-21 19:44:00+00:00,3333.5,3336.25,1,2,ESU0
