exp,regime,seed,direct,margin,decouple,drawdown,client_defaults,cm_defaults,nbcm_defaults,deepest_waterfall,mutualised_l3,survivor_l4,total_df,ccp_cash_used,client_loss_absorbed,im_mean,im_peak
H1,calm,91,False,flat04,False,-5.361508183136521,0,0,0,0,False,False,17644197705.75,0.0,0.0,21351268730.268,23957171955.0
H1,calm,92,False,flat04,False,-5.320074580484768,0,0,0,0,False,False,13030402584.375002,0.0,0.0,17754542161.2,19965305178.0
H1,calm,93,False,flat04,False,-5.316151487527964,0,0,0,0,False,False,12894879974.625002,0.0,0.0,18144090620.136,20638171485.0
H1,calm,94,False,flat04,False,-5.3905117049927505,0,0,0,0,False,False,13938917899.500002,0.0,0.0,17881227710.1,21184025940.0
H1,calm,95,False,flat04,False,-5.336648021545476,0,0,0,0,False,False,12626725047.750002,0.0,0.0,19694256933.294,22591305900.0
H1,calm,96,False,flat04,False,-5.373938263932054,0,0,0,0,False,False,17864256427.875,0.0,0.0,19592896634.604,22438052325.0
H1,calm,97,False,flat04,False,-5.408205553253209,0,0,0,0,False,False,16949318240.250002,0.0,0.0,18567693188.892,21565312146.0
H1,calm,98,False,flat04,False,-5.357364822871347,0,0,0,0,False,False,13749764304.375002,0.0,0.0,17993025068.184,21419372394.0
H1,calm,99,False,flat04,False,-5.373938263932054,0,0,0,0,False,False,14680850901.750002,0.0,0.0,18012331277.406,20614888638.0
H1,calm,100,False,flat04,False,-5.365873870887549,0,0,0,0,False,False,16189850320.875002,0.0,0.0,19139215492.386,21588648075.0
H1,calm,101,False,flat04,False,-5.382224984462402,0,0,0,0,False,False,17109534778.875002,0.0,0.0,19795652506.8,21745375650.0
H1,calm,102,False,flat04,False,-5.382447998674067,0,0,0,0,False,False,16011578855.250002,0.0,0.0,19154508884.226,21889483254.0
H1,calm,103,False,flat04,False,-5.361508183136521,0,0,0,0,False,False,14264100427.500002,0.0,0.0,18925795496.664,22047903369.0
H1,calm,104,False,flat04,False,-5.307644499689246,0,0,0,0,False,False,15056507812.500002,0.0,0.0,17063640828.072,18849257280.0
H1,calm,105,False,flat04,False,-5.365873870887549,0,0,0,0,False,False,14325665062.500002,0.0,0.0,16707158950.212,19550995371.0
H1,calm,106,False,flat04,False,-5.378973105134477,0,0,0,0,False,False,17523490050.0,0.0,0.0,17304881952.726,20905363764.0
H1,calm,107,False,flat04,False,-5.328361301015128,0,0,0,0,False,False,13227207580.125002,0.0,0.0,17657321913.918,20074753602.0
H1,calm,108,False,flat04,False,-5.341676681447105,0,0,0,0,False,False,13206685338.000002,0.0,0.0,17706031828.794,19943262612.0
H1,calm,109,False,flat04,False,-5.349299743101021,0,0,0,0,False,False,13919328138.375002,0.0,0.0,19993525341.408,22799223090.0
H1,calm,110,False,flat04,False,-5.345820728523476,0,0,0,0,False,False,15344124951.375002,0.0,0.0,16818125505.354,19014890940.0
H1,calm,111,False,flat04,False,-5.3242179407499535,0,0,0,0,False,False,14139827422.875002,0.0,0.0,17325994864.482,20651560695.0
H1,calm,112,False,flat04,False,-5.373938263932054,0,0,0,0,False,False,10506367352.25,0.0,0.0,18692458733.682,21677793615.0
H1,calm,113,False,flat04,False,-5.344934742075824,0,0,0,0,False,False,13791191832.000002,0.0,0.0,16157528854.848,19690344990.0
H1,calm,114,False,flat04,False,-5.3532214626061725,0,0,0,0,False,False,12831268007.250002,0.0,0.0,18052276834.206,21271274937.0
H1,calm,115,False,flat04,False,-5.378081624197229,0,0,0,0,False,False,12143403892.125002,0.0,0.0,18613325981.934,21961506897.0
H1,calm,116,False,flat04,False,-5.378973105134477,0,0,0,0,False,False,17403094182.375,0.0,0.0,18034973185.896,20245321494.0
H1,calm,117,False,flat04,False,-5.349078102340998,0,0,0,0,False,False,12373342727.625002,0.0,0.0,17334100508.724,19258043112.0
H1,calm,118,False,flat04,False,-5.34079138181065,0,0,0,0,False,False,16028327526.750002,0.0,0.0,17919412909.866,20159199765.0
H1,calm,119,False,flat04,False,-5.336869147261125,0,0,0,0,False,False,15592361870.250002,0.0,0.0,18057355985.196,21523109481.0
H1,calm,120,False,flat04,False,-5.345820728523476,0,0,0,0,False,False,15962819276.250002,0.0,0.0,18186082563.618,20801247498.0
H1,calm,121,False,flat04,False,-5.3582528697526,0,0,0,0,False,False,17955854705.25,0.0,0.0,18669567495.798,20422727235.0
H1,calm,122,False,flat04,False,-5.374160934780803,0,0,0,0,False,False,13835085610.500002,0.0,0.0,19467070362.072,22435424190.0
H1,calm,123,False,flat04,False,-5.373938263932054,0,0,0,0,False,False,14836302384.750002,0.0,0.0,17954273564.028,20791850976.0
H1,calm,124,False,flat04,False,-5.373938263932054,0,0,0,0,False,False,17611195251.375,0.0,0.0,19327296509.748,21292783083.0
H1,calm,125,False,flat04,False,-5.374829058058095,0,0,0,0,False,False,16487492620.500002,0.0,0.0,18017071342.506,20728979208.0
H1,calm,126,False,flat04,False,-5.365651543401695,0,0,0,0,False,False,11577227681.25,0.0,0.0,17468290451.412,19726190892.0
H1,calm,127,False,flat04,False,-5.361508183136521,0,0,0,0,False,False,17820802345.5,0.0,0.0,18331738234.038,20623012407.0
H1,calm,128,False,flat04,False,-5.374829058058095,0,0,0,0,False,False,18604469379.375,0.0,0.0,18941631635.286,21150815364.0
H1,calm,129,False,flat04,False,-5.382224984462402,0,0,0,0,False,False,16319207470.500002,0.0,0.0,18246458223.828,21060028143.0
H1,calm,130,False,flat04,False,-5.378973105134477,0,0,0,0,False,False,12234095948.250002,0.0,0.0,17604530252.856,20424974346.0
H1,calm,131,False,flat04,False,-5.361508183136521,0,0,0,0,False,False,16032305359.125002,0.0,0.0,19823821378.47,22829430285.0
H1,calm,132,False,flat04,False,-5.349964775599847,0,0,0,0,False,False,16975330873.875002,0.0,0.0,17634956145.012,20726148465.0
H1,calm,133,False,flat04,False,-5.378973105134477,0,0,0,0,False,False,14410971939.375002,0.0,0.0,19309857193.368,21686107374.0
H1,calm,134,False,flat04,False,-5.332725615314493,0,0,0,0,False,False,15180894815.625002,0.0,0.0,18888461067.78,22083978735.0
H1,calm,135,False,flat04,False,-5.386368344727577,0,0,0,0,False,False,15617214483.750002,0.0,0.0,19134208551.816,22001935338.0
H1,calm,136,False,flat04,False,-5.361508183136521,0,0,0,0,False,False,16369998009.750002,0.0,0.0,18441717666.3,21487674933.0
H1,calm,137,False,flat04,False,-5.341012679207758,0,0,0,0,False,False,16414935248.250002,0.0,0.0,16018152682.23,17640325332.0
H1,calm,138,False,flat04,False,-5.344934742075824,0,0,0,0,False,False,13210885301.625002,0.0,0.0,18696546893.34,21811852026.0
H1,calm,139,False,flat04,False,-5.34079138181065,0,0,0,0,False,False,13978418565.375002,0.0,0.0,16684775078.508,19471549734.0
H1,calm,140,False,flat04,False,-5.398798425523099,0,0,0,0,False,False,16265219850.000002,0.0,0.0,19122692329.458,21704774877.0
H1,calm,141,False,flat04,False,-5.369794903666869,0,0,0,0,False,False,13574741028.750002,0.0,0.0,17952884169.012,20512632294.0
H1,calm,142,False,flat04,False,-5.365651543401695,0,0,0,0,False,False,16993314916.875002,0.0,0.0,18448042538.322,20702745450.0
H1,calm,143,False,flat04,False,-5.382224984462402,0,0,0,0,False,False,16197236055.000002,0.0,0.0,18326861695.548,20540683548.0
H1,calm,144,False,flat04,False,-5.345820728523476,0,0,0,0,False,False,14494342660.875002,0.0,0.0,19766259072.414,22132216530.0
H1,calm,145,False,flat04,False,-5.383117152210848,0,0,0,0,False,False,14244004343.250002,0.0,0.0,18708801420.528,20895258204.0
H1,calm,146,False,flat04,False,-5.374160934780803,0,0,0,0,False,False,14640052556.250002,0.0,0.0,15939901536.912,18270432180.0
H1,calm,147,False,flat04,False,-5.395549293439972,0,0,0,0,False,False,15760444540.500002,0.0,0.0,16609519514.16,18456214221.0
H1,calm,148,False,flat04,False,-5.374160934780803,0,0,0,0,False,False,15242219746.875002,0.0,0.0,18482172830.676,20605597614.0
H1,calm,149,False,flat04,False,-5.365651543401695,0,0,0,0,False,False,18144992844.0,0.0,0.0,18107434867.844204,19563793335.0
H1,calm,150,False,flat04,False,-5.3946550652579255,0,0,0,0,False,False,16044014361.375002,0.0,0.0,19247657812.578,21852103050.0
H1,calm,151,False,flat04,False,-5.373938263932054,0,0,0,0,False,False,12765459093.750002,0.0,0.0,18205804985.382,21000653811.0
H1,calm,152,False,flat04,False,-5.423658587114144,0,0,0,0,False,False,15384385355.625002,0.0,0.0,19256378230.8,21833586369.0
H1,calm,153,False,flat04,False,-5.378973105134477,0,0,0,0,False,False,13483366194.375002,0.0,0.0,18542627652.816,21273222456.0
H1,calm,154,False,flat04,False,-5.3946550652579255,0,0,0,0,False,False,16326351879.750002,0.0,0.0,18960754929.534,21211191162.0
H1,calm,155,False,flat04,False,-5.407981434669096,0,0,0,0,False,False,14443841362.500002,0.0,0.0,17708341212.954,20423601198.0
H1,calm,156,False,flat04,False,-5.357364822871347,0,0,0,0,False,False,13931100154.125002,0.0,0.0,17218516361.832,20677602285.0
H1,calm,157,False,flat04,False,-5.403165658407227,0,0,0,0,False,False,16263371025.000002,0.0,0.0,18154586811.816,20624076585.0
H1,calm,158,False,flat04,False,-5.407981434669096,0,0,0,0,False,False,14672191668.750002,0.0,0.0,19072285228.944,21105866331.0
H1,calm,159,False,flat04,False,-5.386368344727577,0,0,0,0,False,False,15685372568.250002,0.0,0.0,17581705690.122,19924737075.0
H1,calm,160,False,flat04,False,-5.183558465235771,0,0,0,0,False,False,18417130837.875,0.0,0.0,18743156693.442,20839931928.0
H1,calm,161,False,flat04,False,-5.3905117049927505,0,0,0,0,False,False,14781277627.875002,0.0,0.0,15933428469.396,18116668404.0
H1,calm,162,False,flat04,False,-5.361508183136521,0,0,0,0,False,False,12920539054.500002,0.0,0.0,18289215880.254,21342081294.0
H1,calm,163,False,flat04,False,-5.328361301015128,0,0,0,0,False,False,17106965827.875002,0.0,0.0,17879786173.566,20659766985.0
H1,calm,164,False,flat04,False,-5.332062808136884,0,0,0,0,False,False,13332019065.750002,0.0,0.0,16562666539.908,18712303272.0
H1,calm,165,False,flat04,False,-5.3532214626061725,0,0,0,0,False,False,15890186565.000002,0.0,0.0,17476825830.624,19964670678.0
H1,calm,166,False,flat04,False,-5.361508183136521,0,0,0,0,False,False,15408471127.500002,0.0,0.0,19165878865.674,21010321332.0
H1,calm,167,False,flat04,False,-5.387484459179448,0,0,0,0,False,False,16599226396.500002,0.0,0.0,18118886759.406,22367260791.0
H1,calm,168,False,flat04,False,-5.44942190543285,0,0,0,0,False,False,15156110475.000002,0.0,0.0,17363562093.936,19139096025.0
H1,calm,169,False,flat04,False,-5.3946550652579255,0,0,0,0,False,False,16172150667.750002,0.0,0.0,19930212001.566,22504333248.0
H1,calm,170,False,flat04,False,-5.378081624197229,0,0,0,0,False,False,15664422596.625002,0.0,0.0,18798337530.504,21615599250.0
H1,calm,171,False,flat04,False,-5.398798425523099,0,0,0,0,False,False,14633230416.750002,0.0,0.0,17083247041.458,19669084542.0
H1,calm,172,False,flat04,False,-5.386368344727577,0,0,0,0,False,False,15202769620.500002,0.0,0.0,17243155653.246,19012718466.0
H1,calm,173,False,flat04,False,-5.344934742075824,0,0,0,0,False,False,16204586173.875002,0.0,0.0,18786435555.078,20509907715.0
H1,calm,174,False,flat04,False,-5.361508183136521,0,0,0,0,False,False,13670762972.625002,0.0,0.0,19978007699.142,23000616873.0
H1,calm,175,False,flat04,False,-5.3242179407499535,0,0,0,0,False,False,14057299872.000002,0.0,0.0,16310354908.356,18677931372.0
H1,calm,176,False,flat04,False,-5.3292445402179816,0,0,0,0,False,False,15512610613.500002,0.0,0.0,19948101416.028,23231135538.0
H1,calm,177,False,flat04,False,-5.386368344727577,0,0,0,0,False,False,17181144288.0,0.0,0.0,18780392078.154,21968371800.0
H1,calm,178,False,flat04,False,-5.374160934780803,0,0,0,0,False,False,15024704495.625002,0.0,0.0,19027283404.662,21875662872.0
H1,calm,179,False,flat04,False,-5.307644499689246,0,0,0,0,False,False,17034100157.250002,0.0,0.0,18401542239.294,21063595455.0
H1,calm,180,False,flat04,False,-5.386368344727577,0,0,0,0,False,False,13123213092.000002,0.0,0.0,16560302876.802,18516903660.0
H1,calm,181,False,flat04,False,-5.386368344727577,0,0,0,0,False,False,16990152733.125002,0.0,0.0,18821144875.428,21801256380.0
H1,calm,182,False,flat04,False,-5.312668351912475,0,0,0,0,False,False,16277485776.750002,0.0,0.0,15667264809.432,17517789000.0
H1,calm,183,False,flat04,False,-5.349078102340998,0,0,0,0,False,False,17147463856.875002,0.0,0.0,17519396542.092,19914968340.0
H1,calm,184,False,flat04,False,-5.328361301015128,0,0,0,0,False,False,14291212456.125002,0.0,0.0,17035667458.38,19133440560.0
H1,calm,185,False,flat04,False,-5.37001740283417,0,0,0,0,False,False,15429024319.500002,0.0,0.0,17952210401.202,20510869626.0
H1,calm,186,False,flat04,False,-5.3623969168289705,0,0,0,0,False,False,16172509901.625002,0.0,0.0,18073436243.22,20215409841.0
H1,calm,187,False,flat04,False,-5.34079138181065,0,0,0,0,False,False,12958466412.375002,0.0,0.0,17739557356.518,20263610160.0
H1,calm,188,False,flat04,False,-5.378081624197229,0,0,0,0,False,False,16925261982.750002,0.0,0.0,19121498136.936,20998076499.0
H1,calm,189,False,flat04,False,-5.3541088226762295,0,0,0,0,False,False,17335807495.875,0.0,0.0,18117711802.764,20631856410.0
H1,calm,190,False,flat04,False,-5.3532214626061725,0,0,0,0,False,False,14872161273.750002,0.0,0.0,19430898435.918,21961737072.0
H1,calm,191,False,flat04,False,-5.369794903666869,0,0,0,0,False,False,15749525657.250002,0.0,0.0,18244683476.28,20830564557.0
H1,calm,42,False,flat08,False,-5.332725615314493,0,0,0,0,False,False,12912189963.750002,0.0,0.0,31754004675.552,36978032124.0
H1,calm,43,False,flat08,False,-5.328361301015128,0,0,0,0,False,False,11048625274.5,0.0,0.0,28813861653.048,35766899010.0
H1,calm,44,False,flat08,False,-5.373938263932054,0,0,0,0,False,False,12769633960.875002,0.0,0.0,33306508270.332,38927459844.0
H1,calm,45,False,flat08,False,-5.328361301015128,0,0,0,0,False,False,13153671357.750002,0.0,0.0,32720564577.852,36818376408.0
H1,calm,46,False,flat08,False,-5.365651543401695,0,0,0,0,False,False,12571820105.625002,0.0,0.0,29250253576.008,34368044958.0
H1,calm,47,False,flat08,False,-5.3532214626061725,0,0,0,0,False,False,15203581494.750002,0.0,0.0,33329699134.956,36868035708.0
H1,calm,48,False,flat08,False,-5.336648021545476,0,0,0,0,False,False,13547122677.000002,0.0,0.0,30256338466.98,36538722180.0
H1,calm,49,False,flat08,False,-5.369794903666869,0,0,0,0,False,False,12638286218.250002,0.0,0.0,31941437059.728,36937196028.0
H1,calm,50,False,flat08,False,-5.382224984462402,0,0,0,0,False,False,10353903837.75,0.0,0.0,31719455409.204,36597853404.0
H1,calm,51,False,flat08,False,-5.3242179407499535,0,0,0,0,False,False,14109445164.375002,0.0,0.0,34391636339.184,38854832706.0
H1,calm,52,False,flat08,False,-5.349299743101021,0,0,0,0,False,False,13428888338.250002,0.0,0.0,30091892360.688,34672549104.0
H1,calm,53,False,flat08,False,-5.344934742075824,0,0,0,0,False,False,10692155850.75,0.0,0.0,30573022921.416,34669216890.0
H1,calm,54,False,flat08,False,-5.357586806994286,0,0,0,0,False,False,11239705731.375,0.0,0.0,29228132810.664,34315749522.0
H1,calm,55,False,flat08,False,-5.415371866583795,0,0,0,0,False,False,13066327023.750002,0.0,0.0,31607823800.7,36182002950.0
H1,calm,56,False,flat08,False,-5.357364822871347,0,0,0,0,False,False,14757660138.375002,0.0,0.0,32031215625.24,37022009670.0
H1,calm,57,False,flat08,False,-5.357364822871347,0,0,0,0,False,False,14899137338.250002,0.0,0.0,32724565870.644,37144772910.0
H1,calm,58,False,flat08,False,-5.423883318140388,0,0,0,0,False,False,15189451175.250002,0.0,0.0,30379715127.864,34639220160.0
H1,calm,59,False,flat08,False,-5.324438551421229,0,0,0,0,False,False,12767707099.125002,0.0,0.0,29011287060.504,35274709980.0
H1,calm,60,False,flat08,False,-5.328361301015128,0,0,0,0,False,False,13769354065.500002,0.0,0.0,30349677105.9,34037552052.0
H1,calm,61,False,flat08,False,-5.345820728523476,0,0,0,0,False,False,12690785868.750002,0.0,0.0,31288143621.312,35472655296.0
H1,calm,62,False,flat08,False,-5.341898052217154,0,0,0,0,False,False,13730174543.250002,0.0,0.0,32455668120.408,36964079460.0
H1,calm,63,False,flat08,False,-5.357364822871347,0,0,0,0,False,False,14024342103.750002,0.0,0.0,31566487528.908,36829352736.0
H1,calm,64,False,flat08,False,-5.357364822871347,0,0,0,0,False,False,12521068795.125002,0.0,0.0,34901421355.692,39752125812.0
H1,calm,65,False,flat08,False,-5.357364822871347,0,0,0,0,False,False,15075567824.625002,0.0,0.0,30683888943.624,34936558020.0
H1,calm,66,False,flat08,False,-5.3251004931415995,0,0,0,0,False,False,13705032466.125002,0.0,0.0,34072389711.504,38447099982.0
H1,calm,67,False,flat08,False,-5.3702399204408895,0,0,0,0,False,False,12834010406.250002,0.0,0.0,31206385164.78,35552545200.0
H1,calm,68,False,flat08,False,-5.3612860457407985,0,0,0,0,False,False,12370462421.625002,0.0,0.0,31646260917.252,35668308312.0
H1,calm,69,False,flat08,False,-5.374829058058095,0,0,0,0,False,False,14601199783.500002,0.0,0.0,33305772950.028,37852143264.0
H1,calm,70,False,flat08,False,-5.333388587294352,0,0,0,0,False,False,13957431901.875002,0.0,0.0,32006187402.84,36478481724.0
H1,calm,71,False,flat08,False,-5.3292445402179816,0,0,0,0,False,False,11111890568.625,0.0,0.0,34129591820.82,39963805524.0
H1,calm,72,False,flat08,False,-5.3946550652579255,0,0,0,0,False,False,14190564205.125002,0.0,0.0,32112161250.588,36153512298.0
H1,calm,73,False,flat08,False,-5.361508183136521,0,0,0,0,False,False,13825233056.250002,0.0,0.0,29005437390.228,33849506160.0
H1,calm,74,False,flat08,False,-5.344934742075824,0,0,0,0,False,False,13350196109.250002,0.0,0.0,31400150525.208,36606649140.0
H1,calm,75,False,flat08,False,-5.3582528697526,0,0,0,0,False,False,13565068976.250002,0.0,0.0,33323103109.512,37744116102.0
H1,calm,76,False,flat08,False,-5.3702399204408895,0,0,0,0,False,False,14363326159.875002,0.0,0.0,29487581431.884,34390558494.0
H1,calm,77,False,flat08,False,-5.316812398988857,0,0,0,0,False,False,12231247050.000002,0.0,0.0,27259069180.68,32792832504.0
H1,calm,78,False,flat08,False,-5.34079138181065,0,0,0,0,False,False,14646397305.375002,0.0,0.0,30231544718.988,34285007376.0
H1,calm,79,False,flat08,False,-5.349078102340998,0,0,0,0,False,False,13219821846.000002,0.0,0.0,32414577123.888,36072684450.0
H1,calm,80,False,flat08,False,-5.3541088226762295,0,0,0,0,False,False,13501520282.250002,0.0,0.0,31085500611.42,35490334140.0
H1,calm,81,False,flat08,False,-5.336648021545476,0,0,0,0,False,False,13858631993.250002,0.0,0.0,30374697029.112,35439696252.0
H1,calm,82,False,flat08,False,-5.341676681447105,0,0,0,0,False,False,12122850700.125002,0.0,0.0,31783895431.344,37284229386.0
H1,calm,83,False,flat08,False,-5.365873870887549,0,0,0,0,False,False,11517021883.125,0.0,0.0,31525299200.916,34986739464.0
H1,calm,84,False,flat08,False,-5.378527327725524,0,0,0,0,False,False,10290726319.5,0.0,0.0,32577314449.176,37781530650.0
H1,calm,85,False,flat08,False,-5.373938263932054,0,0,0,0,False,False,11464907194.125,0.0,0.0,33006006397.692,38432248272.0
H1,calm,86,False,flat08,False,-5.378304466727435,0,0,0,0,False,False,13045242969.000002,0.0,0.0,30945463778.088,38432393730.0
H1,calm,87,False,flat08,False,-5.312668351912475,0,0,0,0,False,False,15313838029.875002,0.0,0.0,31850994213.216,37439088246.0
H1,calm,88,False,flat08,False,-5.328582083367861,0,0,0,0,False,False,11993852747.250002,0.0,0.0,32011690363.164,35103703770.0
H1,calm,89,False,flat08,False,-5.349964775599847,0,0,0,0,False,False,11240362707.75,0.0,0.0,29140749846.504,34282387260.0
H1,calm,90,False,flat08,False,-5.3541088226762295,0,0,0,0,False,False,11628349053.75,0.0,0.0,31483606300.056,35750175930.0
H1,calm,91,False,flat08,False,-5.361508183136521,0,0,0,0,False,False,13725999676.125002,0.0,0.0,36750891745.656,41200358400.0
H1,calm,92,False,flat08,False,-5.320074580484768,0,0,0,0,False,False,12564744328.125002,0.0,0.0,31470789109.032,35206415244.0
H1,calm,93,False,flat08,False,-5.316151487527964,0,0,0,0,False,False,11451099082.5,0.0,0.0,32393732140.548,37047588030.0
H1,calm,94,False,flat08,False,-5.378081624197229,0,0,0,0,False,False,11173010136.75,0.0,0.0,31934590741.224,37887621030.0
H1,calm,95,False,flat08,False,-5.344934742075824,0,0,0,0,False,False,10103363164.125,0.0,0.0,33651715600.944,38567294028.0
H1,calm,96,False,flat08,False,-5.369794903666869,0,0,0,0,False,False,15683370070.500002,0.0,0.0,35285682322.836,40923945468.0
H1,calm,97,False,flat08,False,-5.337753833402403,0,0,0,0,False,False,14946666594.750002,0.0,0.0,32196742883.496,36281474784.0
H1,calm,98,False,flat08,False,-5.332504661280302,0,0,0,0,False,False,12057515043.750002,0.0,0.0,31883646581.424,37757705832.0
H1,calm,99,False,flat08,False,-5.344934742075824,0,0,0,0,False,False,12587859900.000002,0.0,0.0,31379630265.504,35955683424.0
H1,calm,100,False,flat08,False,-5.374160934780803,0,0,0,0,False,False,14099020724.250002,0.0,0.0,33399914534.928,37521052452.0
H1,calm,101,False,flat08,False,-5.357364822871347,0,0,0,0,False,False,13058020936.125002,0.0,0.0,33975116533.116,37890168570.0
H1,calm,102,False,flat08,False,-5.345156211154389,0,0,0,0,False,False,14554871372.250002,0.0,0.0,32021600292.576,37314432540.0
H1,calm,103,False,flat08,False,-5.361508183136521,0,0,0,0,False,False,11956861310.625002,0.0,0.0,32872210986.996,37455836238.0
H1,calm,104,False,flat08,False,-5.295214418893723,0,0,0,0,False,False,13467059409.375002,0.0,0.0,30730215811.248,34324319610.0
H1,calm,105,False,flat08,False,-5.436313913980273,0,0,0,0,False,False,11339928740.25,0.0,0.0,29344430156.652,34407759204.0
H1,calm,106,False,flat08,False,-5.3541088226762295,0,0,0,0,False,False,15883563081.375002,0.0,0.0,30440141640.54,35462404350.0
H1,calm,107,False,flat08,False,-5.34079138181065,0,0,0,0,False,False,11699904546.0,0.0,0.0,31671954876.312,36915263082.0
H1,calm,108,False,flat08,False,-5.3541088226762295,0,0,0,0,False,False,12584334089.250002,0.0,0.0,31272435795.168,36328034250.0
H1,calm,109,False,flat08,False,-5.361730338940918,0,0,0,0,False,False,11771198430.75,0.0,0.0,35090803297.692,39282807168.0
H1,calm,110,False,flat08,False,-5.345820728523476,0,0,0,0,False,False,12826624387.500002,0.0,0.0,30086672730.336,34645660650.0
H1,calm,111,False,flat08,False,-5.336648021545476,0,0,0,0,False,False,12837074122.125002,0.0,0.0,28964974047.48,33451310250.0
H1,calm,112,False,flat08,False,-5.373938263932054,0,0,0,0,False,False,9448045447.5,0.0,0.0,32021756238.42,37316907720.0
H1,calm,113,False,flat08,False,-5.3905117049927505,0,0,0,0,False,False,12257107458.750002,0.0,0.0,28430238047.148,35575058880.0
H1,calm,114,False,flat08,False,-5.378081624197229,0,0,0,0,False,False,11282417833.5,0.0,0.0,31458745363.392,36758996208.0
H1,calm,115,False,flat08,False,-5.382224984462402,0,0,0,0,False,False,11041238971.125,0.0,0.0,32502644908.272,37656946116.0
H1,calm,116,False,flat08,False,-5.3582528697526,0,0,0,0,False,False,14730536935.125002,0.0,0.0,31859989967.304,35577193626.0
H1,calm,117,False,flat08,False,-5.3242179407499535,0,0,0,0,False,False,10558067491.125,0.0,0.0,29968846849.476,33373479222.0
H1,calm,118,False,flat08,False,-5.344934742075824,0,0,0,0,False,False,13774492363.500002,0.0,0.0,31407566557.212,34853502690.0
H1,calm,119,False,flat08,False,-5.3534432750476535,0,0,0,0,False,False,13232325719.250002,0.0,0.0,31187320318.692,37373172300.0
H1,calm,120,False,flat08,False,-5.3541088226762295,0,0,0,0,False,False,12709901246.625002,0.0,0.0,31871044115.316,36634173912.0
H1,calm,121,False,flat08,False,-5.3541088226762295,0,0,0,0,False,False,13269274152.750002,0.0,0.0,31810845295.548,36262958022.0
H1,calm,122,False,flat08,False,-5.357586806994286,0,0,0,0,False,False,12645207308.250002,0.0,0.0,34201145456.784,38633583690.0
H1,calm,123,False,flat08,False,-5.365651543401695,0,0,0,0,False,False,12462302419.875002,0.0,0.0,31452684463.188,35142452514.0
H1,calm,124,False,flat08,False,-5.344934742075824,0,0,0,0,False,False,15983665706.250002,0.0,0.0,34158891275.388,38056869468.0
H1,calm,125,False,flat08,False,-5.3623969168289705,0,0,0,0,False,False,15501923922.375002,0.0,0.0,31469135855.94,36867702060.0
H1,calm,126,False,flat08,False,-5.344934742075824,0,0,0,0,False,False,10918883250.0,0.0,0.0,30901794524.172,35055228960.0
H1,calm,127,False,flat08,False,-5.344934742075824,0,0,0,0,False,False,16120809762.750002,0.0,0.0,32876796930.516,37418380650.0
H1,calm,128,False,flat08,False,-5.374829058058095,0,0,0,0,False,False,15516054241.875002,0.0,0.0,32706961716.996,36853918596.0
H1,calm,129,False,flat08,False,-5.3242179407499535,0,0,0,0,False,False,13475459547.000002,0.0,0.0,32067010910.7,36413474184.0
H1,calm,130,False,flat08,False,-5.374829058058095,0,0,0,0,False,False,11068209825.75,0.0,0.0,30700912812.48,35143214418.0
H1,calm,131,False,flat08,False,-5.361508183136521,0,0,0,0,False,False,14722829488.125002,0.0,0.0,35074875213.972,41745841434.0
H1,calm,132,False,flat08,False,-5.345820728523476,0,0,0,0,False,False,15116028802.875002,0.0,0.0,31461074779.752,36713075526.0
H1,calm,133,False,flat08,False,-5.374829058058095,0,0,0,0,False,False,14772562150.500002,0.0,0.0,33693770612.34,38741935176.0
H1,calm,134,False,flat08,False,-5.336869147261125,0,0,0,0,False,False,12211165197.000002,0.0,0.0,33812253742.356,39367705752.0
H1,calm,135,False,flat08,False,-5.328361301015128,0,0,0,0,False,False,13141147721.625002,0.0,0.0,34106014398.024,39781193256.0
H1,calm,136,False,flat08,False,-5.34079138181065,0,0,0,0,False,False,13096558171.125002,0.0,0.0,31755056999.076,36614211084.0
H1,calm,137,False,flat08,False,-5.374160934780803,0,0,0,0,False,False,13771825192.125002,0.0,0.0,28803914937.324,32636415330.0
H1,calm,138,False,flat08,False,-5.34079138181065,0,0,0,0,False,False,10874244286.125,0.0,0.0,32365294735.284,37575785304.0
H1,calm,139,False,flat08,False,-5.34079138181065,0,0,0,0,False,False,12803651784.000002,0.0,0.0,28810406989.188,32671901808.0
H1,calm,140,False,flat08,False,-5.386368344727577,0,0,0,0,False,False,14342326391.250002,0.0,0.0,33788321294.832,37482407586.0
H1,calm,141,False,flat08,False,-5.361508183136521,0,0,0,0,False,False,11845703751.750002,0.0,0.0,32449370605.632,37814577570.0
H1,calm,142,False,flat08,False,-5.382224984462402,0,0,0,0,False,False,13545516958.875002,0.0,0.0,30908620239.408,36163300932.0
H1,calm,143,False,flat08,False,-5.266210897037493,0,0,0,0,False,False,13477755654.000002,0.0,0.0,31964556028.356,35484510060.0
H1,calm,144,False,flat08,False,-5.3623969168289705,0,0,0,0,False,False,11474619651.0,0.0,0.0,34692438971.34,39750051960.0
H1,calm,145,False,flat08,False,-5.341676681447105,0,0,0,0,False,False,13058984367.000002,0.0,0.0,33534986613.336,38158521984.0
H1,calm,146,False,flat08,False,-5.37001740283417,0,0,0,0,False,False,11552375587.5,0.0,0.0,27138647874.204,30192911766.0
H1,calm,147,False,flat08,False,-5.378973105134477,0,0,0,0,False,False,13037788887.750002,0.0,0.0,27403241379.012,30479607972.0
