t,client_id,kind,cm_id,cm_kind,shortfall,closeout_loss,im_posted,assumed_pos,regime,seed,margin
8099,28,FundamentalTrader,34,BCM,0.0,0.0,344509286.74188614,901,stressed,149,reactive
14999,58,MomentumTrader,103,NBCM,0.0,0.0,690797684.4921858,-1509,stressed,149,reactive
20279,91,ZeroIntelligenceTrader,31,BCM,0.0,0.0,104356204.808863,-291,stressed,149,reactive
20579,27,FundamentalTrader,31,BCM,0.0,0.0,1959569619.7033563,-5503,stressed,149,reactive
7019,4,FundamentalTrader,30,BCM,0.0,0.0,181161766.64392835,606,stressed,150,reactive
7019,27,FundamentalTrader,30,BCM,0.0,0.0,114496628.09343986,383,stressed,150,reactive
7019,1,FundamentalTrader,33,BCM,0.0,0.0,319275192.6992004,1068,stressed,150,reactive
7079,29,FundamentalTrader,30,BCM,0.0,0.0,839921860.2283281,2857,stressed,150,reactive
7439,15,FundamentalTrader,34,BCM,0.0,0.0,245493773.10181865,827,stressed,150,reactive
7739,3,FundamentalTrader,31,BCM,0.0,0.0,331312064.28112555,1066,stressed,150,reactive
7739,9,FundamentalTrader,32,BCM,0.0,0.0,368947140.484382,1184,stressed,150,reactive
7739,6,FundamentalTrader,33,BCM,0.0,0.0,331312064.28112555,1061,stressed,150,reactive
8099,22,FundamentalTrader,34,BCM,0.0,0.0,332009953.22928923,868,stressed,150,reactive
8519,11,FundamentalTrader,32,BCM,0.0,0.0,314990364.0558543,784,stressed,150,reactive
8699,23,FundamentalTrader,101,NBCM,0.0,0.0,234079149.01397634,629,stressed,150,reactive
8099,1,FundamentalTrader,32,BCM,0.0,0.0,274148590.57313305,720,stressed,151,reactive
8759,28,FundamentalTrader,34,BCM,0.0,0.0,265461307.51411232,719,stressed,151,reactive
14999,69,ZeroIntelligenceTrader,30,BCM,0.0,0.0,284612731.8879293,-622,stressed,151,reactive
15959,42,MomentumTrader,30,BCM,0.0,0.0,151142379.64278582,-348,stressed,151,reactive
20279,99,ZeroIntelligenceTrader,30,BCM,0.0,0.0,144225132.75600815,-402,stressed,151,reactive
20399,71,ZeroIntelligenceTrader,30,BCM,0.0,0.0,105950666.22405532,-298,stressed,151,reactive
20399,68,ZeroIntelligenceTrader,34,BCM,0.0,0.0,258476960.88888666,-727,stressed,151,reactive
20459,84,ZeroIntelligenceTrader,34,BCM,0.0,0.0,130646362.6978671,-366,stressed,151,reactive
28739,73,ZeroIntelligenceTrader,30,BCM,0.0,0.0,98052642.52233973,-397,stressed,151,reactive
28739,63,ZeroIntelligenceTrader,34,BCM,0.0,0.0,55253995.48665615,-224,stressed,151,reactive
5699,20,FundamentalTrader,31,BCM,0.0,0.0,453444690.6310158,1410,stressed,152,reactive
6899,6,FundamentalTrader,31,BCM,0.0,0.0,431314612.9261972,1401,stressed,152,reactive
6899,24,FundamentalTrader,34,BCM,0.0,0.0,333106646.1000323,1082,stressed,152,reactive
7739,10,FundamentalTrader,30,BCM,0.0,0.0,325258354.70345527,1100,stressed,152,reactive
7739,2,FundamentalTrader,30,BCM,0.0,0.0,206530001.66633436,589,stressed,152,reactive
7739,19,FundamentalTrader,30,BCM,0.0,0.0,91959407.55706781,311,stressed,152,reactive
7739,12,FundamentalTrader,32,BCM,0.0,0.0,267007540.2702001,894,stressed,152,reactive
7739,5,FundamentalTrader,33,BCM,0.0,0.0,302490269.8742134,1023,stressed,152,reactive
7739,9,FundamentalTrader,33,BCM,0.0,0.0,110883530.01254158,373,stressed,152,reactive
7739,4,FundamentalTrader,102,NBCM,0.0,0.0,142226607.82941997,477,stressed,152,reactive
7739,11,FundamentalTrader,102,NBCM,0.0,0.0,60024950.913455844,202,stressed,152,reactive
7739,27,FundamentalTrader,104,NBCM,0.0,0.0,222949817.67855027,754,stressed,152,reactive
8759,8,FundamentalTrader,32,BCM,0.0,0.0,391375406.1672605,1061,stressed,152,reactive
8819,29,FundamentalTrader,100,NBCM,0.0,0.0,48365085.20463428,134,stressed,152,reactive
14159,42,MomentumTrader,34,BCM,0.0,0.0,316563706.5023653,-738,stressed,152,reactive
14159,95,ZeroIntelligenceTrader,34,BCM,0.0,0.0,196887183.3124467,-459,stressed,152,reactive
14159,59,MomentumTrader,34,BCM,0.0,0.0,234583525.22483194,-520,stressed,152,reactive
16019,82,ZeroIntelligenceTrader,34,BCM,0.0,0.0,379268732.0084009,-870,stressed,152,reactive
20339,78,ZeroIntelligenceTrader,34,BCM,0.0,0.0,214531122.59076235,-607,stressed,152,reactive
20579,41,MomentumTrader,34,BCM,0.0,0.0,334563629.30811363,-940,stressed,152,reactive
7019,10,FundamentalTrader,33,BCM,0.0,0.0,367850190.27877945,1234,stressed,153,reactive
7259,29,FundamentalTrader,30,BCM,0.0,0.0,205215965.43011862,700,stressed,153,reactive
7739,17,FundamentalTrader,34,BCM,0.0,0.0,334975989.4823049,1072,stressed,153,reactive
8099,3,FundamentalTrader,34,BCM,0.0,0.0,177034183.9750203,463,stressed,153,reactive
8759,28,FundamentalTrader,104,NBCM,0.0,0.0,158675165.6703088,430,stressed,153,reactive
9839,24,FundamentalTrader,30,BCM,0.0,0.0,647746996.1168653,1838,stressed,153,reactive
14159,44,MomentumTrader,101,NBCM,0.0,0.0,347843730.63429385,-811,stressed,153,reactive
20459,64,ZeroIntelligenceTrader,31,BCM,0.0,0.0,57388482.72090275,-161,stressed,153,reactive
5699,23,FundamentalTrader,34,BCM,0.0,0.0,560057380.0859628,1759,stressed,154,reactive
8699,27,FundamentalTrader,33,BCM,0.0,0.0,147186139.78686988,392,stressed,154,reactive
8759,6,FundamentalTrader,33,BCM,0.0,0.0,241677056.71201715,655,stressed,154,reactive
11039,47,MomentumTrader,33,BCM,0.0,0.0,260272092.07467896,-601,stressed,154,reactive
11819,43,MomentumTrader,33,BCM,0.0,0.0,447963624.4067284,-989,stressed,154,reactive
11819,54,MomentumTrader,101,NBCM,0.0,0.0,295195097.1949917,-651,stressed,154,reactive
17219,77,ZeroIntelligenceTrader,34,BCM,0.0,0.0,302277924.9442739,-692,stressed,154,reactive
19859,69,ZeroIntelligenceTrader,34,BCM,0.0,0.0,109673757.69007964,-299,stressed,154,reactive
20339,41,MomentumTrader,34,BCM,0.0,0.0,276313820.16427034,-780,stressed,154,reactive
20339,61,ZeroIntelligenceTrader,34,BCM,0.0,0.0,102732061.34312616,-290,stressed,154,reactive
20339,55,MomentumTrader,34,BCM,0.0,0.0,77934667.22581984,-220,stressed,154,reactive
20399,52,MomentumTrader,34,BCM,0.0,0.0,303643400.0831678,-854,stressed,154,reactive
20459,53,MomentumTrader,34,BCM,0.0,0.0,310415225.1007747,-871,stressed,154,reactive
20579,94,ZeroIntelligenceTrader,101,NBCM,0.0,0.0,195168292.02359805,-548,stressed,154,reactive
28739,63,ZeroIntelligenceTrader,101,NBCM,0.0,0.0,118430545.94029725,-480,stressed,154,reactive
28799,46,MomentumTrader,31,BCM,0.0,0.0,242142977.23591983,-978,stressed,154,reactive
5699,12,FundamentalTrader,34,BCM,0.0,0.0,564982541.6319973,1770,stressed,155,reactive
7739,10,FundamentalTrader,30,BCM,0.0,0.0,105810923.25192964,304,stressed,155,reactive
8699,24,FundamentalTrader,31,BCM,0.0,0.0,274990636.857209,731,stressed,155,reactive
6899,27,FundamentalTrader,30,BCM,0.0,0.0,510031563.74103427,1656,stressed,156,reactive
7979,3,FundamentalTrader,32,BCM,0.0,0.0,376111784.97034675,974,stressed,156,reactive
28799,59,MomentumTrader,34,BCM,0.0,0.0,197592926.3414533,-798,stressed,156,reactive
6839,18,FundamentalTrader,31,BCM,0.0,0.0,430288041.0262602,1381,stressed,157,reactive
6899,1,FundamentalTrader,33,BCM,0.0,0.0,246357897.17813256,800,stressed,157,reactive
7259,14,FundamentalTrader,31,BCM,0.0,0.0,157351168.2765905,537,stressed,157,reactive
7739,20,FundamentalTrader,30,BCM,0.0,0.0,191374722.24550343,527,stressed,157,reactive
7739,4,FundamentalTrader,32,BCM,0.0,0.0,332254589.8515779,887,stressed,157,reactive
7739,28,FundamentalTrader,32,BCM,0.0,0.0,246937413.80450448,666,stressed,157,reactive
7739,6,FundamentalTrader,102,NBCM,0.0,0.0,176685399.8578881,594,stressed,157,reactive
8759,8,FundamentalTrader,34,BCM,0.0,0.0,260605946.43629003,706,stressed,157,reactive
14159,65,ZeroIntelligenceTrader,100,NBCM,0.0,0.0,230312173.07627985,-537,stressed,157,reactive
16139,43,MomentumTrader,103,NBCM,0.0,0.0,746984012.61931,-1707,stressed,157,reactive
20279,87,ZeroIntelligenceTrader,33,BCM,0.0,0.0,72103123.44046003,-201,stressed,157,reactive
20399,86,ZeroIntelligenceTrader,33,BCM,0.0,0.0,234625773.13642013,-660,stressed,157,reactive
20459,60,ZeroIntelligenceTrader,33,BCM,0.0,0.0,236256014.65378618,-663,stressed,157,reactive
28499,56,MomentumTrader,33,BCM,0.0,0.0,170509049.85529792,-702,stressed,157,reactive
28559,41,MomentumTrader,33,BCM,0.0,0.0,305866576.7930579,-1247,stressed,157,reactive
6839,94,ZeroIntelligenceTrader,103,NBCM,0.0,0.0,97808406.74863695,314,stressed,158,reactive
6899,16,FundamentalTrader,34,BCM,0.0,0.0,329997507.8608466,1062,stressed,158,reactive
6899,8,FundamentalTrader,103,NBCM,0.0,0.0,201323106.4748075,654,stressed,158,reactive
6959,7,FundamentalTrader,30,BCM,0.0,0.0,335667379.17850584,1113,stressed,158,reactive
7019,18,FundamentalTrader,32,BCM,0.0,0.0,252561692.08507276,847,stressed,158,reactive
7739,0,FundamentalTrader,30,BCM,0.0,0.0,371238468.7393021,1004,stressed,158,reactive
7739,22,FundamentalTrader,31,BCM,0.0,0.0,282296109.5861372,818,stressed,158,reactive
7739,25,FundamentalTrader,32,BCM,0.0,0.0,129159650.70330131,408,stressed,158,reactive
8099,14,FundamentalTrader,102,NBCM,0.0,0.0,265593164.07119533,695,stressed,158,reactive
8099,23,FundamentalTrader,104,NBCM,0.0,0.0,259575635.38898277,671,stressed,158,reactive
14159,40,MomentumTrader,32,BCM,0.0,0.0,445163185.2335699,-1038,stressed,158,reactive
14159,41,MomentumTrader,32,BCM,0.0,0.0,189291239.02978095,-436,stressed,158,reactive
14159,55,MomentumTrader,32,BCM,0.0,0.0,184841361.1133609,-431,stressed,158,reactive
16139,74,ZeroIntelligenceTrader,30,BCM,0.0,0.0,78316669.70361574,-179,stressed,158,reactive
20459,80,ZeroIntelligenceTrader,30,BCM,0.0,0.0,54159658.84160181,-152,stressed,158,reactive
28499,28,FundamentalTrader,30,BCM,0.0,0.0,1349636904.6127663,-5553,stressed,158,reactive
6959,21,FundamentalTrader,31,BCM,0.0,0.0,368558395.1827871,1222,stressed,159,reactive
6959,8,FundamentalTrader,33,BCM,0.0,0.0,339906146.7847799,1127,stressed,159,reactive
7739,28,FundamentalTrader,30,BCM,0.0,0.0,229062571.23197418,771,stressed,159,reactive
7739,16,FundamentalTrader,31,BCM,0.0,0.0,202620847.70454788,682,stressed,159,reactive
7739,3,FundamentalTrader,32,BCM,0.0,0.0,623495307.5685866,1734,stressed,159,reactive
7739,26,FundamentalTrader,100,NBCM,0.0,0.0,204251628.52287027,582,stressed,159,reactive
7739,13,FundamentalTrader,103,NBCM,0.0,0.0,132208617.63713169,445,stressed,159,reactive
14159,43,MomentumTrader,30,BCM,0.0,0.0,580020837.6759079,-1352,stressed,159,reactive
14159,40,MomentumTrader,30,BCM,0.0,0.0,224371966.05362412,-523,stressed,159,reactive
14939,90,ZeroIntelligenceTrader,30,BCM,0.0,0.0,428894192.5641374,-940,stressed,159,reactive
14939,88,ZeroIntelligenceTrader,30,BCM,0.0,0.0,308538247.26142055,-677,stressed,159,reactive
6899,8,FundamentalTrader,31,BCM,0.0,0.0,508682027.1599776,1652,stressed,160,reactive
7739,20,FundamentalTrader,33,BCM,0.0,0.0,284047054.5752028,801,stressed,160,reactive
7739,10,FundamentalTrader,33,BCM,0.0,0.0,227998186.19508293,658,stressed,160,reactive
7739,9,FundamentalTrader,34,BCM,0.0,0.0,205013067.7917683,662,stressed,160,reactive
7739,21,FundamentalTrader,104,NBCM,0.0,0.0,155253966.9786688,437,stressed,160,reactive
8099,7,FundamentalTrader,31,BCM,0.0,0.0,187802303.1754339,488,stressed,160,reactive
8759,26,FundamentalTrader,31,BCM,0.0,0.0,247119235.16365024,670,stressed,160,reactive
8759,13,FundamentalTrader,34,BCM,0.0,0.0,125772625.65791751,341,stressed,160,reactive
8759,28,FundamentalTrader,102,NBCM,0.0,0.0,179622488.84283233,487,stressed,160,reactive
14159,47,MomentumTrader,100,NBCM,0.0,0.0,877386046.9990593,-2043,stressed,160,reactive
20279,68,ZeroIntelligenceTrader,30,BCM,0.0,0.0,177559641.88225347,-495,stressed,160,reactive
28559,62,ZeroIntelligenceTrader,30,BCM,0.0,0.0,123601228.87380964,-505,stressed,160,reactive
28559,83,ZeroIntelligenceTrader,30,BCM,0.0,0.0,97896151.78937596,-402,stressed,160,reactive
7739,3,FundamentalTrader,34,BCM,0.0,0.0,331173853.9960844,888,stressed,161,reactive
7739,23,FundamentalTrader,100,NBCM,0.0,0.0,175512325.71086186,497,stressed,161,reactive
7979,0,FundamentalTrader,32,BCM,0.0,0.0,223956676.98207542,580,stressed,161,reactive
8099,6,FundamentalTrader,31,BCM,0.0,0.0,345261554.2113458,902,stressed,161,reactive
8099,22,FundamentalTrader,33,BCM,0.0,0.0,138181176.35287786,361,stressed,161,reactive
8519,10,FundamentalTrader,30,BCM,0.0,0.0,182294652.67976153,437,stressed,161,reactive
8759,17,FundamentalTrader,103,NBCM,0.0,0.0,206040639.73371118,558,stressed,161,reactive
14159,91,ZeroIntelligenceTrader,33,BCM,0.0,0.0,128341135.91211075,-299,stressed,161,reactive
14999,43,MomentumTrader,33,BCM,0.0,0.0,565811954.5799298,-1220,stressed,161,reactive
14999,41,MomentumTrader,33,BCM,0.0,0.0,491136325.37995344,-1073,stressed,161,reactive
14999,84,ZeroIntelligenceTrader,33,BCM,0.0,0.0,110311141.11516193,-241,stressed,161,reactive
15119,68,ZeroIntelligenceTrader,33,BCM,0.0,0.0,127806557.9888969,-275,stressed,161,reactive
17519,73,ZeroIntelligenceTrader,30,BCM,0.0,0.0,116697734.34158848,-282,stressed,161,reactive
20579,51,MomentumTrader,30,BCM,0.0,0.0,344602846.19293284,-968,stressed,161,reactive
20579,94,ZeroIntelligenceTrader,30,BCM,0.0,0.0,135633971.48709446,-381,stressed,161,reactive
28739,56,MomentumTrader,30,BCM,0.0,0.0,165795968.00700822,-672,stressed,161,reactive
9719,29,FundamentalTrader,32,BCM,0.0,0.0,801966515.581638,2251,stressed,162,reactive
14879,42,MomentumTrader,104,NBCM,0.0,0.0,892564437.2493482,-1978,stressed,162,reactive
19859,48,MomentumTrader,32,BCM,0.0,0.0,160673185.49539247,-438,stressed,162,reactive
20279,80,ZeroIntelligenceTrader,32,BCM,0.0,0.0,79211807.5394321,-221,stressed,162,reactive
20279,46,MomentumTrader,32,BCM,0.0,0.0,125090139.50797197,-349,stressed,162,reactive
20339,98,ZeroIntelligenceTrader,32,BCM,0.0,0.0,120439323.06857954,-340,stressed,162,reactive
20579,55,MomentumTrader,32,BCM,0.0,0.0,411208926.1821663,-1155,stressed,162,reactive
7739,9,FundamentalTrader,30,BCM,0.0,0.0,197060894.7500967,519,stressed,163,reactive
7979,12,FundamentalTrader,30,BCM,0.0,0.0,375212606.4325951,973,stressed,163,reactive
8099,22,FundamentalTrader,31,BCM,0.0,0.0,345556157.47816145,903,stressed,163,reactive
8099,11,FundamentalTrader,34,BCM,0.0,0.0,352061644.3852807,920,stressed,163,reactive
8759,24,FundamentalTrader,32,BCM,0.0,0.0,190102071.40890846,515,stressed,163,reactive
9719,28,FundamentalTrader,33,BCM,0.0,0.0,159933642.93002838,446,stressed,163,reactive
11039,52,MomentumTrader,33,BCM,0.0,0.0,342970707.50917673,-792,stressed,163,reactive
8699,20,FundamentalTrader,31,BCM,0.0,0.0,321137216.63677186,853,stressed,164,reactive
8699,21,FundamentalTrader,34,BCM,0.0,0.0,288383479.41825,766,stressed,164,reactive
10859,76,ZeroIntelligenceTrader,100,NBCM,0.0,0.0,121569205.13729456,-276,stressed,164,reactive
12179,46,MomentumTrader,32,BCM,0.0,0.0,324004256.6851695,-701,stressed,164,reactive
12179,78,ZeroIntelligenceTrader,33,BCM,0.0,0.0,324954518.1403061,-686,stressed,164,reactive
14159,50,MomentumTrader,33,BCM,0.0,0.0,657546088.392731,-1533,stressed,164,reactive
14159,48,MomentumTrader,33,BCM,0.0,0.0,570902702.9685093,-1331,stressed,164,reactive
14159,56,MomentumTrader,33,BCM,0.0,0.0,467102211.51968956,-1089,stressed,164,reactive
14159,55,MomentumTrader,33,BCM,0.0,0.0,446942611.9407865,-1042,stressed,164,reactive
14159,87,ZeroIntelligenceTrader,33,BCM,0.0,0.0,322553593.26244855,-752,stressed,164,reactive
14159,59,MomentumTrader,33,BCM,0.0,0.0,356009950.0104153,-830,stressed,164,reactive
14159,83,ZeroIntelligenceTrader,33,BCM,0.0,0.0,86214457.77360658,-201,stressed,164,reactive
14999,41,MomentumTrader,32,BCM,0.0,0.0,679353057.5125275,-1484,stressed,164,reactive
14999,51,MomentumTrader,32,BCM,0.0,0.0,648223672.1278564,-1416,stressed,164,reactive
14999,99,ZeroIntelligenceTrader,33,BCM,0.0,0.0,192269733.2582625,-420,stressed,164,reactive
28559,82,ZeroIntelligenceTrader,104,NBCM,0.0,0.0,125699407.32890145,-516,stressed,164,reactive
6899,7,FundamentalTrader,34,BCM,0.0,0.0,465265461.8878487,1511,stressed,165,reactive
6959,5,FundamentalTrader,30,BCM,0.0,0.0,290834132.15979725,965,stressed,165,reactive
7739,4,FundamentalTrader,31,BCM,0.0,0.0,352736286.2324467,1017,stressed,165,reactive
7739,14,FundamentalTrader,100,NBCM,0.0,0.0,115331816.45273466,342,stressed,165,reactive
7739,21,FundamentalTrader,103,NBCM,0.0,0.0,145831061.5139637,427,stressed,165,reactive
8159,24,FundamentalTrader,30,BCM,0.0,0.0,150600545.66466057,388,stressed,165,reactive
8159,26,FundamentalTrader,32,BCM,0.0,0.0,326042418.4492652,840,stressed,165,reactive
8159,28,FundamentalTrader,32,BCM,0.0,0.0,131969550.32470258,340,stressed,165,reactive
14159,42,MomentumTrader,101,NBCM,0.0,0.0,282611370.82719797,-658,stressed,165,reactive
14999,85,ZeroIntelligenceTrader,101,NBCM,0.0,0.0,316271904.5924306,-691,stressed,165,reactive
20399,68,ZeroIntelligenceTrader,101,NBCM,0.0,0.0,167089126.55697235,-470,stressed,165,reactive
6959,9,FundamentalTrader,33,BCM,0.0,0.0,329048452.6550088,1091,stressed,166,reactive
7079,22,FundamentalTrader,32,BCM,0.0,0.0,371936109.7003055,1263,stressed,166,reactive
7439,27,FundamentalTrader,30,BCM,0.0,0.0,328147386.41469246,1105,stressed,166,reactive
7739,10,FundamentalTrader,31,BCM,0.0,0.0,228696964.39684343,706,stressed,166,reactive
8099,14,FundamentalTrader,34,BCM,0.0,0.0,180484670.54668775,472,stressed,166,reactive
8759,17,FundamentalTrader,31,BCM,0.0,0.0,215549043.68392,584,stressed,166,reactive
9719,12,FundamentalTrader,34,BCM,0.0,0.0,92292782.93461885,258,stressed,166,reactive
9839,0,FundamentalTrader,34,BCM,0.0,0.0,176680417.25057775,501,stressed,166,reactive
9839,29,FundamentalTrader,103,NBCM,0.0,0.0,1078420590.7230875,3058,stressed,166,reactive
12179,46,MomentumTrader,101,NBCM,0.0,0.0,710282180.1068699,-1515,stressed,166,reactive
15119,40,MomentumTrader,34,BCM,0.0,0.0,163614434.7872771,-352,stressed,166,reactive
15179,44,MomentumTrader,34,BCM,0.0,0.0,437894320.093791,-938,stressed,166,reactive
28739,54,MomentumTrader,34,BCM,0.0,0.0,146323064.97409615,-593,stressed,166,reactive
7739,28,FundamentalTrader,34,BCM,0.0,0.0,333897732.62290275,1081,stressed,167,reactive
8099,13,FundamentalTrader,101,NBCM,0.0,0.0,274764726.5714956,719,stressed,167,reactive
8699,21,FundamentalTrader,30,BCM,0.0,0.0,302976399.1725393,807,stressed,167,reactive
8699,18,FundamentalTrader,32,BCM,0.0,0.0,252292614.924345,672,stressed,167,reactive
14159,72,ZeroIntelligenceTrader,103,NBCM,0.0,0.0,100369070.24390022,-234,stressed,167,reactive
6899,67,ZeroIntelligenceTrader,104,NBCM,0.0,0.0,83715223.90436803,272,stressed,168,reactive
7079,26,FundamentalTrader,34,BCM,0.0,0.0,348030694.68999547,1182,stressed,168,reactive
8759,8,FundamentalTrader,31,BCM,0.0,0.0,57916325.128607936,157,stressed,168,reactive
8759,19,FundamentalTrader,33,BCM,0.0,0.0,296590607.66497314,804,stressed,168,reactive
9719,20,FundamentalTrader,100,NBCM,0.0,0.0,897207964.3949178,2513,stressed,168,reactive
11819,45,MomentumTrader,101,NBCM,0.0,0.0,608217294.2594882,-1343,stressed,168,reactive
12059,42,MomentumTrader,33,BCM,0.0,0.0,280710362.71230483,-613,stressed,168,reactive
12059,61,ZeroIntelligenceTrader,101,NBCM,0.0,0.0,168517803.3900949,-368,stressed,168,reactive
12179,46,MomentumTrader,101,NBCM,0.0,0.0,852872757.4382074,-1822,stressed,168,reactive
14159,44,MomentumTrader,30,BCM,0.0,0.0,581625894.2338834,-1356,stressed,168,reactive
14159,81,ZeroIntelligenceTrader,33,BCM,0.0,0.0,126073986.38253158,-279,stressed,168,reactive
14999,52,MomentumTrader,33,BCM,0.0,0.0,332200712.78237414,-726,stressed,168,reactive
14999,56,MomentumTrader,102,NBCM,0.0,0.0,703295448.4111695,-1537,stressed,168,reactive
14999,57,MomentumTrader,103,NBCM,0.0,0.0,237775097.28542432,-518,stressed,168,reactive
19859,59,MomentumTrader,30,BCM,0.0,0.0,471748211.29469115,-1286,stressed,168,reactive
20339,53,MomentumTrader,33,BCM,0.0,0.0,313456159.10510933,-885,stressed,168,reactive
20339,76,ZeroIntelligenceTrader,33,BCM,0.0,0.0,240493482.52245113,-679,stressed,168,reactive
20459,74,ZeroIntelligenceTrader,33,BCM,0.0,0.0,51328829.26590059,-144,stressed,168,reactive
6899,26,FundamentalTrader,31,BCM,0.0,0.0,228444139.9466606,742,stressed,169,reactive
7739,13,FundamentalTrader,30,BCM,0.0,0.0,297868403.9275256,896,stressed,169,reactive
7739,9,FundamentalTrader,30,BCM,0.0,0.0,86227715.70187862,267,stressed,169,reactive
7979,20,FundamentalTrader,31,BCM,0.0,0.0,363846439.0186,943,stressed,169,reactive
8099,17,FundamentalTrader,30,BCM,0.0,0.0,378876654.00955856,987,stressed,169,reactive
8099,10,FundamentalTrader,30,BCM,0.0,0.0,325519151.57052237,848,stressed,169,reactive
8099,1,FundamentalTrader,33,BCM,0.0,0.0,206520405.12375122,538,stressed,169,reactive
8099,11,FundamentalTrader,33,BCM,0.0,0.0,154314503.45678067,402,stressed,169,reactive
8159,24,FundamentalTrader,32,BCM,0.0,0.0,265477812.55555132,684,stressed,169,reactive
8159,28,FundamentalTrader,33,BCM,0.0,0.0,308171612.820333,794,stressed,169,reactive
8699,2,FundamentalTrader,103,NBCM,0.0,0.0,98438722.82743658,264,stressed,169,reactive
8759,19,FundamentalTrader,33,BCM,0.0,0.0,251612441.13668972,682,stressed,169,reactive
8759,22,FundamentalTrader,34,BCM,0.0,0.0,158272342.0053371,429,stressed,169,reactive
8759,14,FundamentalTrader,34,BCM,0.0,0.0,90019700.34802389,244,stressed,169,reactive
5699,1,FundamentalTrader,32,BCM,0.0,0.0,594151085.2544633,1866,stressed,170,reactive
7019,0,FundamentalTrader,30,BCM,0.0,0.0,332421956.0340975,1114,stressed,170,reactive
7019,19,FundamentalTrader,30,BCM,0.0,0.0,256030555.00651312,858,stressed,170,reactive
7739,17,FundamentalTrader,31,BCM,0.0,0.0,326620751.04120207,920,stressed,170,reactive
7739,6,FundamentalTrader,33,BCM,0.0,0.0,165995769.7684456,559,stressed,170,reactive
7739,5,FundamentalTrader,34,BCM,0.0,0.0,316253121.2940869,1065,stressed,170,reactive
7739,9,FundamentalTrader,34,BCM,0.0,0.0,294872628.586881,984,stressed,170,reactive
8159,10,FundamentalTrader,34,BCM,0.0,0.0,238147161.22369236,614,stressed,170,reactive
14999,73,ZeroIntelligenceTrader,102,NBCM,0.0,0.0,114883137.5581767,-251,stressed,170,reactive
20339,88,ZeroIntelligenceTrader,102,NBCM,0.0,0.0,230059201.89374354,-652,stressed,170,reactive
7739,25,FundamentalTrader,34,BCM,0.0,0.0,256489073.0293829,727,stressed,171,reactive
8099,26,FundamentalTrader,100,NBCM,0.0,0.0,235277681.40705067,607,stressed,171,reactive
8699,10,FundamentalTrader,33,BCM,0.0,0.0,301692738.6302982,810,stressed,171,reactive
14159,40,MomentumTrader,101,NBCM,0.0,0.0,663272460.0654562,-1536,stressed,171,reactive
14159,55,MomentumTrader,102,NBCM,0.0,0.0,428603485.78873795,-948,stressed,171,reactive
14159,59,MomentumTrader,102,NBCM,0.0,0.0,202444193.41478014,-472,stressed,171,reactive
15179,49,MomentumTrader,31,BCM,0.0,0.0,183958958.37237817,-394,stressed,171,reactive
20399,54,MomentumTrader,31,BCM,0.0,0.0,301231686.0989343,-847,stressed,171,reactive
20399,50,MomentumTrader,31,BCM,0.0,0.0,187780791.33440056,-528,stressed,171,reactive
28559,47,MomentumTrader,31,BCM,0.0,0.0,220010415.5495523,-903,stressed,171,reactive
28619,94,ZeroIntelligenceTrader,31,BCM,0.0,0.0,69581394.46240696,-283,stressed,171,reactive
28679,57,MomentumTrader,31,BCM,0.0,0.0,139036106.5265341,-564,stressed,171,reactive
28679,66,ZeroIntelligenceTrader,31,BCM,0.0,0.0,144952536.591493,-588,stressed,171,reactive
7019,17,FundamentalTrader,34,BCM,0.0,0.0,303535263.1419074,1015,stressed,172,reactive
7439,14,FundamentalTrader,32,BCM,0.0,0.0,218080714.54682842,734,stressed,172,reactive
8099,26,FundamentalTrader,30,BCM,0.0,0.0,283163697.3300729,738,stressed,172,reactive
8099,13,FundamentalTrader,30,BCM,0.0,0.0,188707257.45697725,493,stressed,172,reactive
14159,47,MomentumTrader,100,NBCM,0.0,0.0,496557895.6420508,-1105,stressed,172,reactive
5699,18,FundamentalTrader,30,BCM,0.0,0.0,519732270.19805366,1632,stressed,173,reactive
5999,21,FundamentalTrader,31,BCM,0.0,0.0,508601271.52464616,1541,stressed,173,reactive
7019,8,FundamentalTrader,34,BCM,0.0,0.0,269193737.37939936,903,stressed,173,reactive
7739,15,FundamentalTrader,31,BCM,0.0,0.0,370651551.07671446,1182,stressed,173,reactive
7739,3,FundamentalTrader,31,BCM,0.0,0.0,304398973.9075586,878,stressed,173,reactive
7739,6,FundamentalTrader,32,BCM,0.0,0.0,318734950.9791441,983,stressed,173,reactive
8099,14,FundamentalTrader,32,BCM,0.0,0.0,276561579.9713034,723,stressed,173,reactive
8099,13,FundamentalTrader,32,BCM,0.0,0.0,73867749.35303181,191,stressed,173,reactive
8099,9,FundamentalTrader,100,NBCM,0.0,0.0,220331217.23854882,576,stressed,173,reactive
8699,5,FundamentalTrader,34,BCM,0.0,0.0,851730877.3954455,2262,stressed,173,reactive
8759,22,FundamentalTrader,101,NBCM,0.0,0.0,87474526.28953603,237,stressed,173,reactive
5699,24,FundamentalTrader,33,BCM,0.0,0.0,629386812.0777566,1971,stressed,174,reactive
7739,15,FundamentalTrader,34,BCM,0.0,0.0,341100099.9038285,1091,stressed,174,reactive
7739,20,FundamentalTrader,103,NBCM,0.0,0.0,257049471.0099739,694,stressed,174,reactive
28559,68,ZeroIntelligenceTrader,31,BCM,0.0,0.0,142484433.45452675,-585,stressed,174,reactive
28739,44,MomentumTrader,31,BCM,0.0,0.0,272043128.09153914,-1103,stressed,174,reactive
