t,client_id,kind,cm_id,cm_kind,shortfall,closeout_loss,im_posted,assumed_pos,regime,seed,margin
6899,68,ZeroIntelligenceTrader,102,NBCM,0.0,0.0,63137965.318183586,205,stressed,42,reactive
8099,1,FundamentalTrader,30,BCM,0.0,0.0,324958964.02499205,850,stressed,42,reactive
8699,6,FundamentalTrader,104,NBCM,0.0,0.0,226347216.34190217,601,stressed,42,reactive
14159,49,MomentumTrader,34,BCM,0.0,0.0,634348208.6611868,-1478,stressed,42,reactive
14159,51,MomentumTrader,102,NBCM,0.0,0.0,413313481.0153741,-963,stressed,42,reactive
14879,91,ZeroIntelligenceTrader,34,BCM,0.0,0.0,105983402.27322036,-235,stressed,42,reactive
14999,79,ZeroIntelligenceTrader,34,BCM,0.0,0.0,105393180.46644604,-230,stressed,42,reactive
15179,57,MomentumTrader,34,BCM,0.0,0.0,770813331.6396103,-1649,stressed,42,reactive
28559,50,MomentumTrader,33,BCM,0.0,0.0,183098762.67945436,-752,stressed,42,reactive
8099,22,FundamentalTrader,31,BCM,0.0,0.0,238716523.2716511,624,stressed,43,reactive
14159,44,MomentumTrader,100,NBCM,0.0,0.0,678166964.7428721,-1581,stressed,43,reactive
14999,63,ZeroIntelligenceTrader,34,BCM,0.0,0.0,155228548.92709404,-339,stressed,43,reactive
17219,96,ZeroIntelligenceTrader,34,BCM,0.0,0.0,163391494.78587914,-374,stressed,43,reactive
20279,14,FundamentalTrader,101,NBCM,0.0,0.0,902982124.1235662,-2517,stressed,43,reactive
28619,83,ZeroIntelligenceTrader,34,BCM,0.0,0.0,125453854.1051868,-511,stressed,43,reactive
28679,52,MomentumTrader,34,BCM,0.0,0.0,188832726.23993817,-766,stressed,43,reactive
28679,90,ZeroIntelligenceTrader,34,BCM,0.0,0.0,189079244.15931147,-767,stressed,43,reactive
28739,51,MomentumTrader,34,BCM,0.0,0.0,86873986.82404715,-352,stressed,43,reactive
8099,17,FundamentalTrader,102,NBCM,0.0,0.0,152234978.5544437,398,stressed,44,reactive
14159,59,MomentumTrader,101,NBCM,0.0,0.0,300519883.7509479,-671,stressed,44,reactive
14999,47,MomentumTrader,101,NBCM,0.0,0.0,442718464.4937356,-967,stressed,44,reactive
15179,73,ZeroIntelligenceTrader,33,BCM,0.0,0.0,63524070.71659393,-136,stressed,44,reactive
20279,56,MomentumTrader,33,BCM,0.0,0.0,180094170.1668773,-502,stressed,44,reactive
20279,90,ZeroIntelligenceTrader,33,BCM,0.0,0.0,236418442.50990465,-659,stressed,44,reactive
28619,42,MomentumTrader,33,BCM,0.0,0.0,236802655.75595292,-963,stressed,44,reactive
6899,20,FundamentalTrader,104,NBCM,0.0,0.0,147513609.2210191,479,stressed,45,reactive
7739,8,FundamentalTrader,34,BCM,0.0,0.0,311205565.6690459,1010,stressed,45,reactive
8099,26,FundamentalTrader,31,BCM,0.0,0.0,177025142.39259052,463,stressed,45,reactive
8519,9,FundamentalTrader,34,BCM,0.0,0.0,246878331.24245495,585,stressed,45,reactive
9719,28,FundamentalTrader,32,BCM,0.0,0.0,180609867.28183964,507,stressed,45,reactive
9839,3,FundamentalTrader,30,BCM,0.0,0.0,196100429.8997519,557,stressed,45,reactive
14159,50,MomentumTrader,31,BCM,0.0,0.0,607912040.7731491,-1416,stressed,45,reactive
14159,67,ZeroIntelligenceTrader,31,BCM,0.0,0.0,390799647.9938083,-897,stressed,45,reactive
14159,73,ZeroIntelligenceTrader,31,BCM,0.0,0.0,258798579.63890612,-602,stressed,45,reactive
14159,41,MomentumTrader,100,NBCM,0.0,0.0,699409856.0396435,-1514,stressed,45,reactive
14159,43,MomentumTrader,100,NBCM,0.0,0.0,523766023.8299731,-1220,stressed,45,reactive
14939,88,ZeroIntelligenceTrader,100,NBCM,0.0,0.0,251369364.051391,-553,stressed,45,reactive
14999,48,MomentumTrader,30,BCM,0.0,0.0,399976696.90901697,-874,stressed,45,reactive
15119,55,MomentumTrader,30,BCM,0.0,0.0,516315848.4330831,-1112,stressed,45,reactive
16019,46,MomentumTrader,30,BCM,0.0,0.0,565104662.5915511,-1296,stressed,45,reactive
16019,54,MomentumTrader,30,BCM,0.0,0.0,199705197.11954504,-458,stressed,45,reactive
6899,16,FundamentalTrader,103,NBCM,0.0,0.0,200455205.61812672,651,stressed,46,reactive
7079,79,ZeroIntelligenceTrader,103,NBCM,0.0,0.0,61795888.68920464,210,stressed,46,reactive
7979,15,FundamentalTrader,34,BCM,0.0,0.0,224069745.5830871,582,stressed,46,reactive
8099,0,FundamentalTrader,31,BCM,0.0,0.0,340268530.71499574,890,stressed,46,reactive
8099,7,FundamentalTrader,34,BCM,0.0,0.0,186191881.41371116,487,stressed,46,reactive
8699,14,FundamentalTrader,30,BCM,0.0,0.0,216330672.13068986,581,stressed,46,reactive
14159,40,MomentumTrader,30,BCM,0.0,0.0,461592200.74061435,-1076,stressed,46,reactive
14159,46,MomentumTrader,30,BCM,0.0,0.0,346194150.55546075,-807,stressed,46,reactive
14159,98,ZeroIntelligenceTrader,30,BCM,0.0,0.0,113355899.61620507,-250,stressed,46,reactive
14159,51,MomentumTrader,100,NBCM,0.0,0.0,181185835.90420288,-411,stressed,46,reactive
15119,54,MomentumTrader,30,BCM,0.0,0.0,420932146.08402276,-906,stressed,46,reactive
5699,23,FundamentalTrader,101,NBCM,0.0,0.0,147398125.43854392,463,stressed,47,reactive
7739,14,FundamentalTrader,34,BCM,0.0,0.0,274749050.65378314,872,stressed,47,reactive
7979,9,FundamentalTrader,31,BCM,0.0,0.0,356202181.4034678,926,stressed,47,reactive
8099,12,FundamentalTrader,33,BCM,0.0,0.0,294470379.7558034,766,stressed,47,reactive
15179,67,ZeroIntelligenceTrader,31,BCM,0.0,0.0,96198785.68927966,-206,stressed,47,reactive
15179,44,MomentumTrader,33,BCM,0.0,0.0,459045661.8085529,-983,stressed,47,reactive
16019,42,MomentumTrader,31,BCM,0.0,0.0,140914917.08698872,-323,stressed,47,reactive
16079,46,MomentumTrader,33,BCM,0.0,0.0,563409406.9530793,-1290,stressed,47,reactive
28559,49,MomentumTrader,31,BCM,0.0,0.0,191236671.83295506,-785,stressed,47,reactive
28619,73,ZeroIntelligenceTrader,31,BCM,0.0,0.0,44009036.3476376,-179,stressed,47,reactive
28739,54,MomentumTrader,31,BCM,0.0,0.0,222313116.25575525,-901,stressed,47,reactive
28739,41,MomentumTrader,31,BCM,0.0,0.0,191717304.47360915,-777,stressed,47,reactive
8099,15,FundamentalTrader,30,BCM,0.0,0.0,372172447.57154197,973,stressed,48,reactive
8099,4,FundamentalTrader,30,BCM,0.0,0.0,302557457.37830395,791,stressed,48,reactive
8099,19,FundamentalTrader,33,BCM,0.0,0.0,88739987.4990727,232,stressed,48,reactive
8099,14,FundamentalTrader,34,BCM,0.0,0.0,137699980.60200936,360,stressed,48,reactive
8159,22,FundamentalTrader,31,BCM,0.0,0.0,74159075.6974461,191,stressed,48,reactive
8159,26,FundamentalTrader,32,BCM,0.0,0.0,234901784.27725074,605,stressed,48,reactive
8159,1,FundamentalTrader,34,BCM,0.0,0.0,207723065.43525478,535,stressed,48,reactive
8159,0,FundamentalTrader,104,NBCM,0.0,0.0,166178452.3482038,428,stressed,48,reactive
12119,45,MomentumTrader,32,BCM,0.0,0.0,533052170.51334375,-1156,stressed,48,reactive
14999,41,MomentumTrader,103,NBCM,0.0,0.0,435313984.0730765,-951,stressed,48,reactive
14999,57,MomentumTrader,103,NBCM,0.0,0.0,236653343.6022929,-517,stressed,48,reactive
7439,12,FundamentalTrader,33,BCM,0.0,0.0,327143301.34888744,1102,stressed,49,reactive
7739,14,FundamentalTrader,30,BCM,0.0,0.0,324350260.1171186,1043,stressed,49,reactive
8099,9,FundamentalTrader,34,BCM,0.0,0.0,307943897.11575603,805,stressed,49,reactive
8099,6,FundamentalTrader,34,BCM,0.0,0.0,170296896.19996187,439,stressed,49,reactive
8519,0,FundamentalTrader,33,BCM,0.0,0.0,168487534.1722514,407,stressed,49,reactive
8699,5,FundamentalTrader,30,BCM,0.0,0.0,806297554.0162109,2168,stressed,49,reactive
8759,21,FundamentalTrader,30,BCM,0.0,0.0,150532783.9782275,408,stressed,49,reactive
14159,48,MomentumTrader,103,NBCM,0.0,0.0,228322493.7175245,-500,stressed,49,reactive
14999,58,MomentumTrader,31,BCM,0.0,0.0,227477766.40005502,-497,stressed,49,reactive
15119,53,MomentumTrader,31,BCM,0.0,0.0,316518993.40431833,-682,stressed,49,reactive
15119,55,MomentumTrader,31,BCM,0.0,0.0,231587943.85447922,-499,stressed,49,reactive
15119,56,MomentumTrader,102,NBCM,0.0,0.0,397273106.0910505,-856,stressed,49,reactive
16079,59,MomentumTrader,102,NBCM,0.0,0.0,449350520.7494044,-1027,stressed,49,reactive
20399,54,MomentumTrader,31,BCM,0.0,0.0,452956875.0652566,-1274,stressed,49,reactive
28679,40,MomentumTrader,103,NBCM,0.0,0.0,319954004.5560166,-1298,stressed,49,reactive
5999,62,ZeroIntelligenceTrader,104,NBCM,0.0,0.0,57118724.627636775,173,stressed,50,reactive
6839,18,FundamentalTrader,34,BCM,0.0,0.0,525990280.7727149,1688,stressed,50,reactive
6899,21,FundamentalTrader,33,BCM,0.0,0.0,301158608.040708,978,stressed,50,reactive
8099,23,FundamentalTrader,30,BCM,0.0,0.0,355068683.32451755,928,stressed,50,reactive
8099,16,FundamentalTrader,34,BCM,0.0,0.0,111724197.77021457,292,stressed,50,reactive
8639,25,FundamentalTrader,100,NBCM,0.0,0.0,227424539.11171207,605,stressed,50,reactive
6899,20,FundamentalTrader,104,NBCM,0.0,0.0,363976968.0001194,1182,stressed,51,reactive
7079,22,FundamentalTrader,31,BCM,0.0,0.0,353237407.87095094,1201,stressed,51,reactive
7739,14,FundamentalTrader,30,BCM,0.0,0.0,211126232.18796587,673,stressed,51,reactive
7739,10,FundamentalTrader,31,BCM,0.0,0.0,291230008.5181059,936,stressed,51,reactive
7739,3,FundamentalTrader,32,BCM,0.0,0.0,324140862.35917115,1037,stressed,51,reactive
7739,27,FundamentalTrader,33,BCM,0.0,0.0,388659948.24077225,1035,stressed,51,reactive
7739,18,FundamentalTrader,34,BCM,0.0,0.0,301567538.8262254,843,stressed,51,reactive
14159,41,MomentumTrader,33,BCM,0.0,0.0,629780730.6912946,-1457,stressed,51,reactive
14159,81,ZeroIntelligenceTrader,33,BCM,0.0,0.0,405076916.1131917,-943,stressed,51,reactive
14999,75,ZeroIntelligenceTrader,33,BCM,0.0,0.0,226510798.8089079,-495,stressed,51,reactive
14999,58,MomentumTrader,33,BCM,0.0,0.0,278676922.1709595,-609,stressed,51,reactive
14999,92,ZeroIntelligenceTrader,33,BCM,0.0,0.0,167480711.84658647,-366,stressed,51,reactive
5999,23,FundamentalTrader,32,BCM,0.0,0.0,454308468.7146138,1376,stressed,52,reactive
6959,24,FundamentalTrader,31,BCM,0.0,0.0,244310003.01437366,810,stressed,52,reactive
8759,5,FundamentalTrader,30,BCM,0.0,0.0,272330865.7318323,738,stressed,52,reactive
8759,9,FundamentalTrader,31,BCM,0.0,0.0,232477568.30766174,630,stressed,52,reactive
14939,46,MomentumTrader,103,NBCM,0.0,0.0,160179651.31092632,-352,stressed,52,reactive
6959,2,FundamentalTrader,33,BCM,0.0,0.0,109788692.7126321,364,stressed,53,reactive
7079,3,FundamentalTrader,31,BCM,0.0,0.0,328826392.13585967,1117,stressed,53,reactive
7739,25,FundamentalTrader,30,BCM,0.0,0.0,267216926.364486,715,stressed,53,reactive
8099,21,FundamentalTrader,32,BCM,0.0,0.0,205103708.2793656,536,stressed,53,reactive
14159,49,MomentumTrader,102,NBCM,0.0,0.0,562257237.7983806,-1243,stressed,53,reactive
14159,86,ZeroIntelligenceTrader,102,NBCM,0.0,0.0,140259341.75109133,-327,stressed,53,reactive
28559,58,MomentumTrader,103,NBCM,0.0,0.0,216554541.89815623,-889,stressed,53,reactive
28559,78,ZeroIntelligenceTrader,103,NBCM,0.0,0.0,46039154.57677337,-189,stressed,53,reactive
28739,65,ZeroIntelligenceTrader,103,NBCM,0.0,0.0,54789843.96289338,-222,stressed,53,reactive
7739,13,FundamentalTrader,34,BCM,0.0,0.0,340573037.55896175,1061,stressed,54,reactive
8699,25,FundamentalTrader,32,BCM,0.0,0.0,131165800.85897414,348,stressed,54,reactive
8699,8,FundamentalTrader,33,BCM,0.0,0.0,288338613.95722765,765,stressed,54,reactive
8759,12,FundamentalTrader,100,NBCM,0.0,0.0,116263610.89115548,315,stressed,54,reactive
14159,59,MomentumTrader,104,NBCM,0.0,0.0,224115137.36161825,-523,stressed,54,reactive
20339,51,MomentumTrader,103,NBCM,0.0,0.0,378175216.7724223,-1068,stressed,54,reactive
6899,1,FundamentalTrader,34,BCM,0.0,0.0,194921675.75640914,633,stressed,55,reactive
7739,9,FundamentalTrader,32,BCM,0.0,0.0,346704406.1789682,1105,stressed,55,reactive
7979,19,FundamentalTrader,102,NBCM,0.0,0.0,262994714.82780775,683,stressed,55,reactive
8099,17,FundamentalTrader,30,BCM,0.0,0.0,162295896.87983438,424,stressed,55,reactive
8759,27,FundamentalTrader,30,BCM,0.0,0.0,308428153.65142614,836,stressed,55,reactive
8759,21,FundamentalTrader,32,BCM,0.0,0.0,235010447.22004595,637,stressed,55,reactive
12119,80,ZeroIntelligenceTrader,34,BCM,0.0,0.0,37837724.51585623,-82,stressed,55,reactive
14159,89,ZeroIntelligenceTrader,31,BCM,0.0,0.0,164225266.2104298,-354,stressed,55,reactive
14159,42,MomentumTrader,33,BCM,0.0,0.0,767088006.5309659,-1786,stressed,55,reactive
14999,54,MomentumTrader,31,BCM,0.0,0.0,586182491.4630527,-1281,stressed,55,reactive
14999,48,MomentumTrader,33,BCM,0.0,0.0,766475935.3634764,-1675,stressed,55,reactive
15119,83,ZeroIntelligenceTrader,31,BCM,0.0,0.0,395683430.59365064,-852,stressed,55,reactive
20279,93,ZeroIntelligenceTrader,34,BCM,0.0,0.0,43771726.91995002,-122,stressed,55,reactive
28619,49,MomentumTrader,34,BCM,0.0,0.0,166659159.9831522,-678,stressed,55,reactive
6899,23,FundamentalTrader,32,BCM,0.0,0.0,332952658.1798793,1079,stressed,56,reactive
8099,3,FundamentalTrader,32,BCM,0.0,0.0,250014478.48817918,654,stressed,56,reactive
8099,2,FundamentalTrader,33,BCM,0.0,0.0,222489948.7463613,582,stressed,56,reactive
8099,11,FundamentalTrader,33,BCM,0.0,0.0,183114579.81014958,479,stressed,56,reactive
8759,7,FundamentalTrader,31,BCM,0.0,0.0,260452927.03782737,706,stressed,56,reactive
8759,1,FundamentalTrader,34,BCM,0.0,0.0,281112082.7235474,762,stressed,56,reactive
8759,16,FundamentalTrader,34,BCM,0.0,0.0,176340650.31739587,478,stressed,56,reactive
28559,53,MomentumTrader,100,NBCM,0.0,0.0,184582606.53493783,-758,stressed,56,reactive
28739,85,ZeroIntelligenceTrader,100,NBCM,0.0,0.0,157186530.67981502,-637,stressed,56,reactive
6899,16,FundamentalTrader,34,BCM,0.0,0.0,519670996.8732483,1688,stressed,57,reactive
7739,19,FundamentalTrader,30,BCM,0.0,0.0,357627074.90623647,1041,stressed,57,reactive
7739,9,FundamentalTrader,30,BCM,0.0,0.0,237142408.04888663,670,stressed,57,reactive
7739,6,FundamentalTrader,31,BCM,0.0,0.0,354839703.5431234,1068,stressed,57,reactive
7739,1,FundamentalTrader,33,BCM,0.0,0.0,308923451.4451594,1005,stressed,57,reactive
7739,18,FundamentalTrader,34,BCM,0.0,0.0,259475155.52750292,744,stressed,57,reactive
8519,0,FundamentalTrader,30,BCM,0.0,0.0,269078685.5707728,672,stressed,57,reactive
8519,21,FundamentalTrader,31,BCM,0.0,0.0,275885735.6521763,689,stressed,57,reactive
8519,12,FundamentalTrader,34,BCM,0.0,0.0,215022699.6302158,537,stressed,57,reactive
8759,4,FundamentalTrader,34,BCM,0.0,0.0,122940052.55925761,333,stressed,57,reactive
8759,23,FundamentalTrader,104,NBCM,0.0,0.0,213391442.58033302,578,stressed,57,reactive
8819,14,FundamentalTrader,34,BCM,0.0,0.0,647498963.994631,1792,stressed,57,reactive
14159,63,ZeroIntelligenceTrader,102,NBCM,0.0,0.0,103835152.68242872,-242,stressed,57,reactive
15119,41,MomentumTrader,102,NBCM,0.0,0.0,662236220.6412965,-1430,stressed,57,reactive
5699,12,FundamentalTrader,32,BCM,0.0,0.0,192604461.96613193,605,stressed,58,reactive
7439,26,FundamentalTrader,34,BCM,0.0,0.0,322054250.6037095,1084,stressed,58,reactive
7739,27,FundamentalTrader,31,BCM,0.0,0.0,101214427.75484975,297,stressed,58,reactive
8099,21,FundamentalTrader,33,BCM,0.0,0.0,221343093.34045222,579,stressed,58,reactive
14159,48,MomentumTrader,33,BCM,0.0,0.0,492338474.61284995,-1148,stressed,58,reactive
14159,52,MomentumTrader,33,BCM,0.0,0.0,457065505.8587922,-1055,stressed,58,reactive
14159,45,MomentumTrader,33,BCM,0.0,0.0,473897225.1282223,-1105,stressed,58,reactive
14939,40,MomentumTrader,33,BCM,0.0,0.0,764407844.4548374,-1677,stressed,58,reactive
15119,74,ZeroIntelligenceTrader,32,BCM,0.0,0.0,147299820.97850385,-317,stressed,58,reactive
20279,89,ZeroIntelligenceTrader,32,BCM,0.0,0.0,130506408.03613593,-364,stressed,58,reactive
28559,49,MomentumTrader,100,NBCM,0.0,0.0,327876730.47797334,-1346,stressed,58,reactive
7979,15,FundamentalTrader,32,BCM,0.0,0.0,323768209.10007185,841,stressed,59,reactive
8099,7,FundamentalTrader,31,BCM,0.0,0.0,316036757.8228469,827,stressed,59,reactive
8099,14,FundamentalTrader,34,BCM,0.0,0.0,358073085.9492231,937,stressed,59,reactive
8099,0,FundamentalTrader,100,NBCM,0.0,0.0,251071523.44571993,657,stressed,59,reactive
14159,58,MomentumTrader,104,NBCM,0.0,0.0,568383359.1835113,-1325,stressed,59,reactive
14939,61,ZeroIntelligenceTrader,104,NBCM,0.0,0.0,185436666.45280588,-407,stressed,59,reactive
28559,59,MomentumTrader,33,BCM,0.0,0.0,252035617.10245472,-1035,stressed,59,reactive
7079,20,FundamentalTrader,34,BCM,0.0,0.0,380543031.0406359,1293,stressed,60,reactive
7439,3,FundamentalTrader,31,BCM,0.0,0.0,368183207.69272214,1240,stressed,60,reactive
7439,28,FundamentalTrader,102,NBCM,0.0,0.0,198640778.98905736,669,stressed,60,reactive
7739,13,FundamentalTrader,33,BCM,0.0,0.0,375373215.8107435,1073,stressed,60,reactive
7979,2,FundamentalTrader,34,BCM,0.0,0.0,351789869.6494811,913,stressed,60,reactive
7979,14,FundamentalTrader,104,NBCM,0.0,0.0,217315976.431881,564,stressed,60,reactive
8759,24,FundamentalTrader,34,BCM,0.0,0.0,183379385.01659927,497,stressed,60,reactive
14999,54,MomentumTrader,103,NBCM,0.0,0.0,224324897.45232344,-490,stressed,60,reactive
5699,5,FundamentalTrader,30,BCM,0.0,0.0,502935548.4162718,1580,stressed,61,reactive
8099,3,FundamentalTrader,31,BCM,0.0,0.0,359240797.53231364,939,stressed,61,reactive
8099,22,FundamentalTrader,101,NBCM,0.0,0.0,254796987.3871362,666,stressed,61,reactive
20459,99,ZeroIntelligenceTrader,32,BCM,0.0,0.0,39567658.01057193,-111,stressed,61,reactive
7739,17,FundamentalTrader,33,BCM,0.0,0.0,278995991.09666127,891,stressed,62,reactive
7739,29,FundamentalTrader,34,BCM,0.0,0.0,263806209.35917643,840,stressed,62,reactive
8099,22,FundamentalTrader,104,NBCM,0.0,0.0,193396753.27361667,506,stressed,62,reactive
8759,13,FundamentalTrader,33,BCM,0.0,0.0,88936643.78411761,241,stressed,62,reactive
14159,50,MomentumTrader,32,BCM,0.0,0.0,540406321.4493225,-1259,stressed,62,reactive
14159,54,MomentumTrader,32,BCM,0.0,0.0,351113876.8431658,-818,stressed,62,reactive
14159,45,MomentumTrader,100,NBCM,0.0,0.0,518086123.89939016,-1207,stressed,62,reactive
14159,46,MomentumTrader,100,NBCM,0.0,0.0,393608099.10169077,-917,stressed,62,reactive
14939,43,MomentumTrader,32,BCM,0.0,0.0,706296134.9828827,-1550,stressed,62,reactive
15119,77,ZeroIntelligenceTrader,32,BCM,0.0,0.0,327760639.863966,-706,stressed,62,reactive
6899,0,FundamentalTrader,32,BCM,0.0,0.0,319311902.03686243,1037,stressed,63,reactive
6959,4,FundamentalTrader,30,BCM,0.0,0.0,194835289.10644883,646,stressed,63,reactive
8099,13,FundamentalTrader,101,NBCM,0.0,0.0,194110237.62708172,512,stressed,63,reactive
8159,2,FundamentalTrader,100,NBCM,0.0,0.0,116746409.65526287,301,stressed,63,reactive
8759,14,FundamentalTrader,32,BCM,0.0,0.0,240951978.05582005,653,stressed,63,reactive
8819,28,FundamentalTrader,32,BCM,0.0,0.0,66036402.164616644,183,stressed,63,reactive
8819,10,FundamentalTrader,33,BCM,0.0,0.0,259815352.7788196,720,stressed,63,reactive
8819,5,FundamentalTrader,103,NBCM,0.0,0.0,154445793.04074278,428,stressed,63,reactive
14159,41,MomentumTrader,30,BCM,0.0,0.0,278360765.9453227,-649,stressed,63,reactive
14879,76,ZeroIntelligenceTrader,33,BCM,0.0,0.0,283829980.92025524,-623,stressed,63,reactive
14999,92,ZeroIntelligenceTrader,30,BCM,0.0,0.0,254047593.22876704,-555,stressed,63,reactive
14999,50,MomentumTrader,33,BCM,0.0,0.0,324540078.5571096,-709,stressed,63,reactive
14999,81,ZeroIntelligenceTrader,33,BCM,0.0,0.0,299821934.35106736,-655,stressed,63,reactive
7079,14,FundamentalTrader,31,BCM,0.0,0.0,344082877.1322352,1169,stressed,64,reactive
7739,23,FundamentalTrader,33,BCM,0.0,0.0,350585285.7105385,1113,stressed,64,reactive
7739,18,FundamentalTrader,34,BCM,0.0,0.0,121523800.27732317,386,stressed,64,reactive
8759,12,FundamentalTrader,30,BCM,0.0,0.0,319683847.6115333,866,stressed,64,reactive
8759,26,FundamentalTrader,30,BCM,0.0,0.0,231826162.0092874,628,stressed,64,reactive
8759,8,FundamentalTrader,30,BCM,0.0,0.0,177930270.84152314,482,stressed,64,reactive
8759,11,FundamentalTrader,34,BCM,0.0,0.0,285722053.17705166,774,stressed,64,reactive
14339,88,ZeroIntelligenceTrader,102,NBCM,0.0,0.0,214049316.70768848,-458,stressed,64,reactive
16139,48,MomentumTrader,30,BCM,0.0,0.0,395807683.57595646,-904,stressed,64,reactive
20339,78,ZeroIntelligenceTrader,32,BCM,0.0,0.0,57043785.12500723,-161,stressed,64,reactive
20459,56,MomentumTrader,32,BCM,0.0,0.0,358201933.9147074,-1005,stressed,64,reactive
28619,49,MomentumTrader,34,BCM,0.0,0.0,198991175.98013863,-809,stressed,64,reactive
28739,58,MomentumTrader,32,BCM,0.0,0.0,291965700.0364994,-1183,stressed,64,reactive
5999,17,FundamentalTrader,31,BCM,0.0,0.0,635957467.7706034,1926,stressed,65,reactive
6899,6,FundamentalTrader,30,BCM,0.0,0.0,478109631.60198724,1553,stressed,65,reactive
6899,1,FundamentalTrader,30,BCM,0.0,0.0,229049301.93939376,744,stressed,65,reactive
7739,8,FundamentalTrader,32,BCM,0.0,0.0,272276563.7942623,740,stressed,65,reactive
7739,20,FundamentalTrader,34,BCM,0.0,0.0,203888796.54171923,648,stressed,65,reactive
8099,21,FundamentalTrader,30,BCM,0.0,0.0,150548436.8964675,392,stressed,65,reactive
11819,46,MomentumTrader,100,NBCM,0.0,0.0,596970641.6168164,-1312,stressed,65,reactive
11939,53,MomentumTrader,100,NBCM,0.0,0.0,487137000.594206,-1066,stressed,65,reactive
15119,55,MomentumTrader,100,NBCM,0.0,0.0,658761075.2928762,-1420,stressed,65,reactive
7739,15,FundamentalTrader,31,BCM,0.0,0.0,375618092.45171773,1044,stressed,66,reactive
7979,9,FundamentalTrader,102,NBCM,0.0,0.0,147581981.04787177,383,stressed,66,reactive
8099,25,FundamentalTrader,103,NBCM,0.0,0.0,289416263.5181023,753,stressed,66,reactive
8159,23,FundamentalTrader,31,BCM,0.0,0.0,88899305.47778964,229,stressed,66,reactive
10739,94,ZeroIntelligenceTrader,30,BCM,0.0,0.0,85069743.87979233,-197,stressed,66,reactive
14159,44,MomentumTrader,30,BCM,0.0,0.0,682648236.0547187,-1502,stressed,66,reactive
14159,40,MomentumTrader,30,BCM,0.0,0.0,464506486.1614552,-1083,stressed,66,reactive
20279,62,ZeroIntelligenceTrader,104,NBCM,0.0,0.0,27992531.304066338,-78,stressed,66,reactive
8099,2,FundamentalTrader,30,BCM,0.0,0.0,257910260.037859,674,stressed,67,reactive
8759,13,FundamentalTrader,30,BCM,0.0,0.0,261970550.0237133,710,stressed,67,reactive
12179,78,ZeroIntelligenceTrader,30,BCM,0.0,0.0,412126985.34067065,-892,stressed,67,reactive
12179,51,MomentumTrader,30,BCM,0.0,0.0,449089046.8062017,-972,stressed,67,reactive
14999,56,MomentumTrader,31,BCM,0.0,0.0,568672571.5703589,-1242,stressed,67,reactive
7739,28,FundamentalTrader,34,BCM,0.0,0.0,281529247.6388877,906,stressed,68,reactive
8099,17,FundamentalTrader,30,BCM,0.0,0.0,285581583.6784342,747,stressed,68,reactive
8759,15,FundamentalTrader,31,BCM,0.0,0.0,205462866.38564008,557,stressed,68,reactive
8759,11,FundamentalTrader,34,BCM,0.0,0.0,140541027.09682024,381,stressed,68,reactive
8819,2,FundamentalTrader,32,BCM,0.0,0.0,269012870.8071969,745,stressed,68,reactive
8819,19,FundamentalTrader,33,BCM,0.0,0.0,154908082.65273488,429,stressed,68,reactive
9719,8,FundamentalTrader,30,BCM,0.0,0.0,123989125.19879009,348,stressed,68,reactive
12119,58,MomentumTrader,31,BCM,0.0,0.0,318392519.2883924,-690,stressed,68,reactive
12179,42,MomentumTrader,31,BCM,0.0,0.0,564595488.885986,-1222,stressed,68,reactive
7739,6,FundamentalTrader,31,BCM,0.0,0.0,358293721.2860074,1019,stressed,69,reactive
7739,5,FundamentalTrader,101,NBCM,0.0,0.0,831232858.3710082,2559,stressed,69,reactive
8099,12,FundamentalTrader,30,BCM,0.0,0.0,350244735.46677876,916,stressed,69,reactive
8699,16,FundamentalTrader,33,BCM,0.0,0.0,303013875.72364354,806,stressed,69,reactive
14159,40,MomentumTrader,34,BCM,0.0,0.0,601814200.8439276,-1403,stressed,69,reactive
14159,88,ZeroIntelligenceTrader,34,BCM,0.0,0.0,157029378.82388994,-352,stressed,69,reactive
14159,50,MomentumTrader,103,NBCM,0.0,0.0,533154104.8704627,-1227,stressed,69,reactive
14159,76,ZeroIntelligenceTrader,103,NBCM,0.0,0.0,50615877.191435106,-118,stressed,69,reactive
14159,98,ZeroIntelligenceTrader,103,NBCM,0.0,0.0,209914313.2284747,-476,stressed,69,reactive
14159,87,ZeroIntelligenceTrader,104,NBCM,0.0,0.0,210613522.88978508,-491,stressed,69,reactive
14999,46,MomentumTrader,34,BCM,0.0,0.0,513013589.51373917,-1121,stressed,69,reactive
28559,83,ZeroIntelligenceTrader,34,BCM,0.0,0.0,188085277.32948753,-772,stressed,69,reactive
28559,57,MomentumTrader,103,NBCM,0.0,0.0,318429349.0539381,-1307,stressed,69,reactive
28559,58,MomentumTrader,104,NBCM,0.0,0.0,357654387.4607354,-1468,stressed,69,reactive
7739,26,FundamentalTrader,32,BCM,0.0,0.0,125713938.9766162,344,stressed,70,reactive
8099,20,FundamentalTrader,33,BCM,0.0,0.0,94493192.12407953,244,stressed,70,reactive
8699,5,FundamentalTrader,31,BCM,0.0,0.0,54272745.27734404,146,stressed,70,reactive
8699,27,FundamentalTrader,32,BCM,0.0,0.0,301845679.2137217,812,stressed,70,reactive
8759,21,FundamentalTrader,32,BCM,0.0,0.0,82698413.73355466,224,stressed,70,reactive
