regime,netting,drawdown,client_defaults,cm_defaults,nbcm_defaults,deepest_waterfall,mutualised_l3,total_df,ccp_cash_used,client_loss_absorbed,im_mean,im_peak
calm,gross,-5.358437617371102,0.0,0.0,0.0,0.0,0.0,15443579342.812502,0.0,0.0,17983951367.088,20725724136.75
calm,net,-5.367760163660958,0.0,0.0,0.0,0.0,0.0,8425395368.15625,0.0,0.0,11550675569.121,13795516530.0
stressed,gross,-35.6441336728042,10.166666666666666,0.08333333333333333,0.08333333333333333,0.25,0.08333333333333333,13983777538.500002,31603238.26000001,0.0,26996183273.601727,39125757395.90133
stressed,net,-35.65028350737365,5.666666666666667,0.08333333333333333,0.08333333333333333,0.25,0.08333333333333333,10343909222.166666,21658742.049999993,0.0,17917357300.687542,25061234660.9073
