run_id,t,n_margin_calls,n_defaults,n_new_defaults,system_equity,total_margin
38,55,0,40,0,3.988002631116768e+19,3.2525939257198925e+18
38,56,0,40,0,6.390992494634389e+19,3.2525939257198925e+18
38,57,0,40,0,4.403355404057837e+19,3.2525939257198925e+18
38,58,0,40,0,4.403355404076785e+19,3.2525939257198925e+18
38,59,0,40,0,4.403355404097021e+19,3.2525939257198925e+18
38,60,0,40,0,4.403355404066985e+19,3.2525939257198925e+18
38,61,10,40,0,5.289881760337734e+21,4.885756367789578e+20
38,62,0,40,0,4.041253925481567e+20,4.885756367789578e+20
38,63,0,40,0,4.041253925482778e+20,4.885756367789578e+20
38,64,0,40,0,4.041351013909566e+20,4.885756367789578e+20
38,65,0,40,0,4.04125321759783e+20,4.885756367789578e+20
38,66,0,40,0,4.0412532701046047e+20,4.885756367789578e+20
38,67,0,40,0,4.0412532701045575e+20,4.885756367789578e+20
38,68,0,40,0,4.041273641682196e+20,4.885756367789578e+20
38,69,0,40,0,4.0412551821893095e+20,4.885756367789578e+20
38,70,0,40,0,4.041255220626537e+20,4.885756367789578e+20
38,71,0,40,0,4.041255220624912e+20,4.885756367789578e+20
38,72,0,40,0,8.296850272666253e+20,4.885756367789578e+20
38,73,0,40,0,4.6281387325909264e+20,4.885756367789578e+20
38,74,0,40,0,4.628138760996113e+20,4.885756367789578e+20
38,75,0,40,0,4.6281388030073314e+20,4.885756367789578e+20
38,76,0,40,0,4.628138750426231e+20,4.885756367789578e+20
38,77,0,40,0,4.6281390740179065e+20,4.885756367789578e+20
38,78,0,40,0,4.6281388118263844e+20,4.885756367789578e+20
38,79,0,40,0,4.6281388438109264e+20,4.885756367789578e+20
38,80,0,40,0,4.6281388333789394e+20,4.885756367789578e+20
38,81,0,40,0,4.628146629119474e+20,4.885756367789578e+20
38,82,0,40,0,4.6281398454161716e+20,4.885756367789578e+20
38,83,0,40,0,4.628139860665873e+20,4.885756367789578e+20
38,84,0,40,0,4.628139860648523e+20,4.885756367789578e+20
38,85,0,40,0,7.516404028735965e+20,4.885756367789578e+20
38,86,0,40,0,4.996020022336485e+20,4.885756367789578e+20
38,87,0,40,0,4.9960200339213936e+20,4.885756367789578e+20
38,88,0,40,0,4.996020043023504e+20,4.885756367789578e+20
38,89,0,40,0,4.9960200315358996e+20,4.885756367789578e+20
38,90,0,40,0,4.9960291852428765e+20,4.885756367789578e+20
38,91,0,40,0,4.996021102260117e+20,4.885756367789578e+20
38,92,0,40,0,4.996021110512536e+20,4.885756367789578e+20
38,93,0,40,0,4.9960211104963356e+20,4.885756367789578e+20
38,94,0,40,0,1.000415904474534e+21,4.885756367789578e+20
38,95,0,40,0,5.574448395092046e+20,4.885756367789578e+20
38,96,0,40,0,5.5744484015260454e+20,4.885756367789578e+20
38,97,0,40,0,5.5744484683030607e+20,4.885756367789578e+20
38,98,0,40,0,5.5744483872302504e+20,4.885756367789578e+20
38,99,0,40,0,5.574448627448309e+20,4.885756367789578e+20
38,100,0,40,0,5.5744484182653075e+20,4.885756367789578e+20
38,101,0,40,0,5.574448458961421e+20,4.885756367789578e+20
38,102,0,40,0,5.574448427403629e+20,4.885756367789578e+20
38,103,0,40,0,5.574450065017247e+20,4.885756367789578e+20
38,104,0,40,0,5.574448606697775e+20,4.885756367789578e+20
38,105,0,40,0,5.574448611731905e+20,4.885756367789578e+20
38,106,0,40,0,5.5744486110558106e+20,4.885756367789578e+20
38,107,0,40,0,5.578041119748229e+20,4.885756367789578e+20
38,108,0,40,0,5.574832445192114e+20,4.885756367789578e+20
38,109,0,40,0,5.574832448603888e+20,4.885756367789578e+20
38,110,0,40,0,5.574832448603888e+20,4.885756367789578e+20
38,111,0,40,0,5.574832448604163e+20,4.885756367789578e+20
38,112,0,40,0,5.5748324486038317e+20,4.885756367789578e+20
38,113,0,40,0,5.576499516974808e+20,4.885756367789578e+20
38,114,0,40,0,5.5749763300645994e+20,4.885756367789578e+20
38,115,0,40,0,5.57497633238053e+20,4.885756367789578e+20
38,116,0,40,0,5.5749763323805296e+20,4.885756367789578e+20
38,117,0,40,0,5.574976332416069e+20,4.885756367789578e+20
38,118,0,40,0,5.574976332379162e+20,4.885756367789578e+20
38,119,0,40,0,8.692099987104203e+20,4.885756367789578e+20
38,120,0,40,0,5.82504740344682e+20,4.885756367789578e+20
38,121,0,40,0,5.825047405199473e+20,4.885756367789578e+20
38,122,0,40,0,5.825047406891607e+20,4.885756367789578e+20
38,123,0,40,0,5.82504740499818e+20,4.885756367789578e+20
38,124,0,40,0,5.826483006244152e+20,4.885756367789578e+20
38,125,0,40,0,5.825156983775731e+20,4.885756367789578e+20
38,126,0,40,0,5.8251569851986326e+20,4.885756367789578e+20
38,127,0,40,0,5.8251569851986294e+20,4.885756367789578e+20
38,128,0,40,0,5.8251569859892406e+20,4.885756367789578e+20
38,129,0,40,0,5.825156985168703e+20,4.885756367789578e+20
38,130,0,40,0,5.835746686368894e+20,4.885756367789578e+20
38,131,0,40,0,5.825895306197147e+20,4.885756367789578e+20
38,132,0,40,0,5.825895307314929e+20,4.885756367789578e+20
38,133,0,40,0,5.825895307314929e+20,4.885756367789578e+20
38,134,0,40,0,5.825895307314935e+20,4.885756367789578e+20
38,135,0,40,0,5.825895307314929e+20,4.885756367789578e+20
38,136,0,40,0,5.825895308184671e+20,4.885756367789578e+20
38,137,0,40,0,5.825895307868498e+20,4.885756367789578e+20
38,138,0,40,0,5.938693296461864e+20,4.885756367789578e+20
38,139,0,40,0,5.832674793046953e+20,4.885756367789578e+20
38,140,0,40,0,5.83267479385886e+20,4.885756367789578e+20
38,141,0,40,0,5.832674793858864e+20,4.885756367789578e+20
38,142,0,40,0,5.8326747938588597e+20,4.885756367789578e+20
38,143,0,40,0,5.832674794231235e+20,4.885756367789578e+20
38,144,0,40,0,5.832674794093342e+20,4.885756367789578e+20
38,145,0,40,0,6.673077427657744e+20,4.885756367789578e+20
38,146,0,40,0,5.878706515799343e+20,4.885756367789578e+20
38,147,0,40,0,5.87870651644478e+20,4.885756367789578e+20
38,148,0,40,0,5.8787065164499105e+20,4.885756367789578e+20
38,149,0,40,0,5.878706516444252e+20,4.885756367789578e+20
38,150,0,40,0,2.5448540706743685e+21,4.885756367789578e+20
38,151,0,40,0,6.895384834042778e+20,4.885756367789578e+20
38,152,0,40,0,6.895384834595435e+20,4.885756367789578e+20
38,153,0,40,0,6.895385080940453e+20,4.885756367789578e+20
38,154,0,40,0,6.8953848213143e+20,4.885756367789578e+20
38,155,0,40,0,6.895385155617893e+20,4.885756367789578e+20
38,156,0,40,0,6.895384839197031e+20,4.885756367789578e+20
38,157,0,40,0,6.895385050647046e+20,4.885756367789578e+20
38,158,0,40,0,6.895384850763308e+20,4.885756367789578e+20
38,159,0,40,0,6.895385378458227e+20,4.885756367789578e+20
38,160,0,40,0,6.895384878443971e+20,4.885756367789578e+20
38,161,0,40,0,6.895384966099496e+20,4.885756367789578e+20
38,162,0,40,0,6.895384883610715e+20,4.885756367789578e+20
38,163,0,40,0,6.895387995816829e+20,4.885756367789578e+20
38,164,0,40,0,6.895385043232534e+20,4.885756367789578e+20
38,165,0,40,0,6.895385046305417e+20,4.885756367789578e+20
38,166,0,40,0,6.89538504401023e+20,4.885756367789578e+20
38,167,0,40,0,6.899443384571574e+20,4.885756367789578e+20
38,168,0,40,0,6.895592298463785e+20,4.885756367789578e+20
38,169,0,40,0,6.895592299052817e+20,4.885756367789578e+20
38,170,0,40,0,6.895592299052816e+20,4.885756367789578e+20
38,171,0,40,0,6.895592299126121e+20,4.885756367789578e+20
38,172,0,40,0,6.895592299047902e+20,4.885756367789578e+20
38,173,0,40,0,1.1733524477303023e+21,4.885756367789578e+20
38,174,0,40,0,7.123438960024431e+20,4.885756367789578e+20
38,175,0,40,0,7.123438960516142e+20,4.885756367789578e+20
38,176,0,40,0,7.123438963007831e+20,4.885756367789578e+20
38,177,0,40,0,7.123438960324856e+20,4.885756367789578e+20
38,178,0,40,0,7.127817603175653e+20,4.885756367789578e+20
38,179,0,40,0,7.12363833407515e+20,4.885756367789578e+20
38,180,0,40,0,7.123638334511287e+20,4.885756367789578e+20
38,181,0,40,0,7.123638334511283e+20,4.885756367789578e+20
38,182,0,40,0,7.123638334620413e+20,4.885756367789578e+20
38,183,0,40,0,7.123638334505336e+20,4.885756367789578e+20
38,184,0,40,0,1.0148776290833178e+21,4.885756367789578e+20
