t,log_price,v_smoothed,v_stderr
166,5.301811255802292,5.2864196969091015,0.007891468431552645
167,5.301263023836606,5.286712370288454,0.007893981622039638
168,5.300864120814612,5.287003606763083,0.007896630340042248
169,5.2994167619913375,5.2872918937429025,0.007899421417066529
170,5.30395146516513,5.287583748925936,0.007902362044398583
171,5.301312875527835,5.2878397731023945,0.007905459790457117
172,5.2949617427346745,5.28810624346039,0.007908722618974177
173,5.298717286569364,5.2884075826980785,0.007912158908035056
174,5.299716387461744,5.2886783032274405,0.007915777470009001
175,5.293957375585955,5.288936341325334,0.00791958757240285
176,5.293254572205575,5.289226059078049,0.007923598959670142
177,5.3007643701910885,5.289515223224858,0.007927821876008637
178,5.301910902058167,5.289750477795082,0.00793226708917928
179,5.307128434826587,5.289972893964664,0.00793694591537991
180,5.3019607214628355,5.290155326353538,0.007941870245206765
181,5.294008094959938,5.290364943096738,0.007947052570736782
182,5.288267030694535,5.290620346228067,0.007952506013763183
183,5.2961650519798935,5.29090832351998,0.007958244355216242
184,5.279745980962601,5.291140834953656,0.007964282065800365
185,5.288013968373937,5.291477488920659,0.007970634337877428
186,5.285839845036924,5.2917590302767845,0.00797731711862502
187,5.2832037287379885,5.292054321880882,0.007984347144496567
188,5.269609202411293,5.29236746717752,0.007991741977008278
189,5.269866450374021,5.2927717815740065,0.007999520039875583
190,5.2808150914118945,5.293179454193163,0.008007700657518877
191,5.279440310778347,5.293522096856534,0.008016304094955344
192,5.264036432571163,5.293880514501968,0.00802535159908995
193,5.281374645817724,5.294347708131583,0.008034865441414622
194,5.26103078176202,5.294711612417258,0.008044868962120097
195,5.249757175932659,5.2952188708150745,0.008055386615619685
196,5.233138640523042,5.295813488650413,0.008066444017478623
197,5.2351112906442445,5.296534466385745,0.008078067992736297
198,5.227304599301617,5.297265041280609,0.008090286625601815
199,5.227036164543073,5.2980728614870465,0.008103129310495803
200,5.239310185968004,5.298912706533619,0.008116626804403186
201,5.248706865994702,5.299705406781511,0.008130811280492884
202,5.268115857814915,5.300470608500335,0.008145716382950835
203,5.2611864682098295,5.3011422813340445,0.008161377282962718
204,5.272743115428606,5.301890774931122,0.008177830735771923
205,5.280051557741144,5.302594599332345,0.00819511513872701
206,5.278675726292748,5.30327943515644,0.008213270590221013
207,5.2901339737400175,5.304000031102922,0.008232338949412455
208,5.288973851544884,5.304670787736167,0.0082523638966052
209,5.295563578351415,5.305371709216657,0.008273390994150986
210,5.306583110965069,5.306050325601995,0.00829546774772511
211,5.307029307150058,5.306675125475839,0.00831864366781215
212,5.303852022046511,5.307312225062029,0.008342970331225137
213,5.310097705083568,5.307983268319193,0.00836850144246824
214,5.314092285663399,5.308625123146612,0.00839529289474012
215,5.315026980110984,5.30925042791474,0.00842340283036282
216,5.317972924206478,5.309877257576793,0.008452891700409559
217,5.318952980148108,5.310490829575862,0.008483822323294437
218,5.318021949822372,5.311102392019732,0.00851625994207809
219,5.318952980148108,5.31172318928389,0.008550272280235966
220,5.319344733740112,5.3123401626967475,0.008585929595630587
221,5.319981006184063,5.312956032821765,0.008623304732426108
222,5.325689313343887,5.31356855969831,0.008662473170682979
223,5.323936379165656,5.314143841913228,0.008703513073373097
224,5.325883894265842,5.31472960478012,0.008746505330561512
