t,log_price_med,log_price_p25,log_price_p75,log_fund_med,mispricing_med,mispricing_p25,mispricing_p75,log_ret_med,log_ret_std
125,1.7086146383913055,1.6944535997847894,1.7295794068887318,1.714697923585946,-0.004057536851337473,-0.011920914858149112,0.010804489537291184,-0.0015189062866880487,0.006601973890368033
126,1.712933905407112,1.6974989845565278,1.7264711853915524,1.713507420360894,-0.000894474685980029,-0.0137169071620864,0.010663280304197165,0.001736870580216654,0.0076728995325113245
127,1.7118497160780555,1.6964240602229859,1.7315351985910685,1.7137839072922596,-0.003916515330441461,-0.013245542821256562,0.015176306519149585,0.002148936310906513,0.00731360427104613
128,1.708175547980379,1.6937453069450386,1.7309466531245685,1.7139201162088484,-0.0009466397082503741,-0.013696392791941236,0.009606780261325887,1.7045518045599728e-05,0.006905391520090756
129,1.7109137990382084,1.6936568580244833,1.7304494476399956,1.7163848585352566,-0.0009124649419769426,-0.015577440428633016,0.010167457538610092,0.0007953310481003673,0.006336204674172677
130,1.7093039139761659,1.690897841095964,1.7316773155807672,1.7163058999983258,-0.004479515546623403,-0.015532328369677495,0.008281679667338504,0.0003665172383926496,0.006827963418594796
131,1.7098382477909242,1.6920059493758366,1.7304852659060361,1.7163389897547288,-0.004095014260200647,-0.014122143068399484,0.008724320515457407,-0.0010971032896734956,0.006877742146518576
132,1.7118656971278567,1.6893494433139749,1.7302156844046033,1.717714844293618,-0.004722197602601175,-0.017982057940212737,0.013238136724010918,-0.0013452544227204877,0.007030936381516775
133,1.7117837667159854,1.6891774326991127,1.7340775635181893,1.7169929621026205,-0.0034461318723936207,-0.018553962899322873,0.011810570892825,0.0019529594604906775,0.006125557783141659
134,1.7138680425034936,1.6890923129230786,1.731841662322234,1.7178627189782185,-0.0018029859941498527,-0.019226353785226136,0.011818396470196668,0.0015556811491862499,0.006910594573403612
135,1.711269132817215,1.689922355323098,1.7274950507611724,1.7193255250570671,-0.0037845609842093175,-0.0174535263810795,0.01324846442891986,0.0008199849024567163,0.007297862823921595
136,1.711626077129059,1.6935987459842576,1.7262477941295753,1.7177794446863346,-0.001886097729581926,-0.01807406044422205,0.011944911357978372,-0.0012249658117433615,0.0076177548650828795
137,1.7075386012434048,1.6919627968836877,1.7269620658229314,1.719756589220423,-0.005940272985538231,-0.019440050937520437,0.009811353549615098,-0.0010725678641406722,0.007725087971181348
138,1.707625792787668,1.6915494976790544,1.7281540438624188,1.7213169924116096,-0.0043807855129102125,-0.020029467194508488,0.009801667722938612,0.00013350429787684082,0.006501368420471673
139,1.7087888440026306,1.6930698041101824,1.7294457447784237,1.721206482799401,-0.004847658967263135,-0.02663464359894563,0.011540780202196732,0.0015515615049070952,0.006128957229211544
140,1.7090566989044627,1.691935656737587,1.7256601044048065,1.7226040209443916,-0.004707943587305863,-0.02250456267270251,0.0060699146546228655,0.0001976632873702533,0.007133908484285666
141,1.7096529337225377,1.6933477816209663,1.7294993228301445,1.7223386726189167,-0.005579768908430149,-0.02546529281615123,0.005663300475606481,-0.00017261654510236646,0.00786855429741615
142,1.712288665261678,1.6882636140801934,1.7362238728998973,1.7230493790551678,-0.010541646377642211,-0.02405141346733447,0.007692881851640965,-0.0006736657013515224,0.006462025001525745
143,1.7084173031990884,1.6920148970599076,1.7341700115366339,1.7248044013029067,-0.011303540639353904,-0.02249332461286746,0.005301702637297956,0.0002190240187885939,0.007142813268290768
144,1.7041907708907957,1.6907298691005332,1.7301306151151101,1.7253173958660142,-0.010366027963034652,-0.025391359442340833,0.001769108128130803,-0.00127304682071816,0.007054878978559876
145,1.7100600600953015,1.6931936858562258,1.729508646567519,1.7245259733380829,-0.010221460354117418,-0.023701892139035396,0.003064534730272128,0.00013679087698037495,0.0065661418772561845
146,1.7134671755855742,1.6925005315190564,1.727366421520699,1.7257891504229717,-0.008907951852653806,-0.025319464287110904,0.0095224833966987,0.0023746237544408633,0.006253956766122082
147,1.71393828732973,1.6942878048256689,1.7326397163479224,1.7249013611902635,-0.005997807087815388,-0.024531573584525124,0.007022364669415748,0.0016970669389413384,0.007595365421222853
148,1.715697041325802,1.6955097420871215,1.7316296388953671,1.7261466286303333,-0.006584472860920343,-0.02558502930879747,0.008474278656530276,0.001842961973240187,0.006179436145388602
149,1.7140524375845239,1.6991620193937458,1.7292302199607372,1.7260242230981229,-0.008575089655793566,-0.02135515071408256,0.004082481757975487,0.0010855559690154948,0.007420603714597782
150,1.7174396340550169,1.699178739908702,1.7296811798061291,1.727470875181337,-0.008860937505577038,-0.02104474184384114,0.0062311087684669975,0.001075166415603901,0.007556745777790081
151,1.7152390990625883,1.6976796977081792,1.731928994396886,1.7289697394499908,-0.007677457813410005,-0.02166409579260914,0.00582997609078062,0.0006292807581688153,0.0071660732518111815
152,1.720219368568896,1.7002390880230251,1.7317801698921444,1.72948925787147,-0.006141182825710745,-0.018001811022611558,0.004356541136446124,0.0012718550677706109,0.007116052943177655
153,1.7186236469815226,1.699701435563853,1.7372107237652414,1.7302186031923403,-0.005124498657719134,-0.01971156393292689,0.009196022206366061,0.0023656964015200677,0.007343065386617344
154,1.7178433070393107,1.704408231900671,1.7356976559060875,1.7297965819782715,-0.0055527058279797314,-0.019708118522336504,0.009679408985478644,0.001740093021280642,0.006254323889007238
155,1.7200859141759466,1.7051720308508667,1.7394778067115513,1.730019313604249,-0.006493081306017112,-0.020922922157222634,0.008974836856450563,-0.000135586753029715,0.006748370304445416
156,1.7178627189786337,1.7034151288513861,1.7416035657048228,1.7321390370332854,-0.003970993486997587,-0.022878216128535855,0.009326618955357135,0.0007798316986827869,0.006548590449839585
157,1.717335187203795,1.706064262768487,1.7412152460949983,1.732020300878458,-0.007766086759961599,-0.020054916061833183,0.007993134412488723,0.0002512468518151012,0.007452689923977601
158,1.7204488034455614,1.7102174008194049,1.742172291441073,1.732753296951626,-0.005609318549654185,-0.019426635178117824,0.009493195974561608,0.002840861722064103,0.006146446288509657
