t,log_price_med,log_price_p25,log_price_p75,log_fund_med,mispricing_med,mispricing_p25,mispricing_p75,log_ret_med,log_ret_std
159,1.7244846691989588,1.7109011514069647,1.7440179898283419,1.7322837824018147,-0.005387829252438747,-0.018831174886667745,0.007633476402121253,0.00118886913053462,0.00760267200557566
160,1.7252435400238697,1.709273820797918,1.746394144453694,1.7338169463005917,-0.0034120424369896707,-0.019679339168044152,0.010695330093864974,0.0030461637949793507,0.006363301485066224
161,1.727818557250512,1.7125361627409568,1.7459504600678115,1.733111105887658,-0.0023982301573352016,-0.014861987100923069,0.00803155795754501,0.0003382946005229259,0.008130537850864247
162,1.7317136395413173,1.7134747765005,1.747876344451324,1.7336216713494244,-0.0027068967180038372,-0.012950301129027786,0.008145930177004046,0.0011991133419136935,0.00835725242775217
163,1.7302861499125484,1.7094586616755783,1.7502251301119627,1.7323330335573233,-0.0027674261350598695,-0.0151779573174613,0.0112132215395922,0.00028426572601070177,0.006721091881861513
164,1.7365128461598238,1.7116695331107303,1.750264358480867,1.7329555851193286,-0.0013390455022742609,-0.010484607032373916,0.007395198791595947,0.00014383995435329755,0.007871451110453493
165,1.732758233658688,1.7206694505395568,1.7517429881466078,1.7348405193954552,-0.0027012748353265614,-0.010578993411768212,0.008580422122269393,0.001916687323343047,0.007454323960346761
166,1.7369012903418133,1.7178163771574377,1.7491030861455683,1.7358766315928824,-0.002365769256128525,-0.012302506975410021,0.006336298729041234,0.0019336820639392904,0.00692163648960109
167,1.739907074776049,1.7149344736673748,1.7542349308286562,1.7351341117964285,0.001394273131828161,-0.010187886529968715,0.008129794986306782,0.002910664533024687,0.007870126670454464
168,1.7385495252771135,1.7139098432662765,1.7509596998439894,1.7365437029155824,-0.00043349184451013656,-0.010181365542245746,0.009482525685348964,-0.0012352324358253508,0.006757476928503392
169,1.7359393020326368,1.715204150530846,1.7502549832290506,1.73593411563064,-0.0035845629437246673,-0.010976206391900611,0.007143220395562699,-0.0009033261334491227,0.008396909224677207
170,1.7347475787931934,1.7167127516698473,1.7516374656995004,1.7364933696464546,-0.0043854809711777465,-0.013078017958408628,0.00940337962444876,-0.00016706618513895322,0.00843595561947006
171,1.7340156911915745,1.7156587777365735,1.751118241261409,1.7391397913322981,-0.003080622213349482,-0.013802425887950165,0.00828404696917634,0.0013730358892677375,0.006925645740580996
172,1.7337868443153863,1.7165524350500305,1.7513801961453292,1.7399540916977507,-0.0009639346185510433,-0.015175217348670333,0.010940464684779383,0.001091763327473072,0.007139368677417855
173,1.7389706849365727,1.7172913562126118,1.7503062393411177,1.7420206635800257,-0.002613516383329295,-0.015926741333016137,0.009388160436912152,0.0008144094960916837,0.007241169477394004
174,1.7359834003346668,1.7193620900954212,1.7474792064812785,1.7433135449334858,-0.002910863345432557,-0.013856731391689137,0.007480411952229926,0.0004649412836639222,0.005991405679741067
175,1.736268379240724,1.7183475732581557,1.7493157878577643,1.7439766537742338,-0.004614701485560868,-0.01385061409097732,0.007316907703787789,-0.000460659843193878,0.008297794658787046
176,1.7366145299634295,1.7176662224428976,1.746528766651132,1.7452670249499675,-0.0049237797585224286,-0.012725234289135634,0.009119825133505288,-0.0004959769043175744,0.006692552752766672
177,1.7396043141167574,1.7205950382541535,1.7510294470262968,1.74408449661647,-0.0043004803232709055,-0.012066078708917294,0.006737464303213259,0.0026556706544299535,0.007426036179876981
178,1.7427567127483676,1.7214787429262746,1.7551204860737037,1.7437414606080326,-0.001271823219228696,-0.014999074601846907,0.012064876089150578,0.0033120423982201386,0.0070349849154353545
179,1.7447138141064737,1.724380630749755,1.7553140507660656,1.7449168307335916,0.0009121903556147393,-0.01433514052887952,0.015707660242114174,0.001303864319493031,0.0064349491874582335
180,1.7440052407712754,1.7280129865447267,1.7572560369792292,1.7446162007505626,0.0017770558895240374,-0.012058805017082286,0.01410856313269998,0.0011116497069664222,0.006772376646102058
181,1.7445924880030679,1.7317981391254809,1.7558239771729174,1.7462278242348366,-0.0002472439315007735,-0.010338915581876218,0.016684226918950995,-0.00042616999197231387,0.00791911476301111
182,1.7463434318046396,1.7319474726648452,1.759219989358158,1.7472739080174384,0.0003967206512009991,-0.009321840543382254,0.012929643623667109,0.0011096079749003396,0.00637296660642484
183,1.7486627958765286,1.7270568484442985,1.7608005500534163,1.747784840655446,-0.0007999996566864231,-0.009654198354440202,0.01257528969325794,0.00028219889456704284,0.007308505920102488
184,1.7469623748764633,1.728035480936883,1.7631985200385987,1.748356343170793,-0.0007246377264701342,-0.010575726230691307,0.010512453923344267,-0.0005552637565845453,0.006932347114940714
185,1.7464579208525732,1.7248760468826916,1.7636386433942788,1.749449261066193,-0.0005368834146691759,-0.011656872937014229,0.010450886268842385,-0.00019552375370790465,0.006494599503411337
186,1.7475472547661166,1.7235712528108182,1.7637022571891174,1.7496712563864665,-0.0024131851909573454,-0.01384203080175489,0.008643234991724036,0.0008474623726012487,0.007756159032644942
187,1.7471465150099943,1.7224992022830912,1.7598629568159239,1.7502529850650599,-0.005486701584909048,-0.014311581250195882,0.008789403148870722,-0.00216323591843115,0.007002789091167279
188,1.7511214164775537,1.72425837831066,1.7617638129720272,1.7505270638635868,-0.0024857174406858196,-0.008952208099643755,0.00785422828775989,0.0027856179945875414,0.007850766688667337
189,1.7509539387732926,1.725343426959323,1.7651236993237123,1.749359412797954,0.0011812623800622202,-0.01213111990251925,0.010118054013824374,0.0003303543069465009,0.007002330013076792
190,1.752015971457824,1.7328082257320405,1.761359386168985,1.7488063200804118,0.004441504136092123,-0.010914651887948823,0.013154104082643336,0.0036643103211772,0.007023543011977727
191,1.7492135506085176,1.7335958025145983,1.7678118371005767,1.7498858649083564,-0.0013682944407089614,-0.010887526709690898,0.013722476133626538,-0.000495381310415044,0.007536074678656217
192,1.750561263647492,1.7331538907546982,1.7651193050194434,1.7511256443603438,-0.0005850160759250933,-0.012762959333302515,0.014243004529257086,0.0010159478049917015,0.006803199718321352
193,1.7453596927917658,1.7362582855151913,1.767549154741679,1.751583836612423,-0.0021207900814964598,-0.01458939848448565,0.010069554281372572,-0.00026733752247465326,0.0076937372092484805
194,1.7509541441042864,1.733395333819331,1.7709345175283104,1.7543623319151056,-0.0025926223816294947,-0.015222458447991916,0.012891235202509954,0.0009910490309071873,0.007348179929488156
195,1.7520107188457303,1.7292185721548878,1.771901080583242,1.7535605786092687,-0.0005573617425849164,-0.014263222935751607,0.010721787059854604,0.001728396354264472,0.008442864178169404
196,1.7527864009427356,1.7327411129099346,1.772504070305656,1.754377397039485,0.0004250831050017778,-0.015405626567784714,0.009744672169166024,0.0017183024096316668,0.008993729246691772
197,1.7496962951051267,1.7329966302527393,1.7771791621040336,1.7554827037437595,-0.0007662261959449079,-0.012483114767720571,0.011909384204808193,-0.00031841615282945934,0.00758918563903363
198,1.748903846603399,1.7297295428092665,1.7767348244297447,1.7558872227422726,-0.00021209019957479924,-0.013442785759960607,0.010557330982460367,-8.867623990327367e-06,0.007434642186575512
199,1.7484440368246839,1.7335363025746022,1.776203597487822,1.7557909766298079,-0.0012667274827643515,-0.014454591618280999,0.012085401100367044,0.00048385101936621044,0.006341512909548231
200,1.7487195196488954,1.7317173159106316,1.7760858416111327,1.7571045135198686,-0.0028227919857330974,-0.01729892125930188,0.011082021954470667,-0.0014212011211092168,0.006704732266878754
201,1.7498985786845602,1.7338808280433375,1.7760347750967345,1.7573533579712863,-0.0019972740750481277,-0.01718127352349713,0.013531315131692367,7.152590281422899e-05,0.005879791934951256
202,1.7492510684000142,1.7343504802405643,1.7775160792929,1.75615656895731,-0.0029648890855256127,-0.015897583743952892,0.00936831361579854,0.0006517924165274636,0.0066488489467836686
203,1.752328323298873,1.7353598865753381,1.7775448971671886,1.756545316253237,-0.0016029889995204938,-0.013694715466754048,0.010688858252764721,0.001822232585514616,0.006680869814742266
204,1.7513559763826974,1.735097837980424,1.7774189474715507,1.7566524129918237,0.001294756413850462,-0.01118866677319974,0.011093741628666776,0.0008889057825494096,0.0064218467448829706
205,1.7551916212923961,1.7380348963674939,1.7762798560438378,1.7582360212377552,0.0025006225763202217,-0.011730608358353545,0.010536608394283775,0.0005544198651343812,0.005847672750989315
206,1.7542284856379458,1.7324429657274614,1.7768170731669537,1.7589821035895725,0.0017941336272107034,-0.009787218057944858,0.011223976137390013,0.0011496708008038592,0.006442582185361355
207,1.7506122820584178,1.7311886034364299,1.7783923526562824,1.7598966944506518,-8.403183757144106e-05,-0.015290944136204687,0.01503264134164134,0.0002062118172594385,0.006807222874456978
208,1.7526866872639801,1.7331872092091687,1.7777552270273516,1.7576047275436717,-0.0028559541430895896,-0.013997424978906936,0.010197829709796546,0.0004267673851120479,0.007577553352192199
209,1.7488855113268107,1.7316239000634681,1.779387881030327,1.7592358575416742,-0.005040916700605802,-0.020026170908098218,0.00979809764756212,-0.00038005308331590104,0.006793774925344872
210,1.7530049311008606,1.7356107783267134,1.7788782564896446,1.7613321183404764,-0.002285769916663627,-0.01669416539550944,0.009570468867284687,0.002593486136277856,0.008036322720182554
211,1.755678665539682,1.736194830782476,1.7783338832612754,1.7602956049754577,-0.005686430085528271,-0.019149455416339112,0.010585611051107724,0.0013286222444937046,0.007182193993915606
212,1.7572634884489837,1.73491177751369,1.7801687317126804,1.7625727180838102,-0.005739442130777261,-0.019923322264956633,0.011618113238417327,-0.0001280350341980041,0.006925025244213539
213,1.7578914644212291,1.7378367103995935,1.7809785890048404,1.763766615505339,-0.007012937276368314,-0.017764685276700554,0.008895581861372404,0.0015110073848868533,0.007739909829979913
214,1.7558149387296986,1.7353861549044007,1.778786685948694,1.7632241910971926,-0.006016747409379963,-0.01902072654219955,0.011073050184167044,0.0005453466815947827,0.005810767059218888
215,1.7566709118142427,1.7345138992254159,1.7793255882081116,1.7630348601661052,-0.0031206941162157387,-0.018531884956994593,0.007674833098477274,-0.0011310026994643119,0.006823619724405731
216,1.755245250863375,1.7325980421744354,1.7770352667306835,1.763011741537757,-0.00041004197687100064,-0.017389365350519714,0.010159767054504665,0.0017970141962618813,0.007562621237990432
217,1.7616643496069628,1.7368037011185165,1.775127557752216,1.7641395139203546,-0.0035580775178918334,-0.01665028307519334,0.012890090754184402,8.248406383770668e-05,0.00880206279528083
218,1.7606426060371172,1.740220776911014,1.7771075202615407,1.7648845332800218,-0.003365000301194576,-0.015572100432868052,0.011804912407441415,0.0008299314828170701,0.006333746564088883
219,1.7577713524360659,1.7415694687244758,1.7794478448194067,1.766050654266841,-0.004839273021703283,-0.01692233887401079,0.014288424103985786,0.0002824629494408981,0.007959629495244563
220,1.7625802252829943,1.7413662100495872,1.7815480366580094,1.7649870051979883,-0.006044752549085097,-0.012626181666199776,0.012945121979878293,0.0020017864638838256,0.006350976826020177
221,1.7627205295359683,1.7388247624090507,1.7821111339005136,1.7664372640249835,-0.002359325125431022,-0.015012979507431468,0.01277892794488017,-0.0013668156734931713,0.00638779454287212
222,1.763414411798821,1.7429746766928358,1.783408934726656,1.7695663298023678,-0.003381872011422815,-0.016495345062832678,0.013827395223345085,0.0017598997839558539,0.00734845825053165
223,1.764613222540885,1.7428786779190748,1.7830280006772936,1.7687308495699479,-0.0021387340905004715,-0.014102529869246816,0.014155707348124436,0.00018952789689663518,0.005960364936788438
224,1.7655942173288004,1.744408293762974,1.783056010938215,1.7699094644696174,0.00023021970738978936,-0.013925334554239721,0.012246754356297407,0.0019151754747647187,0.0073857170478087335
225,1.766327872895543,1.743281325125097,1.786032648114067,1.770459969314821,-0.0007390664066977415,-0.012332649913648686,0.01291025663953499,0.0011906878758487505,0.007463704423383262
226,1.7658145561293743,1.7464413142069062,1.7857531407303275,1.7707719001981888,0.0020387266070747145,-0.00745246164022656,0.014608900855312523,0.0010671131880515272,0.007059527809248372
227,1.769808529357166,1.7502185837603397,1.7872492328425773,1.7703368946527587,0.003960403047299166,-0.00670942333563046,0.0156616565352799,0.0003750437351591751,0.0065423415777062215
228,1.768468779189303,1.7518258826215205,1.7871314257687505,1.7710068608072447,0.0024563340361666297,-0.011912376359202448,0.016855633969504902,-0.0009810962783421973,0.007565429802490579
229,1.769102883989738,1.751533988925583,1.788900106943547,1.771999923470272,0.0027157398960637735,-0.008707295193365716,0.01970566015697467,0.0013708065514362877,0.00668749224821835
230,1.7707410646604038,1.754464779464777,1.7894106915969914,1.7721186635731385,0.002942533535906122,-0.007316547808796925,0.019671495102115688,-0.000655817645339174,0.007428511296330868
231,1.76948655458082,1.7564161327626553,1.7878933501081415,1.774052813371466,0.0018152048217223715,-0.01329623775269917,0.014080539814537552,-3.580030371175269e-05,0.00751372556311202
232,1.772232655320781,1.7531350196692426,1.7900032249398168,1.7740447150112655,0.004476898538604446,-0.009636497043187142,0.01601601687217319,0.0016021633468418228,0.007057771379099316
233,1.7776282022026821,1.7554118318868546,1.7869427021073516,1.774710969186735,0.0033963492653951155,-0.006617580296263081,0.01583217381126001,-0.00036151074514090276,0.0074438227272684895
234,1.7750859166439739,1.7559808992281705,1.7857474946177205,1.7762226854034062,0.003348999626939242,-0.009933877319655227,0.012587944887400226,0.0008535718881185206,0.006215616667076803
235,1.7744980923303404,1.7603528859020772,1.7877667801265704,1.7758678334521099,0.002510243668702339,-0.008150773719706794,0.012258900833720554,0.001033983406291572,0.006946503424439089
236,1.77450695139723,1.758646277373851,1.7881665686944475,1.7758280607669628,0.003456173080734204,-0.008418269422982405,0.011973986880861043,0.0016238466173017496,0.007650970930563682
237,1.774324332943366,1.7602433678210758,1.7911605116654354,1.7760824076921153,-0.0005012870971016214,-0.01210252487513147,0.012542992135211262,-0.0012076658322532907,0.007331767734225745
238,1.7769683186284992,1.7598245007620033,1.7876336512775541,1.776316069820215,0.0022736650946699744,-0.009279635235102168,0.0132743148917156,0.001128743550661615,0.007596029070502493
239,1.7787627406457367,1.762707376432744,1.7892623811078074,1.775427877409339,0.0035087114604236413,-0.008084372154275654,0.016920307020472924,0.000723785428591861,0.0070091459545235475
240,1.7804158603777702,1.761920384454741,1.7906987198512498,1.7752183377857014,0.006612279032465085,-0.009314722943055409,0.017297231903913912,0.002774423567548756,0.007523956901695599
241,1.7822262942777105,1.7602608131935003,1.793725815360765,1.7771510936397794,0.00613311138487771,-0.010065653874224867,0.016074633636443014,0.0005730030978204903,0.0060134770666166485
242,1.7816301020268053,1.7631063105273541,1.7985317527325781,1.7762155827883999,0.005662354908675393,-0.0046187266638629265,0.01791067153218473,0.001089527992559458,0.006920491841273547
243,1.7807715937832025,1.765228516916681,1.7984766577582727,1.7772871505001246,0.006816339854369913,-0.0057198009653907644,0.017104847927580213,0.00049493299895631,0.0060470082059840445
244,1.7785376295800777,1.765532419175706,1.8014494183588738,1.7769241026254137,0.005857159891436092,-0.004604794511233079,0.01712983812393709,-0.0007983092319677754,0.00677555121925651
245,1.7805089924829742,1.764272668608416,1.799686184320554,1.778624188708772,0.004111773233969718,-0.005557019957429077,0.01748386808476532,0.0001898643488540408,0.006926477391287002
246,1.7848401133721805,1.763797875577774,1.8034758083672646,1.7795002094648458,0.005171469612257895,-0.005399729041187573,0.01899712842278245,0.002889404623254266,0.006499668489232239
247,1.786863185487261,1.7639533159944554,1.8034684175875824,1.7793269781959444,0.006721274148779877,-0.00682012281755956,0.018121676142064447,0.00041903840885870736,0.006195112089984144
248,1.7828703662852543,1.7612608214955066,1.803740193366379,1.7800278031046,0.0042694763221665655,-0.00850901035414836,0.014447711276114161,-0.002027555814989257,0.00750860099172079
249,1.781478444154258,1.7569342947294175,1.8022439564495143,1.7808328982191532,0.0005524216031168594,-0.010111449565132047,0.012555261290209119,-0.0005047800809380165,0.006374864396352357
250,1.7808476388708931,1.7570399964060257,1.8048923977714875,1.7799007758425844,0.0015975671775201317,-0.005356914207599706,0.01254209542896545,0.0004833102319993232,0.007358716085577934
251,1.784515388493968,1.760463088577876,1.8033589979379696,1.7801328581812528,0.001120583928437946,-0.007645091671395543,0.012620075367658579,0.0007218846719195815,0.00832692017693677
