ret_std,hill_tail_index,acf_r_1,acf_r_5,acf_r_10,acf_r_20,acf_absr_1,acf_absr_5,acf_absr_10,acf_absr_20,seed
0.0003633389625655808,2.7317680963504984,0.04604586226921722,0.0019941176760980553,-0.0019345585302457506,0.01201494128845428,0.21203759172016404,0.12677362837450148,0.13453672655323592,0.09500107899648007,1000
0.0003816244290726488,2.6960592897715236,0.02744386986965787,0.006461033968852369,-0.0030237684307795353,0.003291535188692332,0.23817232561168708,0.13517359000511034,0.11056672536909029,0.09714800433463185,1001
0.0003861585256328067,2.757548108088196,0.020131354145605934,0.006217920713301052,0.002711820210376001,-0.004487917104072556,0.2232680468176901,0.10531554961524241,0.11493684331832531,0.10504790751401129,1002
0.00037096754845798057,2.5321676530370625,0.037089731976289106,0.014164000914261725,-0.007551880506243347,0.0018906720997226747,0.18801820285412152,0.10658563755207062,0.11481056909571848,0.10519633104581631,1003
0.0003693477248688022,2.650568812801325,0.034444864327443585,0.0013394997041032604,0.0009130413553449754,0.0021193458426167363,0.24681500479394725,0.12543314535398994,0.13440774741471584,0.09971757609584321,1004
0.0003568914669110417,2.701016686928306,0.04882986579734234,0.0073865351777484154,-0.00888161188308146,0.00028869649007502864,0.23232903848713007,0.1077717459497796,0.12866441293414643,0.10215683796199702,1005
0.00038522436696588236,2.542327527370032,0.025119021898647387,0.00033489259004357286,-0.0064243129559217365,0.0018117312202417194,0.2537113817786513,0.0887313391057547,0.1039318082660405,0.07149680000031101,1006
0.00035010109541880276,2.5855414528308516,0.06902056492163715,0.0035752066634454605,-0.0024484377553388326,0.005399464218044974,0.1853327304326137,0.10715135777982006,0.0946842733903603,0.09509874688723446,1007
0.0003617314301339862,2.721342810684483,0.040543062205792284,0.00472360973007922,0.00355751600594531,0.004668194940051245,0.22619916554956643,0.10132586724576315,0.11672703782965828,0.08705608069799453,1008
0.00037386225921054786,2.5655865685761063,0.040920173303754324,0.007775141863014235,-0.009304579602336039,0.0033381141972878164,0.22435368631835426,0.10241178439404158,0.1086149891347828,0.0914481077378622,1009
0.0003712271809945254,2.5996692143211804,0.04142997177854999,0.002150501341769607,-0.008776804864046932,0.0007177754428119477,0.2220707076247593,0.08958494033238028,0.10238386782278108,0.09413759844385121,1010
0.0003629725410411165,2.5981954464453656,0.04876502556815759,0.006897749573343904,-0.006500709044018238,0.00866704888655419,0.21935146379896162,0.11016765071892498,0.11332053089694806,0.10133151105727946,1011
0.00038708050254223074,2.6747545105536545,0.012571098226730422,0.006953345012782118,-0.0061661237159194165,-0.0015570956110026845,0.21739901999545821,0.10082130118859443,0.10718496066332557,0.11312431676091216,1012
0.00036771180472550884,2.4074423574754253,0.0396525080179695,0.007231834081640705,-0.0016080476315300692,0.010693629182133695,0.20201460873159097,0.09799342494542829,0.1026129720639486,0.08576866980763365,1013
0.00036977176017048225,2.804077349450903,0.03562815002671952,0.003236523123819529,-0.0014639846716092177,0.00342246936824998,0.223568962698148,0.10489754354552765,0.10871335827534913,0.10260729799534464,1014
0.0003867021328253293,2.7919935189926175,0.01578157463393041,0.003192921268283451,-0.0055166388472279145,0.0011431184963677475,0.2610369553766959,0.13302622003951695,0.14277378335531035,0.12395395425607299,1015
0.00036041936010762607,2.7278216861488236,0.04692268173446904,0.011035874508489437,-0.002924902731573036,0.004805108094829131,0.20990562613036512,0.12669844014132967,0.10991143628609883,0.07943816325539588,1016
0.00035120065839022106,2.5644044174876517,0.05444437545145428,0.013320102759019367,-0.006571236524567171,0.007476968851804982,0.1951760714775067,0.10988367617788104,0.08540644015071046,0.08766443209252012,1017
0.00039917619947613754,2.5686082953852183,0.017745455730580628,0.008649194269254897,-0.004190374632281976,0.0063880445168094544,0.25718927348654924,0.12650197333793953,0.13543623542575403,0.0990222628391001,1018
0.000379023325993552,2.8245106776884943,0.030164261331232876,0.004165434221256726,-0.00873317187420975,0.0009007787160733825,0.22710953256240252,0.10887344184386456,0.12414565479279571,0.12349544136175163,1019
0.0003551460812067709,2.4303021707359265,0.05581431619682902,0.0002736751394751425,-0.007685697928000425,0.007851304758047092,0.2208470998513478,0.08973945793266519,0.10646752790029734,0.08447603690682788,1020
0.0003639592114849617,2.517306511696304,0.04087049707805128,0.013990270819226337,-0.001481777012710869,0.007987326582232137,0.2257973924773495,0.09754010810697102,0.09346093446146692,0.09396082380064615,1021
0.0003728834744245602,2.7926012808078142,0.03814366671225258,0.00372618540372891,-0.00919165478163893,0.003177619949510225,0.20598562515924432,0.10957753886433175,0.11141431479894837,0.09003156579850165,1022
0.0003742548562423474,2.728227112725273,0.029730113637554248,0.008948917575290856,0.005283158325577787,0.0034196037223745215,0.2335956340738585,0.09780548428752105,0.12819460738504632,0.10035982788391118,1023
0.00036099201392994024,2.6441976071130155,0.04739622106548486,0.007789025615463803,-0.0033544552558546947,0.0010339082171501575,0.21214366725476178,0.10158114256065359,0.10858963442264434,0.10516121271626035,1024
0.00038344152752442783,2.710465909472953,0.03325695318215968,0.0040177812158221264,-0.0014038819927569305,-0.0031558137142579427,0.2115812198593535,0.0853368247962981,0.1038327549369568,0.0821661588841082,1025
0.0003672676564250633,2.8704059436697698,0.043225441333048335,0.003043143599182327,-0.01611762725852321,0.0033124436820285027,0.213808633152868,0.08896989547083438,0.0980710112869961,0.09038283668965785,1026
0.0003666122839706515,2.529204156559323,0.043666602783932716,0.007450381983228224,-0.002131781584188921,0.007414721498742935,0.24392730906726812,0.09719438868962717,0.0832920897287761,0.10477731449258992,1027
0.0003749237081374676,2.5850114957063357,0.038306362846045196,0.014287410160119909,-0.005116925616439936,0.007351970176963425,0.23174966002182162,0.10623476028608998,0.11624439525984244,0.09899856963908156,1028
0.0003702399139178853,2.9626735273610283,0.040220685679075184,0.0015614367502860829,-0.0026769146295214006,-0.003616423420128216,0.20846991901819387,0.09724483809196978,0.09399980766315102,0.10541186324304996,1029
0.00038140370020798425,2.580624467265744,0.020717770665514598,0.016097709805562296,-0.0013309503793437177,-0.0009452877078844693,0.20608873178446863,0.10111188769786116,0.10217282879360014,0.09363415378163115,1030
