t,mid_price,spread,bid_depth,ask_depth,volume,fundamental
1063,3145.25,0.5,36,65,87,3144.458046030052
1064,3147.75,0.5,80,40,52,3147.7088368883483
1065,3145.625,0.75,13,95,57,3146.4585515864774
1066,3144.625,0.25,14,120,36,3145.4581535669945
1067,3141.75,,0,177,29,3142.9575751040634
1068,3147.375,1.25,34,33,95,3148.208963183626
1069,3147.125,0.25,73,58,54,3147.4590107163085
1070,3150.875,0.25,195,0,46,3150.7098091414414
1071,3146.75,0.5,64,67,72,3147.458980143289
1072,3146.625,0.25,115,38,59,3147.2088940372523
1073,3148.25,,193,0,34,3149.959596689006
1074,3147.125,0.25,119,18,78,3147.708982165373
1075,3146.125,0.25,68,50,90,3145.70827025313
1076,3142.125,1.75,10,136,51,3143.2074931546103
1077,3142.75,0.5,38,93,55,3142.9573229583925
1078,3141.625,0.25,10,149,51,3142.2071028190107
1079,3141.875,0.25,30,158,47,3142.207072242495
1080,3141.625,0.25,68,194,59,3141.9571083883948
1081,3142.5,2.0,77,45,128,3145.458084724228
1082,3144.5,0.5,148,29,77,3145.208098051968
1083,3143.75,0.5,112,107,46,3144.4579161406573
1084,3144.875,0.25,172,49,61,3145.708323782557
1085,3146.375,0.25,108,19,100,3148.2090244384053
1086,3146.125,0.25,144,38,59,3146.7086759409976
1087,3146.875,0.25,202,25,47,3146.708607140185
1088,3146.25,0.5,109,52,77,3145.958333463502
1089,3143.625,0.25,45,88,70,3143.9577362361238
1090,3143.5,1.0,20,122,58,3143.707489509193
1091,3138.75,,0,199,34,3139.9564117587274
1092,3139.375,0.25,22,123,56,3139.7062416020863
1093,3139.875,0.25,43,98,80,3140.2063220810664
1094,3138.75,0.5,34,134,44,3138.4558415592737
1095,3138.125,0.25,22,139,76,3138.4557880571133
1096,3137.75,0.5,10,121,52,3138.45581863493
1097,3138.625,0.25,77,76,51,3139.456178381857
1098,3142.125,0.75,127,33,57,3141.956924915788
1099,3140.875,0.75,72,104,53,3142.2069574803054
1100,3137.375,0.25,35,140,47,3138.455856788069
1101,3136.25,0.5,24,113,65,3136.9553706962797
1102,3137.875,0.25,75,43,54,3138.7058741464625
1103,3139.375,0.25,91,30,77,3140.4563699578976
1104,3138.125,0.25,61,135,36,3138.7058970920684
1105,3137.125,0.25,45,146,64,3137.705552623592
1106,3137.375,0.25,57,95,51,3137.455497076084
1107,3138.75,0.5,90,77,59,3138.9559067727605
1108,3138.125,0.25,60,111,43,3138.7060575100427
1109,3139.25,2.5,67,17,94,3144.457633084868
1110,3142.125,0.75,85,3,68,3142.9573917533494
1111,3143.375,0.25,157,2,40,3143.2073937861314
1112,3142.25,0.5,64,26,71,3142.457127751014
1113,3139.125,0.25,34,95,47,3140.456392798024
1114,3134.5,,0,198,31,3135.7049629296503
1115,3134.125,0.75,22,145,50,3134.954482871832
1116,3129.75,,0,200,31,3130.953204236987
1117,3125.25,,0,236,4,3126.9518875100725
1118,3124.375,0.25,11,121,60,3124.951060896218
1119,3119.25,,0,189,27,3120.449793583551
1120,3122.375,0.25,72,37,68,3122.700308819035
1121,3122.875,0.25,30,64,60,3123.200274337725
1122,3114.0,,0,174,36,3115.1979389211733
1123,3110.75,,0,158,9,3112.447037691739
1124,3119.5,7.0,96,3,69,3116.4480486746247
1125,3111.5,4.5,28,180,10,3115.1978245656
1126,3117.0,6.0,56,9,86,3115.4476773448337
1127,3108.0,0.5,9,164,36,3109.5711389065664
1128,3115.0,4.5,80,22,56,3113.447164256643
1129,3116.625,0.25,95,37,44,3116.948251526864
1130,3114.875,0.25,38,115,42,3116.198420978466
1131,3123.0,,66,0,95,3125.200993806918
1132,3125.75,0.5,107,19,74,3126.701625593804
1133,3122.875,0.25,53,144,28,3124.4511486238857
1134,3127.75,0.5,111,15,70,3128.2021040621125
1135,3127.125,0.75,73,61,69,3126.951818771783
1136,3124.0,2.5,36,159,46,3125.4512637779585
1137,3121.625,0.25,15,172,47,3122.4502302263704
1138,3115.625,1.75,0,207,18,3117.9487411682853
1139,3112.875,0.75,13,190,61,3113.94751621609
1140,3114.375,0.25,54,90,80,3115.4477195025643
1141,3111.0,,0,176,30,3112.196852230118
1142,3111.875,0.25,35,66,70,3112.446793140713
1143,3110.625,0.75,13,118,56,3111.446685518161
1144,3111.375,2.25,13,20,113,3116.948358363901
1145,3124.25,5.5,128,3,55,3121.6997730471157
1146,3114.125,6.25,40,96,54,3118.4489211510568
1147,3115.375,0.25,109,34,54,3115.9483197164386
1148,3123.25,2.5,125,10,65,3122.7001862910565
1149,3123.875,0.75,130,25,60,3123.7006915528004
1150,3123.75,0.5,133,42,60,3124.2008714475965
1151,3123.625,0.25,173,46,43,3124.4508045378866
1152,3123.0,2.0,64,54,113,3119.4493649916885
1153,3116.125,4.25,37,105,69,3118.449096935009
1154,3123.875,0.25,106,48,65,3123.9506246269016
1155,3123.625,0.25,90,86,56,3123.950854123096
1156,3124.875,0.75,119,30,48,3125.951535382983
1157,3128.375,0.25,111,3,62,3129.7025519243384
1158,3126.75,0.5,31,61,82,3126.2015641243447
1159,3123.25,0.5,29,56,80,3122.575380401184
1160,3119.375,2.75,10,94,69,3120.9498703458385
1161,3121.75,0.5,69,49,52,3122.950303167602
1162,3119.25,0.5,21,176,35,3120.199623436601
1163,3120.375,0.25,80,76,44,3121.449992867724
1164,3123.875,1.25,54,36,97,3124.700959541782
1165,3125.5,2.0,117,37,59,3124.95110688002
1166,3124.625,0.25,52,34,65,3124.2009861053803
1167,3128.125,1.25,169,8,29,3126.951895093016
1168,3129.5,,164,0,26,3131.953311701459
1169,3129.5,0.5,96,3,82,3129.2026320686923
1170,3127.75,0.5,21,63,84,3127.452113334881
1171,3129.625,0.75,123,20,51,3129.452442802424
1172,3124.75,0.5,5,56,87,3123.4507199172394
1173,3121.0,0.5,1,79,80,3120.699864444522
1174,3122.875,0.25,67,46,79,3124.2007796472803
1175,3123.375,0.25,49,53,55,3124.4509269839414
1176,3122.625,0.25,41,101,44,3123.45060542849
1177,3121.625,0.25,30,121,74,3121.950203377245
1178,3122.75,0.5,69,59,68,3123.700829012625
1179,3124.625,4.25,37,8,108,3129.4525039991045
1180,3127.5,,178,0,5,3129.2025403437333
1181,3127.5,0.5,80,11,67,3126.951879936388
1182,3126.625,0.75,40,33,74,3126.451654193461
1183,3126.25,0.5,46,10,73,3125.951344208101
1184,3121.25,1.5,5,44,73,3120.949912303168
1185,3120.375,0.75,26,89,55,3120.9496294556657
1186,3115.25,,0,185,20,3116.69850940061
1187,3118.75,1.5,36,39,77,3119.449334332189
1188,3124.25,1.5,31,17,102,3125.200917504289
1189,3121.5,0.5,14,79,69,3120.949828214703
1190,3116.875,0.75,11,196,11,3118.949200477286
1191,3119.875,0.25,40,58,71,3121.1998379442075
1192,3121.875,0.25,64,31,89,3123.2003433589484
1193,3116.75,0.5,18,204,10,3118.949200424564
1194,3118.25,1.0,66,48,71,3118.949039952948
1195,3116.25,0.5,19,143,38,3117.948703097987
1196,3115.5,0.5,21,120,38,3116.198329492393
1197,3120.375,1.75,37,30,91,3121.1996237637272
1198,3116.375,2.25,22,154,32,3118.9491163784755
1199,3118.25,0.5,81,77,46,3118.1987662741917
1200,3115.0,0.5,8,197,50,3115.9481593650908
1201,3117.625,0.25,83,75,59,3117.698525213424
1202,3114.125,0.25,5,168,27,3115.698126712591
1203,3118.25,0.5,27,39,73,3119.4490821460317
1204,3117.0,0.5,16,147,41,3117.948840698907
1205,3119.625,0.25,68,33,82,3120.199493457701
1206,3121.75,0.5,93,23,72,3122.200063924299
1207,3119.625,0.25,38,71,58,3120.074465691006
1208,3117.125,0.75,17,171,55,3118.1988389144426
1209,3116.25,1.5,1,124,64,3117.1985670509525
1210,3117.875,0.25,35,73,66,3119.449173950476
1211,3118.875,0.25,75,72,58,3119.449357396944
1212,3121.75,0.5,35,26,89,3123.2004045658305
1213,3121.625,0.75,91,37,54,3122.7004082378903
1214,3122.75,0.5,155,13,64,3123.7008290600447
1215,3124.75,,210,0,15,3128.702230372025
1216,3124.75,,237,0,0,3127.2019201868693
1217,3125.625,0.25,166,8,71,3125.9515195733634
1218,3125.625,0.25,143,29,55,3125.9515195733634
1219,3130.25,4.5,258,8,26,3127.479113325193
1220,3128.25,0.5,80,54,68,3128.752076199234
1221,3126.5,0.5,98,112,41,3127.2245674609558
1222,3128.375,0.75,219,46,26,3127.4790744173165
1223,3126.625,0.25,86,76,92,3126.206057036384
1224,3124.75,0.5,23,68,90,3124.1692930951426
1225,3124.625,0.25,52,68,56,3124.6784549029526
1226,3127.75,2.0,196,38,26,3125.9513788411628
1227,3123.875,0.75,13,93,82,3124.1692463906256
1228,3123.125,0.25,40,73,56,3123.4054064144752
1229,3122.75,0.5,56,59,59,3123.1508449605662
1230,3124.875,0.25,108,47,62,3124.9329929836667
1231,3125.25,0.5,113,35,70,3125.187655627809
1232,3125.75,0.5,146,38,49,3125.696903033011
1233,3127.875,0.25,182,15,39,3127.479043272923
1234,3126.125,0.25,50,93,49,3126.7153745193677
1235,3128.875,0.25,176,8,37,3128.4974291154604
1236,3125.75,0.5,58,53,65,3126.206111515068
1237,3124.75,0.5,71,57,62,3124.933016323002
1238,3122.875,0.75,19,72,75,3122.896182310226
1239,3119.25,2.5,10,143,30,3121.1139720339315
1240,3120.875,0.25,65,50,44,3121.113847484356
1241,3118.0,,0,162,25,3118.822592114549
1242,3121.375,0.25,66,34,60,3121.3684166941557
1243,3118.625,1.75,7,179,17,3120.350124261909
1244,3120.5,1.0,68,58,52,3120.35008535177
1245,3118.625,1.25,29,164,32,3120.095539464934
1246,3121.25,0.5,79,33,93,3121.623017049967
1247,3118.25,0.5,43,205,20,3119.3317072323825
1248,3118.375,0.25,63,136,62,3118.567719270454
1249,3113.25,,0,202,46,3113.985006225416
1250,3112.625,0.25,10,167,58,3113.2212595816573
1251,3114.875,4.75,23,60,98,3118.8221794223027
1252,3115.375,0.25,44,96,77,3115.767216566166
1253,3114.625,0.25,38,139,43,3115.003329917316
1254,3114.125,0.25,27,114,53,3114.4940591269856
1255,3111.25,0.5,11,191,22,3112.457326309845
1256,3112.875,0.25,84,51,53,3113.221026216754
1257,3111.625,1.25,30,161,40,3112.7119111085103
1258,3113.375,0.25,76,79,70,3114.239388701754
1259,3111.125,0.25,46,216,27,3112.202710385201
1260,3112.75,0.5,73,76,44,3112.7118955344995
1261,3113.875,0.25,84,48,91,3114.7485971959927
1262,3112.375,0.25,44,148,45,3112.966456963432
1263,3109.875,0.75,24,239,20,3111.184312832386
1264,3112.375,0.25,47,81,73,3113.093729910277
1265,3113.375,0.25,79,81,65,3113.9848701015867
1266,3114.25,0.5,76,78,66,3114.2395521751814
1267,3115.875,0.25,97,51,75,3116.2763161243847
1268,3116.375,0.25,79,56,69,3116.7855635623014
1269,3116.0,1.0,40,93,72,3116.7855090518465
1270,3113.625,0.25,24,195,31,3114.494121377448
1271,3110.125,3.25,7,172,41,3112.7118955418864
1272,3111.875,0.25,69,52,63,3112.4572407129394
1273,3112.375,0.25,53,92,63,3112.2027259331308
1274,3114.375,0.25,93,38,92,3115.003150809312
1275,3111.125,0.25,34,157,34,3112.202624696185
1276,3107.875,0.75,2,189,45,3109.147447677207
1277,3110.0,1.0,80,92,43,3109.783862994978
1278,3110.375,0.25,19,105,64,3110.6750653691947
1279,3113.625,0.75,62,22,98,3114.2391938678966
1280,3106.5,1.0,6,159,41,3107.874395087565
1281,3103.75,,0,171,33,3104.819214253165
1282,3108.0,0.5,56,44,86,3108.892461875841
1283,3103.125,0.25,14,189,25,3104.3099901781
1284,3106.875,2.75,46,17,61,3106.6012300464467
1285,3107.75,0.5,76,34,70,3108.129011125793
1286,3112.875,2.25,49,5,111,3113.221173618448
1287,3115.0,,189,0,22,3121.8775236495467
1288,3116.75,,221,0,15,3123.4051727207006
1289,3117.375,0.25,126,15,46,3117.804151652472
1290,3117.125,0.25,91,23,69,3116.785431069087
1291,3111.75,0.5,21,43,99,3110.9296850538653
1292,3106.375,0.75,10,159,25,3108.1289567274416
1293,3106.25,0.5,22,67,66,3107.110329439165
1294,3100.0,,0,222,31,3101.5091214460253
1295,3094.75,,0,218,3,3096.926120416916
1296,3089.75,,0,224,10,3091.5797074265447
1297,3098.125,4.25,45,50,79,3097.180619658839
1298,3097.625,0.25,20,136,49,3098.453707217216
1299,3096.125,0.25,22,190,53,3096.926392862852
1300,3102.25,2.0,53,27,128,3103.5457842475853
1301,3104.875,1.75,105,21,81,3104.5643882742024
1302,3104.75,0.5,73,48,70,3105.5829763476872
1303,3108.5,,124,0,75,3111.6932915303146
1304,3108.75,,244,0,16,3113.730149042889
1305,3110.0,,207,0,42,3111.438862594453
1306,3110.625,0.75,151,4,51,3110.929513967898
1307,3109.125,0.25,90,30,92,3107.87437971739
1308,3106.75,0.5,85,57,64,3107.6196626387764
1309,3105.125,1.25,45,114,48,3106.601144339791
1310,3100.75,,0,164,47,3102.0183534121293
1311,3097.5,,0,177,12,3098.9630713685656
1312,3097.0,0.5,8,114,69,3097.944560992618
1313,3095.0,,0,162,45,3096.4169821980904
1314,3095.375,0.25,18,91,58,3096.671636991642
1315,3099.125,0.75,69,32,71,3100.235971953868
1316,3100.875,0.25,87,48,64,3101.254552417689
1317,3103.375,0.25,73,20,68,3104.564115633151
1318,3097.875,0.75,17,130,50,3098.963086782257
1319,3093.875,0.75,3,162,27,3095.907843709981
1320,3096.75,0.5,76,32,48,3097.1806742968183
1321,3094.125,1.25,13,123,47,3095.907874807005
1322,3099.0,0.5,44,6,69,3099.981387118831
1323,3100.625,0.25,45,18,105,3102.272759249577
1324,3096.125,5.25,14,127,49,3099.4722175593647
1325,3096.25,0.5,16,105,66,3096.4170132973404
1326,3094.125,1.25,14,130,49,3096.162311792339
1327,3095.25,0.5,87,85,62,3095.653118853442
1328,3094.125,0.25,56,138,47,3095.6530020444643
1329,3091.75,,0,154,69,3092.3433063545644
1330,3092.25,0.5,37,95,58,3092.5977666487397
1331,3090.375,1.25,7,142,62,3091.579209339141
1332,3083.5,,0,193,19,3085.214449418896
1333,3086.875,0.25,50,33,57,3088.0146409265003
1334,3082.25,,0,187,25,3083.6865126011708
1335,3077.75,,0,221,25,3079.103815162288
1336,3081.125,0.75,21,58,72,3082.413401973148
1337,3083.0,1.0,89,72,58,3083.1772108528603
1338,3080.125,0.25,16,184,32,3080.8857842050884
1339,3075.5,,0,200,33,3077.0667087250167
1340,3071.75,,0,235,21,3073.247602173848
1341,3068.5,,0,202,35,3069.9377586553687
1342,3068.75,0.5,32,118,58,3069.173708395803
1343,3061.75,,0,242,14,3063.572687320081
1344,3064.75,1.0,55,62,50,3064.8457977019343
1345,3071.5,14.5,15,20,107,3075.284248870176
1346,3078.25,1.0,53,20,89,3079.103402671609
1347,3073.125,4.75,19,123,21,3077.3215192642383
1348,3080.875,0.25,86,0,70,3082.158809296771
1349,3084.0,1.0,74,12,89,3084.959366587704
1350,3079.625,0.25,26,140,33,3081.395101704617
1351,3075.25,7.5,15,121,66,3079.6128758997875
1352,3079.875,0.25,83,37,74,3080.631043725126
1353,3074.875,0.25,20,147,45,3075.7940569360144
1354,3082.25,0.5,51,14,89,3083.686473372178
1355,3084.75,,65,0,104,3090.051521559495
1356,3086.0,,190,0,12,3089.7971782604327
1357,3086.0,,237,0,0,3091.5794351929867
1358,3087.75,,245,0,23,3095.3984638992238
1359,3088.75,,242,0,13,3098.1991223995947
1360,3089.5,,251,0,3,3098.962978001126
1361,3091.5,,240,0,7,3098.708338702556
1362,3098.75,,222,0,3,3096.4169666045177
1363,3095.25,2.0,69,44,74,3095.3984484156204
1364,3091.875,1.25,68,94,74,3092.852740289929
1365,3099.75,,200,0,53,3100.999679347904
1366,3101.25,,249,0,30,3102.7821312530973
1367,3102.0,,291,0,14,3104.564535948941
1368,3105.0,,264,0,17,3111.184036311612
1369,3105.75,,272,0,5,3112.457357323585
1370,3107.75,,274,0,19,3117.5491153339344
1371,3111.25,,247,0,26,3113.221127289466
1372,3111.125,0.75,139,24,64,3110.9297474727705
1373,3112.75,,206,0,60,3113.730211331569
1374,3113.125,0.75,148,24,71,3114.239552171309
1375,3115.25,,222,0,29,3116.5310564638216
1376,3116.75,,226,0,3,3121.6229936070395
1377,3118.5,,208,0,20,3122.1323968031425
1378,3122.25,,221,0,19,3124.1689191742025
1379,3117.25,2.5,42,21,104,3116.531126358045
1380,3114.625,0.75,31,55,88,3113.9851306979835
1381,3119.625,0.75,159,4,42,3119.3312943673723
1382,3113.125,1.25,15,66,80,3112.712198795009
1383,3119.25,1.5,166,20,27,3117.549208845088
1384,3114.375,2.75,38,48,77,3116.021832529008
1385,3117.875,3.25,143,8,43,3117.0402495028725
1386,3122.125,0.75,204,3,22,3120.095461569924
1387,3121.75,0.5,120,2,56,3122.386997100358
1388,3122.75,,259,0,2,3125.951223016473
1389,3122.0,0.5,125,29,64,3121.3685800505327
1390,3119.5,1.5,48,67,77,3118.568007303433
1391,3121.75,1.0,172,30,36,3121.3682374458867
1392,3113.25,1.5,5,84,65,3114.748892800103
1393,3112.875,0.25,65,81,52,3113.9847493196785
1394,3109.75,0.5,6,119,78,3108.638375255899
1395,3113.625,0.25,170,73,20,3111.693377301176
1396,3112.625,0.25,60,112,60,3113.475501940115
1397,3109.0,1.0,7,133,78,3109.656589952392
1398,3103.5,3.5,4,201,32,3107.1104930217894
1399,3104.125,0.75,31,95,62,3105.3283216644268
1400,3106.625,0.25,77,74,56,3107.110562987102
1401,3112.375,2.75,88,24,68,3111.9477517843297
1402,3107.0,1.0,44,79,65,3107.87435630755
1403,3104.5,1.0,24,121,42,3105.8375534997053
1404,3107.75,1.5,89,40,61,3107.874052648937
1405,3101.25,,0,176,53,3102.018466254339
1406,3099.625,1.75,10,162,51,3101.381731988587
1407,3096.625,1.25,10,171,40,3098.9631141972795
1408,3100.875,2.25,100,80,57,3099.9814728297097
1409,3101.875,0.25,72,81,52,3102.01828347659
1410,3101.25,1.5,50,101,56,3103.291316422783
1411,3102.375,0.25,103,123,54,3103.5458700558243
1412,3098.875,0.75,34,178,39,3100.999920946232
1413,3099.375,0.25,61,98,82,3099.9812390429674
1414,3093.0,,0,155,59,3092.343477365189
1415,3093.125,0.25,11,126,54,3093.871001751226
1416,3099.125,0.75,41,35,95,3100.490509875377
1417,3100.875,0.25,65,44,61,3102.2729616280103
1418,3105.125,0.75,77,6,75,3105.582704042515
1419,3105.25,0.5,67,13,74,3105.073729049532
1420,3105.5,,213,0,13,3108.6380873376843
1421,3106.5,,212,0,14,3111.184090981805
1422,3107.0,,275,0,23,3110.165868582073
1423,3108.75,,246,0,34,3112.4571317045784
1424,3109.75,,229,0,35,3111.184363368408
1425,3112.5,,237,0,16,3115.257829007899
1426,3115.0,,246,0,4,3116.021848038661
1427,3117.5,,249,0,29,3119.840814487421
1428,3118.0,,222,0,16,3121.62304041604
1429,3119.0,,187,0,27,3120.350248731816
1430,3126.5,,252,0,8,3124.169082870844
1431,3120.875,4.25,64,65,52,3123.659866543848
1432,3119.625,0.25,79,51,64,3118.822654310631
1433,3119.75,0.5,156,54,64,3120.8592549161
1434,3120.625,0.75,169,43,61,3121.1139409079265
1435,3121.375,0.25,136,19,62,3122.1323656880118
1436,3122.5,,223,0,20,3123.66008451055
1437,3124.0,,197,0,31,3127.9882594705405
1438,3126.0,,251,0,22,3129.770656595977
1439,3126.75,,221,0,15,3133.589615289611
1440,3129.0,,223,0,27,3134.098925053464
1441,3130.0,,268,0,20,3134.353595454067
1442,3132.25,,238,0,28,3136.390468291001
1443,3133.75,,260,0,10,3140.463855975192
1444,3134.25,,241,0,21,3135.3720901802985
1445,3133.625,0.25,95,23,79,3134.0991117674603
1446,3136.0,,207,0,24,3138.6817625471485
1447,3139.0,,246,0,37,3139.4457193855696
1448,3140.25,,206,0,29,3140.7185342160924
1449,3135.875,0.25,75,47,85,3135.117326104079
1450,3134.25,4.5,27,26,111,3128.2430620472464
1451,3126.0,,0,51,89,3125.187756779226
1452,3126.0,1.0,61,33,61,3125.6968018510947
1453,3123.875,0.25,17,71,91,3124.1693242202014
1454,3127.5,1.0,151,25,33,3126.206088157656
1455,3127.875,0.25,87,24,58,3128.4975458687454
1456,3134.125,4.25,193,12,23,3130.5343487680834
1457,3128.5,3.0,20,46,67,3130.279950722154
1458,3135.875,0.25,194,2,30,3134.6081567165907
1459,3137.0,,229,0,17,3139.1909554806466
1460,3136.75,,203,0,4,3139.19121238078
1461,3139.0,,214,0,17,3143.0101399142163
1462,3139.75,,250,0,14,3144.2831183758226
1463,3139.375,0.25,114,17,60,3140.9735394211434
1464,3141.0,,232,0,19,3143.7740888426574
1465,3145.25,,237,0,9,3148.102271621056
1466,3148.0,,222,0,15,3148.866275122717
1467,3150.75,,203,0,30,3151.921424936806
1468,3152.5,,172,0,35,3152.4304619415343
1469,3146.625,0.25,26,14,90,3144.5382010550697
1470,3147.5,1.0,89,13,58,3147.593063174703
1471,3147.125,0.25,79,41,67,3147.338556255197
1472,3146.625,0.25,96,82,58,3147.083839071171
1473,3144.5,1.0,18,78,96,3143.2648881651608
1474,3141.875,0.75,6,109,69,3141.4826468075767
1475,3141.75,0.5,75,52,60,3142.246463418984
1476,3147.25,1.0,154,29,26,3145.3016599204398
1477,3146.375,0.25,70,82,56,3147.338563996779
1478,3149.875,1.25,152,2,56,3149.6299283204385
1479,3149.125,0.25,82,28,60,3148.611558024956
1480,3146.125,0.25,21,72,71,3146.320248195553
1481,3149.375,0.25,184,26,23,3148.102341755267
1482,3148.25,0.5,81,40,49,3148.611558049498
1483,3148.25,1.0,73,41,68,3147.8477725401303
1484,3148.0,0.5,83,61,55,3147.0839247512763
1485,3146.125,0.25,35,126,57,3145.5562525006844
1486,3143.75,,0,101,116,3142.5010092478483
1487,3139.0,,0,179,56,3139.700249557472
1488,3133.0,,0,240,6,3134.862842758403
1489,3131.375,0.75,13,154,52,3132.825868728024
1490,3129.5,,0,166,59,3130.025513616982
1491,3140.125,8.75,32,29,105,3137.408706061937
1492,3140.25,0.5,67,44,58,3140.464120753303
1493,3145.5,2.0,193,12,24,3143.0100231341835
1494,3140.125,0.75,52,60,79,3139.1913135208856
1495,3144.125,3.75,168,25,50,3142.50093143872
1496,3144.5,2.0,108,26,69,3143.519364051004
1497,3142.875,0.25,65,68,61,3142.246479014502
1498,3143.375,0.25,116,53,56,3143.774096688612
1499,3146.875,0.25,179,9,50,3147.083846872407
1500,3146.625,0.25,119,18,61,3147.08392476286
1501,3146.125,0.25,90,12,57,3146.3201859527385
1502,3147.625,0.75,164,10,56,3147.593133258968
1503,3147.75,0.5,132,32,57,3147.847679096513
1504,3146.375,0.25,61,38,85,3145.0470439354526
1505,3145.75,1.5,39,42,95,3140.9733681231496
1506,3138.0,,0,81,99,3137.4089787446205
1507,3138.0,0.5,16,117,60,3138.4272401314743
1508,3137.875,0.25,34,115,65,3138.427341294855
1509,3140.5,1.0,77,40,84,3140.7186277522283
1510,3138.125,0.75,28,147,57,3139.1910567228074
1511,3135.75,,0,156,54,3136.3904683559854
1512,3134.0,0.5,4,164,38,3135.62655833658
1513,3134.0,0.5,35,129,60,3134.099080672017
1514,3137.125,1.75,82,38,89,3137.4087296628268
1515,3136.625,0.25,58,88,51,3137.1540669299807
1516,3131.0,,0,168,57,3131.552913469319
1517,3125.75,,0,205,1,3127.9884074064366
1518,3126.625,0.25,29,67,60,3126.715335617532
1519,3126.125,0.25,15,114,51,3126.71531227225
1520,3126.875,0.25,50,53,46,3127.224582999144
1521,3128.5,,96,0,70,3130.0249766788183
1522,3124.0,,0,146,48,3125.442349278288
1523,3123.5,0.5,9,78,58,3123.9146226845714
1524,3121.5,,0,133,40,3122.896108338216
1525,3118.5,,0,153,41,3119.713486930016
1526,3113.0,,0,188,38,3113.730503086302
1527,3113.875,0.25,65,83,56,3115.00329878118
1528,3114.375,0.25,86,95,56,3115.512530634014
1529,3114.875,0.25,57,102,56,3115.767099836308
1530,3114.125,0.25,42,124,49,3114.4936296303986
1531,3097.0,,0,178,61,3097.6905196997286
1532,3098.125,0.25,39,69,60,3098.96300136454
1533,3098.75,0.5,42,64,77,3099.9814417120883
1534,3099.625,0.25,77,55,70,3101.000091904329
1535,3110.875,8.25,40,34,77,3109.147046511993
1536,3102.0,6.0,38,222,0,3107.8743719567683
1537,3109.125,3.75,91,49,86,3109.1473037085057
1538,3108.625,0.25,59,115,66,3109.401857336597
1539,3103.375,5.25,33,162,42,3106.855845924323
1540,3102.75,0.5,37,114,45,3103.8006883572143
1541,3103.375,0.25,84,85,60,3104.8191441599597
1542,3108.875,0.25,72,25,71,3110.6750532721626
1543,3110.25,3.5,35,12,88,3118.8222415472296
1544,3114.0,,118,0,60,3120.349921777588
1545,3116.125,0.25,100,15,49,3116.27622228388
1546,3106.0,1.5,28,144,50,3107.619833454157
1547,3102.75,0.5,20,127,38,3103.800579303661
1548,3098.5,,0,155,50,3100.490650107364
1549,3095.0,,0,129,28,3096.926354057556
1550,3095.875,2.25,15,41,99,3100.235964179272
1551,3100.125,0.75,70,28,55,3100.745133742698
1552,3094.875,0.25,10,152,39,3096.926346275856
1553,3098.375,1.25,52,32,70,3099.7267556960223
1554,3099.375,0.25,59,60,67,3099.9813716357294
1555,3098.625,0.25,34,124,63,3097.944607681605
1556,3094.875,0.25,11,172,34,3096.926089469602
1557,3093.0,1.0,23,112,68,3094.125415393081
1558,3089.25,,0,167,35,3090.0518330459518
1559,3088.5,0.5,27,134,56,3089.5425623471283
1560,3090.125,0.25,75,64,70,3090.8155252197525
1561,3090.25,0.5,26,72,60,3091.324834882202
1562,3092.375,0.25,72,18,103,3094.125508779423
1563,3096.0,,86,0,72,3098.708299690269
1564,3098.5,,124,0,65,3099.9812079884605
1565,3091.625,0.25,49,165,29,3093.6165725477845
1566,3097.375,2.75,78,13,85,3098.1988341026595
1567,3090.25,0.5,38,109,44,3091.324850170948
1568,3086.25,,0,143,61,3087.251275735556
1569,3089.5,0.5,31,18,75,3091.070047676676
1570,3089.875,0.25,47,82,53,3091.324772647616
1571,3091.125,0.25,78,32,74,3091.8341444434163
1572,3095.875,0.25,86,21,81,3097.689851484419
1573,3099.25,0.5,119,2,59,3099.726872416706
1574,3101.625,0.25,116,17,55,3103.0367548659665
1575,3104.0,,240,0,19,3106.855651282744
1576,3103.25,0.5,91,9,62,3103.800711687923
1577,3105.0,,248,0,17,3105.5827896989795
1578,3105.0,,165,0,47,3106.346450524395
1579,3102.375,0.25,47,28,92,3100.7454060946857
1580,3099.25,0.5,21,69,89,3099.726841352017
1581,3094.625,7.25,0,102,65,3098.962954625139
1582,3095.875,0.25,47,53,48,3096.41706778054
1583,3097.25,0.5,68,70,70,3098.4538239311323
1584,3097.875,1.75,57,38,79,3101.5089893315244
1585,3099.625,0.25,111,37,64,3101.2544668578853
1586,3099.875,0.25,82,119,47,3100.4907591544647
1587,3102.375,0.25,196,14,47,3103.0365291348844
1588,3099.25,0.5,70,47,73,3098.708447575127
1589,3095.375,0.25,18,122,70,3095.9078748318843
1590,3097.75,1.5,82,40,70,3098.4538005759714
1591,3100.625,0.25,106,27,61,3101.2544123315915
1592,3100.75,0.5,104,21,72,3101.76369092438
1593,3100.75,0.5,105,53,46,3102.018221199955
1594,3100.0,0.5,30,63,90,3099.47226430779
1595,3097.875,0.25,37,95,69,3098.1991457588565
1596,3093.625,0.75,4,200,25,3095.653165531518
1597,3094.375,0.25,18,90,55,3095.143972604324
1598,3096.375,0.25,60,34,70,3097.435329116457
1599,3098.25,0.5,86,56,48,3098.708268619368
1600,3093.625,0.25,18,193,13,3095.6532277790243
1601,3097.75,0.5,121,31,45,3096.6714424302368
1602,3093.75,0.5,31,146,35,3094.6347407501758
1603,3094.0,1.0,31,63,54,3094.889185416037
