t,mid_price,spread,bid_depth,ask_depth,volume,fundamental
328,3228.875,3.25,46,52,98,3228.125084015079
329,3232.125,0.25,177,33,35,3231.6248700045835
330,3230.125,0.25,73,138,35,3230.874977053887
331,3229.125,0.25,56,58,74,3229.37503820875
332,3228.75,0.5,69,53,72,3229.125122221593
333,3232.875,0.25,174,12,42,3232.87480117644
334,3230.25,0.5,63,63,65,3230.1250534574474
335,3228.625,0.25,107,119,47,3229.125022927299
336,3228.75,0.5,142,94,55,3228.875022926407
337,3229.25,0.5,146,74,57,3229.374908249237
338,3228.75,1.5,25,90,104,3226.8749769919787
339,3223.5,,0,124,61,3223.6251451597755
340,3224.5,0.5,65,89,69,3225.1249312025234
341,3223.75,1.0,25,125,63,3224.37504585045
342,3225.125,0.25,99,65,61,3225.124931200186
343,3222.625,0.75,20,181,47,3223.6250687724464
344,3224.25,0.5,84,76,44,3224.374931201821
345,3221.75,0.5,15,191,13,3222.875099335792
346,3224.625,1.25,71,73,78,3224.6249923314817
347,3225.375,0.25,100,48,74,3226.1249006115117
348,3223.625,0.25,36,158,33,3224.375007617916
349,3221.625,0.75,15,155,30,3222.87509169888
350,3224.25,1.5,56,60,69,3224.3749999833376
351,3225.375,0.25,97,36,71,3225.875061074247
352,3229.25,1.5,81,15,74,3229.374877650054
353,3229.0,0.5,90,33,79,3228.875022925942
354,3228.875,0.25,108,42,64,3229.125038206411
355,3231.0,1.0,216,21,39,3230.6249999798747
356,3231.75,,166,0,45,3232.1249999803485
357,3232.25,,207,0,15,3233.625053441147
358,3235.75,,201,0,16,3236.8749464352045
359,3239.75,2.0,202,9,18,3238.3749159041768
360,3236.875,0.25,68,61,65,3237.1250152754674
361,3236.125,0.25,87,39,64,3236.375045854209
362,3238.0,1.0,169,22,38,3237.1249694262965
363,3237.125,0.25,47,68,58,3236.875038208838
364,3238.375,0.25,172,34,55,3237.8749388450724
365,3237.125,0.25,67,80,63,3236.874999988686
366,3236.125,0.25,61,88,65,3235.874999992191
367,3234.625,0.25,12,113,75,3234.8750534980413
368,3236.375,0.25,144,50,22,3235.625068744595
369,3238.375,0.25,128,16,30,3238.624938807993
370,3241.125,1.75,158,7,21,3239.6249923453247
371,3240.125,0.25,34,40,76,3240.3749311983784
372,3239.125,0.25,47,64,73,3238.875061132992
373,3238.75,0.5,84,59,58,3239.3750076406664
374,3240.75,0.5,159,25,33,3240.1249770675854
375,3239.125,1.25,65,100,48,3240.125000001635
376,3240.875,0.25,173,49,26,3240.1250764003416
377,3242.25,,182,0,47,3242.6248853162256
378,3240.875,0.75,55,41,50,3241.375022919815
379,3240.625,0.25,69,52,65,3240.8750611336945
380,3242.375,0.25,151,23,36,3242.374938843889
381,3241.625,0.25,80,48,77,3241.875015282681
382,3241.875,0.25,114,41,44,3241.8749694254616
383,3240.125,0.25,44,128,40,3240.875099333324
384,3242.875,0.25,165,20,52,3243.124984676905
385,3245.0,,175,0,41,3244.874961769593
386,3245.125,0.25,101,11,59,3245.375076385567
387,3250.75,3.5,208,1,19,3248.3749005949544
388,3247.875,0.25,66,67,70,3248.12495412553
389,3246.125,0.25,71,83,64,3246.375106973136
390,3249.25,1.5,241,29,26,3248.1248929715343
391,3246.125,0.25,80,133,64,3246.375122253187
392,3249.625,0.25,228,52,8,3248.6250457679366
393,3252.25,0.5,200,1,61,3252.374808825856
394,3249.875,0.75,75,47,67,3249.875106966018
395,3251.75,0.5,195,14,23,3250.874977069212
396,3250.5,0.5,77,56,64,3251.12503056288
397,3253.25,0.5,153,7,31,3252.3749312003074
398,3250.75,0.5,59,66,44,3251.375045849677
399,3252.75,0.5,215,28,23,3251.87492354553
400,3250.125,0.25,68,63,91,3249.874915800185
401,3250.0,6.0,3,24,111,3245.1251374706926
402,3244.5,,0,100,61,3244.8749923593978
403,3243.875,0.25,66,76,48,3244.374999997877
404,3243.0,0.5,29,152,52,3243.875015285468
405,3243.625,0.25,72,102,51,3243.874999372962
406,3243.875,0.25,67,140,56,3243.874999372962
407,3242.25,0.5,14,248,35,3242.8733692588457
408,3243.375,0.25,112,107,38,3243.123747926186
409,3242.375,1.25,25,180,49,3243.12376323834
410,3243.625,0.75,101,98,50,3243.3742184480834
411,3244.875,0.25,124,51,50,3244.876658849876
412,3243.5,1.0,70,64,42,3244.125515209851
413,3245.125,0.25,97,27,81,3245.377523362165
414,3244.625,0.25,88,73,56,3244.876735420845
415,3244.25,0.5,108,29,77,3244.6263261371773
416,3245.875,0.25,228,20,8,3245.1271676709007
417,3246.75,1.5,152,4,59,3246.1288048126125
418,3245.375,0.25,93,65,66,3245.627978583019
419,3244.125,0.25,80,86,79,3244.3759168444303
420,3244.25,0.5,63,84,55,3244.3758747458905
421,3243.75,0.5,40,146,67,3244.250727505217
422,3245.625,0.25,75,37,88,3246.128831592085
423,3247.375,0.25,219,10,39,3247.3809201434474
424,3246.625,0.25,79,46,33,3246.8801398597834
425,3247.125,0.75,101,26,44,3246.8801092392127
426,3246.125,0.25,60,96,53,3246.379344242228
427,3248.0,,169,0,36,3248.132147986707
428,3246.125,0.25,44,89,39,3246.6297535334365
429,3247.75,0.5,240,21,11,3246.880147515298
430,3247.625,0.25,110,60,53,3247.8817999701
431,3248.125,0.25,143,26,51,3248.132285807966
432,3250.125,1.25,165,11,40,3249.634726209057
433,3248.625,0.25,60,101,59,3248.883528983141
434,3248.125,0.25,102,59,59,3248.382633843195
435,3247.125,0.25,20,82,91,3246.6297688420395
436,3247.25,0.5,56,67,68,3247.1305338352745
437,3246.875,0.25,77,99,41,3247.1305031998663
438,3245.375,0.25,30,135,54,3245.628016857558
439,3244.25,,0,250,27,3244.62633378954
440,3244.375,0.25,20,155,63,3244.6262878573098
441,3243.125,1.25,24,236,33,3244.1254922492258
442,3244.875,0.25,83,119,54,3244.8766894824766
443,3243.5,1.0,26,227,30,3244.375870909752
444,3243.375,0.25,43,149,48,3243.6246047717086
445,3242.5,0.5,29,243,45,3242.8733309797685
446,3241.625,0.25,15,219,42,3242.1221107764422
447,3243.25,0.5,79,95,68,3243.123755572394
448,3244.125,0.25,107,71,41,3244.1254156867813
449,3243.25,0.5,28,149,32,3243.8750370302832
450,3243.875,0.25,66,79,38,3243.87503703215
451,3243.75,0.5,34,133,64,3244.12547693682
452,3244.875,0.25,82,84,59,3245.127137046352
453,3245.625,0.25,101,36,58,3245.6279785912807
454,3245.125,0.25,123,80,39,3245.3776228911447
455,3246.625,0.25,173,26,32,3246.629661665435
456,3246.25,0.5,97,68,51,3246.629715262079
457,3247.375,0.25,210,30,33,3247.130526179135
458,3246.625,0.25,82,83,51,3246.8801475160367
459,3247.875,0.25,213,44,24,3247.3809354627856
460,3246.625,0.25,71,76,72,3246.629738227423
461,3247.75,0.5,180,38,24,3247.130495548197
462,3245.625,0.25,32,80,56,3245.878472087724
463,3247.125,1.75,158,23,28,3246.1288660665414
464,3246.625,0.25,93,66,39,3246.8800862657417
465,3246.125,0.25,80,42,58,3246.3792830138427
466,3246.25,0.5,110,9,56,3246.1290343431583
467,3249.75,,213,0,17,3251.888325348646
468,3247.125,1.25,54,67,46,3248.1321246884613
469,3246.0,3.0,14,13,93,3240.3693679859134
470,3241.25,,0,97,38,3241.871517725273
471,3238.25,0.5,9,194,13,3239.6179489673364
472,3242.25,1.0,78,23,54,3241.8714640889234
473,3237.375,0.75,8,177,39,3238.6163041302507
474,3241.875,1.75,62,23,64,3241.621261438227
475,3245.75,1.0,71,18,91,3246.379068507091
476,3242.5,2.0,43,128,47,3244.3757788898924
477,3237.625,1.25,12,197,28,3239.117176239743
478,3240.25,0.5,64,54,57,3240.869819328145
479,3237.375,0.75,17,176,14,3238.8665297144216
480,3236.25,0.5,11,153,62,3236.61273896932
481,3234.125,0.25,11,232,28,3235.1101760837696
482,3233.25,0.5,1,210,51,3233.8579611593664
483,3228.25,,0,288,9,3229.8513896235177
484,3230.25,0.5,76,127,53,3230.352062808903
485,3228.375,0.75,12,194,61,3229.6009420881223
486,3232.125,0.25,80,83,69,3232.605830554003
487,3232.125,0.25,58,166,55,3232.6059530876123
488,3233.75,0.5,113,75,51,3233.607682064514
489,3236.375,0.25,146,39,70,3236.6127388921227
490,3239.375,0.25,109,19,72,3240.3689394616176
491,3239.125,0.25,142,33,54,3239.3673253135216
492,3234.125,2.25,56,177,15,3236.362406232983
493,3237.75,3.5,83,52,73,3237.1135116365635
494,3234.25,1.5,33,235,10,3236.111989287297
495,3239.125,0.75,64,36,72,3239.116835644321
496,3238.25,0.5,48,87,78,3237.9901814194222
497,3240.125,0.25,79,33,90,3241.120178799749
498,3238.375,0.75,50,74,64,3238.3657953636125
499,3239.25,0.5,81,82,58,3239.1169160725976
500,3238.625,0.25,71,64,75,3238.3656269350963
501,3234.25,1.5,5,176,58,3235.6111783573742
502,3238.25,1.5,45,65,65,3238.1152253078176
503,3238.75,0.5,50,56,73,3239.3673483229
504,3239.25,0.5,119,40,56,3239.3674095732285
505,3239.875,0.25,112,28,64,3240.118522525335
506,3236.375,1.25,23,101,73,3236.362337284374
507,3231.875,3.25,1,177,48,3234.108607817318
508,3236.875,1.25,91,40,56,3236.36211526682
509,3231.625,0.25,14,210,17,3232.856438877328
510,3232.25,0.5,80,104,56,3232.355505527975
511,3230.625,0.75,21,162,50,3232.1050809267795
512,3232.25,0.5,114,100,44,3232.1050196639067
513,3230.125,0.25,12,185,45,3230.352108716999
514,3227.75,0.5,9,220,39,3228.849584112362
515,3228.125,0.25,39,114,57,3228.3486966417704
516,3227.25,,0,167,51,3227.597361559826
517,3223.5,,0,216,15,3224.592434817901
518,3224.125,0.25,57,111,53,3224.8426603610105
519,3220.5,0.5,8,222,14,3221.837702976706
520,3219.5,,0,177,40,3220.08465423168
521,3215.5,,0,259,6,3217.0795436542458
522,3210.375,1.75,2,297,21,3212.321667735478
523,3212.25,0.5,86,123,43,3212.07098286082
524,3207.25,,0,191,53,3207.8141168162724
525,3210.125,0.25,56,81,77,3211.069246205242
526,3206.5,3.0,9,203,26,3209.066170964228
527,3212.125,1.75,48,39,83,3212.3213385373765
528,3207.125,2.25,8,161,25,3209.3163887793653
529,3203.75,,0,175,20,3204.808891530424
530,3202.25,1.0,11,128,32,3203.556898598285
531,3207.5,11.0,27,19,96,3209.8170465229705
532,3207.375,0.75,53,69,79,3208.314851270184
533,3210.25,0.5,121,22,77,3210.5685425002557
534,3211.5,0.5,117,20,48,3212.321484080245
535,3211.875,0.25,62,73,65,3212.5719010257453
536,3208.5,3.0,55,138,47,3211.069384045345
537,3207.75,1.0,69,89,57,3208.8157616720914
538,3211.625,0.75,91,23,76,3212.321407483083
539,3211.125,0.25,48,110,55,3211.8207879795345
540,3213.5,,137,0,86,3214.825768279652
541,3216.625,0.25,103,13,72,3217.5803546757197
542,3216.875,0.25,86,66,57,3217.3298994054635
543,3211.5,1.0,41,146,39,3213.0728649658704
544,3209.875,0.75,31,130,48,3210.818997722046
545,3208.0,1.0,7,133,51,3209.065971921322
546,3205.0,,0,168,28,3206.060853676987
547,3199.75,,0,172,13,3201.0525761270965
548,3200.25,0.5,50,60,59,3201.052239210551
549,3193.75,,0,222,37,3195.0423014488465
550,3190.0,,0,186,19,3191.286200360604
551,3198.875,3.25,61,38,67,3198.547916587874
552,3192.375,7.25,17,171,18,3197.2961689575054
553,3198.875,0.25,72,26,65,3199.8002771280017
554,3200.375,0.25,81,36,75,3201.5532646414003
555,3203.5,2.0,130,4,80,3203.055819889939
556,3203.375,0.75,75,70,41,3204.5583751290646
557,3205.5,0.5,100,8,69,3206.3113090380957
558,3206.625,0.25,140,36,50,3207.0624755950803
559,3200.875,2.75,39,166,47,3203.3062826895502
560,3200.25,0.5,41,113,65,3200.801998474132
561,3193.875,6.75,6,170,42,3198.2978443917805
562,3199.0,3.0,61,68,72,3198.798486857248
563,3193.875,0.75,9,211,31,3195.5432273748543
564,3195.875,0.25,33,75,69,3197.045514687067
565,3193.375,0.75,1,147,41,3194.7918540904566
566,3193.25,0.5,15,126,75,3194.0406491829303
567,3196.125,0.75,58,35,82,3197.045529989408
568,3196.375,0.25,61,59,67,3196.7952202701777
569,3196.875,0.25,77,77,55,3197.0455682976094
570,3194.5,1.0,28,122,69,3195.292710950262
571,3194.5,1.0,36,73,68,3195.292565459736
572,3191.0,,0,205,35,3192.2876157385176
573,3189.5,0.5,16,149,38,3191.0353625729285
574,3186.0,,0,194,29,3187.279039445996
575,3181.0,,0,202,22,3182.521278306713
576,3188.0,3.5,60,47,69,3186.7780678387453
577,3182.0,5.5,10,203,21,3186.0269702116984
578,3186.625,3.75,60,36,86,3186.026893648468
579,3182.0,1.5,24,180,18,3184.2741357706504
580,3186.875,0.25,69,51,57,3187.7798275091263
581,3187.875,0.25,92,64,53,3188.280860441626
582,3191.0,1.0,67,8,95,3191.7865674726468
583,3189.5,1.0,48,68,53,3190.534651253296
584,3190.875,0.25,96,20,76,3191.285955611288
585,3193.875,0.25,101,12,74,3195.0420834069414
586,3191.5,3.0,62,114,59,3193.915268447044
587,3190.375,0.25,71,120,54,3191.0355960999755
588,3192.875,0.25,127,28,68,3193.2892834951194
589,3195.875,0.25,114,9,66,3196.2942561930145
590,3195.25,0.5,125,27,59,3196.0439541292035
591,3196.75,0.5,186,2,37,3196.544634816134
592,3193.75,0.5,64,27,89,3192.2878299802314
593,3196.25,1.5,117,11,83,3196.7951206363737
594,3197.75,,225,0,12,3198.5480622702844
595,3196.875,0.25,119,38,59,3196.5448722110546
596,3198.125,0.25,202,11,39,3197.546402181197
597,3195.625,0.25,70,79,60,3196.0439388035256
598,3195.125,0.25,92,63,64,3194.791762199503
599,3192.25,1.5,2,97,85,3192.0371834946814
600,3189.5,,0,194,29,3190.7850069435563
601,3188.25,,0,163,55,3189.282604785224
602,3192.625,3.75,17,65,104,3192.28759270982
603,3195.875,0.25,79,29,55,3196.294363258419
604,3198.5,,163,0,26,3200.5514896129143
605,3200.0,,177,0,19,3202.0540372789883
606,3201.5,2.5,140,6,57,3200.801983196204
607,3199.375,0.25,55,58,94,3199.049141154415
608,3202.375,0.25,206,17,16,3201.052407786828
609,3202.125,0.25,125,29,50,3202.5549017967305
610,3201.625,0.25,81,22,82,3201.8037581590934
611,3204.375,0.25,220,10,31,3203.0557892779857
612,3203.125,0.25,74,61,69,3203.3061679212783
613,3200.75,0.5,39,94,76,3201.0524384002924
614,3199.875,0.25,51,95,78,3199.29948155336
615,3198.75,0.5,43,120,65,3198.548261346433
616,3201.625,0.25,161,62,26,3200.551550938159
617,3201.625,0.25,93,69,49,3201.803666287129
618,3201.875,0.25,109,63,58,3202.0540908912635
619,3201.125,0.25,85,61,71,3201.3028706886607
620,3201.375,0.25,98,74,58,3201.302763473748
621,3198.125,0.25,18,157,60,3198.5482689831542
622,3198.375,0.25,44,157,64,3198.798532824472
623,3195.5,2.0,2,222,63,3196.795250881265
624,3195.125,1.25,4,138,50,3196.294447610841
625,3198.375,0.25,89,59,65,3198.7985251583677
626,3198.25,0.5,95,35,58,3198.798670623733
627,3202.0,1.0,176,10,43,3201.0523235710825
628,3199.5,1.0,41,67,71,3200.050793624001
629,3202.125,0.25,186,21,19,3201.302725184691
630,3197.625,2.75,17,74,76,3198.548223035742
631,3196.375,0.25,15,144,57,3197.295946859638
632,3191.5,,0,207,18,3192.5381015276357
633,3190.125,1.25,2,176,43,3191.536326684956
634,3190.875,0.25,29,120,84,3191.7866670612166
635,3189.75,0.5,9,199,47,3190.534635943075
636,3190.375,0.25,8,160,59,3190.7850069557367
637,3190.125,0.25,6,178,55,3190.784961004836
638,3188.25,,0,250,49,3189.03208834988
639,3188.375,0.25,25,164,48,3188.7816714107607
640,3190.375,0.25,114,91,63,3190.284073519778
641,3187.625,0.25,37,211,31,3188.7815795003125
642,3184.875,0.75,13,176,41,3186.027039092725
643,3185.875,0.25,64,95,51,3186.277471322329
644,3189.625,1.75,65,30,87,3189.783216630456
645,3188.75,1.5,40,103,38,3190.033671893582
646,3187.625,0.25,30,103,42,3188.0304817958777
647,3190.25,0.5,118,4,76,3190.534536392369
648,3191.125,0.25,132,53,54,3191.2858791080603
649,3192.125,0.25,120,39,74,3192.537948510469
650,3191.75,0.5,93,86,62,3192.538017418119
651,3193.25,0.5,134,22,66,3193.5397081393157
652,3197.0,1.0,238,6,32,3195.29262673279
653,3196.25,0.5,58,41,79,3196.043908194807
654,3196.25,0.5,73,22,63,3196.0438699014235
655,3194.875,0.25,33,35,65,3194.0406185769884
656,3194.125,0.25,53,85,64,3194.7916626354327
657,3191.25,,0,64,74,3190.785106400598
658,3188.75,,0,154,32,3189.78326259036
659,3184.875,1.75,8,222,9,3187.028714509491
660,3185.875,0.25,63,70,48,3186.5277428304544
661,3183.25,,0,203,15,3184.2739903366773
662,3182.0,,0,136,46,3182.520956881071
663,3178.25,,0,201,16,3179.2655978967787
664,3179.375,0.25,82,56,51,3179.7662710459417
665,3177.25,,0,127,36,3178.2638382959667
666,3178.75,0.5,72,69,50,3178.514178689854
667,3176.625,0.25,16,175,34,3177.7630273668497
668,3179.375,0.25,104,36,73,3180.016733898256
669,3180.75,0.5,76,15,79,3181.519250882641
670,3181.125,0.25,59,56,63,3181.268872231054
671,3180.375,0.25,44,68,52,3180.768015374344
672,3179.0,1.0,33,89,56,3179.76627100834
673,3175.25,1.5,6,149,30,3176.76137488279
674,3177.5,0.5,59,32,68,3178.263692824115
675,3175.875,0.25,36,158,35,3176.761290706237
676,3176.875,0.25,79,72,49,3177.011592801723
677,3173.75,0.5,7,205,40,3175.008280229212
678,3172.75,0.5,8,150,48,3173.5059239279462
679,3177.625,0.25,30,35,118,3178.764503618209
680,3179.0,0.5,67,30,88,3179.7661867592988
681,3173.75,2.5,25,176,40,3176.010047478485
682,3175.75,0.5,83,47,39,3175.008326187848
683,3175.375,0.25,15,101,39,3176.0100245363114
684,3178.25,0.5,56,17,66,3179.014989557507
685,3179.125,0.25,87,29,59,3179.7663016750944
686,3179.375,0.25,61,98,65,3179.5159765910103
687,3181.5,1.0,88,10,79,3181.5192814943234
688,3183.875,1.25,105,8,37,3182.7713968401345
689,3182.625,0.25,74,57,75,3183.0216988446623
690,3177.375,1.25,22,94,66,3178.263930068958
691,3177.75,1.5,15,67,81,3178.2636774731086
692,3173.75,,0,181,42,3174.757855551088
693,3170.75,,0,203,19,3171.7527374233714
694,3167.25,,0,175,9,3168.4973708022967
695,3169.75,0.5,53,61,62,3169.999719385223
696,3168.0,2.0,11,131,49,3169.74942492025
697,3171.875,0.75,63,32,76,3172.0030931824376
698,3169.5,3.5,25,106,69,3171.752768133068
699,3171.75,0.5,86,31,57,3172.2535484232044
700,3169.625,1.25,37,132,38,3171.2519342468977
701,3171.375,0.25,68,25,53,3171.502266970514
702,3168.375,0.75,14,179,14,3169.9998801391725
703,3171.75,0.5,110,19,49,3172.003131466025
704,3172.625,0.25,109,58,48,3172.7544129314515
705,3171.875,0.75,59,88,57,3172.504011303025
706,3171.625,0.25,72,118,44,3172.003123807706
707,3168.75,0.5,34,175,36,3169.999742296352
708,3166.625,0.25,2,171,47,3166.994746670281
709,3166.125,0.25,8,88,71,3166.243472910541
710,3167.375,0.25,61,53,40,3167.7459668803144
711,3169.25,0.5,71,50,60,3169.749133874984
712,3163.75,,0,204,39,3164.7410477002845
713,3165.125,0.25,66,54,63,3165.9929947103365
714,3168.75,3.5,87,29,62,3167.7458673635047
715,3164.75,2.0,33,171,15,3166.744245538402
716,3165.125,0.25,77,74,70,3165.492099565234
717,3163.875,0.25,33,125,74,3163.2383700680025
718,3162.125,0.75,18,109,43,3162.988006673458
719,3168.0,5.0,57,6,112,3166.744168922869
720,3167.0,0.5,39,99,59,3167.7459821982907
721,3169.625,0.25,124,25,71,3169.7492641467043
722,3168.25,0.5,62,134,45,3168.998120521702
723,3169.625,0.75,125,34,60,3169.749340724002
724,3169.875,0.25,112,68,67,3170.2500980132795
725,3166.875,0.25,40,179,64,3167.495580559544
726,3165.875,0.25,29,126,55,3166.4940045887365
727,3170.375,0.25,86,45,68,3171.251673806108
728,3167.125,2.75,45,68,61,3168.747642263699
729,3165.125,0.25,32,174,31,3165.9929640212977
730,3161.75,,0,145,40,3162.7376280030694
731,3165.5,2.0,49,15,74,3164.9911738106744
732,3162.0,1.0,8,182,9,3163.739188647861
733,3163.125,0.25,66,55,57,3163.4886798247403
734,3160.5,,0,209,22,3161.485344273212
735,3158.75,,0,177,26,3159.7323261303727
736,3158.0,,0,262,9,3156.727330489724
737,3154.75,,0,217,22,3155.725432942758
738,3148.5,,0,242,3,3150.2163980364817
739,3149.875,0.25,73,87,53,3150.216298633905
740,3151.75,0.5,79,61,72,3152.470043428531
741,3154.75,1.5,86,40,82,3154.4734019482703
742,3153.0,3.0,44,120,46,3154.97414388136
743,3149.375,1.75,22,164,53,3150.4666924712064
744,3143.25,5.5,3,188,29,3147.211119141008
745,3141.375,1.75,3,137,18,3143.454796128836
746,3140.25,,0,125,62,3140.700324560133
747,3144.5,0.5,40,21,88,3145.4578865752155
748,3139.75,,0,184,21,3141.2011967064523
749,3144.625,1.75,29,22,96,3145.207791145943
750,3152.625,4.75,72,16,60,3150.9673425966275
751,3147.25,7.5,19,125,48,3151.4683297580746
752,3150.125,0.25,61,32,76,3151.217828545807
753,3146.0,0.5,40,208,22,3147.711983646414
754,3142.875,0.25,19,194,32,3144.206085256605
755,3141.375,0.75,15,169,38,3142.2026961925826
756,3141.875,0.25,42,144,54,3141.952348087784
757,3144.375,0.25,80,44,116,3145.958758764598
758,3141.25,0.5,36,161,45,3141.7019005093503
759,3140.625,0.25,23,94,76,3140.9506038175105
760,3143.125,1.75,82,48,71,3142.9537172324917
761,3137.625,0.75,9,142,48,3138.4464649284187
762,3139.875,0.25,77,42,60,3140.1991386166424
763,3136.875,0.75,11,180,44,3138.446265948734
764,3136.0,,0,115,60,3136.4428461726056
765,3131.5,,0,218,7,3133.4378275637737
766,3131.0,0.5,12,105,51,3131.9351306178605
767,3126.5,,0,128,44,3127.052176324988
768,3131.875,7.75,34,24,67,3129.431037779712
769,3133.5,1.0,61,39,72,3133.43761316085
770,3130.0,1.0,10,168,33,3131.935318289304
771,3133.25,1.0,62,37,65,3133.1872345510005
772,3128.75,0.5,5,196,21,3130.432916042132
773,3133.625,0.25,49,27,83,3135.1905623461894
774,3133.125,0.25,36,93,53,3133.688137292286
775,3128.125,0.25,14,196,21,3129.931898480564
776,3127.625,0.25,27,119,54,3128.1789340194127
777,3128.375,0.25,39,82,52,3128.6796683884286
778,3126.25,0.5,13,127,39,3127.6782148426123
779,3132.25,0.5,92,12,63,3133.187372078032
780,3135.75,,115,0,66,3139.197432388525
781,3139.5,,119,0,93,3141.451238614618
782,3138.625,0.25,117,34,83,3139.447994977996
783,3137.625,0.25,95,108,48,3138.196002095324
784,3140.375,0.25,78,11,89,3141.95217963647
785,3144.5,,244,0,11,3144.4563873973534
786,3143.875,0.25,102,46,56,3144.456395065549
787,3141.625,0.25,77,87,60,3142.202810970117
788,3145.375,0.25,171,11,37,3145.458055151634
789,3144.25,0.5,67,51,58,3145.2077607557185
790,3146.375,0.25,178,6,44,3145.7087017363897
791,3147.5,,209,0,23,3149.965682563975
792,3148.75,,241,0,22,3150.2162603573665
793,3150.25,,233,0,6,3151.4682531771086
794,3149.375,0.25,97,28,72,3149.464917601662
795,3147.125,1.75,36,15,101,3146.209573938819
796,3147.875,1.25,108,34,53,3147.46174265858
797,3150.5,,183,0,40,3154.7237649949207
798,3152.0,,234,0,15,3158.4799886529127
799,3152.25,,188,0,11,3153.972682816173
800,3152.125,0.25,98,28,53,3152.21968777566
801,3151.875,0.25,101,43,47,3152.4702957886243
802,3154.25,,204,0,21,3160.7336489650484
803,3155.375,0.25,164,2,48,3155.475245671512
804,3154.125,0.25,110,39,75,3153.471810753618
805,3154.0,1.0,118,29,64,3153.471734204273
806,3152.875,0.25,60,42,69,3152.9707777275107
807,3148.875,1.75,0,81,113,3148.463410581658
808,3148.625,0.25,69,77,42,3148.964030180549
809,3147.625,0.25,42,74,80,3146.960794165699
810,3147.25,0.5,42,65,86,3147.711891868928
811,3145.625,0.75,24,78,62,3145.4582306589823
812,3145.125,0.25,16,154,38,3145.4582306589823
813,3146.25,0.5,32,65,67,3146.458543950512
814,3147.125,0.25,32,62,80,3147.4589113612387
815,3149.875,0.25,152,14,21,3149.2093765807854
816,3146.75,0.5,47,77,48,3147.208909333293
817,3148.25,0.5,49,34,64,3148.7092884636254
818,3149.875,1.25,199,10,24,3149.209483652645
819,3149.25,0.5,100,57,52,3149.4595927105534
820,3151.0,1.0,185,6,37,3150.2098128486814
821,3149.875,0.25,66,69,46,3150.209843431455
822,3151.375,0.25,207,14,9,3150.4598530790618
823,3147.75,1.0,34,93,79,3148.459286432406
824,3148.5,0.5,68,40,40,3148.2090779726605
825,3145.375,0.25,18,94,73,3145.708377309525
826,3146.375,0.25,86,66,46,3146.208427253564
827,3145.125,0.25,23,185,28,3145.7083008839945
828,3145.75,0.5,89,72,57,3145.7083390985063
829,3147.5,0.5,121,40,61,3147.458842556546
830,3147.375,0.25,120,50,51,3147.7089516254364
831,3146.875,0.25,112,39,66,3147.20872582276
832,3143.5,1.0,6,101,85,3144.207883500744
833,3144.875,0.25,53,26,63,3144.958011932304
834,3145.0,1.0,27,61,57,3145.208021560362
835,3142.0,,0,183,46,3142.4571965387177
836,3140.0,,0,171,15,3140.7066548797457
837,3143.5,3.5,73,34,68,3141.9569019931355
838,3139.25,0.5,18,199,22,3140.206452057781
839,3141.0,1.5,75,39,56,3140.456461740819
840,3139.375,0.25,30,206,4,3140.2064214886623
841,3141.125,0.25,95,71,31,3140.956641626972
842,3141.375,0.25,31,128,62,3141.456867371324
