ft_sigma_c,zi_alpha,zi_delta,p_zi,zi_mu,mt_lambda,mt_gamma,ret_std,ret_kurtosis,acf_r_1,acf_r_5,acf_r_10,acf_r_20,acf_absr_1,acf_absr_5,acf_absr_10,acf_absr_20,hill_tail_index,ks_stat,true_loss
0.4627703105565161,0.3884119588211179,0.20693671643733977,0.5109531968233182,0.14774391071465698,0.174896963827845,0.2365623428583368,0.0012740357686317253,42.05183726267916,0.003104759185987259,-0.01432656299850863,-0.006548660445789057,-0.002268998306179563,0.35431283568421607,0.2685025708109279,0.26639527312312467,0.25329895036124994,2.622727347781748,0.024804267996951346,7.861271455588379
0.4661406965926289,0.38414589431881907,0.19742983579635617,0.49156270393122925,0.13756462083656282,0.17804644420419435,0.2378772412489643,0.0012845328108791472,52.49931979248372,0.002826231878761526,-0.01214727918460632,-0.007866066826162697,-0.002649596200246973,0.34764815732292287,0.26994954106425545,0.27550638240668496,0.24806389598001152,2.639226622810644,0.02627081456846575,7.983776647183208
0.36080011022277175,0.4090647964403033,0.2234984286688268,0.5379487114218383,0.14556842979307116,0.19598998165143663,0.2163837745872626,0.0012410280576665468,53.81415893163638,0.008928957999633733,-0.012585893698575273,-0.0038439607354280743,-0.0038659072184703508,0.3614207140260062,0.2856690657560801,0.28405133724745946,0.2608284983811864,2.652487886042324,0.028857479387514706,7.274774590690459
0.40553569775074716,0.3628441309630871,0.21192366786301134,0.519359255658917,0.1463883056860935,0.1919767978005221,0.3423307404123481,0.0013250570604518787,45.014305147852895,-0.015404153540415041,-0.008190989117340328,0.00023700341716224017,-0.0031586178836595486,0.3849748395466457,0.2890809297277763,0.3039569666089499,0.28267106017351296,2.6987080228423497,0.037229497217025787,7.585730027562905
0.43137187142856415,0.3876407329365611,0.23800690291449425,0.5326168595806635,0.13864391401904072,0.18365384311437893,0.11407641845576642,0.0012314303218999968,59.041923858250684,0.00959134368902301,-0.011829053517658587,4.601081437822556e-05,-0.0032713200480132027,0.3565883422347473,0.28524573285225674,0.2760509647905381,0.255991727955546,2.605852815896925,0.028176170350354468,7.864961060084367
0.41343738087452947,0.3505418667048216,0.2204776686057448,0.5201488437503015,0.14194270862313335,0.17451152059903752,0.31395539867137157,0.0013045414122643884,29.745729520230128,-0.017559666615687794,-0.011790448882731069,-0.001210246987758039,-0.002494339723310823,0.39687504593733874,0.3096921680424691,0.2999916638947817,0.2885898907815648,2.713149492583011,0.04092473267280994,7.828511141630304
0.38302355259656906,0.39769299397617575,0.18702644931152462,0.5075032515159841,0.14994904844983384,0.198670151192946,0.14602832564050247,0.0012748147308879081,59.651585519587535,-0.0024717960179121722,-0.010343182088106194,-0.0006765186267567906,-0.0036915516883483865,0.3709070916831229,0.27324475248558505,0.2950758901155521,0.26713910088528264,2.5964738980012663,0.031270930044573764,7.318464269347354
0.3433964780066162,0.3742339750379324,0.23504450548440214,0.5484042764102318,0.14296171720043038,0.18824634130054071,0.2805561893413827,0.001263660716823881,24.138510182985044,-0.005802556077146376,-0.006931781261954789,-0.0030480695756587815,-0.003821310404005508,0.40011140916278304,0.3199190096749651,0.31357063806906454,0.29228166910144154,2.6926730494685724,0.03942354326889763,6.3969848088554135
0.44430589415133,0.42122671893984076,0.20157864401116965,0.5016979076934254,0.13521886519961282,0.18653541896151216,0.18157183753860634,0.0012522215050617244,55.27750226231518,0.01134252988112038,-0.016905168618667542,-0.0007575007966809868,-0.0012431395851508085,0.3565439585756629,0.27059340054672615,0.28157882954874275,0.2511115342895081,2.6129447431382817,0.026813552276034047,8.155796870776063
0.4529940761160105,0.36442593798041345,0.23178408579900858,0.5118949820638121,0.14418847721361486,0.18144586804731666,0.32413789133329074,0.0012971789179192198,35.77454429109815,-0.004980095112521181,-0.008454158364415416,-0.00577652089544484,-0.005901766684832552,0.37387505336849386,0.29324073753927443,0.2830119674813206,0.2780907438796243,2.7087280061951406,0.030324025959029055,6.316194659528678
