t,agent_id,kind,cash,own_position,client_notional,capital_ratio,initial_margin,maintenance_margin,vm_cycle,vm_cumulative,call_indicator,has_defaulted
1739,19,BCM,6133809785.37942,5458,0.0,0.14804150058203958,3314643.4000000004,3148911.23,-36159.25,-736959.875,False,False
1739,50,NBCM,6814270.961380681,0,0.0,inf,0.0,0.0,-0.0,0.0,False,False
1739,51,NBCM,7966086.300848661,0,0.0,inf,0.0,0.0,-0.0,0.0,False,False
1739,52,NBCM,6959751.059820935,0,0.0,inf,0.0,0.0,-0.0,0.0,False,False
1739,53,NBCM,8118496.428383067,0,0.0,inf,0.0,0.0,-0.0,0.0,False,False
1739,54,NBCM,8279073.380285538,0,0.0,inf,0.0,0.0,-0.0,0.0,False,False
1799,10,BCM,8790785087.426868,-3211,0.0,0.35682104444965496,1970911.8,1872366.21,-104357.5,346387.0,True,False
1799,11,BCM,9853305518.474516,1996,0.0,0.6434051236049496,1225144.8,1163887.56,64870.0,-184603.5,True,False
1799,12,BCM,8891947546.368809,-137,0.0,8.459397408384584,84090.6,79886.07,-4452.5,30061.0,True,False
1799,13,BCM,7333160064.760171,4681,0.0,0.2041811410202297,2873197.8000000003,2729537.91,152132.5,-444953.875,True,False
1799,14,BCM,5770963690.212739,5123,0.0,0.1468206318812727,3144497.4000000004,2987272.5300000003,166497.5,-483770.125,True,False
1799,15,BCM,8723874038.664085,-623,0.0,1.8250906598557595,382397.4,363277.53,-20247.5,63259.125,True,False
1799,16,BCM,6629537627.56576,-4162,0.0,0.20760808712023773,2554635.6,2426903.82,-135265.0,410836.875,True,False
1799,17,BCM,7347067780.50404,7505,0.0,0.12759288364948473,4606569.0,4376240.55,243912.5,-711275.875,True,False
1799,18,BCM,5650036403.802359,-4348,0.0,0.16936544732730632,2668802.4000000004,2535362.2800000003,-141310.0,428877.125,True,False
1799,19,BCM,6133993377.87942,5649,0.0,0.14152554336077547,3467356.2,3293988.39,183592.5,-553367.375,True,False
1799,50,NBCM,6814270.961380681,0,0.0,inf,0.0,0.0,0.0,0.0,False,False
1799,51,NBCM,7966086.300848661,0,0.0,inf,0.0,0.0,0.0,0.0,False,False
1799,52,NBCM,6959751.059820935,0,0.0,inf,0.0,0.0,0.0,0.0,False,False
1799,53,NBCM,8118496.428383067,0,0.0,inf,0.0,0.0,0.0,0.0,False,False
1799,54,NBCM,8279073.380285538,0,0.0,inf,0.0,0.0,0.0,0.0,False,False
1859,10,BCM,8790682891.801868,-3337,0.0,0.339951720572378,2068689.725,1965255.23875,-102195.625,244191.375,False,False
1859,11,BCM,9853367258.474516,2016,0.0,0.6307321647635636,1249768.8,1187280.36,61740.0,-122863.5,False,False
1859,12,BCM,8891940931.368809,-216,0.0,5.312435304371531,133903.80000000002,127208.61000000002,-6615.0,23446.0,False,False
1859,13,BCM,7333306697.260171,4788,0.0,0.19764987463645525,2968200.9000000004,2819790.8550000004,146632.5,-298321.375,False,False
1859,14,BCM,5771124348.962739,5246,0.0,0.14196555417470427,3252126.5500000003,3089520.2225,160658.75,-323111.375,False,False
1859,15,BCM,8723852631.789085,-699,0.0,1.6105788110602628,433327.575,411661.19625,-21406.875,41852.25,False,False
1859,16,BCM,6629407440.69076,-4251,0.0,0.20124932978685472,2635301.1750000003,2503536.11625,-130186.875,280650.0,False,False
1859,17,BCM,7347304113.62904,7717,0.0,0.12286561312802513,4783961.225000001,4544763.16375,236333.125,-474942.75,False,False
1859,18,BCM,5649897978.802359,-4520,0.0,0.16130692311987094,2802061.0,2661957.9499999997,-138425.0,290452.125,False,False
1859,19,BCM,6134172044.12942,5834,0.0,0.13568766343777047,3616642.45,3435810.3275,178666.25,-374701.125,False,False
1859,50,NBCM,6814270.961380681,0,0.0,inf,0.0,0.0,0.0,0.0,False,False
1859,51,NBCM,7966086.300848661,0,0.0,inf,0.0,0.0,0.0,0.0,False,False
1859,52,NBCM,6959751.059820935,0,0.0,inf,0.0,0.0,0.0,0.0,False,False
1859,53,NBCM,8118496.428383067,0,0.0,inf,0.0,0.0,0.0,0.0,False,False
1859,54,NBCM,8279073.380285538,0,0.0,inf,0.0,0.0,0.0,0.0,False,False
1919,10,BCM,8790622118.676868,-3353,0.0,0.3363603234991728,2090763.1500000001,1986224.9925,-60773.125,183418.25,False,False
1919,11,BCM,9853405248.474516,2096,0.0,0.6031339424089547,1306960.8,1241612.76,37990.0,-84873.5,False,False
1919,12,BCM,8891937052.618809,-214,0.0,5.330909498518841,133439.7,126767.71500000001,-3878.75,19567.25,False,False
1919,13,BCM,7333396126.010171,4934,0.0,0.19068858806531314,3076595.7,2922765.915,89428.75,-208892.625,False,False
1919,14,BCM,5771222368.962739,5408,0.0,0.13691462106792465,3372158.4000000004,3203550.48,98020.0,-225091.375,False,False
1919,15,BCM,8723840343.039085,-678,0.0,1.6508085837446755,422766.9,401628.555,-12288.75,29563.5,False,False
1919,16,BCM,6629328959.44076,-4330,0.0,0.19642663515346764,2699971.5,2564972.925,-78481.25,202168.75,False,False
1919,17,BCM,7347448207.37904,7950,0.0,0.11857362799235321,4957222.5,4709361.375,144093.75,-330849.0,False,False
1919,18,BCM,5649814150.677359,-4625,0.0,0.15672602844798894,2883918.75,2739722.8125,-83828.125,206624.0,False,False
1919,19,BCM,6134281084.12942,6016,0.0,0.13082012149312833,3751276.8000000003,3563712.96,109040.0,-265661.125,False,False
1919,50,NBCM,6814270.961380681,0,0.0,inf,0.0,0.0,0.0,0.0,False,False
1919,51,NBCM,7966086.300848661,0,0.0,inf,0.0,0.0,0.0,0.0,False,False
1919,52,NBCM,6959751.059820935,0,0.0,inf,0.0,0.0,0.0,0.0,False,False
1919,53,NBCM,8118496.428383067,0,0.0,inf,0.0,0.0,0.0,0.0,False,False
1919,54,NBCM,8279073.380285538,0,0.0,inf,0.0,0.0,0.0,0.0,False,False
