regime,seed,agent_id,n_clients,min_kappa,breached
calm,84,31,16,0.08187500223247766,0
calm,84,32,12,0.0835652843891715,0
calm,84,33,14,0.08411978241427207,0
calm,84,34,12,0.08577393883646657,0
calm,84,35,0,0.18831417987838844,0
calm,84,36,0,0.17839624962671538,0
calm,84,37,0,0.1734726497526157,0
calm,84,38,0,0.1834182753552164,0
calm,84,39,0,0.17557754662506378,0
calm,85,30,17,0.08301810198952185,0
calm,85,31,12,0.08241814721357371,0
calm,85,32,14,0.08005029523160857,0
calm,85,33,16,0.0797882844325653,1
calm,85,34,17,0.08139597200752338,0
calm,85,35,0,0.17624238622775848,0
calm,85,36,0,0.16130240915444907,0
calm,85,37,0,0.18515738765416345,0
calm,85,38,0,0.18767537967178427,0
calm,85,39,0,0.1908145839681571,0
calm,86,30,15,0.08769662510268293,0
calm,86,31,15,0.07882010600871836,1
calm,86,32,14,0.07854377328776678,1
calm,86,33,13,0.07966005437925777,1
calm,86,34,11,0.0778886132455823,1
calm,86,35,0,0.17550310193461421,0
calm,86,36,0,0.1809195539884857,0
calm,86,37,0,0.19364643013851635,0
calm,86,38,0,0.17392482709580304,0
calm,86,39,0,0.19376104134360853,0
calm,87,30,14,0.08767074192322913,0
calm,87,31,13,0.08720196355956822,0
calm,87,32,15,0.0909761949418411,0
calm,87,33,13,0.0798743216272392,1
calm,87,34,17,0.08019194249976845,0
calm,87,35,0,0.17297008677852896,0
calm,87,36,0,0.17329114684497182,0
calm,87,37,0,0.17906280115350534,0
calm,87,38,0,0.19375226827556083,0
calm,87,39,0,0.17916646997739885,0
calm,88,30,15,0.09950368640737181,0
calm,88,31,14,0.10377907227199591,0
calm,88,32,16,0.08694071806054521,0
calm,88,33,15,0.11206587019401383,0
calm,88,34,13,0.1106391945680593,0
calm,88,35,0,0.18068893798944016,0
calm,88,36,0,0.18062370628391577,0
calm,88,37,0,0.17419564030877382,0
calm,88,38,0,0.17962464770794925,0
calm,88,39,0,0.1928580067259528,0
calm,89,30,16,0.0977109844401443,0
calm,89,31,16,0.0854388091829161,0
calm,89,32,16,0.10797805051245442,0
calm,89,33,11,0.10554594171126837,0
calm,89,34,12,0.10099668248328256,0
calm,89,35,0,0.17921819142028408,0
calm,89,36,0,0.17622127037405413,0
calm,89,37,0,0.31370849487548236,0
calm,89,38,0,0.20475918752271804,0
calm,89,39,0,0.17976029361636617,0
calm,90,30,15,0.07850903891410803,1
calm,90,31,15,0.08029173044682332,0
calm,90,32,12,0.08967664462384779,0
calm,90,33,14,0.09112657892619462,0
calm,90,34,12,0.09358721796468841,0
calm,90,35,0,0.17846124789390336,0
calm,90,36,0,0.1938112312477397,0
calm,90,37,0,0.17990392620972326,0
calm,90,38,0,0.17601047670444403,0
calm,90,39,0,0.17497509942347295,0
calm,91,30,17,0.07902454062561785,1
calm,91,31,15,0.07986766560902424,1
calm,91,32,16,0.08499651327834847,0
calm,91,33,11,0.07960034576163308,1
calm,91,34,12,0.07829987321855246,1
calm,91,35,0,0.1774135899765848,0
calm,91,36,0,0.17653793040443896,0
calm,91,37,0,0.17185587841205235,0
calm,91,38,0,0.18675017018645498,0
calm,91,39,0,0.17599279494937387,0
calm,92,30,14,0.09115351807292024,0
calm,92,31,18,0.08980258966682993,0
calm,92,32,10,0.09237024981850467,0
calm,92,33,12,0.08988646719330501,0
calm,92,34,14,0.08984318139113628,0
calm,92,35,0,0.1818942871187474,0
calm,92,36,0,0.1726202404200458,0
