t,client_id,kind,cm_id,cm_kind,reason,kappa,regime,seed
9299,25,FundamentalTrader,33,BCM,cm_contagion,0.15428868552202452,calm,42
9299,15,FundamentalTrader,33,BCM,cm_contagion,0.16307566534861334,calm,42
9299,16,FundamentalTrader,33,BCM,cm_contagion,0.15030089870023458,calm,42
9299,18,FundamentalTrader,33,BCM,cm_contagion,0.1506386831012147,calm,42
9299,50,MomentumTrader,33,BCM,cm_contagion,0.18246586495327108,calm,42
9299,62,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.16992486735261159,calm,42
9299,78,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.19383367989724695,calm,42
9299,98,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.187228405042804,calm,42
9299,65,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.3517906915908454,calm,42
9299,88,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.16231499464521554,calm,42
12719,21,FundamentalTrader,32,BCM,cm_contagion,0.14833622425340726,calm,42
12719,12,FundamentalTrader,32,BCM,cm_contagion,0.18400620984284852,calm,42
12719,23,FundamentalTrader,32,BCM,cm_contagion,0.14790150092449422,calm,42
12719,5,FundamentalTrader,32,BCM,cm_contagion,0.14895951047008002,calm,42
12719,19,FundamentalTrader,32,BCM,cm_contagion,0.15040243204310577,calm,42
12719,4,FundamentalTrader,32,BCM,cm_contagion,0.15456040236691446,calm,42
12719,47,MomentumTrader,32,BCM,cm_contagion,0.3607362425368821,calm,42
12719,54,MomentumTrader,32,BCM,cm_contagion,0.18843039504650852,calm,42
12719,74,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.17485842627146922,calm,42
12719,77,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.18275896584095777,calm,42
12719,71,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.14903138025034918,calm,42
12719,41,MomentumTrader,32,BCM,cm_contagion,0.6531119655708117,calm,42
12719,70,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.15394742958405885,calm,42
12719,69,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.17910383589649034,calm,42
12719,85,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.1601101320679892,calm,42
13859,25,FundamentalTrader,33,BCM,cm_contagion,0.14806282150007374,calm,42
13859,15,FundamentalTrader,33,BCM,cm_contagion,0.15222435561841846,calm,42
13859,16,FundamentalTrader,33,BCM,cm_contagion,0.15273502300705846,calm,42
13859,18,FundamentalTrader,33,BCM,cm_contagion,0.152680271875326,calm,42
13859,50,MomentumTrader,33,BCM,cm_contagion,0.1494585601162696,calm,42
13859,62,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.23719694981379102,calm,42
13859,78,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.2184813850751351,calm,42
13859,98,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.18477520759191882,calm,42
13859,65,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.20437332887457244,calm,42
13859,88,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.29312375445235767,calm,42
13979,21,FundamentalTrader,32,BCM,cm_contagion,0.14718095227637112,calm,42
13979,12,FundamentalTrader,32,BCM,cm_contagion,0.1601763465782178,calm,42
13979,23,FundamentalTrader,32,BCM,cm_contagion,0.1471113418914144,calm,42
13979,5,FundamentalTrader,32,BCM,cm_contagion,0.1473647595557288,calm,42
13979,19,FundamentalTrader,32,BCM,cm_contagion,0.1474234010435849,calm,42
13979,4,FundamentalTrader,32,BCM,cm_contagion,0.16740636706471057,calm,42
13979,47,MomentumTrader,32,BCM,cm_contagion,0.34730497879068567,calm,42
13979,54,MomentumTrader,32,BCM,cm_contagion,0.1642842949503144,calm,42
13979,74,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.24231980875803188,calm,42
13979,77,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.19585557209268303,calm,42
13979,71,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.18958179356614702,calm,42
13979,41,MomentumTrader,32,BCM,cm_contagion,0.39614677024193473,calm,42
13979,70,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.22853561395876346,calm,42
13979,69,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.23623341535743256,calm,42
13979,85,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.3701186469459407,calm,42
15419,21,FundamentalTrader,32,BCM,cm_contagion,0.14982221227302248,calm,42
15419,12,FundamentalTrader,32,BCM,cm_contagion,0.16888282153206002,calm,42
15419,23,FundamentalTrader,32,BCM,cm_contagion,0.14995128506244337,calm,42
15419,5,FundamentalTrader,32,BCM,cm_contagion,0.149978595036417,calm,42
15419,19,FundamentalTrader,32,BCM,cm_contagion,0.14976982876489453,calm,42
15419,4,FundamentalTrader,32,BCM,cm_contagion,0.17172050679392142,calm,42
15419,47,MomentumTrader,32,BCM,cm_contagion,0.424141441825508,calm,42
15419,54,MomentumTrader,32,BCM,cm_contagion,0.1597474756763396,calm,42
15419,74,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.32648997557607534,calm,42
15419,77,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.21793782986341517,calm,42
15419,71,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.20865088542563526,calm,42
15419,41,MomentumTrader,32,BCM,cm_contagion,0.6838656405534475,calm,42
15419,70,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.23722781885452085,calm,42
15419,69,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.17119417249541263,calm,42
15419,85,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.15491434721778755,calm,42
16499,21,FundamentalTrader,32,BCM,cm_contagion,0.14975714480338242,calm,42
16499,12,FundamentalTrader,32,BCM,cm_contagion,0.17589022998912068,calm,42
16499,23,FundamentalTrader,32,BCM,cm_contagion,0.14979538765907122,calm,42
16499,5,FundamentalTrader,32,BCM,cm_contagion,0.15003515386756028,calm,42
16499,19,FundamentalTrader,32,BCM,cm_contagion,0.14962198334726345,calm,42
16499,4,FundamentalTrader,32,BCM,cm_contagion,0.15849174468843366,calm,42
16499,47,MomentumTrader,32,BCM,cm_contagion,0.3146634981939311,calm,42
16499,54,MomentumTrader,32,BCM,cm_contagion,0.16204915727757438,calm,42
16499,74,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.22849337373960268,calm,42
16499,77,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.17304421481458165,calm,42
16499,71,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.16124807960901633,calm,42
16499,41,MomentumTrader,32,BCM,cm_contagion,0.6018533988992671,calm,42
16499,70,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.2034477651932242,calm,42
16499,69,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.17465487446478234,calm,42
16499,85,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.19151006166826032,calm,42
17759,21,FundamentalTrader,32,BCM,cm_contagion,0.1485835679353205,calm,42
17759,12,FundamentalTrader,32,BCM,cm_contagion,0.16004865755883163,calm,42
17759,23,FundamentalTrader,32,BCM,cm_contagion,0.14836400677368805,calm,42
17759,5,FundamentalTrader,32,BCM,cm_contagion,0.14820537977833356,calm,42
17759,19,FundamentalTrader,32,BCM,cm_contagion,0.14892828144798542,calm,42
17759,4,FundamentalTrader,32,BCM,cm_contagion,0.16780370450292836,calm,42
17759,47,MomentumTrader,32,BCM,cm_contagion,0.5047823644014139,calm,42
17759,54,MomentumTrader,32,BCM,cm_contagion,0.18179742030576324,calm,42
17759,74,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.16033409301009016,calm,42
17759,77,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.23156893243399754,calm,42
17759,71,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.23718948536419543,calm,42
17759,41,MomentumTrader,32,BCM,cm_contagion,4.326330657690193,calm,42
17759,70,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.19530356654833464,calm,42
17759,69,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.20930537218639433,calm,42
17759,85,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.27162877171939775,calm,42
19439,21,FundamentalTrader,32,BCM,cm_contagion,0.14970138898241173,calm,42
19439,12,FundamentalTrader,32,BCM,cm_contagion,0.15926954934538173,calm,42
19439,23,FundamentalTrader,32,BCM,cm_contagion,0.1498930467038972,calm,42
19439,5,FundamentalTrader,32,BCM,cm_contagion,0.14977254386549485,calm,42
19439,19,FundamentalTrader,32,BCM,cm_contagion,0.14920059323493207,calm,42
19439,4,FundamentalTrader,32,BCM,cm_contagion,0.18336814297886891,calm,42
19439,47,MomentumTrader,32,BCM,cm_contagion,0.5937767432146432,calm,42
19439,54,MomentumTrader,32,BCM,cm_contagion,0.2354059872255923,calm,42
19439,74,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.16581485405064592,calm,42
19439,77,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.20810132818357727,calm,42
19439,71,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.3584966081857608,calm,42
19439,41,MomentumTrader,32,BCM,cm_contagion,0.6276890625496842,calm,42
19439,70,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.16105787387228396,calm,42
19439,69,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.25303271255465254,calm,42
19439,85,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.2607107602769136,calm,42
20819,1,FundamentalTrader,30,BCM,cm_contagion,0.15196347327902915,calm,42
20819,0,FundamentalTrader,30,BCM,cm_contagion,0.1494253924762849,calm,42
20819,29,FundamentalTrader,30,BCM,cm_contagion,0.15226142795734562,calm,42
20819,20,FundamentalTrader,30,BCM,cm_contagion,0.15203834447366027,calm,42
20819,58,MomentumTrader,30,BCM,cm_contagion,0.5387053837637127,calm,42
20819,44,MomentumTrader,30,BCM,cm_contagion,0.19165189835676733,calm,42
20819,53,MomentumTrader,30,BCM,cm_contagion,0.3204339631866053,calm,42
20819,94,ZeroIntelligenceTrader,30,BCM,cm_contagion,0.1618801025085712,calm,42
20819,63,ZeroIntelligenceTrader,30,BCM,cm_contagion,0.16658556648920642,calm,42
20819,87,ZeroIntelligenceTrader,30,BCM,cm_contagion,0.1595316180136615,calm,42
20819,83,ZeroIntelligenceTrader,30,BCM,cm_contagion,0.4327427227832822,calm,42
20819,76,ZeroIntelligenceTrader,30,BCM,cm_contagion,0.15150940047475064,calm,42
20819,56,MomentumTrader,30,BCM,cm_contagion,5.3269387264271435,calm,42
20819,55,MomentumTrader,30,BCM,cm_contagion,0.5428983323782699,calm,42
20819,66,ZeroIntelligenceTrader,30,BCM,cm_contagion,0.14726903056244522,calm,42
20819,93,ZeroIntelligenceTrader,30,BCM,cm_contagion,0.16332126191993435,calm,42
20819,21,FundamentalTrader,32,BCM,cm_contagion,0.1515053512708126,calm,42
20819,12,FundamentalTrader,32,BCM,cm_contagion,0.15630780962106913,calm,42
20819,23,FundamentalTrader,32,BCM,cm_contagion,0.15311270705793203,calm,42
20819,5,FundamentalTrader,32,BCM,cm_contagion,0.1530969401873257,calm,42
20819,19,FundamentalTrader,32,BCM,cm_contagion,0.1529504365528207,calm,42
20819,4,FundamentalTrader,32,BCM,cm_contagion,0.1502763124125631,calm,42
20819,47,MomentumTrader,32,BCM,cm_contagion,0.49400227022379106,calm,42
20819,54,MomentumTrader,32,BCM,cm_contagion,0.27685641210281525,calm,42
20819,74,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.17379664298668895,calm,42
20819,77,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.15629436291519141,calm,42
20819,71,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.21920287854235895,calm,42
20819,41,MomentumTrader,32,BCM,cm_contagion,1.0010160190055717,calm,42
20819,70,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.1808171227944331,calm,42
20819,69,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.1805611141978669,calm,42
20819,85,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.30395839650471845,calm,42
24239,21,FundamentalTrader,32,BCM,cm_contagion,0.15033678934133674,calm,42
24239,12,FundamentalTrader,32,BCM,cm_contagion,0.16102807137768638,calm,42
24239,23,FundamentalTrader,32,BCM,cm_contagion,0.14917076017075648,calm,42
24239,5,FundamentalTrader,32,BCM,cm_contagion,0.15057318790382793,calm,42
24239,19,FundamentalTrader,32,BCM,cm_contagion,0.1505548458972313,calm,42
24239,4,FundamentalTrader,32,BCM,cm_contagion,0.15184796203621329,calm,42
24239,47,MomentumTrader,32,BCM,cm_contagion,0.41080723248102646,calm,42
24239,54,MomentumTrader,32,BCM,cm_contagion,0.2460198700264236,calm,42
24239,74,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.18953851624654347,calm,42
24239,77,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.15249248802969537,calm,42
24239,71,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.14727319663818356,calm,42
24239,41,MomentumTrader,32,BCM,cm_contagion,0.6164716183728927,calm,42
24239,70,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.16710049783188263,calm,42
24239,69,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.14415905518366212,calm,42
24239,85,ZeroIntelligenceTrader,32,BCM,cm_contagion,0.220442258614308,calm,42
4979,5,FundamentalTrader,33,BCM,cm_contagion,0.14344391660496777,calm,44
4979,16,FundamentalTrader,33,BCM,cm_contagion,0.17406704858661243,calm,44
4979,9,FundamentalTrader,33,BCM,cm_contagion,0.14166395087629602,calm,44
4979,24,FundamentalTrader,33,BCM,cm_contagion,0.18461883177256916,calm,44
4979,2,FundamentalTrader,33,BCM,cm_contagion,0.14236477207140602,calm,44
4979,0,FundamentalTrader,33,BCM,cm_contagion,0.14397712375811297,calm,44
4979,42,MomentumTrader,33,BCM,cm_contagion,0.3066450905793966,calm,44
4979,87,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.3974303725015325,calm,44
4979,56,MomentumTrader,33,BCM,cm_contagion,0.21061966603216895,calm,44
4979,90,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.5064724348315393,calm,44
4979,73,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.5595884809741822,calm,44
4979,45,MomentumTrader,33,BCM,cm_contagion,0.15143997811694124,calm,44
4979,63,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.1597748870286372,calm,44
4979,82,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.22208243927360216,calm,44
6959,5,FundamentalTrader,33,BCM,cm_contagion,0.13646970617810175,calm,44
6959,16,FundamentalTrader,33,BCM,cm_contagion,0.17788864523455555,calm,44
6959,9,FundamentalTrader,33,BCM,cm_contagion,0.1350987382864873,calm,44
6959,24,FundamentalTrader,33,BCM,cm_contagion,0.18343520428449647,calm,44
6959,2,FundamentalTrader,33,BCM,cm_contagion,0.1351024297470086,calm,44
6959,0,FundamentalTrader,33,BCM,cm_contagion,0.13699632112016868,calm,44
6959,42,MomentumTrader,33,BCM,cm_contagion,0.2451772904090999,calm,44
6959,87,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.3282740811527495,calm,44
6959,56,MomentumTrader,33,BCM,cm_contagion,0.2672594816336126,calm,44
6959,90,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.2845617504471743,calm,44
6959,73,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.3576943315394692,calm,44
6959,45,MomentumTrader,33,BCM,cm_contagion,0.36880042148373904,calm,44
6959,63,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.21020695309348567,calm,44
6959,82,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.2640634291780999,calm,44
7859,5,FundamentalTrader,33,BCM,cm_contagion,0.15250283107235404,calm,44
7859,16,FundamentalTrader,33,BCM,cm_contagion,0.14821690898266413,calm,44
7859,9,FundamentalTrader,33,BCM,cm_contagion,0.1490811205898848,calm,44
7859,24,FundamentalTrader,33,BCM,cm_contagion,0.15232676661680675,calm,44
7859,2,FundamentalTrader,33,BCM,cm_contagion,0.14968407603333087,calm,44
7859,0,FundamentalTrader,33,BCM,cm_contagion,0.15386984062991207,calm,44
7859,42,MomentumTrader,33,BCM,cm_contagion,0.2678312760247606,calm,44
7859,87,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.2096502677124486,calm,44
7859,56,MomentumTrader,33,BCM,cm_contagion,0.2868367944048277,calm,44
7859,90,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.1679792560895009,calm,44
7859,73,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.25871535962925296,calm,44
7859,45,MomentumTrader,33,BCM,cm_contagion,0.6531770821468468,calm,44
7859,63,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.16220260047296334,calm,44
7859,82,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.1552306245938232,calm,44
8579,18,FundamentalTrader,30,BCM,cm_contagion,0.1437180041644454,calm,44
8579,20,FundamentalTrader,30,BCM,cm_contagion,0.1531897107912266,calm,44
8579,4,FundamentalTrader,30,BCM,cm_contagion,0.16518579100997213,calm,44
8579,1,FundamentalTrader,30,BCM,cm_contagion,0.14321148212167295,calm,44
8579,10,FundamentalTrader,30,BCM,cm_contagion,0.17655874273292585,calm,44
8579,52,MomentumTrader,30,BCM,cm_contagion,0.5418852887790861,calm,44
8579,41,MomentumTrader,30,BCM,cm_contagion,0.34320695154791653,calm,44
8579,51,MomentumTrader,30,BCM,cm_contagion,0.20347107691421779,calm,44
8579,94,ZeroIntelligenceTrader,30,BCM,cm_contagion,0.14470807930338445,calm,44
8579,76,ZeroIntelligenceTrader,30,BCM,cm_contagion,0.33746143752275676,calm,44
8579,95,ZeroIntelligenceTrader,30,BCM,cm_contagion,0.15543850128609993,calm,44
8579,78,ZeroIntelligenceTrader,30,BCM,cm_contagion,0.1953116496424883,calm,44
8579,65,ZeroIntelligenceTrader,30,BCM,cm_contagion,0.16558304800271761,calm,44
8579,81,ZeroIntelligenceTrader,30,BCM,cm_contagion,0.3211248568009545,calm,44
8579,93,ZeroIntelligenceTrader,30,BCM,cm_contagion,0.21698663785050598,calm,44
10679,5,FundamentalTrader,33,BCM,cm_contagion,0.15081163837523187,calm,44
10679,16,FundamentalTrader,33,BCM,cm_contagion,0.15603870249072616,calm,44
10679,9,FundamentalTrader,33,BCM,cm_contagion,0.15044740533325404,calm,44
10679,24,FundamentalTrader,33,BCM,cm_contagion,0.169443905323262,calm,44
10679,2,FundamentalTrader,33,BCM,cm_contagion,0.15041715662693844,calm,44
10679,0,FundamentalTrader,33,BCM,cm_contagion,0.15094526440066228,calm,44
10679,42,MomentumTrader,33,BCM,cm_contagion,0.26430198797213,calm,44
10679,87,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.1511988138369894,calm,44
10679,56,MomentumTrader,33,BCM,cm_contagion,0.2496063788137766,calm,44
10679,90,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.15429824449102175,calm,44
10679,73,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.15145037051437316,calm,44
10679,45,MomentumTrader,33,BCM,cm_contagion,1.4568161983628185,calm,44
10679,63,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.15006588324542278,calm,44
10679,82,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.2258281173329207,calm,44
12179,5,FundamentalTrader,33,BCM,cm_contagion,0.14957525327509805,calm,44
12179,16,FundamentalTrader,33,BCM,cm_contagion,0.16208015968613235,calm,44
12179,9,FundamentalTrader,33,BCM,cm_contagion,0.14958360938041906,calm,44
12179,24,FundamentalTrader,33,BCM,cm_contagion,0.17245889054259175,calm,44
12179,2,FundamentalTrader,33,BCM,cm_contagion,0.14958632595165053,calm,44
12179,0,FundamentalTrader,33,BCM,cm_contagion,0.14965473921837943,calm,44
12179,42,MomentumTrader,33,BCM,cm_contagion,0.27387482606166597,calm,44
12179,87,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.17312237955687143,calm,44
12179,56,MomentumTrader,33,BCM,cm_contagion,0.18745140470762325,calm,44
12179,90,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.1614189928241356,calm,44
12179,73,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.1556444908942854,calm,44
12179,45,MomentumTrader,33,BCM,cm_contagion,0.6579806073170629,calm,44
12179,63,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.18011376166571724,calm,44
12179,82,ZeroIntelligenceTrader,33,BCM,cm_contagion,0.18835711361692165,calm,44
18359,13,FundamentalTrader,34,BCM,cm_contagion,0.15005591537408078,calm,44
18359,21,FundamentalTrader,34,BCM,cm_contagion,0.16226497343796153,calm,44
18359,23,FundamentalTrader,34,BCM,cm_contagion,0.14528355775903073,calm,44
18359,15,FundamentalTrader,34,BCM,cm_contagion,0.1658252986470036,calm,44
18359,43,MomentumTrader,34,BCM,cm_contagion,0.3992356377228195,calm,44
18359,46,MomentumTrader,34,BCM,cm_contagion,0.31757842205285036,calm,44
18359,11,FundamentalTrader,34,BCM,cm_contagion,0.18852737343196727,calm,44
18359,99,ZeroIntelligenceTrader,34,BCM,cm_contagion,0.17224445391371404,calm,44
18359,97,ZeroIntelligenceTrader,34,BCM,cm_contagion,0.16311115870114323,calm,44
18359,61,ZeroIntelligenceTrader,34,BCM,cm_contagion,0.1500076299095551,calm,44
18359,74,ZeroIntelligenceTrader,34,BCM,cm_contagion,0.15049308088652924,calm,44
18359,79,ZeroIntelligenceTrader,34,BCM,cm_contagion,0.1625989767619929,calm,44
18359,60,ZeroIntelligenceTrader,34,BCM,cm_contagion,0.15587394712357436,calm,44
18359,66,ZeroIntelligenceTrader,34,BCM,cm_contagion,0.15340821853667602,calm,44
18359,70,ZeroIntelligenceTrader,34,BCM,cm_contagion,0.165035988375683,calm,44
18479,22,FundamentalTrader,31,BCM,cm_contagion,0.1534099774417561,calm,44
18479,8,FundamentalTrader,31,BCM,cm_contagion,0.168863999498629,calm,44
18479,26,FundamentalTrader,31,BCM,cm_contagion,0.1777090703715165,calm,44
18479,19,FundamentalTrader,31,BCM,cm_contagion,0.1600226617551261,calm,44
18479,54,MomentumTrader,31,BCM,cm_contagion,0.4147458095230614,calm,44
18479,57,MomentumTrader,31,BCM,cm_contagion,0.4544885998379892,calm,44
18479,53,MomentumTrader,31,BCM,cm_contagion,0.6956209442144808,calm,44
18479,88,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.15660394018614202,calm,44
18479,62,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.1601869687871405,calm,44
18479,96,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.20891917337244847,calm,44
18479,71,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.15414879951682262,calm,44
18479,69,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.16067067373583455,calm,44
18479,77,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.14876090042494897,calm,44
18479,89,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.14959957907438326,calm,44
18479,80,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.15746080994011735,calm,44
19319,22,FundamentalTrader,31,BCM,cm_contagion,0.14933951566097203,calm,44
19319,8,FundamentalTrader,31,BCM,cm_contagion,0.15890821420403253,calm,44
19319,26,FundamentalTrader,31,BCM,cm_contagion,0.1499776553120544,calm,44
19319,19,FundamentalTrader,31,BCM,cm_contagion,0.15446635169434667,calm,44
19319,54,MomentumTrader,31,BCM,cm_contagion,0.43602237081354567,calm,44
19319,57,MomentumTrader,31,BCM,cm_contagion,0.4662164418476983,calm,44
19319,53,MomentumTrader,31,BCM,cm_contagion,0.7534111324552092,calm,44
19319,88,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.18243131297952553,calm,44
19319,62,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.15171660323487335,calm,44
19319,96,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.20943745440648523,calm,44
19319,71,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.19546298317295072,calm,44
19319,69,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.20905749843422405,calm,44
19319,77,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.16429649941145427,calm,44
19319,89,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.17358224677714287,calm,44
19319,80,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.20103341168610805,calm,44
20819,22,FundamentalTrader,31,BCM,cm_contagion,0.16100931501613117,calm,44
20819,8,FundamentalTrader,31,BCM,cm_contagion,0.15870943960000808,calm,44
20819,26,FundamentalTrader,31,BCM,cm_contagion,0.16133073651824467,calm,44
20819,19,FundamentalTrader,31,BCM,cm_contagion,0.15935674601330377,calm,44
20819,54,MomentumTrader,31,BCM,cm_contagion,0.44749378198579015,calm,44
20819,57,MomentumTrader,31,BCM,cm_contagion,0.49981369290756594,calm,44
20819,53,MomentumTrader,31,BCM,cm_contagion,1.096671250918987,calm,44
20819,88,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.15678218318905152,calm,44
20819,62,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.18220212744023967,calm,44
20819,96,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.1473529154042084,calm,44
20819,71,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.1559094173229337,calm,44
20819,69,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.2824490328980281,calm,44
20819,77,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.16776221892676874,calm,44
20819,89,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.15344973111480836,calm,44
20819,80,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.1727948893865899,calm,44
21539,22,FundamentalTrader,31,BCM,cm_contagion,0.14591069577635832,calm,44
21539,8,FundamentalTrader,31,BCM,cm_contagion,0.16940120521446375,calm,44
21539,26,FundamentalTrader,31,BCM,cm_contagion,0.1459414810178051,calm,44
21539,19,FundamentalTrader,31,BCM,cm_contagion,0.15324263065223864,calm,44
21539,54,MomentumTrader,31,BCM,cm_contagion,0.4605941092534093,calm,44
21539,57,MomentumTrader,31,BCM,cm_contagion,0.6358634112385728,calm,44
21539,53,MomentumTrader,31,BCM,cm_contagion,1.4977775517978553,calm,44
21539,88,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.1949546752802559,calm,44
21539,62,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.2382909664959684,calm,44
21539,96,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.16495981454197786,calm,44
21539,71,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.18994492823253242,calm,44
21539,69,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.3534146691767079,calm,44
21539,77,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.2006782654216372,calm,44
21539,89,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.15095831756792552,calm,44
21539,80,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.276069412366623,calm,44
21779,22,FundamentalTrader,31,BCM,cm_contagion,0.147917005612193,calm,44
21779,8,FundamentalTrader,31,BCM,cm_contagion,0.17317511458206852,calm,44
21779,26,FundamentalTrader,31,BCM,cm_contagion,0.1480056505877426,calm,44
21779,19,FundamentalTrader,31,BCM,cm_contagion,0.15739490669607692,calm,44
21779,54,MomentumTrader,31,BCM,cm_contagion,0.4463294633495536,calm,44
21779,57,MomentumTrader,31,BCM,cm_contagion,0.6646270201859389,calm,44
21779,53,MomentumTrader,31,BCM,cm_contagion,1.5527563235530428,calm,44
21779,88,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.17695337562218127,calm,44
21779,62,ZeroIntelligenceTrader,31,BCM,cm_contagion,0.207995866237249,calm,44
