regime,t,mtype,metric,p50,p25,p75
calm,17999,BCMo,cash,6217044393.94253,5160606020.45787,7509288483.999969
calm,17999,BCMo,df_contribution,343046120.2703505,269112894.54151535,419213144.48399246
calm,17999,BCMo,maintenance_margin,1033462540.4625,798117198.4124999,1271263630.6125
calm,17999,NBCM,cash,1679926259.7607036,1111331867.65255,2206304561.373945
calm,17999,NBCM,df_contribution,147759678.86093068,98819827.62327121,203979283.11596784
calm,17999,NBCM,maintenance_margin,442675463.4,300715663.44374996,607480845.1875
calm,18059,BCMc,cash,6414423212.6003065,5428339691.089174,7420654069.702127
calm,18059,BCMc,df_contribution,796156252.739007,685177222.3267004,952218426.3490032
calm,18059,BCMc,maintenance_margin,2392667557.3125,2047143088.06875,2820825764.1
calm,18059,BCMo,cash,6231854842.819635,5199350999.23291,7441737722.3451395
calm,18059,BCMo,df_contribution,343046120.2703505,269112894.54151535,419213144.48399246
calm,18059,BCMo,maintenance_margin,1032635026.5749999,799151980.33125,1273407406.3125
calm,18059,NBCM,cash,1679926259.7607036,1111331867.65255,2206304561.373945
calm,18059,NBCM,df_contribution,147759678.86093068,98819827.62327121,203979283.11596784
calm,18059,NBCM,maintenance_margin,442693580.84999996,293783240.08124995,604309068.7875
calm,18119,BCMc,cash,6413022505.015863,5433681883.936461,7430004697.072822
calm,18119,BCMc,df_contribution,796156252.739007,685177222.3267004,952218426.3490032
calm,18119,BCMc,maintenance_margin,2427990281.325,2062845576.675,2823554901.65625
calm,18119,BCMo,cash,6235972049.817151,5165987997.93824,7488702137.056885
calm,18119,BCMo,df_contribution,343046120.2703505,269112894.54151535,419213144.48399246
calm,18119,BCMo,maintenance_margin,1037871493.3125,798053669.775,1274809189.5
calm,18119,NBCM,cash,1679926259.7607036,1111331867.65255,2206304561.373945
calm,18119,NBCM,df_contribution,147759678.86093068,98819827.62327121,203979283.11596784
calm,18119,NBCM,maintenance_margin,442986980.5125,293072497.81875,607314719.75625
calm,18179,BCMc,cash,6406078497.170406,5431216972.936461,7428018727.347061
calm,18179,BCMc,df_contribution,796156252.739007,685177222.3267004,952218426.3490032
calm,18179,BCMc,maintenance_margin,2427076098.225,2058153437.1375,2833809553.63125
calm,18179,BCMo,cash,6225113067.19253,5163400049.889317,7501612272.624969
calm,18179,BCMo,df_contribution,343046120.2703505,269112894.54151535,419213144.48399246
calm,18179,BCMo,maintenance_margin,1038280420.5749999,799820275.05,1278975101.11875
calm,18179,NBCM,cash,1679926259.7607036,1111331867.65255,2206304561.373945
calm,18179,NBCM,df_contribution,147759678.86093068,98819827.62327121,203979283.11596784
calm,18179,NBCM,maintenance_margin,441879877.34999996,297814881.43125,610109070.3
calm,18239,BCMc,cash,6412353852.135772,5408892765.936623,7449008468.6261215
calm,18239,BCMc,df_contribution,796156252.739007,685177222.3267004,952218426.3490032
calm,18239,BCMc,maintenance_margin,2432162149.0874996,2057990034.88125,2840066008.6499996
calm,18239,BCMo,cash,6187844297.792362,5088937415.168557,7580019200.442074
calm,18239,BCMo,df_contribution,343046120.2703505,269112894.54151535,419213144.48399246
calm,18239,BCMo,maintenance_margin,1040641133.2874999,806343605.49375,1283717865.20625
calm,18239,NBCM,cash,1679926259.7607036,1111331867.65255,2206304561.373945
calm,18239,NBCM,df_contribution,147759678.86093068,98819827.62327121,203979283.11596784
calm,18239,NBCM,maintenance_margin,444905125.98749995,299210097.15,608327439.46875
calm,18299,BCMc,cash,6414370151.565386,5402739863.423342,7447124195.302319
calm,18299,BCMc,df_contribution,796156252.739007,685177222.3267004,952218426.3490032
calm,18299,BCMc,maintenance_margin,2443286041.0875,2067203120.5124998,2848299081.5249996
calm,18299,BCMo,cash,6176122199.850764,5094038582.29594,7612590077.490409
calm,18299,BCMo,df_contribution,343046120.2703505,269112894.54151535,419213144.48399246
calm,18299,BCMo,maintenance_margin,1047252369.4875,807951676.6687499,1281465329.2312498
calm,18299,NBCM,cash,1679926259.7607036,1111331867.65255,2206304561.373945
calm,18299,NBCM,df_contribution,147759678.86093068,98819827.62327121,203979283.11596784
calm,18299,NBCM,maintenance_margin,445247668.9125,302081069.5875,612159446.86875
calm,18359,BCMc,cash,6414042134.934032,5415625392.282665,7437541010.707184
calm,18359,BCMc,df_contribution,793052873.5509452,682533380.4852338,958116590.967254
calm,18359,BCMc,maintenance_margin,2411503410.375,2061095217.46875,2813438105.60625
calm,18359,BCMo,cash,6181175794.65632,5088024863.97706,7592302818.471999
calm,18359,BCMo,df_contribution,340598769.9167277,268443186.3319651,420608633.89616996
calm,18359,BCMo,maintenance_margin,1040731955.6624999,808158366.50625,1278688057.3125
calm,18359,NBCM,cash,1684567773.0400815,1109846076.626877,2203873359.4224052
calm,18359,NBCM,df_contribution,150203207.82453975,97852491.22595978,202798621.18927196
calm,18359,NBCM,maintenance_margin,440834954.0625,295590783.825,604424851.81875
calm,18419,BCMc,cash,6404078557.17701,5403133206.039429,7442992956.247032
calm,18419,BCMc,df_contribution,793052873.5509452,682533380.4852338,958116590.967254
calm,18419,BCMc,maintenance_margin,2423498369.9624996,2068100998.7624998,2826296235.7875
calm,18419,BCMo,cash,6179437311.916112,5102563749.935597,7640729010.314419
calm,18419,BCMo,df_contribution,340598769.9167277,268443186.3319651,420608633.89616996
calm,18419,BCMo,maintenance_margin,1038624966.3374999,805769489.025,1278988697.75625
calm,18419,NBCM,cash,1684567773.0400815,1109846076.626877,2203873359.4224052
calm,18419,NBCM,df_contribution,150203207.82453975,97852491.22595978,202798621.18927196
calm,18419,NBCM,maintenance_margin,442502565.29999995,296081749.40625,608283459.3375
calm,18479,BCMc,cash,6415565709.801548,5406759486.188612,7448376405.105688
calm,18479,BCMc,df_contribution,793052873.5509452,682533380.4852338,958116590.967254
calm,18479,BCMc,maintenance_margin,2387234519.6625,2034444781.96875,2784626688.6
calm,18479,BCMo,cash,6184037239.086678,5105036537.673971,7622441540.54877
calm,18479,BCMo,df_contribution,340598769.9167277,268443186.3319651,420608633.89616996
calm,18479,BCMo,maintenance_margin,1035818997.4124999,794209543.8187499,1281448619.3249998
calm,18479,NBCM,cash,1684567773.0400815,1109846076.626877,2203873359.4224052
calm,18479,NBCM,df_contribution,150203207.82453975,97852491.22595978,202798621.18927196
calm,18479,NBCM,maintenance_margin,432900244.125,286763132.19375,601374582.675
calm,18539,BCMc,cash,6421285457.0121975,5401692692.568838,7441460108.944194
calm,18539,BCMc,df_contribution,793052873.5509452,682533380.4852338,958116590.967254
calm,18539,BCMc,maintenance_margin,2372098435.425,2027860756.14375,2757961907.26875
calm,18539,BCMo,cash,6189516196.763672,5097935531.4166355,7624037943.388225
calm,18539,BCMo,df_contribution,340598769.9167277,268443186.3319651,420608633.89616996
calm,18539,BCMo,maintenance_margin,1031978871.7874999,789452593.14375,1277801490.7124999
calm,18539,NBCM,cash,1684567773.0400815,1109846076.626877,2203873359.4224052
calm,18539,NBCM,df_contribution,150203207.82453975,97852491.22595978,202798621.18927196
calm,18539,NBCM,maintenance_margin,426430525.3875,281972062.74375,600729376.1624999
calm,18599,BCMc,cash,6419351334.665046,5395131307.818838,7447406902.805003
calm,18599,BCMc,df_contribution,793052873.5509452,682533380.4852338,958116590.967254
calm,18599,BCMc,maintenance_margin,2381542498.2375,2033885685.7124999,2777662659.09375
calm,18599,BCMo,cash,6180671711.284591,5098717432.037938,7627632663.047542
calm,18599,BCMo,df_contribution,340598769.9167277,268443186.3319651,420608633.89616996
calm,18599,BCMo,maintenance_margin,1029535820.4375,785003728.89375,1277378163.1125
calm,18599,NBCM,cash,1684567773.0400815,1109846076.626877,2203873359.4224052
calm,18599,NBCM,df_contribution,150203207.82453975,97852491.22595978,202798621.18927196
calm,18599,NBCM,maintenance_margin,428959946.7,287130104.60625,602652516.975
calm,18659,BCMc,cash,6417118682.539583,5391168204.832453,7448199385.630886
calm,18659,BCMc,df_contribution,793052873.5509452,682533380.4852338,958116590.967254
calm,18659,BCMc,maintenance_margin,2413577458.6875,2061041814.1687498,2808111078.3374996
calm,18659,BCMo,cash,6195051294.645525,5093542742.092651,7644433785.708088
calm,18659,BCMo,df_contribution,340598769.9167277,268443186.3319651,420608633.89616996
calm,18659,BCMo,maintenance_margin,1032867022.275,791063590.5562499,1277470220.9624999
calm,18659,NBCM,cash,1684567773.0400815,1109846076.626877,2203873359.4224052
calm,18659,NBCM,df_contribution,150203207.82453975,97852491.22595978,202798621.18927196
calm,18659,NBCM,maintenance_margin,434758481.8874999,287792712.50624996,603796431.09375
calm,18719,BCMc,cash,6417093065.912992,5394560988.941745,7434340954.579822
calm,18719,BCMc,df_contribution,793052873.5509452,682533380.4852338,958116590.967254
calm,18719,BCMc,maintenance_margin,2367188875.8,2036487230.55,2781123082.425
calm,18719,BCMo,cash,6183833911.0014515,5088276365.949198,7625866073.352109
calm,18719,BCMo,df_contribution,340598769.9167277,268443186.3319651,420608633.89616996
calm,18719,BCMo,maintenance_margin,1027125825.5249999,780374707.59375,1270424825.38125
calm,18719,NBCM,cash,1684567773.0400815,1109846076.626877,2203873359.4224052
calm,18719,NBCM,df_contribution,150203207.82453975,97852491.22595978,202798621.18927196
calm,18719,NBCM,maintenance_margin,427949977.95,282457989.16875,597746980.125
calm,18779,BCMc,cash,6448416958.439677,5390752130.134832,7467109278.921076
calm,18779,BCMc,df_contribution,777204367.6862512,664392091.9468299,931801606.907934
calm,18779,BCMc,maintenance_margin,2403041520.2625,2050092745.0874999,2811639930.5249996
calm,18779,BCMo,cash,6216979898.81843,5093645557.917665,7654751443.796984
calm,18779,BCMo,df_contribution,332216544.9729124,259550716.51374075,418658355.4804487
calm,18779,BCMo,maintenance_margin,1030159949.0625,784387506.8812499,1274526389.7
calm,18779,NBCM,cash,1692307793.197392,1107833920.249983,2200758113.474437
calm,18779,NBCM,df_contribution,142203732.7587459,93093084.47444524,196066451.1526525
calm,18779,NBCM,maintenance_margin,431343857.6999999,285966005.00624996,605168994.65625
calm,18839,BCMc,cash,6445349603.206943,5417516653.980397,7467184455.537401
calm,18839,BCMc,df_contribution,777204367.6862512,664392091.9468299,931801606.907934
calm,18839,BCMc,maintenance_margin,2379838555.9125,2043893990.8125,2797842960.1124997
calm,18839,BCMo,cash,6222594024.508686,5118314380.154113,7684245730.658791
calm,18839,BCMo,df_contribution,332216544.9729124,259550716.51374075,418658355.4804487
calm,18839,BCMo,maintenance_margin,1029016985.0625,783656130.2624999,1270416591.73125
calm,18839,NBCM,cash,1692307793.197392,1107833920.249983,2200758113.474437
calm,18839,NBCM,df_contribution,142203732.7587459,93093084.47444524,196066451.1526525
calm,18839,NBCM,maintenance_margin,430480040.5124999,283678288.9875,605901728.5875
calm,18899,BCMc,cash,6455703311.206943,5392213195.243769,7440476805.590563
calm,18899,BCMc,df_contribution,777204367.6862512,664392091.9468299,931801606.907934
calm,18899,BCMc,maintenance_margin,2362818722.85,2031206917.2749999,2780629279.3125
calm,18899,BCMo,cash,6220093171.316523,5115921497.279113,7679786476.023944
calm,18899,BCMo,df_contribution,332216544.9729124,259550716.51374075,418658355.4804487
calm,18899,BCMo,maintenance_margin,1028835160.7625,782116994.53125,1268293841.55
calm,18899,NBCM,cash,1692307793.197392,1107833920.249983,2200758113.474437
calm,18899,NBCM,df_contribution,142203732.7587459,93093084.47444524,196066451.1526525
calm,18899,NBCM,maintenance_margin,428366882.36249995,285936105.65625,602214853.1625
calm,18959,BCMc,cash,6442290635.005274,5381036314.031808,7432096385.648934
calm,18959,BCMc,df_contribution,777204367.6862512,664392091.9468299,931801606.907934
calm,18959,BCMc,maintenance_margin,2386807096.6125,2055606710.625,2806426857.65625
calm,18959,BCMo,cash,6219369904.480152,5111292118.904113,7696317659.033791
calm,18959,BCMo,df_contribution,332216544.9729124,259550716.51374075,418658355.4804487
calm,18959,BCMo,maintenance_margin,1028049708.5999999,779291517.7124999,1265483188.29375
calm,18959,NBCM,cash,1692307793.197392,1107833920.249983,2200758113.474437
calm,18959,NBCM,df_contribution,142203732.7587459,93093084.47444524,196066451.1526525
calm,18959,NBCM,maintenance_margin,432624442.5,288406733.9625,607323787.03125
calm,19019,BCMc,cash,6433553193.974611,5386665961.593631,7433299957.096391
calm,19019,BCMc,df_contribution,777204367.6862512,664392091.9468299,931801606.907934
calm,19019,BCMc,maintenance_margin,2383167947.2875,2047202495.6062498,2794559138.1
calm,19019,BCMo,cash,6216220530.51243,5111986474.043781,7703646301.658791
calm,19019,BCMo,df_contribution,332216544.9729124,259550716.51374075,418658355.4804487
calm,19019,BCMo,maintenance_margin,1025647415.0999999,784161651.1499999,1266255142.14375
calm,19019,NBCM,cash,1692307793.197392,1107833920.249983,2200758113.474437
calm,19019,NBCM,df_contribution,142203732.7587459,93093084.47444524,196066451.1526525
calm,19019,NBCM,maintenance_margin,430683718.61249995,291758127.69375,603618060.99375
calm,19079,BCMc,cash,6435868661.147216,5395140744.774668,7429169231.527326
calm,19079,BCMc,df_contribution,777204367.6862512,664392091.9468299,931801606.907934
calm,19079,BCMc,maintenance_margin,2358952855.3125,2015191402.4812498,2780901263.3625
calm,19079,BCMo,cash,6232838880.4135065,5083754471.550668,7760465133.640072
calm,19079,BCMo,df_contribution,332216544.9729124,259550716.51374075,418658355.4804487
calm,19079,BCMo,maintenance_margin,1024005357.675,785945324.3625,1261706701.3874998
calm,19079,NBCM,cash,1692307793.197392,1107833920.249983,2200758113.474437
calm,19079,NBCM,df_contribution,142203732.7587459,93093084.47444524,196066451.1526525
calm,19079,NBCM,maintenance_margin,421533795.03749996,283845597.525,595354043.53125
calm,19139,BCMc,cash,6432329237.687456,5408899452.998163,7461504839.470476
calm,19139,BCMc,df_contribution,775208606.7377347,660962969.6755216,916211509.3913367
calm,19139,BCMc,maintenance_margin,2318272543.125,1983808288.6875,2737708708.95
calm,19139,BCMo,cash,6222758827.6530285,5128182387.812818,7707689063.3465
calm,19139,BCMo,df_contribution,332227779.3669001,257171685.8285117,419064900.2805396
calm,19139,BCMo,maintenance_margin,1020753279.675,779725105.3125,1258892571.4875
calm,19139,NBCM,cash,1690647030.0814185,1109876107.377244,2205657694.2229166
calm,19139,NBCM,df_contribution,141072485.10178933,93446555.63879031,196191536.89316225
calm,19139,NBCM,maintenance_margin,414481013.325,277835103.5625,584728733.025
calm,19199,BCMc,cash,6448205326.358706,5398132099.373163,7449360647.787537
calm,19199,BCMc,df_contribution,775208606.7377347,660962969.6755216,916211509.3913367
calm,19199,BCMc,maintenance_margin,2336096044.125,2003275045.1812499,2752167603.2625
calm,19199,BCMo,cash,6204160454.038539,5103572510.54516,7622314850.457056
calm,19199,BCMo,df_contribution,332227779.3669001,257171685.8285117,419064900.2805396
calm,19199,BCMo,maintenance_margin,1016890505.0999999,784567351.8562499,1261908645.975
calm,19199,NBCM,cash,1690647030.0814185,1109876107.377244,2205657694.2229166
calm,19199,NBCM,df_contribution,141072485.10178933,93446555.63879031,196191536.89316225
calm,19199,NBCM,maintenance_margin,419431546.6875,276294924.73125,588745760.2875
calm,19259,BCMc,cash,6428218185.184116,5391824205.248163,7452173913.406965
calm,19259,BCMc,df_contribution,775208606.7377347,660962969.6755216,916211509.3913367
calm,19259,BCMc,maintenance_margin,2391256151.1,2049484328.1562498,2790771936.975
calm,19259,BCMo,cash,6212507146.248299,5114019991.945707,7691058135.4715
calm,19259,BCMo,df_contribution,332227779.3669001,257171685.8285117,419064900.2805396
calm,19259,BCMo,maintenance_margin,1021328916.9749999,788865525.5625,1263358867.05
calm,19259,NBCM,cash,1690647030.0814185,1109876107.377244,2205657694.2229166
calm,19259,NBCM,df_contribution,141072485.10178933,93446555.63879031,196191536.89316225
calm,19259,NBCM,maintenance_margin,427479937.42499995,284526843.35625,601927677.9
calm,19319,BCMc,cash,6439034867.687456,5392769162.498163,7444270354.028065
calm,19319,BCMc,df_contribution,775208606.7377347,660962969.6755216,916211509.3913367
calm,19319,BCMc,maintenance_margin,2358499707.45,2014972362.1687498,2756480808.9375
calm,19319,BCMo,cash,6197034090.115069,5117163667.552963,7679710181.457056
calm,19319,BCMo,df_contribution,332227779.3669001,257171685.8285117,419064900.2805396
calm,19319,BCMo,maintenance_margin,1016382816.7874999,787415604.80625,1263515884.59375
calm,19319,NBCM,cash,1690647030.0814185,1109876107.377244,2205657694.2229166
calm,19319,NBCM,df_contribution,141072485.10178933,93446555.63879031,196191536.89316225
calm,19319,NBCM,maintenance_margin,422967662.1,283042054.63125,598347441.28125
calm,19379,BCMc,cash,6430289737.361769,5385560805.283469,7443022802.347425
calm,19379,BCMc,df_contribution,775208606.7377347,660962969.6755216,916211509.3913367
calm,19379,BCMc,maintenance_margin,2362038710.625,2029976258.0625,2770684842.7124996
calm,19379,BCMo,cash,6218427141.254915,5111412333.601636,7715272980.582056
calm,19379,BCMo,df_contribution,332227779.3669001,257171685.8285117,419064900.2805396
calm,19379,BCMo,maintenance_margin,1021615624.125,786943718.55,1263603255.975
calm,19379,NBCM,cash,1690647030.0814185,1109876107.377244,2205657694.2229166
calm,19379,NBCM,df_contribution,141072485.10178933,93446555.63879031,196191536.89316225
calm,19379,NBCM,maintenance_margin,424380173.4,281874780.84375,600100887.0375
calm,19439,BCMc,cash,6429591256.361769,5372263265.134638,7443769496.347425
calm,19439,BCMc,df_contribution,775208606.7377347,660962969.6755216,916211509.3913367
calm,19439,BCMc,maintenance_margin,2356684559.55,2020237348.5,2753882719.3687496
calm,19439,BCMo,cash,6219931510.074108,5121955263.860954,7711905271.707056
calm,19439,BCMo,df_contribution,332227779.3669001,257171685.8285117,419064900.2805396
calm,19439,BCMo,maintenance_margin,1024075247.5124999,785636876.7,1263753581.00625
calm,19439,NBCM,cash,1690647030.0814185,1109876107.377244,2205657694.2229166
calm,19439,NBCM,df_contribution,141072485.10178933,93446555.63879031,196191536.89316225
calm,19439,NBCM,maintenance_margin,421082173.34999996,281943293.0625,599716563.46875
calm,19499,BCMc,cash,6436724947.159451,5394897908.281113,7455269345.617266
calm,19499,BCMc,df_contribution,775208606.7377347,660962969.6755216,916211509.3913367
calm,19499,BCMc,maintenance_margin,2353838533.875,2030532470.83125,2757786127.81875
calm,19499,BCMo,cash,6190239087.049028,5086986006.521278,7602071104.771842
calm,19499,BCMo,df_contribution,332227779.3669001,257171685.8285117,419064900.2805396
calm,19499,BCMo,maintenance_margin,1018199345.5124999,782861385.3187499,1261757529.0
calm,19499,NBCM,cash,1690647030.0814185,1109876107.377244,2205657694.2229166
calm,19499,NBCM,df_contribution,141072485.10178933,93446555.63879031,196191536.89316225
calm,19499,NBCM,maintenance_margin,423103684.04999995,285248083.95,599435184.0374999
calm,19559,BCMc,cash,6441358408.502914,5389062622.839821,7458712444.484497
calm,19559,BCMc,df_contribution,774059006.4851403,663877279.0660435,916383309.3009292
calm,19559,BCMc,maintenance_margin,2382091260.75,2038329165.6,2757814288.3125
calm,19559,BCMo,cash,6201423307.174076,5093814799.073179,7633810104.601348
calm,19559,BCMo,df_contribution,333135915.77389526,256465205.6423377,415722933.56671345
calm,19559,BCMo,maintenance_margin,1025815563.675,793453621.21875,1261317661.425
calm,19559,NBCM,cash,1687100965.7681336,1107723294.937571,2207900817.2883577
calm,19559,NBCM,df_contribution,141521135.47945148,92802779.90104546,197277203.23096955
calm,19559,NBCM,maintenance_margin,429207187.04999995,287544749.68125,594732894.58125
calm,19619,BCMc,cash,6445338598.916918,5378678128.4816065,7456310236.794927
calm,19619,BCMc,df_contribution,774059006.4851403,663877279.0660435,916383309.3009292
calm,19619,BCMc,maintenance_margin,2360954923.3125,2032213044.9375,2763619011.5625
calm,19619,BCMo,cash,6197202831.605791,5101562677.45794,7671333465.056449
calm,19619,BCMo,df_contribution,333135915.77389526,256465205.6423377,415722933.56671345
calm,19619,BCMo,maintenance_margin,1028067471.2249999,787245455.53125,1268173271.5875
calm,19619,NBCM,cash,1687100965.7681336,1107723294.937571,2207900817.2883577
calm,19619,NBCM,df_contribution,141521135.47945148,92802779.90104546,197277203.23096955
calm,19619,NBCM,maintenance_margin,424363154.625,283614085.96875,598266344.53125
calm,19679,BCMc,cash,6447713010.561572,5368253469.333382,7468841073.818003
calm,19679,BCMc,df_contribution,774059006.4851403,663877279.0660435,916383309.3009292
calm,19679,BCMc,maintenance_margin,2342315872.0125,2013521477.4,2743258276.6875
calm,19679,BCMo,cash,6192087859.953641,5100636155.982201,7636710535.726348
calm,19679,BCMo,df_contribution,333135915.77389526,256465205.6423377,415722933.56671345
calm,19679,BCMo,maintenance_margin,1024440807.0374999,783643570.3125,1261261482.58125
calm,19679,NBCM,cash,1687100965.7681336,1107723294.937571,2207900817.2883577
calm,19679,NBCM,df_contribution,141521135.47945148,92802779.90104546,197277203.23096955
calm,19679,NBCM,maintenance_margin,416709957.7125,275978869.70624995,593130654.50625
calm,19739,BCMc,cash,6440840751.1436825,5363229165.730188,7460144578.221907
calm,19739,BCMc,df_contribution,774059006.4851403,663877279.0660435,916383309.3009292
calm,19739,BCMc,maintenance_margin,2294208018.7875,1986308557.70625,2704882634.1
calm,19739,BCMo,cash,6260931774.066407,5184273598.977461,7467512949.782866
calm,19739,BCMo,df_contribution,333135915.77389526,256465205.6423377,415722933.56671345
calm,19739,BCMo,maintenance_margin,1021073026.1624999,785534524.6499999,1258685982.1125
calm,19739,NBCM,cash,1687100965.7681336,1107723294.937571,2207900817.2883577
calm,19739,NBCM,df_contribution,141521135.47945148,92802779.90104546,197277203.23096955
calm,19739,NBCM,maintenance_margin,411119341.42499995,274660940.64375,584671832.775
calm,19799,BCMc,cash,6428853755.305175,5376688630.689086,7467600708.756797
calm,19799,BCMc,df_contribution,774059006.4851403,663877279.0660435,916383309.3009292
calm,19799,BCMc,maintenance_margin,2346018396.075,2018540587.1062498,2738315180.75625
calm,19799,BCMo,cash,6230310667.016365,5164227082.7764435,7507785838.590445
calm,19799,BCMo,df_contribution,333135915.77389526,256465205.6423377,415722933.56671345
calm,19799,BCMo,maintenance_margin,1024576234.7624999,786685063.9499999,1254245610.15
calm,19799,NBCM,cash,1687100965.7681336,1107723294.937571,2207900817.2883577
calm,19799,NBCM,df_contribution,141521135.47945148,92802779.90104546,197277203.23096955
calm,19799,NBCM,maintenance_margin,419934974.9625,280338113.92499995,594243457.3125
calm,19859,BCMc,cash,6439530934.040202,5383029609.7227745,7468570476.704414
calm,19859,BCMc,df_contribution,774059006.4851403,663877279.0660435,916383309.3009292
calm,19859,BCMc,maintenance_margin,2378719478.475,2037681589.6687498,2760624995.00625
calm,19859,BCMo,cash,6204030839.238791,5103867049.05558,7605591059.406045
calm,19859,BCMo,df_contribution,333135915.77389526,256465205.6423377,415722933.56671345
calm,19859,BCMo,maintenance_margin,1032342573.8249999,791714653.81875,1268309038.10625
calm,19859,NBCM,cash,1687100965.7681336,1107723294.937571,2207900817.2883577
calm,19859,NBCM,df_contribution,141521135.47945148,92802779.90104546,197277203.23096955
calm,19859,NBCM,maintenance_margin,431734834.23749995,283669357.44375,598773968.71875
calm,19919,BCMc,cash,6438285067.537981,5385180317.533947,7460695664.112955
calm,19919,BCMc,df_contribution,775581435.4940073,663121055.4968523,918040348.1482353
calm,19919,BCMc,maintenance_margin,2358652378.3875,2022861394.8,2766708667.35
calm,19919,BCMo,cash,6204571687.301377,5089421734.39651,7576610998.903849
calm,19919,BCMo,df_contribution,332431585.91339314,263920464.97177646,416000518.0919572
calm,19919,BCMo,maintenance_margin,1034312880.7125,796086779.68125,1269717525.5625
calm,19919,NBCM,cash,1688830601.2327094,1108816814.3880298,2217158814.7008295
calm,19919,NBCM,df_contribution,142101301.3372339,93349960.04594843,196149875.83072713
calm,19919,NBCM,maintenance_margin,425630183.4,279390307.95,594915981.075
calm,19979,BCMc,cash,6433487007.914629,5387279266.8257475,7470286833.979196
calm,19979,BCMc,df_contribution,775581435.4940073,663121055.4968523,918040348.1482353
calm,19979,BCMc,maintenance_margin,2346030911.1375,2008673789.85,2739449865.1499996
calm,19979,BCMo,cash,6233374193.23185,5156333061.486455,7506576835.3783245
calm,19979,BCMo,df_contribution,332431585.91339314,263920464.97177646,416000518.0919572
calm,19979,BCMo,maintenance_margin,1026139114.9124999,790996748.7937499,1263692663.3249998
calm,19979,NBCM,cash,1688830601.2327094,1108816814.3880298,2217158814.7008295
calm,19979,NBCM,df_contribution,142101301.3372339,93349960.04594843,196149875.83072713
calm,19979,NBCM,maintenance_margin,422962459.42499995,279285038.2125,592424165.86875
calm,20039,BCMc,cash,6434162220.170567,5385244877.876598,7476279245.725797
calm,20039,BCMc,df_contribution,775581435.4940073,663121055.4968523,918040348.1482353
calm,20039,BCMc,maintenance_margin,2374540140.1499996,2024462246.56875,2760048964.40625
calm,20039,BCMo,cash,6225174707.580997,5146143739.447636,7511544209.374544
calm,20039,BCMo,df_contribution,332431585.91339314,263920464.97177646,416000518.0919572
calm,20039,BCMo,maintenance_margin,1030101791.9625,789515002.8,1267111855.35
calm,20039,NBCM,cash,1688830601.2327094,1108816814.3880298,2217158814.7008295
calm,20039,NBCM,df_contribution,142101301.3372339,93349960.04594843,196149875.83072713
calm,20039,NBCM,maintenance_margin,428099979.15,269177272.03125,597274530.6374999
calm,20099,BCMc,cash,6445293381.313447,5386025893.773718,7478231214.823002
calm,20099,BCMc,df_contribution,775581435.4940073,663121055.4968523,918040348.1482353
calm,20099,BCMc,maintenance_margin,2396768130.9,2037214580.1187499,2767586566.3875
calm,20099,BCMo,cash,6229081511.208233,5129574565.061638,7522689701.078635
calm,20099,BCMo,df_contribution,332431585.91339314,263920464.97177646,416000518.0919572
calm,20099,BCMo,maintenance_margin,1031845902.1875,797893219.40625,1267438140.45
calm,20099,NBCM,cash,1688830601.2327094,1108816814.3880298,2217158814.7008295
calm,20099,NBCM,df_contribution,142101301.3372339,93349960.04594843,196149875.83072713
calm,20099,NBCM,maintenance_margin,429551905.95,271195844.73749995,597726130.9499999
calm,20159,BCMc,cash,6437523153.364487,5389487592.597551,7493758262.783367
calm,20159,BCMc,df_contribution,775581435.4940073,663121055.4968523,918040348.1482353
calm,20159,BCMc,maintenance_margin,2385879017.625,2029552939.0124998,2773187358.24375
calm,20159,BCMo,cash,6219215113.488269,5102360351.232819,7566921499.328635
calm,20159,BCMo,df_contribution,332431585.91339314,263920464.97177646,416000518.0919572
calm,20159,BCMo,maintenance_margin,1031454104.8499999,796010740.2562499,1267632633.7125
calm,20159,NBCM,cash,1688830601.2327094,1108816814.3880298,2217158814.7008295
calm,20159,NBCM,df_contribution,142101301.3372339,93349960.04594843,196149875.83072713
calm,20159,NBCM,maintenance_margin,427771808.775,276289250.73749995,598447886.68125
calm,20219,BCMc,cash,6437142954.332281,5389027471.569896,7490974279.006319
calm,20219,BCMc,df_contribution,775581435.4940073,663121055.4968523,918040348.1482353
calm,20219,BCMc,maintenance_margin,2386462587.1875,2034656848.6875,2766306634.59375
calm,20219,BCMo,cash,6219133919.335342,5097711695.575418,7582669526.74316
calm,20219,BCMo,df_contribution,332431585.91339314,263920464.97177646,416000518.0919572
calm,20219,BCMo,maintenance_margin,1027171339.3125,791457298.8187499,1266768390.09375
calm,20219,NBCM,cash,1688830601.2327094,1108816814.3880298,2217158814.7008295
calm,20219,NBCM,df_contribution,142101301.3372339,93349960.04594843,196149875.83072713
calm,20219,NBCM,maintenance_margin,426951985.61249995,277777460.53125,596882152.96875
calm,20279,BCMc,cash,6444041727.971607,5396054465.86372,7485166065.096824
calm,20279,BCMc,df_contribution,775581435.4940073,663121055.4968523,918040348.1482353
calm,20279,BCMc,maintenance_margin,2370795721.0874996,2025438777.3374999,2744267666.175
calm,20279,BCMo,cash,6211629989.236527,5093506257.700418,7586043821.36816
calm,20279,BCMo,df_contribution,332431585.91339314,263920464.97177646,416000518.0919572
calm,20279,BCMo,maintenance_margin,1026814064.7375,792487922.23125,1262248352.4375
