regime,t,type,p50,p25,p75
stressed,3360,BCM,12359982592.0,11442939900.0,14121980120.0
stressed,3360,FT,8936341860.0,8273605758.0,9640444604.0
stressed,3360,MT,924183568.0,840695976.0,1024387496.0
stressed,3360,ZI,1059461824.0,984472878.0,1119657444.0
stressed,3420,BCM,12530909240.0,11541482820.0,14222690576.0
stressed,3420,FT,9134406680.0,8434024776.0,9847478288.0
stressed,3420,MT,912652920.0,828490374.0,1006360412.0
stressed,3420,ZI,1088595464.0,1009130904.0,1142383512.0
stressed,3480,BCM,12441363384.0,11581774440.0,14092776152.0
stressed,3480,FT,8971550384.0,8294420412.0,9806865000.0
stressed,3480,MT,1063868976.0,972720028.0,1151609400.0
stressed,3480,ZI,1086750624.0,994381720.0,1148390040.0
stressed,3540,BCM,13619126582.391346,12535662421.6918,15373398717.015032
stressed,3540,FT,9815155439.513317,9122067252.413166,10830633468.830582
stressed,3540,MT,1231392193.9275599,1127323862.8146796,1327997476.5429268
stressed,3540,ZI,1215976192.2953894,1120393340.3794985,1283161039.5157259
stressed,3600,BCM,13394958649.250523,12060775295.924456,15072293058.474045
stressed,3600,FT,9539691138.713968,8836690822.383307,10591481739.666704
stressed,3600,MT,1384959953.069336,1277460781.9642315,1520843789.1484666
stressed,3600,ZI,1173029308.9193325,1081942750.520738,1254352801.3220515
stressed,3660,BCM,13315467976.200308,11888943923.109709,14832792646.915585
stressed,3660,FT,9322033683.007038,8610502700.284544,10407751526.825985
stressed,3660,MT,1543506281.477108,1427944305.805111,1681119316.3055756
stressed,3660,ZI,1121808025.9440265,1066733442.730709,1213111397.5802867
stressed,3720,BCM,14171013757.089045,12484188180.839628,15876782159.79759
stressed,3720,FT,9790821771.770115,9024224321.299091,10818149164.211422
stressed,3720,MT,1499243224.0408413,1348831224.8564546,1621687461.3299437
stressed,3720,ZI,1168283753.1418767,1098064525.1315465,1247441455.422495
stressed,3780,BCM,14106832165.388996,12584747025.148645,15911192902.42063
stressed,3780,FT,9733145767.698723,8938363769.74079,10794678610.803032
stressed,3780,MT,1562840615.8876758,1412969578.9438264,1686324271.1385632
stressed,3780,ZI,1166454848.0533395,1093533128.6558726,1254449643.978166
stressed,3840,BCM,14358912077.548676,12760447305.536848,15915701363.18457
stressed,3840,FT,9779709278.841219,8972088571.024334,10792109262.769045
stressed,3840,MT,1578970466.8149886,1424630891.0239089,1707629621.1874394
stressed,3840,ZI,1206802317.3534327,1085738428.8984494,1311742107.5550206
stressed,3900,BCM,14391661143.322186,12629180059.867453,16141726873.883049
stressed,3900,FT,10000010928.200314,9306418757.351566,11075329047.922113
stressed,3900,MT,1437818299.6224174,1294364413.78327,1546161280.3267345
stressed,3900,ZI,1217250536.9573836,1112369993.4390235,1338393315.543842
stressed,3960,BCM,14612009962.264153,12766725490.317047,16391401395.073498
stressed,3960,FT,10092093499.226746,9369038440.673515,11308663941.248482
stressed,3960,MT,1414527356.175638,1284457297.014738,1522469285.2928786
stressed,3960,ZI,1223503170.9610467,1115079922.2954123,1342146987.9978814
stressed,4020,BCM,14673906455.97591,12862992104.103968,16329213096.684383
stressed,4020,FT,10141220139.422962,9362549260.467577,11219716570.477161
stressed,4020,MT,1480169808.3689172,1301364893.0529177,1602818067.5776207
stressed,4020,ZI,1249533849.3791747,1119559687.6439617,1352264048.0737896
stressed,4080,BCM,19547548983.657394,17194452434.69105,21660534444.47981
stressed,4080,FT,13561202570.94294,12542235996.984661,14969074569.24297
stressed,4080,MT,2002474003.5453281,1787035771.9281437,2193206566.409239
stressed,4080,ZI,1649815487.7596166,1496794300.3744485,1804293743.6496418
stressed,4140,BCM,19302357251.08728,16710449952.840576,21272213753.727764
stressed,4140,FT,13496145465.794037,12492316793.989658,14833555927.264103
stressed,4140,MT,1918812134.7519174,1726768427.4404757,2073692317.6011214
stressed,4140,ZI,1645936562.9906387,1520459642.6704206,1810882874.3679006
stressed,4200,BCM,19505382698.93582,16872488506.51825,21110424355.156475
stressed,4200,FT,13515049421.213017,12513632095.17372,14823329792.739485
stressed,4200,MT,2050477816.392867,1842847218.486383,2190023409.297845
stressed,4200,ZI,1670610158.7507424,1536349682.8284335,1842044164.6436396
stressed,4260,BCM,19432419185.72212,16875181141.225136,20978077337.640125
stressed,4260,FT,13534122347.734406,12577263060.976595,14805138154.070646
stressed,4260,MT,2124990099.5537198,1914374556.424582,2280541734.4544754
stressed,4260,ZI,1659418238.6539216,1538726710.5212417,1757559118.4326177
stressed,4320,BCM,19484072201.24756,16885904801.097479,21044559417.005928
stressed,4320,FT,13532696065.409084,12478925097.932936,14636982815.456413
stressed,4320,MT,2087179450.814414,1858130043.8425624,2246664467.341849
stressed,4320,ZI,1671386609.3187757,1532475707.576659,1810984462.6761546
stressed,4380,BCM,19504839195.09823,17001329014.690437,21008690092.424026
stressed,4380,FT,13378678954.242165,12319679723.825779,14485353358.081623
stressed,4380,MT,2264849960.9432297,2072530626.061535,2432045747.273983
stressed,4380,ZI,1675504528.5380464,1532761310.2341366,1785103002.19138
stressed,4440,BCM,19355469750.554977,16736084442.45581,21015631000.875206
stressed,4440,FT,13219989145.94907,12233917005.532192,14219483409.632925
stressed,4440,MT,2390397339.6334386,2163278740.2357216,2563540057.5856867
stressed,4440,ZI,1653240590.1705275,1516353748.922268,1776739209.4546573
stressed,4500,BCM,20343429890.76021,17461187169.62826,22081109399.31411
stressed,4500,FT,13739334191.215233,12752920708.615917,14775367129.02937
stressed,4500,MT,2441272808.0297623,2190247012.842865,2652885760.4699826
stressed,4500,ZI,1742252247.9980025,1613624876.0902872,1912648076.3751235
stressed,4560,BCM,20409049162.503716,17595167766.69453,22185155113.059467
stressed,4560,FT,13869422354.633392,12900841415.755802,14908546365.74655
stressed,4560,MT,2400628794.7535076,2182077649.059846,2626675343.6153035
stressed,4560,ZI,1763209193.0192587,1614563978.6923673,1894111144.872788
stressed,4620,BCM,20393873448.489624,17724112539.854866,22170598376.517296
stressed,4620,FT,13806997685.655172,12752727961.1003,14805673998.592083
stressed,4620,MT,2497568126.866995,2242922715.539545,2718528466.408225
stressed,4620,ZI,1766001483.495448,1620882101.1309361,1921020046.7200866
stressed,4680,BCM,20420561684.656475,17634757816.319057,22117980816.91433
stressed,4680,FT,13892096056.655325,12806273718.315323,14823797586.41726
stressed,4680,MT,2485313660.919017,2193382581.4083323,2695998052.352844
stressed,4680,ZI,1751910744.8897016,1627255450.0286822,1899446554.2290392
stressed,4740,BCM,20313461688.918625,17721568577.267963,22179746509.764103
stressed,4740,FT,13925386194.637428,12788638516.6776,14823913638.76834
stressed,4740,MT,2422360856.7329106,2096004547.0129566,2605562069.5107703
stressed,4740,ZI,1795225118.782683,1657710799.3570237,1958567118.6687856
stressed,4800,BCM,20710840827.236122,18197465369.080143,22392690212.261738
stressed,4800,FT,14150326112.948425,13028273754.330666,15044482078.05817
stressed,4800,MT,2294205647.825527,1969667017.6131558,2484940698.252437
stressed,4800,ZI,1817964136.9865236,1658207796.4102635,2023965592.0139148
stressed,4860,BCM,20985446424.521446,18353904001.529972,22433925610.32
stressed,4860,FT,14176067533.073418,12998528989.446346,15020370759.604565
stressed,4860,MT,2233833613.332614,1890621513.3061485,2429545390.266613
stressed,4860,ZI,1844916690.3934193,1659486366.2010229,2014043454.1116242
stressed,4920,BCM,21992415647.493782,19408096777.8614,23813807930.447533
stressed,4920,FT,14960359067.61304,13734019703.283852,15875178525.91373
stressed,4920,MT,2172069324.030223,1828829443.3208964,2383489204.7620087
stressed,4920,ZI,1980772678.0233588,1753080898.5504537,2160231370.008135
stressed,4980,BCM,21939821464.110104,19329308633.44281,23645741087.734962
stressed,4980,FT,14817192614.172306,13570179873.815804,15655931185.254175
stressed,4980,MT,2244467085.5964227,1851114515.3767617,2427897149.7828403
stressed,4980,ZI,1914992406.3250043,1773735217.0938463,2157404174.252121
stressed,5040,BCM,21962932968.88964,19558878189.676163,23812296148.978146
stressed,5040,FT,14737805278.751148,13553749375.992678,15717116801.640196
stressed,5040,MT,2185923491.8244,1810310617.0480673,2368698984.14185
stressed,5040,ZI,2031189526.189365,1810585140.457498,2260151202.9047875
stressed,5100,BCM,21949413531.201744,19569725652.945507,23729868910.82109
stressed,5100,FT,14847008797.06118,13630507277.0442,15743184883.59907
stressed,5100,MT,2243229679.3602376,1843322664.8914645,2427645007.719604
stressed,5100,ZI,1985131787.0103512,1817517575.5371184,2222518777.7023754
stressed,5160,BCM,21662465490.90229,19325350691.39594,23607169716.90242
stressed,5160,FT,14733336957.146475,13491534483.725399,15673643218.889254
stressed,5160,MT,2434128559.7450113,2056461804.1250906,2631450563.1939955
stressed,5160,ZI,1954597838.4575443,1771600044.7492366,2125699761.4432154
stressed,5220,BCM,21448025414.873356,19176145625.47567,23493533304.577545
stressed,5220,FT,14547025249.174362,13268813568.912926,15517558798.656557
stressed,5220,MT,2475813328.724132,2114374120.005219,2679679616.2474656
stressed,5220,ZI,1955013526.6683257,1788677934.6294014,2140131072.2902749
stressed,5280,BCM,21078369941.898926,19059842694.31167,23452195429.626225
stressed,5280,FT,14409516965.73955,12998896335.496172,15449454820.565235
stressed,5280,MT,2583162327.206728,2235091598.2725334,2789716736.9901695
stressed,5280,ZI,1966918146.523887,1799856433.7021747,2151056850.0654526
stressed,5340,BCM,20750240953.960365,18811183780.32466,22991553870.70126
stressed,5340,FT,14277735164.94442,12911920206.839478,15412264794.983875
stressed,5340,MT,2740598375.7376785,2365953757.970113,2931371710.5895395
stressed,5340,ZI,1892418452.965612,1748703276.2265315,2071812973.82617
stressed,5400,BCM,20675041793.972855,17953233786.801872,22810716638.884907
stressed,5400,FT,13974024062.74957,12609008629.401985,15033367044.787548
stressed,5400,MT,2826244131.875444,2486023820.2567263,3036122615.895921
stressed,5400,ZI,1918907396.1660652,1806602069.5536282,2143204844.70021
stressed,5460,BCM,20665558076.156094,18172228668.587654,22946697958.278793
stressed,5460,FT,13798387351.475555,12572670884.561522,14937949495.62894
stressed,5460,MT,2802179804.624218,2436876735.700401,2980485878.0030575
stressed,5460,ZI,1972247333.6972046,1831531715.0034819,2209274543.537649
stressed,5520,BCM,20538686197.37315,18167494951.31981,22669964665.315548
stressed,5520,FT,13682944355.050232,12505668276.932766,14726867995.723593
stressed,5520,MT,2896751977.8383274,2566655840.470701,3123884861.60643
stressed,5520,ZI,1956224905.0752625,1818108270.2667518,2171685140.594558
stressed,5580,BCM,20654938722.01801,18223839521.806858,22782246533.65601
stressed,5580,FT,13582800828.6282,12399623092.444014,14557301990.475626
stressed,5580,MT,2896381158.7875204,2579564067.76282,3168082996.1862507
stressed,5580,ZI,2036137217.200146,1866991473.0892735,2249440554.4692698
stressed,5640,BCM,20699864131.10285,18252990550.01035,22701746110.53566
stressed,5640,FT,13724001055.329529,12514691753.800688,14655881423.339571
stressed,5640,MT,3029626029.2308855,2725745433.192546,3301193247.0540595
stressed,5640,ZI,1995880759.8580368,1855050375.3467984,2206326272.3817377
stressed,5700,BCM,21390042265.435997,19025734195.764835,23463580329.889206
stressed,5700,FT,14142406129.011196,12771562865.859531,14898514922.467243
stressed,5700,MT,3328049551.316909,3018619707.087684,3600895299.007261
stressed,5700,ZI,2050693838.8287477,1899492508.5060678,2252811137.038889
stressed,5760,BCM,20824387598.7361,18623092968.66662,23153585392.63491
stressed,5760,FT,14083381358.090424,12671225769.924885,14866982662.041462
stressed,5760,MT,3469967454.9026127,3096498145.447142,3727625591.034357
stressed,5760,ZI,2073056740.766069,1909796215.6822462,2348867596.596434
stressed,5820,BCM,21257737307.02099,18726772217.116302,23330338523.46881
stressed,5820,FT,14118115925.874098,12733778731.81615,14984343751.542444
stressed,5820,MT,3533781782.078496,3164132942.8917665,3787817551.3078637
stressed,5820,ZI,2110542213.0498023,1926078612.154665,2384898519.0293508
stressed,5880,BCM,21206007266.476486,18682149094.130894,23244647454.488564
stressed,5880,FT,13989540683.244469,12586308442.435059,14875406343.152761
stressed,5880,MT,3559636373.2965226,3213398701.9886103,3833585676.6379614
stressed,5880,ZI,2122540693.9450111,1922914206.5103478,2340012558.422476
stressed,5940,BCM,20825368558.721035,18485831401.959934,22725885364.312096
stressed,5940,FT,13752898210.648438,12359968943.312897,14670852838.838352
stressed,5940,MT,3628112016.0456505,3307888482.5172033,3883425273.2934995
stressed,5940,ZI,2053864967.581963,1890903778.0660243,2254505221.9761615
stressed,6000,BCM,20482895936.954002,18239258800.193684,22671043377.838257
stressed,6000,FT,13310920215.636353,11805093707.381159,14342710662.192467
stressed,6000,MT,3850014626.402895,3537397347.261013,4157061544.042856
stressed,6000,ZI,2030562657.167931,1866527110.3580346,2221203316.50559
stressed,6060,BCM,20629805823.76407,18449471286.76728,22458891034.771313
stressed,6060,FT,13057398082.942684,11654585512.36632,14004705497.624239
stressed,6060,MT,3945846457.009636,3569975769.8492227,4225565905.996587
stressed,6060,ZI,2148193936.286977,1954017857.5137408,2392681082.829049
stressed,6120,BCM,20385776999.148933,18408676232.0922,22228544114.815483
stressed,6120,FT,12809680145.105368,11387384431.270256,13873947119.532534
stressed,6120,MT,4083173088.8934693,3723679771.8008614,4413697895.37662
stressed,6120,ZI,2068821798.634373,1903338980.965211,2322590127.455104
stressed,6180,BCM,20324076652.526405,18325443374.669136,22303238663.290844
stressed,6180,FT,12803158800.816082,11415343759.486486,13927020092.291601
stressed,6180,MT,4032891165.644863,3709270926.517329,4374236708.552199
stressed,6180,ZI,2050666834.208224,1886794615.9106424,2242698081.276186
stressed,6240,BCM,19949888787.46044,18055679005.93781,22001869525.157604
stressed,6240,FT,12490445263.786732,11075224845.420212,13572071302.7722
stressed,6240,MT,4161839756.8665285,3821140318.3575134,4494881869.597336
stressed,6240,ZI,1993714693.6809964,1828549391.5067496,2160068471.2071943
stressed,6300,BCM,19944035260.492607,17768849577.659744,22017191235.692894
stressed,6300,FT,12364830946.232191,11009799622.222683,13516175092.142397
stressed,6300,MT,4202367513.1030164,3861462117.217668,4524926724.991978
stressed,6300,ZI,2018375221.7866383,1856677734.137568,2274558253.7220383
stressed,6360,BCM,19828221452.729862,17659836242.83742,21958782261.939228
stressed,6360,FT,12327136451.178898,11026840445.69888,13610545763.944546
stressed,6360,MT,4286926371.996369,3980404197.5171967,4574930988.994664
stressed,6360,ZI,2015182098.527629,1848660393.1445403,2274757516.736175
stressed,6420,BCM,19938839297.825256,17773642945.1767,21900952233.838097
stressed,6420,FT,12188268127.804295,10877385371.360401,13458180731.30481
stressed,6420,MT,4322796646.059193,4028101765.1573577,4669093927.737262
stressed,6420,ZI,2133283329.0153332,1906554272.918199,2396146320.7869725
stressed,6480,BCM,20480564179.873886,18315162759.513687,22543587559.70503
stressed,6480,FT,12704689735.468557,11420918332.819195,14171375947.327003
stressed,6480,MT,4142131955.6428156,3806773094.0676937,4453932871.713579
stressed,6480,ZI,2266243804.8295226,2000472079.8686583,2556033187.6476364
stressed,6540,BCM,19676383318.826252,17656425082.9674,21976632849.429985
stressed,6540,FT,12638082554.784243,11289758913.287094,13948432444.933186
stressed,6540,MT,3754891763.6753416,3487911733.912293,4059624971.823605
stressed,6540,ZI,2135379000.2991853,1885164038.8065705,2372523475.5275145
stressed,6600,BCM,19622062322.041798,17783653666.177635,21685451855.794094
stressed,6600,FT,12500499294.5873,11193608862.349009,13835433940.511478
stressed,6600,MT,4006226525.380248,3671468114.004607,4287338839.930315
stressed,6600,ZI,2093733445.5701926,1844377854.9600344,2326508292.93072
stressed,6660,BCM,19616111923.051815,17583990029.356495,21697201078.587543
stressed,6660,FT,12303733429.151361,11119909824.560183,13633560075.98467
stressed,6660,MT,4037241276.789656,3704801424.148181,4295740042.503069
stressed,6660,ZI,2172447115.3519735,1882016115.3404074,2418124917.0091186
stressed,6720,BCM,19405835012.595276,17493185446.724937,21534772234.721855
stressed,6720,FT,12324883210.212723,10991039639.447876,13565937326.367365
stressed,6720,MT,4105939860.0645895,3761755062.0718865,4360531086.221805
stressed,6720,ZI,2063075921.0829659,1841038450.1200595,2301159978.1320095
stressed,6780,BCM,19072014339.683388,16728920581.235283,20895726344.60613
stressed,6780,FT,11953031826.934082,10790772456.240294,13304138026.447453
stressed,6780,MT,4113065089.5219316,3752428796.783479,4366407946.656375
stressed,6780,ZI,2111944111.3829653,1854654520.225867,2311900304.6124964
stressed,6840,BCM,18753250405.752853,16505275617.591394,20617004928.09604
stressed,6840,FT,11640840663.396084,10604608156.631985,13176247809.754719
stressed,6840,MT,4150267186.0221634,3803413776.519144,4412490746.291227
stressed,6840,ZI,2054731271.8478684,1805586190.4680824,2260023161.456841
stressed,6900,BCM,18174895868.933945,16200437910.649109,20154801374.96634
stressed,6900,FT,11019270573.87078,9968327180.33346,12615996296.623749
stressed,6900,MT,4095364623.5271177,3733298068.7259297,4406846458.951998
stressed,6900,ZI,2097144032.7687678,1814308855.345582,2312490951.8127284
stressed,6960,BCM,17605861650.840706,15827848399.536207,19558795820.328075
stressed,6960,FT,10752248837.515453,9617901374.983871,12479762080.088037
stressed,6960,MT,4050569210.725974,3644992285.9547873,4324021791.983969
stressed,6960,ZI,2093525461.6752062,1791150763.3405113,2287835664.3710384
stressed,7020,BCM,17042613991.811588,15154119198.139112,19094489372.25933
stressed,7020,FT,10446812355.419685,9376136025.73045,12301786300.111183
stressed,7020,MT,4113014612.494381,3746971958.0123553,4389087684.687458
stressed,7020,ZI,2010420288.1352396,1743898503.4165583,2261325953.7010536
stressed,7080,BCM,16782446088.672062,14808386068.29588,18761462017.388847
stressed,7080,FT,10177505988.428488,9054730719.628891,11748573714.263607
stressed,7080,MT,4210616747.4624004,3888890474.1121793,4487166544.002456
stressed,7080,ZI,1967909007.0894606,1711648849.6643107,2232969049.9019427
stressed,7140,BCM,16331125162.822517,14884416067.075752,18903333297.57442
stressed,7140,FT,10109108311.22863,8893382997.57052,11693860901.72141
stressed,7140,MT,4363096729.047489,4003255199.665848,4608420618.662411
stressed,7140,ZI,2012722269.5418234,1740289711.848306,2297399555.914811
stressed,7200,BCM,16212208761.535107,14926793868.238968,18679574662.53119
stressed,7200,FT,10002355064.32069,8655391833.447657,11548676915.55077
stressed,7200,MT,4546495629.968069,4148445553.8994823,4809026598.030843
stressed,7200,ZI,1999088173.3126152,1750083073.7541099,2309590464.1909375
stressed,7260,BCM,16128799461.631958,14310163103.977474,18418278071.5818
stressed,7260,FT,9760759220.725546,8527734924.558418,11212155276.862228
stressed,7260,MT,4699931283.199976,4309307674.472376,4966290803.364267
stressed,7260,ZI,2016572225.8181992,1740904882.8735194,2315879381.2565126
stressed,7320,BCM,16333372912.98298,14637958852.996805,18188661244.10228
stressed,7320,FT,9784780867.558403,8583330476.818632,11410051960.896408
stressed,7320,MT,4986429175.305454,4585976685.113327,5270475099.046062
stressed,7320,ZI,2024695577.877485,1783086044.414206,2289367939.177696
stressed,7380,BCM,16320995892.9304,14672886651.39729,18300042466.11621
stressed,7380,FT,9867658060.041393,8631977775.389894,11515320304.636791
stressed,7380,MT,5090407436.054234,4672463934.707042,5335108220.242875
stressed,7380,ZI,1985119064.1474211,1787766878.84491,2279276371.4465375
stressed,7440,BCM,16103602298.24952,14356737099.164549,17855785182.08319
stressed,7440,FT,9600892704.249771,8411714462.276375,11287253825.377728
stressed,7440,MT,5205069597.103058,4834647340.312899,5516792017.65429
stressed,7440,ZI,1954582206.5819745,1762260695.6683953,2263267681.0187454
stressed,7500,BCM,16305427240.790844,14477052412.759708,18108502921.057465
stressed,7500,FT,9604257689.977787,8432061799.123302,11200767731.279314
stressed,7500,MT,5168805407.861202,4771839424.820345,5547845715.428968
stressed,7500,ZI,2059679617.7190876,1793669247.8840823,2425405310.669493
stressed,7560,BCM,16382559450.031115,14808877751.721706,18465084596.442276
stressed,7560,FT,9876696696.435555,8452748191.305649,11434095132.956017
stressed,7560,MT,5337759524.385978,4880780570.900404,5633407369.2678385
stressed,7560,ZI,2130179636.0834553,1870510011.8635674,2619037886.9020424
stressed,7620,BCM,16183778573.656248,14534438183.06012,18095479770.042088
stressed,7620,FT,9928076253.517519,8381446174.832997,11478542976.438908
stressed,7620,MT,5516812831.242662,5043257952.851993,5745421021.371714
stressed,7620,ZI,2103592679.6355493,1856855241.4390726,2603319075.396961
stressed,7680,BCM,16738683908.764214,14678210689.53603,18475730295.70085
stressed,7680,FT,10099928799.781982,8514973451.043931,11748255002.981962
stressed,7680,MT,5725219386.979864,5271580867.698341,6069328356.296465
stressed,7680,ZI,2307860485.9724245,1982691419.8756924,2896969824.5609026
stressed,7740,BCM,21214586172.904903,19196727518.58179,23541567762.315224
stressed,7740,FT,12544898313.384396,10414267111.289415,14684881362.837112
stressed,7740,MT,6897709561.699411,6371042052.418074,7360166803.854443
stressed,7740,ZI,2937584471.30622,2473169946.248018,3758802828.6825213
stressed,7800,BCM,20518929906.22233,18134168689.670456,22675868778.738285
stressed,7800,FT,13036650990.51118,10962254110.502811,15057377915.987902
stressed,7800,MT,6946065028.352051,6401604329.281354,7367878790.342712
stressed,7800,ZI,3214383710.150462,2637338749.319826,4025047636.0031652
stressed,7860,BCM,20057648406.64558,17888679757.52745,22761194641.277966
stressed,7860,FT,12743139978.09834,10577760495.460356,14856661386.597328
stressed,7860,MT,6768638443.60523,6189804294.215183,7230338458.113832
stressed,7860,ZI,3121889161.6088486,2501650618.449722,3795400513.161661
stressed,7920,BCM,19697207695.436382,17640393656.610157,22204511636.53128
stressed,7920,FT,12533399090.19959,10382550782.85797,14567603002.02255
stressed,7920,MT,6893221206.917385,6327878719.357797,7414904475.535414
stressed,7920,ZI,3143870635.0017962,2628292773.032498,3905098839.912315
stressed,7980,BCM,19798153799.687393,17442426461.53131,21952060461.3424
stressed,7980,FT,12179214558.419998,9936410243.01075,14141982260.268745
stressed,7980,MT,7004648653.312649,6445103968.198683,7491216881.215718
stressed,7980,ZI,3006391968.1226306,2531903997.36295,3712732729.394414
stressed,8040,BCM,19589704627.79599,17037014432.75623,21879432065.998543
stressed,8040,FT,12114185700.985516,9891655220.405972,14053697286.011593
stressed,8040,MT,7055711536.875971,6547840457.114776,7579139664.912773
stressed,8040,ZI,3114890683.8843646,2562526055.099262,3832020611.1963797
stressed,8100,BCM,20753915472.543182,18006369147.171608,22822383006.845226
stressed,8100,FT,11896066792.208927,9703803906.72079,13748924313.103125
stressed,8100,MT,7503827790.784254,6978383840.197714,8027132594.982136
stressed,8100,ZI,3062482320.633336,2526017880.378488,3726098046.675764
stressed,8160,BCM,20049588592.223213,17415826489.79734,22512288622.660755
stressed,8160,FT,11945290972.11208,9526169700.02246,13600621994.769024
stressed,8160,MT,7522946776.977098,6955766198.783983,8129271903.369179
stressed,8160,ZI,3101813914.9241667,2527692879.297198,3782777575.3525505
stressed,8220,BCM,20202624032.467808,17560949293.270416,22473916857.61598
stressed,8220,FT,12025488999.254246,9657665688.213783,13780129339.253149
stressed,8220,MT,7617477531.574783,7160303990.03799,8147694463.02922
stressed,8220,ZI,3281064239.6036296,2755854225.9124355,4081732866.402754
stressed,8280,BCM,20009331957.81958,17656198411.52996,22669799926.72945
stressed,8280,FT,12070829785.122082,9862758868.56281,13941515195.583858
stressed,8280,MT,7692417603.541531,7160810860.9159775,8297530570.470224
stressed,8280,ZI,3334455936.6266155,2818498392.5516768,4150531657.5943174
stressed,8340,BCM,20227065208.50794,17333748541.444683,22631942292.550835
stressed,8340,FT,12002235764.127583,9877606365.682333,13935762658.78417
stressed,8340,MT,7869551337.47994,7283404445.778168,8455516744.686929
stressed,8340,ZI,3338436306.2581024,2827533397.131222,4267264064.395303
stressed,8400,BCM,20093705978.827545,17688958215.85884,23073931883.158802
stressed,8400,FT,12101736700.542782,9930019551.1573,13992492495.325909
stressed,8400,MT,7859009631.863876,7333546375.387006,8505374566.420717
stressed,8400,ZI,3700885902.478486,3072853882.9512205,4687546031.81341
stressed,8460,BCM,19928202603.98268,17597409511.5417,22895869114.08617
stressed,8460,FT,12191395769.866371,9959089456.359035,14112713245.32548
stressed,8460,MT,7844694476.418829,7286758747.896284,8409457453.20215
stressed,8460,ZI,3663492339.7224574,3042077343.1281357,4612124777.767598
stressed,8520,BCM,18703435620.250565,16332828942.662922,21239021336.634785
stressed,8520,FT,11039198426.61836,9205172367.643343,13010935772.007006
stressed,8520,MT,7259828095.185316,6807031646.285243,7771980253.49573
stressed,8520,ZI,3569948822.0772367,2955014616.541064,4491262389.248703
stressed,8580,BCM,18117629167.539135,15708632088.320415,20998244406.780865
stressed,8580,FT,10930725751.307945,9090408631.57645,12740525032.739935
stressed,8580,MT,7122743018.887241,6617801692.8399,7710573811.248917
stressed,8580,ZI,3656109915.4435015,3005279878.1536803,4519463548.140023
stressed,8640,BCM,18155599100.788353,15898287219.346197,21166930146.423172
stressed,8640,FT,10677906937.626759,8947812807.742704,12541770370.483166
stressed,8640,MT,7276822016.587771,6771440774.54767,7833110562.327027
stressed,8640,ZI,3625299402.422146,3063443441.1340866,4430762630.286051
stressed,8700,BCM,18387874725.262016,15975345165.841558,20924260975.850517
stressed,8700,FT,10369615252.215576,8635438700.342407,12142713025.008339
stressed,8700,MT,7338444963.747065,6854684805.093334,7919969617.050091
stressed,8700,ZI,3510433743.731843,2879213518.696822,4361060373.169737
stressed,8760,BCM,18059027230.385166,15810982500.058456,20646061207.34147
stressed,8760,FT,9826440356.61314,8289335943.245243,11422541851.259598
stressed,8760,MT,7426682143.7627,6981378285.964636,7936618131.543579
stressed,8760,ZI,3408659056.15085,2777015678.096702,4260870547.654885
stressed,8820,BCM,18090698955.339054,15690008784.206589,20676337009.581757
stressed,8820,FT,9653502545.609999,8102923977.190384,11359564704.098043
stressed,8820,MT,7480184235.587473,7047018317.44561,8020064012.33038
stressed,8820,ZI,3534166902.6848254,2896130349.1391335,4190622594.911424
stressed,8880,BCM,18178421749.00183,15991863133.074615,20989703122.472008
stressed,8880,FT,9872767944.981936,8391329529.745529,11793141470.261051
stressed,8880,MT,7794488030.701964,7341632342.44811,8333468114.069492
stressed,8880,ZI,3825230408.693507,3084141787.598011,4670449493.963524
stressed,8940,BCM,17911081077.954086,15741541678.66156,20679509539.34906
stressed,8940,FT,9918437518.286892,8323274714.890821,11579816356.798498
stressed,8940,MT,7597285072.161604,7186189427.247213,8191870594.069551
stressed,8940,ZI,3817541419.729319,3080457305.0305934,4778178626.131034
stressed,9000,BCM,18013379139.753273,15908061292.943712,20849404379.49335
stressed,9000,FT,9976353285.105743,8597443851.758986,11645726832.821388
stressed,9000,MT,7767717492.37245,7350912518.442824,8326802009.7860565
stressed,9000,ZI,3879723789.6565275,3186523444.0951033,5061849994.035728
stressed,9060,BCM,17768530656.104042,14947782746.896637,20258710175.28982
stressed,9060,FT,9788242326.115528,8611293012.304356,11653752151.70326
stressed,9060,MT,7692662043.84428,7186859220.382696,8233267082.043941
stressed,9060,ZI,3892709359.783675,3120099924.71573,5081668281.796709
stressed,9120,BCM,17491165073.863464,15170368537.254457,20604908051.162148
stressed,9120,FT,9931720841.462746,8725094883.303352,11728082612.700394
stressed,9120,MT,7845206352.679129,7308319559.803783,8411629449.138567
stressed,9120,ZI,4115941736.378822,3295211732.2145243,5318421585.831349
stressed,9180,BCM,17704121326.49768,15436899167.281527,20399418870.049797
stressed,9180,FT,10253196313.674313,8896754124.615374,12126411208.710278
stressed,9180,MT,7862301876.951699,7309086659.645664,8402243055.761449
stressed,9180,ZI,4304161576.71992,3414264862.4326324,5543802996.087677
stressed,9240,BCM,17711313775.056755,15617762891.382141,20315151271.911285
stressed,9240,FT,10372996159.685986,9109279306.956,12276903113.682476
stressed,9240,MT,7915951943.20602,7250695420.257456,8429309826.610941
stressed,9240,ZI,4258856478.685479,3385707430.0374374,5466464750.182289
stressed,9300,BCM,17756928466.81678,15189037134.352982,20674552358.36731
stressed,9300,FT,10269100331.260612,9079893100.835033,12310691951.076834
