regime,t,type,p50,p25,p75
calm,13680,BCM,14714887059.0,13069081190.25,15961710017.25
calm,13680,FT,10179400513.5,9519568457.625,10881180560.25
calm,13680,MT,1239835434.75,1065583478.25,1377943083.0
calm,13680,ZI,1586634268.5,1430589991.5,1741759087.5
calm,13740,BCM,14778378702.0,13063697415.0,15987763480.5
calm,13740,FT,10226223695.25,9572995686.375,10926089073.0
calm,13740,MT,1178034194.25,1006745815.125,1307070877.5
calm,13740,ZI,1760598033.75,1569268701.0,1925270825.625
calm,13800,BCM,14532242224.5,13084248487.5,15971108701.5
calm,13800,FT,10177093894.5,9538231637.25,10879801773.75
calm,13800,MT,1114075449.0,935862234.75,1239305306.625
calm,13800,ZI,1690024126.5,1506917661.75,1854248619.375
calm,13860,BCM,14636202147.0,13009781702.25,15965544420.0
calm,13860,FT,10188163179.0,9591367312.125,10940968027.125
calm,13860,MT,1242655683.75,1065176284.5,1387023436.125
calm,13860,ZI,1685955539.25,1497873786.75,1846236537.0
calm,13920,BCM,14704156327.5,13117009032.0,15963335671.5
calm,13920,FT,10255239697.5,9581293400.625,10914920968.5
calm,13920,MT,1268914387.5,1086226381.125,1406443601.25
calm,13920,ZI,1713178941.75,1536374417.625,1891837454.625
calm,13980,BCM,14717516062.5,13134906643.5,15988470093.0
calm,13980,FT,10231171148.25,9585030712.5,10899701101.125
calm,13980,MT,1330888117.5,1162528638.75,1478992381.875
calm,13980,ZI,1584798273.0,1438820778.375,1754679376.125
calm,14040,BCM,14766555568.5,13267201086.0,15955729735.5
calm,14040,FT,10249694178.75,9563662047.375,10876853896.875
calm,14040,MT,1321557869.25,1155622477.5,1468121994.0
calm,14040,ZI,1657613385.0,1484166234.375,1842973234.875
calm,14100,BCM,14741751109.5,13181728092.75,15946169229.0
calm,14100,FT,10253745135.0,9558235797.75,10868546625.75
calm,14100,MT,1366031457.0,1200014723.25,1505573581.5
calm,14100,ZI,1628540455.5,1465246617.75,1825459330.5
calm,14160,BCM,14730149263.5,12999440776.5,15950005728.75
calm,14160,FT,10189917274.5,9524782721.25,10848497407.875
calm,14160,MT,1326931625.25,1155822819.75,1460873232.0
calm,14160,ZI,1769804142.75,1593812869.875,1946031331.5
calm,14220,BCM,14838194425.5,13104099162.0,16071871979.25
calm,14220,FT,10297913523.75,9635235144.75,10980742561.875
calm,14220,MT,1260260185.5,1085067227.25,1382970128.625
calm,14220,ZI,1911627168.75,1723422607.875,2095138325.25
calm,14280,BCM,14676702975.0,13042051274.25,15990037593.75
calm,14280,FT,10318928766.75,9544983834.375,10914158165.625
calm,14280,MT,1159252256.25,980939643.75,1304361102.375
calm,14280,ZI,1818315056.25,1619929884.375,1971010262.25
calm,14340,BCM,14641417764.0,12973809735.0,15989820333.75
calm,14340,FT,10255483381.5,9515281521.375,10812023991.0
calm,14340,MT,1136382968.25,968028576.75,1276924395.375
calm,14340,ZI,1651789854.0,1481150034.0,1817758687.5
calm,14400,BCM,14744566408.5,13037536602.0,16037886771.0
calm,14400,FT,10252207665.0,9601731612.0,10924955473.5
calm,14400,MT,1154556220.5,985887580.5,1301861028.375
calm,14400,ZI,1728020142.0,1565460978.75,1889602684.875
calm,14460,BCM,14731263027.0,13112891624.25,16062042739.5
calm,14460,FT,10239596993.25,9671822978.625,11035773177.75
calm,14460,MT,1109644350.75,941657520.375,1250078806.125
calm,14460,ZI,1774245444.75,1634214018.375,1958395262.625
calm,14520,BCM,14568055308.0,13098959466.75,16031986929.0
calm,14520,FT,10221781581.0,9610287288.75,11037166310.25
calm,14520,MT,1089022594.5,918188004.375,1229258817.0
calm,14520,ZI,1732816433.25,1580096890.125,1912601848.5
calm,14580,BCM,14602911768.0,13141529673.75,16039024157.25
calm,14580,FT,10326779388.0,9588772805.625,11032439571.0
calm,14580,MT,1065265470.0,900853013.25,1209673634.625
calm,14580,ZI,1736299458.0,1582723073.25,1908698700.375
calm,14640,BCM,14657664982.5,13260900683.25,16216339887.0
calm,14640,FT,10358042062.5,9563704160.625,11021821250.625
calm,14640,MT,1030576725.0,856771147.125,1177460932.5
calm,14640,ZI,1740151066.5,1585569150.0,1923949738.125
calm,14700,BCM,14582976975.0,13343025631.5,16174582132.5
calm,14700,FT,10338154076.25,9500366179.125,10908307847.25
calm,14700,MT,1046376614.25,869098730.625,1193740474.5
calm,14700,ZI,1702788682.5,1541504064.375,1878320442.375
calm,14760,BCM,14551635384.0,13356832223.25,16137226714.5
calm,14760,FT,10256144386.5,9522476850.375,10874061373.5
calm,14760,MT,1035867753.0,863946256.5,1181275069.5
calm,14760,ZI,1617108970.5,1481620512.375,1794447135.0
calm,14820,BCM,14571723991.5,13281996647.25,16143587752.5
calm,14820,FT,10174493328.75,9501110004.375,10924721606.25
calm,14820,MT,1065361815.0,897825222.0,1210448974.5
calm,14820,ZI,1525656161.25,1380868347.375,1691411665.5
calm,14880,BCM,14648555137.5,13318724396.25,16267249257.75
calm,14880,FT,10264929543.0,9510180212.25,10964745650.25
calm,14880,MT,1086049354.5,915202576.125,1233103851.0
calm,14880,ZI,1633141901.25,1481492458.125,1819587339.0
calm,14940,BCM,14607238689.0,13335340020.75,16150716222.75
calm,14940,FT,10302109004.25,9556900000.875,11030924201.625
calm,14940,MT,1071608037.75,901402233.75,1221368160.375
calm,14940,ZI,1607042295.0,1441070221.5,1785029605.875
calm,15000,BCM,14501847888.0,13266495103.5,16178685088.5
calm,15000,FT,10269164317.5,9501661298.25,10990555562.25
calm,15000,MT,1083931893.0,915327047.25,1236749976.0
calm,15000,ZI,1501434891.0,1325866113.0,1648487443.5
calm,15060,BCM,14520440493.0,13267661733.0,16103923503.75
calm,15060,FT,10227965742.0,9443253368.25,10944154840.5
calm,15060,MT,1124625147.75,965795585.625,1273729999.5
calm,15060,ZI,1395053448.75,1246087636.875,1537663131.0
calm,15120,BCM,14539790065.5,13292628907.5,16087030582.5
calm,15120,FT,10319163232.5,9514020684.375,11065986321.75
calm,15120,MT,1219049921.25,1050544670.625,1374217336.125
calm,15120,ZI,1376070358.5,1224607395.375,1535726938.5
calm,15180,BCM,14547767917.5,13282140044.25,16143940989.0
calm,15180,FT,10313081943.75,9479882167.875,11041316745.75
calm,15180,MT,1265639773.5,1089857014.875,1421215242.75
calm,15180,ZI,1407348283.5,1248035749.875,1569758023.125
calm,15240,BCM,14599278243.0,13335038095.5,16104885034.5
calm,15240,FT,10331106192.0,9458951744.25,11069337771.0
calm,15240,MT,1299980241.0,1123694831.25,1461211517.25
calm,15240,ZI,1403021812.5,1239839591.625,1568968488.0
calm,15300,BCM,14602676364.0,13290428785.5,16110602763.75
calm,15300,FT,10324109632.5,9487894732.875,11025492463.125
calm,15300,MT,1262291861.25,1092897765.0,1421294168.25
calm,15300,ZI,1481603638.5,1313142246.0,1641677536.125
calm,15360,BCM,14636991361.5,13322832601.5,16063969806.0
calm,15360,FT,10291729536.0,9467011344.375,11067207342.75
calm,15360,MT,1229983947.0,1065825500.625,1388355732.0
calm,15360,ZI,1494287628.75,1327370360.625,1651668598.125
calm,15420,BCM,14693579163.0,13301513322.75,16034104080.0
calm,15420,FT,10312938065.25,9475963405.875,11074588195.5
calm,15420,MT,1221271017.75,1055774983.5,1379965758.75
calm,15420,ZI,1492983481.5,1322570529.0,1661740872.75
calm,15480,BCM,14767436421.0,13268597402.25,15995984231.25
calm,15480,FT,10324374351.75,9482492803.5,11077387436.25
calm,15480,MT,1272146908.5,1101661873.875,1438153642.125
calm,15480,ZI,1412957414.25,1260103569.75,1576719410.625
calm,15540,BCM,14644156288.5,13262461616.25,16085042727.75
calm,15540,FT,10320070896.0,9530399840.625,11081026508.625
calm,15540,MT,1291517898.75,1129936970.25,1463126178.375
calm,15540,ZI,1399972209.75,1252729398.375,1575607615.875
calm,15600,BCM,14608284093.0,13232479646.25,16102461170.25
calm,15600,FT,10303179525.0,9461415498.75,11003694358.5
calm,15600,MT,1308836441.25,1138451706.0,1485399217.5
calm,15600,ZI,1422511791.75,1255780044.0,1616445803.25
calm,15660,BCM,14504890572.0,13277111834.25,16168639270.5
calm,15660,FT,10313118427.5,9485494945.875,10990948512.375
calm,15660,MT,1376006123.25,1205091292.5,1536472773.0
calm,15660,ZI,1437690613.5,1254816950.625,1625551605.0
calm,15720,BCM,14484636931.5,13289495494.5,16247941506.0
calm,15720,FT,10293908069.25,9472251478.5,10984471056.0
calm,15720,MT,1378146669.75,1210663584.0,1538141079.375
calm,15720,ZI,1615027812.75,1422008582.625,1827958505.625
calm,15780,BCM,14457017466.0,13373187864.75,16238423565.0
calm,15780,FT,10353440198.25,9521116362.0,11008110515.625
calm,15780,MT,1324827036.0,1153167019.875,1481678692.875
calm,15780,ZI,1562982885.0,1368355716.0,1750883303.25
calm,15840,BCM,14578672815.0,13390734377.25,16228262866.5
calm,15840,FT,10330055025.75,9519021735.75,10975256983.125
calm,15840,MT,1323631759.5,1148443256.25,1495591664.625
calm,15840,ZI,1563912828.0,1371785571.0,1740890170.125
calm,15900,BCM,14563292319.0,13406412087.0,16152887423.25
calm,15900,FT,10435453994.25,9548708136.75,11080753864.875
calm,15900,MT,1258986114.0,1087428551.625,1428751848.375
calm,15900,ZI,1586055453.75,1398321122.625,1771108465.5
calm,15960,BCM,14679150561.0,13378558590.0,16063583782.5
calm,15960,FT,10396422783.0,9497556524.25,11114663335.875
calm,15960,MT,1193156946.0,1020344614.875,1364390357.625
calm,15960,ZI,1606478060.25,1406088266.625,1777750446.375
calm,16020,BCM,14703429510.0,13374816491.25,16039710445.5
calm,16020,FT,10352473233.75,9544453231.5,11113455679.875
calm,16020,MT,1213136460.0,1039965519.375,1383067353.375
calm,16020,ZI,1591004412.0,1408818561.75,1758053290.5
calm,16080,BCM,14704637818.5,13428001768.5,16127299129.5
calm,16080,FT,10306770297.75,9537788373.75,11076372702.0
calm,16080,MT,1193787990.0,1032028846.875,1364894421.75
calm,16080,ZI,1540340187.75,1346779335.375,1685170588.5
calm,16140,BCM,14656236606.0,13396664459.25,16126164225.0
calm,16140,FT,10327412540.25,9534445228.125,11092010826.375
calm,16140,MT,1223275556.25,1061632365.75,1394286018.75
calm,16140,ZI,1514505150.0,1335314507.625,1676141746.875
calm,16200,BCM,14677965220.5,13340567112.75,16141835655.0
calm,16200,FT,10312403960.25,9525796475.625,11121212137.5
calm,16200,MT,1259585379.0,1095650419.5,1427126793.75
calm,16200,ZI,1452129385.5,1255692420.0,1614946970.25
calm,16260,BCM,14659692826.5,13327846636.5,16084689871.5
calm,16260,FT,10285687469.25,9424066971.375,11082209342.625
calm,16260,MT,1299819181.5,1135439599.5,1474485208.875
calm,16260,ZI,1345881127.5,1199785739.625,1516976625.375
calm,16320,BCM,14609442699.0,13325434436.25,16120502680.5
calm,16320,FT,10329156024.75,9439068418.875,11075735170.125
calm,16320,MT,1355921934.75,1179766937.25,1528212640.5
calm,16320,ZI,1384115157.0,1218067051.5,1573146078.75
calm,16380,BCM,14610105391.5,13339804763.25,16139061438.75
calm,16380,FT,10308683574.0,9424944024.75,10997305512.75
calm,16380,MT,1333553931.0,1156282538.625,1499483064.375
calm,16380,ZI,1417327674.75,1246596696.0,1603451776.5
calm,16440,BCM,14785946379.0,13355019402.75,16271712382.5
calm,16440,FT,10335413862.0,9479382841.125,11036423832.75
calm,16440,MT,1320279243.75,1152150475.5,1491762831.75
calm,16440,ZI,1566223521.75,1359124052.625,1773700065.0
calm,16500,BCM,14557239405.0,13191240570.75,16215555969.0
calm,16500,FT,10359133110.0,9483729179.625,11035300126.5
calm,16500,MT,1287617447.25,1122609601.125,1464283042.875
calm,16500,ZI,1503241861.5,1323644631.75,1688163460.875
calm,16560,BCM,14635949062.5,13131306659.25,16204627518.75
calm,16560,FT,10342990179.0,9481320405.0,11122471276.875
calm,16560,MT,1303282037.25,1134357305.625,1473028503.75
calm,16560,ZI,1419533014.5,1240658977.5,1584317208.375
calm,16620,BCM,14622014848.5,13156894712.25,16237290510.0
calm,16620,FT,10323743064.75,9431962454.25,11090046031.875
calm,16620,MT,1311541470.0,1142375727.375,1476364023.0
calm,16620,ZI,1598443146.0,1372732258.5,1770008062.5
calm,16680,BCM,14637782664.0,13210033621.5,16247157412.5
calm,16680,FT,10285023033.0,9429292609.875,11095023515.625
calm,16680,MT,1283977899.0,1116724020.75,1454142434.625
calm,16680,ZI,1525180893.75,1319927958.0,1714396863.375
calm,16740,BCM,14690597008.5,13271174095.5,16217504244.0
calm,16740,FT,10280813708.25,9439317084.375,11021111951.625
calm,16740,MT,1243655930.25,1072217871.0,1413329991.75
calm,16740,ZI,1571515863.75,1388108043.0,1783786168.125
calm,16800,BCM,14698602468.0,13297705917.75,16170304828.5
calm,16800,FT,10329101898.75,9487622370.375,11156235279.75
calm,16800,MT,1214844419.25,1053348360.75,1390915935.0
calm,16800,ZI,1503607785.75,1310659774.875,1714276760.625
calm,16860,BCM,14702351548.5,13297494845.25,16209439314.75
calm,16860,FT,10314185276.25,9419800324.5,11045115180.0
calm,16860,MT,1205085561.75,1037811146.625,1367843130.0
calm,16860,ZI,1652370255.0,1405010153.25,1836040491.0
calm,16920,BCM,14744969190.0,13235371110.0,16225243879.5
calm,16920,FT,10306225707.75,9445223581.875,11043339835.5
calm,16920,MT,1192378860.0,1019057648.625,1349536284.0
calm,16920,ZI,1762121135.25,1495710569.25,1969570920.375
calm,16980,BCM,14711552433.0,13108053777.75,16104569202.0
calm,16980,FT,10312899300.0,9454436912.25,11054774812.5
calm,16980,MT,1166191335.0,990771264.0,1315243635.75
calm,16980,ZI,1688312292.75,1427668112.25,1895182578.0
calm,17040,BCM,14710408839.0,13169519149.5,16060867632.0
calm,17040,FT,10304021441.25,9432634956.75,11055059371.125
calm,17040,MT,1167972486.75,988888450.5,1315712642.625
calm,17040,ZI,1653344885.25,1406604045.375,1838013133.5
calm,17100,BCM,14740194015.0,13264662537.0,16144490281.5
calm,17100,FT,10333592759.25,9464113775.25,11072554014.375
calm,17100,MT,1153878498.0,970094758.5,1302821611.875
calm,17100,ZI,1823929220.25,1552526112.375,2019204721.125
calm,17160,BCM,14782466493.0,13342293236.25,16220283851.25
calm,17160,FT,10399508460.0,9524676457.125,11182540460.625
calm,17160,MT,1069510983.75,888457254.75,1229772988.125
calm,17160,ZI,1894551090.75,1637813965.5,2066746398.75
calm,17220,BCM,14662489725.0,13154951306.25,16184954081.25
calm,17220,FT,10210696177.5,9529531756.875,11123716719.375
calm,17220,MT,1024268017.5,844984895.625,1184466611.25
calm,17220,ZI,1685846418.75,1454078425.5,1842033082.5
calm,17280,BCM,14686652016.0,13229801880.75,16198375963.5
calm,17280,FT,10252273774.5,9561275667.0,11186206994.25
calm,17280,MT,1074972559.5,892367539.875,1240817673.375
calm,17280,ZI,1616968980.0,1398143632.5,1748173176.0
calm,17340,BCM,14717796259.5,13289852052.0,16197623446.5
calm,17340,FT,10296640881.0,9507018225.375,11213569081.125
calm,17340,MT,1079029005.75,898037420.625,1249464983.625
calm,17340,ZI,1753758504.0,1520082028.125,1880249101.875
calm,17400,BCM,14701909324.5,13171331373.75,16202457938.25
calm,17400,FT,10210299068.25,9576981826.875,11180526388.875
calm,17400,MT,1100617753.5,914653395.0,1272294398.25
calm,17400,ZI,1525009151.25,1301829358.5,1666983903.75
calm,17460,BCM,14658818805.0,13281235038.0,16198281918.0
calm,17460,FT,10337155422.75,9482659232.625,11173860744.75
calm,17460,MT,1179048575.25,991799201.25,1344150887.625
calm,17460,ZI,1616676516.0,1376196304.5,1771153020.0
calm,17520,BCM,14645008467.0,13299626792.25,16165844903.25
calm,17520,FT,10344349703.25,9428460607.125,11098630798.875
calm,17520,MT,1203336240.75,1008438822.0,1362453844.5
calm,17520,ZI,1609614362.25,1384743222.0,1770776761.5
calm,17580,BCM,14712980706.0,13284383681.25,16271079205.5
calm,17580,FT,10350056340.0,9467039589.75,11119393174.5
calm,17580,MT,1128100666.5,955327785.75,1303448908.5
calm,17580,ZI,1645896075.75,1432687245.75,1797161424.75
calm,17640,BCM,14741506278.0,13307831916.75,16231745162.25
calm,17640,FT,10330907616.0,9534313883.25,11179509165.0
calm,17640,MT,1070373631.5,903089472.75,1233424069.875
calm,17640,ZI,1672196463.0,1440452341.125,1813169326.5
calm,17700,BCM,14788476333.0,13231346652.0,16339935651.75
calm,17700,FT,10353617939.25,9540156369.375,11176411486.5
calm,17700,MT,1032445728.0,873900437.625,1203218051.625
calm,17700,ZI,1771808976.0,1524359017.125,1929393470.25
calm,17760,BCM,14650489435.5,13225071024.0,16246470291.75
calm,17760,FT,10314922000.5,9518552332.875,11179453291.875
calm,17760,MT,1014130815.75,841426799.625,1174819469.625
calm,17760,ZI,1704895393.5,1466634146.625,1877540936.625
calm,17820,BCM,14770936449.0,13279502029.5,16297398551.25
calm,17820,FT,10391499976.5,9515747170.125,11103020447.625
calm,17820,MT,1085879488.5,898622312.625,1246211888.625
calm,17820,ZI,1872337477.5,1624020181.875,2021833030.5
calm,17880,BCM,14757923776.5,13270261853.25,16380798459.75
calm,17880,FT,10397480235.75,9557201979.0,11175295146.75
calm,17880,MT,1035727456.5,856311853.5,1196791274.25
calm,17880,ZI,1867479333.75,1625297329.125,2002802614.875
calm,17940,BCM,14749072474.5,13311262314.0,16428422727.0
calm,17940,FT,10385740125.0,9507251738.25,11114057389.5
calm,17940,MT,994312170.0,819549722.25,1157077821.375
calm,17940,ZI,1936089573.75,1679696481.375,2079695885.625
calm,18000,BCM,14770366384.5,13314111000.75,16361482767.75
calm,18000,FT,10375275780.0,9574492477.5,11169653713.875
calm,18000,MT,980617252.5,802190059.875,1139236687.125
calm,18000,ZI,1895397151.5,1620085222.125,2011657498.875
calm,18060,BCM,14682787096.5,13233861855.0,16317063587.25
calm,18060,FT,10341455760.0,9527399757.0,11144552636.25
calm,18060,MT,1040178120.75,855043157.25,1189444746.375
calm,18060,ZI,1793567997.0,1516212688.5,1911062523.375
calm,18120,BCM,14806204366.5,13286390937.75,16353615359.25
calm,18120,FT,10391595651.0,9500962169.25,11088517602.375
calm,18120,MT,1026243087.75,839277531.0,1167415905.375
calm,18120,ZI,1875187705.5,1621329064.875,1996761651.75
calm,18180,BCM,14799987189.0,13278888830.25,16330896677.25
calm,18180,FT,10394251479.0,9535535483.625,11096589440.25
calm,18180,MT,1011811250.25,817284179.25,1147346133.75
calm,18180,ZI,1893942443.25,1645301241.0,2027365034.625
calm,18240,BCM,14898403323.0,13334717112.75,16359150838.5
calm,18240,FT,10438814972.25,9569475671.625,11136276214.875
calm,18240,MT,990362956.5,793865572.875,1126366873.875
calm,18240,ZI,1911675206.25,1668516880.5,2039235675.75
calm,18300,BCM,14766619234.5,13253523471.0,16466860568.25
calm,18300,FT,10484301132.0,9670440696.75,11155206440.25
calm,18300,MT,949949118.0,760482472.5,1093548036.375
calm,18300,ZI,1989352962.0,1778505307.875,2108693832.75
calm,18360,BCM,14743559628.0,13179289659.75,16382238741.0
calm,18360,FT,10392022305.0,9666453249.0,11126897987.625
calm,18360,MT,951027689.25,751711276.125,1087817256.0
calm,18360,ZI,1932938160.75,1721042611.875,2045144760.75
calm,18420,BCM,14766611544.0,13263912519.75,16392670047.0
calm,18420,FT,10411180069.5,9659529785.25,11209764673.125
calm,18420,MT,917345385.0,722150723.25,1052744911.875
calm,18420,ZI,2039759921.25,1834137255.375,2144755692.0
calm,18480,BCM,14806214059.5,13195568443.5,16322752145.25
calm,18480,FT,10328063233.5,9601546374.0,11171696045.625
calm,18480,MT,860475762.0,676100109.375,1005336340.875
calm,18480,ZI,1929680793.0,1741409682.75,2001788796.375
calm,18540,BCM,14887298083.5,13222715784.75,16287362205.75
calm,18540,FT,10290328452.0,9548954922.375,11269975608.0
calm,18540,MT,854760856.5,669978270.0,994968147.375
calm,18540,ZI,1827819479.25,1663433924.625,1907365394.25
calm,18600,BCM,14912408029.5,13195063995.75,16414673735.25
calm,18600,FT,10289949403.5,9604573060.5,11295846241.875
calm,18600,MT,851732001.0,670592634.75,990455132.25
calm,18600,ZI,1862365074.75,1686183044.625,1953518715.0
calm,18660,BCM,15061664754.0,13214929335.75,16495594879.5
calm,18660,FT,10324631400.75,9628607913.75,11349418080.375
calm,18660,MT,830359539.0,650922662.25,973668271.5
calm,18660,ZI,1995362455.5,1818344629.125,2092405209.75
calm,18720,BCM,14939455216.5,13192945242.75,16386873059.25
calm,18720,FT,10284052317.75,9496709752.5,11162338126.875
calm,18720,MT,805473699.75,636871168.125,950516642.25
calm,18720,ZI,1846130553.0,1672255980.0,1938847714.875
calm,18780,BCM,15029760015.0,13238258179.5,16479192420.0
calm,18780,FT,10300821630.75,9591863416.875,11257085571.75
calm,18780,MT,830940234.75,661529484.0,976443433.875
calm,18780,ZI,1920069312.75,1746586777.5,2037680609.625
calm,18840,BCM,15012691416.0,13278893091.75,16295638029.75
calm,18840,FT,10319793225.75,9540994306.5,11270111137.875
calm,18840,MT,787482425.25,623354329.125,933566436.0
calm,18840,ZI,1930921701.75,1740017831.625,2042873762.625
calm,18900,BCM,14958852705.0,13325445945.0,16201652670.0
calm,18900,FT,10274079989.25,9466931919.375,11221215390.0
calm,18900,MT,762050835.0,601858451.25,909300931.875
calm,18900,ZI,1871999325.0,1689207069.375,1970799094.125
calm,18960,BCM,15016018432.5,13349724412.5,16300861539.75
calm,18960,FT,10331242060.5,9534270381.75,11267520710.625
calm,18960,MT,755356387.5,595063715.625,901872526.5
calm,18960,ZI,2006646682.5,1820143659.375,2098857852.0
calm,19020,BCM,14999466735.0,13348161922.5,16303280919.75
calm,19020,FT,10315229323.5,9476169989.625,11283997479.75
calm,19020,MT,727403100.75,568227193.875,866566281.375
calm,19020,ZI,1980865784.25,1784327254.875,2062275607.125
calm,19080,BCM,15075141903.0,13260118061.25,16238911846.5
calm,19080,FT,10270799246.25,9450173292.75,11247565719.375
calm,19080,MT,727516629.0,576211208.625,871063813.125
calm,19080,ZI,1875579401.25,1680161611.5,1950461465.625
calm,19140,BCM,15084664155.0,13194859810.5,16198313670.0
calm,19140,FT,10150561728.0,9316377051.75,11165316772.5
calm,19140,MT,747294511.5,595120788.0,887823956.25
calm,19140,ZI,1684912983.75,1542097260.0,1787157573.75
calm,19200,BCM,15141174552.0,13297264213.5,16252961040.0
calm,19200,FT,10256510439.0,9345301580.25,11264285454.75
calm,19200,MT,822856448.25,655171416.0,967398358.5
calm,19200,ZI,1590210006.75,1465708071.375,1704188803.5
calm,19260,BCM,15228748701.0,13271972865.75,16370647449.75
calm,19260,FT,10344408912.0,9457925816.25,11301551410.5
calm,19260,MT,845416426.5,671249737.125,983650169.25
calm,19260,ZI,1776179697.75,1614886621.875,1909618132.5
calm,19320,BCM,14998145472.0,13051221084.0,16223734451.25
calm,19320,FT,10287383550.75,9457299855.0,11344821754.5
calm,19320,MT,837559730.25,669497059.125,977976649.125
calm,19320,ZI,1690009398.0,1527075273.375,1801644633.0
calm,19380,BCM,14943008479.5,13159972408.5,16274737712.25
calm,19380,FT,10316233921.5,9476400858.75,11265043329.0
calm,19380,MT,825985613.25,656640695.25,966469201.875
calm,19380,ZI,1774752408.0,1618816498.875,1899272484.0
calm,19440,BCM,14963459287.5,13205169227.25,16225531098.75
calm,19440,FT,10252300882.5,9441907708.5,11228073147.0
calm,19440,MT,788170412.25,624946096.125,927742511.25
calm,19440,ZI,1750359273.75,1592200740.375,1855195052.625
calm,19500,BCM,14982207295.5,13199884767.0,16242984513.0
calm,19500,FT,10267029834.75,9438236363.25,11239537272.75
calm,19500,MT,778692327.75,611943348.375,920785446.0
calm,19500,ZI,1779602258.25,1618435225.125,1886607137.25
calm,19560,BCM,15055995960.0,13237276682.25,16381767125.25
calm,19560,FT,10331174598.75,9489834213.75,11225320147.125
calm,19560,MT,726767547.75,581121400.5,869879854.125
calm,19560,ZI,1827702632.25,1679127833.25,1946071872.0
calm,19620,BCM,15055735612.5,13271665639.5,16291088977.5
calm,19620,FT,10294606869.75,9494160001.875,11211798876.75
calm,19620,MT,699122898.0,554922444.375,837957144.375
calm,19620,ZI,1816754577.75,1674904426.875,1934204833.125
calm,19680,BCM,15097215379.5,13264480419.75,16183432361.25
calm,19680,FT,10299761840.25,9414200084.625,11236023438.75
calm,19680,MT,710123364.0,559113063.75,844328863.125
calm,19680,ZI,1714487978.25,1544203791.0,1832872586.625
calm,19740,BCM,15054084787.5,13282663722.75,16099838478.0
calm,19740,FT,10259545270.5,9339367770.0,11170985636.25
calm,19740,MT,752049162.0,584555961.375,881631263.25
calm,19740,ZI,1509036743.25,1374202509.75,1632309063.75
calm,19800,BCM,14972419660.5,13289545233.0,16183178277.75
calm,19800,FT,10240817233.5,9375570851.625,11084159657.25
calm,19800,MT,891157218.75,706702771.125,1048040178.75
calm,19800,ZI,1653736162.5,1512252409.5,1800539367.75
calm,19860,BCM,15082465909.5,13245219717.75,16356112312.5
calm,19860,FT,10331412583.5,9466237812.375,11227765856.625
calm,19860,MT,847051958.25,664445628.0,995390312.625
calm,19860,ZI,1794544638.75,1607456566.125,1960912759.5
calm,19920,BCM,15164254908.0,13304772902.25,16229382675.75
calm,19920,FT,10382623985.25,9506982933.0,11251752373.125
calm,19920,MT,830542815.0,644618013.75,976164671.25
calm,19920,ZI,1651270506.75,1480927593.375,1772919457.875
calm,19980,BCM,15114137400.0,13213317150.0,16183063611.0
calm,19980,FT,10248773670.0,9482067618.75,11186659949.625
calm,19980,MT,930307587.75,736098019.875,1077685023.375
calm,19980,ZI,1544108919.75,1365538645.125,1671152772.375
calm,20040,BCM,15165600691.5,13182815585.25,16192531890.0
calm,20040,FT,10333829612.25,9521473404.375,11254590291.375
calm,20040,MT,1007539940.25,799060318.875,1150921699.875
calm,20040,ZI,1577840323.5,1403914984.875,1736443848.375
calm,20100,BCM,15053308258.5,13194991602.0,16306210145.25
calm,20100,FT,10348346261.25,9525910557.375,11179138595.625
calm,20100,MT,1018951204.5,814075609.5,1163407848.75
calm,20100,ZI,1621937430.0,1459031450.625,1812204763.875
calm,20160,BCM,15032602183.5,13155433310.25,16386802195.5
calm,20160,FT,10354146279.75,9487944577.125,11161482500.25
calm,20160,MT,975872601.0,763633450.125,1110953449.125
calm,20160,ZI,1676901856.5,1501128328.5,1871800994.25
calm,20220,BCM,15081964290.0,13165335195.75,16380637123.5
calm,20220,FT,10344526611.75,9489041178.75,11235081375.0
calm,20220,MT,956011149.0,751900077.0,1088972635.5
calm,20220,ZI,1696894346.25,1525543976.25,1897346379.375
calm,20280,BCM,15067705158.0,13220040093.75,16361000568.0
calm,20280,FT,10339001039.25,9502512475.5,11223359157.375
calm,20280,MT,931187724.75,717309552.375,1061154651.375
calm,20280,ZI,1648180597.5,1471255056.0,1828993595.625
calm,20340,BCM,15146128552.5,13225746064.5,16321005938.25
calm,20340,FT,10329244305.75,9466603431.75,11155019601.375
calm,20340,MT,885766536.0,668584275.75,1010213964.0
calm,20340,ZI,1645099749.0,1467654979.5,1840038696.0
calm,20400,BCM,15149430693.0,13292516927.25,16281312936.75
calm,20400,FT,10312870342.5,9520174395.0,11155688037.0
calm,20400,MT,909223312.5,691394774.625,1027101258.0
calm,20400,ZI,1566361590.75,1405043609.625,1780073460.0
calm,20460,BCM,15249313044.0,13180706606.25,16340408700.75
calm,20460,FT,10338520131.0,9447911795.25,11221327548.0
calm,20460,MT,981587837.25,765407868.75,1101483144.0
calm,20460,ZI,1609886846.25,1416073772.25,1818523661.625
calm,20520,BCM,15209410500.0,13143143801.25,16364033525.25
calm,20520,FT,10356955452.0,9442853973.0,11229209381.25
calm,20520,MT,956726228.25,731064645.0,1076727920.625
calm,20520,ZI,1692277069.5,1507096222.875,1914532420.5
calm,20580,BCM,14975442040.5,13211203421.25,16328449048.5
calm,20580,FT,10349125188.75,9487924537.5,11230208043.75
calm,20580,MT,925630202.25,708518098.125,1048649817.375
