regime,t,mtype,p50,p25,p75
calm,7859,BCMc,0.09878380088926766,0.09109534267596292,0.1113757895057772
calm,7859,BCMo,0.20348465127163973,0.19865948216989662,0.2819884205930559
calm,7859,NBCM,0.1397789404815183,0.12008333936509384,0.16514229397520444
calm,7919,BCMc,0.09803446014471343,0.09029278992864148,0.11072087495250846
calm,7919,BCMo,0.1999637346303138,0.19762183883418327,0.28254745159575345
calm,7919,NBCM,0.13747136352661404,0.11921430504854763,0.1642988375520581
calm,7979,BCMc,0.09824061034252576,0.09013236342765363,0.11111984235416163
calm,7979,BCMo,0.19994718028531802,0.19829808468158502,0.2834271338847716
calm,7979,NBCM,0.13780887717825602,0.11936797989173302,0.16340732517968587
calm,8039,BCMc,0.09724783246397545,0.08947319178745247,0.11042681108388655
calm,8039,BCMo,0.20000374630184214,0.19906696130874107,0.28844225284900704
calm,8039,NBCM,0.1364628372552192,0.11778149309294254,0.1605436941220765
calm,8099,BCMc,0.09707329891769642,0.08930454530602353,0.10982324078352543
calm,8099,BCMo,0.20203493679268458,0.2002615149785949,0.28718277321227653
calm,8099,NBCM,0.1362060246763871,0.11664723222654123,0.15954313726289593
calm,8159,BCMc,0.09514488949680172,0.08770811078898365,0.10673304777314592
calm,8159,BCMo,0.21302069139270363,0.2105547887699063,0.27243087459636117
calm,8159,NBCM,0.13250785543049953,0.11344554870769827,0.1537029607740711
calm,8219,BCMc,0.09655016503330116,0.0888005527094935,0.10674084886193906
calm,8219,BCMo,0.2126811472281868,0.20491970345520238,0.2653298689546407
calm,8219,NBCM,0.13243289148793333,0.1151039482427877,0.15583621315285487
calm,8279,BCMc,0.09875284851455485,0.09013167540301589,0.10882167467219143
calm,8279,BCMo,0.20933800516804021,0.19835621017222244,0.2617267542268249
calm,8279,NBCM,0.13495270960174244,0.1174781952343733,0.16044280078591525
calm,8339,BCMc,0.09800175523284163,0.08974514021647184,0.10892496216982152
calm,8339,BCMo,0.20614155636282167,0.19866507900438626,0.2582307428810435
calm,8339,NBCM,0.13400431539305757,0.11751589752979716,0.15964104260503442
calm,8399,BCMc,0.09685744921068865,0.08894937042797989,0.10773784789413135
calm,8399,BCMo,0.20350723190832098,0.19989383101869967,0.2541734147587476
calm,8399,NBCM,0.1324948660355179,0.11686944967500354,0.15708588273207755
calm,8459,BCMc,0.09809064757095365,0.09015461949661381,0.10908844726851843
calm,8459,BCMo,0.20131019373162423,0.1994556736340224,0.2530542618294055
calm,8459,NBCM,0.13398626184376428,0.11797082965933667,0.16054294623995205
calm,8519,BCMc,0.0983807856651088,0.09096016080707245,0.10994489950034542
calm,8519,BCMo,0.1986022041946983,0.19200392882335526,0.2536682569631363
calm,8519,NBCM,0.13485302362777302,0.1194093927575295,0.16212676922594702
calm,8579,BCMc,0.09645395286565617,0.08886670084343887,0.10720428433385533
calm,8579,BCMo,0.19955363299157136,0.19336901856560537,0.2504873248700632
calm,8579,NBCM,0.13131036151405714,0.1161207677945335,0.15487677309597186
calm,8639,BCMc,0.09655892513369879,0.08918947246347052,0.10732187560639767
calm,8639,BCMo,0.19995145281111962,0.1940788754269725,0.24564022500125643
calm,8639,NBCM,0.13068409754566657,0.11589179479581344,0.15436433361517216
calm,8699,BCMc,0.09685396895814094,0.08953114887885087,0.10798663950003047
calm,8699,BCMo,0.19934833891741427,0.1948581627880623,0.243273857053971
calm,8699,NBCM,0.13119605017243988,0.11640084541512542,0.15524198867298247
calm,8759,BCMc,0.09686876479458928,0.0901697774257046,0.1090377964791605
calm,8759,BCMo,0.19979722234486502,0.19565714259919423,0.2442497890110084
calm,8759,NBCM,0.13120269242859747,0.11700404411739931,0.15749592990709954
calm,8819,BCMc,0.0965632181720521,0.09019769737293057,0.10864853820518339
calm,8819,BCMo,0.20069045222428833,0.19693300916668605,0.2435296026437616
calm,8819,NBCM,0.1310211855805799,0.11687175709186658,0.15829299074070552
calm,8879,BCMc,0.09671042905603602,0.08994644765524362,0.10943845495088975
calm,8879,BCMo,0.20070536758546254,0.19846511010664383,0.24352810750738865
calm,8879,NBCM,0.1318273176849803,0.11712986151406268,0.157789867875611
calm,8939,BCMc,0.09604654551219324,0.08922575109619303,0.10751009630940236
calm,8939,BCMo,0.2037286673086507,0.19806874319701495,0.24055876176558172
