regime,t,p50,p25,p75,im_frac
calm,26879,19436654875.5,18239204682.0,20610960097.5,0.04
calm,26939,19579698063.0,18243512829.0,20813529084.75,0.04
calm,26999,19399007439.0,18051474084.75,20572345417.5,0.04
calm,27059,19438100163.0,18198922302.0,20779878336.75,0.04
calm,27119,19480432041.0,18164364050.25,20872979869.5,0.04
calm,27179,19519267612.5,18256774680.0,21013874367.75,0.04
calm,27239,19300238923.5,18132314771.25,20865279915.0,0.04
calm,27299,19358594230.5,18190782054.0,20942018408.25,0.04
calm,27359,19349842756.5,18075893521.5,20848175109.0,0.04
calm,27419,19384734915.0,18125535138.75,20926582769.25,0.04
calm,27479,19476794358.0,18161478274.5,20953980432.0,0.04
calm,27539,19414615833.0,18053029140.75,20754080097.75,0.04
calm,27599,19450485135.0,18074459542.5,20803820760.0,0.04
calm,27659,19464421702.5,18096591982.5,20743066122.75,0.04
calm,27719,19389315901.5,18130910184.0,20819695558.5,0.04
calm,27779,19523564118.0,18258310845.0,20977824838.5,0.04
calm,27839,19509164293.5,18224299788.75,20937104545.5,0.04
calm,27899,19661697382.5,18337388076.0,21013767447.75,0.04
calm,27959,19649772648.0,18350703330.75,20897203434.75,0.04
calm,28019,19634004094.5,18264655842.75,20861099736.75,0.04
calm,28079,19783681105.5,18428811957.0,21049889991.75,0.04
calm,28139,19608139881.0,18343816078.5,20958773166.0,0.04
calm,28199,19646291079.0,18488748096.0,20970313341.75,0.04
calm,28259,19668885556.5,18484296536.25,20959387728.75,0.04
calm,28319,19696812160.5,18603959492.25,21011277478.5,0.04
calm,28379,19532485957.5,18473006191.5,20819378351.25,0.04
calm,28439,19558252890.0,18487070201.25,20852602807.5,0.04
calm,28499,19395066987.0,18424436672.25,20565701178.75,0.04
calm,28559,19421449600.5,18406686618.0,20573442132.75,0.04
calm,28619,19180574698.5,18138310033.5,20249215515.0,0.04
calm,28679,19278204835.5,18273081879.0,20461740257.25,0.04
calm,28739,19325034391.5,18200097657.0,20444974992.0,0.04
calm,28799,19273231998.0,18132917055.75,20387729769.75,0.04
calm,28859,19242718582.5,18144997096.5,20498331240.0,0.04
calm,28919,19273117855.5,18199124685.0,20385367321.5,0.04
calm,28979,19215620631.0,18052456338.0,20174141362.5,0.04
calm,29039,19183526298.0,18016102410.75,20155866822.0,0.04
calm,29099,19164905032.5,17957647890.0,20372946430.5,0.04
calm,29159,19157291334.0,17859789535.5,20362396079.25,0.04
calm,29219,19216264072.5,18006135639.75,20629226886.75,0.04
calm,29279,19165692658.5,17970068594.25,20542937130.0,0.04
calm,29339,19245699256.5,18118721295.0,20704831542.0,0.04
calm,29399,19350693369.0,18201879218.25,20770121736.0,0.04
calm,29459,19081233405.0,17911105447.5,20166442166.25,0.04
calm,29519,19392714846.0,18088275381.75,20452000844.25,0.04
calm,29579,19322542998.0,18055069431.75,20405926262.25,0.04
calm,29639,19306055052.0,18130186615.5,20508118440.75,0.04
calm,29699,19061308017.0,17899429653.0,20084676626.25,0.04
calm,29759,18976640175.0,17853999486.75,20040161818.5,0.04
calm,29819,19188648994.5,18019874466.0,20436545164.5,0.04
calm,29879,19060296592.5,17869156074.0,20170410702.75,0.04
calm,29939,19026322686.0,17825825088.0,20212554188.25,0.04
calm,29999,19119096004.5,17917508832.75,20500192887.75,0.04
stressed,59,1136088176.0,1089501620.0,1183833000.0,0.04
stressed,119,2058737280.0,1985049924.0,2144790252.0,0.04
stressed,179,3032968360.0,2942953640.0,3142411580.0,0.04
stressed,239,3878547712.0,3794420000.0,3999932160.0,0.04
stressed,299,5096369992.0,4969707836.0,5270719396.0,0.04
stressed,359,6511720960.0,6344813304.0,6725540952.0,0.04
stressed,419,7842842816.0,7614500408.0,8096502072.0,0.04
stressed,479,8976538480.0,8764175336.0,9287490092.0,0.04
stressed,539,10155461096.0,9730530100.0,10467805964.0,0.04
stressed,599,11232074488.0,10686013632.0,11575382312.0,0.04
stressed,659,12187519424.0,11489854616.0,12622392972.0,0.04
stressed,719,12996166032.0,12157335344.0,13461843496.0,0.04
stressed,779,13569797976.0,12772750740.0,14136253224.0,0.04
stressed,839,14234871576.0,13362073680.0,15016153160.0,0.04
stressed,899,14766571328.0,13831449332.0,15523241028.0,0.04
stressed,959,15102016480.0,14135251308.0,15970562840.0,0.04
stressed,1019,15403962000.0,14308259616.0,16281879040.0,0.04
stressed,1079,15741503624.0,14507705316.0,16674607692.0,0.04
stressed,1139,16164806880.0,14910939840.0,17027648784.0,0.04
stressed,1199,16476388424.0,15170266156.0,17308203640.0,0.04
stressed,1259,16372446480.0,15153067872.0,17277845856.0,0.04
stressed,1319,16607065800.0,15347800740.0,17471366880.0,0.04
stressed,1379,16789537488.0,15566358756.0,17714822048.0,0.04
stressed,1439,17026837656.0,15700521372.0,17904351180.0,0.04
stressed,1499,17129582032.0,15714133624.0,18049732448.0,0.04
stressed,1559,17188555032.0,15819495424.0,18034272284.0,0.04
stressed,1619,17231027544.0,15993275168.0,18059699804.0,0.04
stressed,1679,17278617784.0,16157781512.0,18292082748.0,0.04
stressed,1739,17427480848.0,16232436948.0,18429607384.0,0.04
stressed,1799,17546334592.0,16279481936.0,18395116908.0,0.04
stressed,1859,17599388472.0,16376062032.0,18609034772.0,0.04
stressed,1919,17566464960.0,16345211832.0,18532956120.0,0.04
stressed,1979,17369277280.0,16399701124.0,18464426860.0,0.04
stressed,2039,17435754192.0,16465917432.0,18575501476.0,0.04
stressed,2099,17314598080.0,16531708588.0,18536036496.0,0.04
stressed,2159,17426646024.0,16671029904.0,18580934756.0,0.04
stressed,2219,17559330848.0,16701129640.0,18510459204.0,0.04
stressed,2279,17558418480.0,16726483044.0,18467087760.0,0.04
stressed,2339,17581069696.0,16772774412.0,18539765888.0,0.04
stressed,2399,17621135216.0,16763935536.0,18536631068.0,0.04
stressed,2459,17633110064.0,16832551680.0,18470775964.0,0.04
stressed,2519,17640477136.0,16718864564.0,18285400064.0,0.04
stressed,2579,17703187024.0,16813427580.0,18334838764.0,0.04
stressed,2639,17619171808.0,16566317088.0,18187663132.0,0.04
stressed,2699,17509639168.0,16608380360.0,18267524620.0,0.04
stressed,2759,17555668688.0,16607754564.0,18314046804.0,0.04
stressed,2819,17727233632.0,16653506220.0,18379465028.0,0.04
stressed,2879,17894211832.0,16855212328.0,18633600076.0,0.04
stressed,2939,17982794216.0,17059922104.0,18701843604.0,0.04
stressed,2999,17803541608.0,17010279856.0,18744192612.0,0.04
stressed,3059,17659151040.0,16912108336.0,18591779804.0,0.04
stressed,3119,17409671504.0,16732652580.0,18274103752.0,0.04
stressed,3179,17275410944.0,16686414008.0,18281285620.0,0.04
stressed,3239,17250102480.0,16479563112.0,18086523444.0,0.04
stressed,3299,17235025600.0,16359947304.0,17998963816.0,0.04
stressed,3359,17422548832.0,16571634444.0,18255903280.0,0.04
stressed,3419,17661618432.0,16835525424.0,18491438612.0,0.04
stressed,3479,17642566392.0,16760290876.0,18406049568.0,0.04
stressed,3539,19438440197.48204,18543157410.682083,20302563251.26826,0.045613682778323394
stressed,3599,19042196379.379936,18268463702.878223,19875764355.131332,0.045613682778323394
stressed,3659,18886057668.86752,17938219886.937397,19706451797.247818,0.045613682778323394
stressed,3719,19825143831.119644,18635903070.49475,20551599802.53852,0.04686496062874889
stressed,3779,19758550756.005486,18609399369.96951,20476313333.46568,0.04686496062874889
stressed,3839,19860140512.285934,18754787918.710594,20742442226.68981,0.04686496062874889
stressed,3899,20060730557.68525,19051557868.346676,21084949505.07746,0.04686496062874889
stressed,3959,20133996069.060898,19126448098.8639,21247430403.24777,0.04686496062874889
stressed,4019,20318628895.30187,19273640822.053795,21324267263.634624,0.04686496062874889
stressed,4079,27120017679.746845,25765014887.95912,28567531912.815666,0.060842252053660895
stressed,4139,26657570141.500706,25476929824.008064,28053346465.849796,0.060842252053660895
stressed,4199,27017402670.65789,25798304774.84408,28250208958.618813,0.060842252053660895
stressed,4259,26982172633.870995,25883453725.62529,28300112759.397713,0.060842252053660895
stressed,4319,26807101827.99328,25594941439.54876,28147360789.85154,0.060842252053660895
stressed,4379,26856086375.354347,25782578731.93437,28247072357.998695,0.060842252053660895
stressed,4439,26801469441.688564,25760884374.393673,28202259015.501244,0.060842252053660895
stressed,4499,27900355125.862022,26735333324.094795,29340648174.858994,0.06319901490838632
stressed,4559,28013578006.48163,26928973424.680294,29500854707.298058,0.06319901490838632
stressed,4619,27930296506.041668,26899064225.439037,29501339348.94388,0.06319901490838632
stressed,4679,27967074351.180412,26938467572.533722,29516668623.924393,0.06319901490838632
stressed,4739,27949631536.82392,26963813973.535934,29398616504.338783,0.06319901490838632
stressed,4799,28315761050.073563,27187927210.81252,29603635941.473022,0.06319901490838632
stressed,4859,28359528693.62137,27183066359.69927,29776706582.83747,0.06319901490838632
stressed,4919,29765568488.115547,28594866099.34244,31249749480.73805,0.06735283236366457
stressed,4979,29453726989.15072,28387172999.00157,31079818998.624546,0.06735283236366457
stressed,5039,29484025445.26045,28436429243.366135,30936827433.548325,0.06735283236366457
stressed,5099,29704347632.72764,28487930741.544525,31135089211.06728,0.06735283236366457
stressed,5159,29522459975.34348,28475462412.158497,31034161011.976177,0.06735283236366457
stressed,5219,29290667290.70173,28322082891.776447,30826170663.380234,0.06735283236366457
stressed,5279,29303926099.869514,28321480548.661335,30736724256.53368,0.06735283236366457
stressed,5339,29073542672.067745,28206136258.369114,30383055020.448387,0.06807391750174224
stressed,5399,28674847202.280922,27641576979.933968,30261713105.931522,0.06807391750174224
stressed,5459,28631230350.88265,27835088145.63687,30096911665.64712,0.06807391750174224
stressed,5519,28549157005.017105,27642618429.183044,30013377548.815475,0.06807391750174224
stressed,5579,28563665204.225533,27634663624.32381,30124420539.931324,0.06807391750174224
stressed,5639,28756896123.224865,27758558617.07962,30287241975.443882,0.06807391750174224
stressed,5699,29978255744.82215,28816211232.455803,31374528100.5175,0.07486758238322883
stressed,5759,29855046853.275826,28667810762.027523,31153495159.48398,0.07486758238322883
stressed,5819,30327124513.78141,29013738664.969948,31580589636.340202,0.07486758238322883
stressed,5879,30149848545.18594,28754822540.08155,31344585731.81459,0.07486758238322883
stressed,5939,29537716921.85946,28535241985.225716,30982444804.701588,0.07486758238322883
stressed,5999,29217535014.706818,28042256114.88204,30368318888.662617,0.07486758238322883
stressed,6059,29312885753.71592,28029211389.470055,30410159827.472042,0.07486758238322883
stressed,6119,29086667385.65001,27772695997.794487,30154489299.757385,0.07292333545743479
stressed,6179,28954270475.9569,27725150901.910267,30190380160.077812,0.07292333545743479
stressed,6239,28424439521.183388,27301756783.840027,29635747446.574875,0.07292333545743479
stressed,6299,28369310792.197605,27200547120.991676,29645199980.79454,0.07292333545743479
stressed,6359,28424886045.35106,27483853790.657463,29766049144.870617,0.07292333545743479
stressed,6419,28644419442.36827,27541105274.18441,29811351527.326847,0.07292333545743479
stressed,6479,29454072636.70041,28274438546.401844,30724749783.034527,0.07292333545743479
stressed,6539,28356289351.37399,27364679798.051258,29640985246.18361,0.0711720836351728
stressed,6599,28396246127.78528,27369002968.34147,29635182643.1425,0.0711720836351728
stressed,6659,28288779968.2101,27460701073.779816,29565587263.14493,0.0711720836351728
stressed,6719,28264593544.793945,27127817452.521065,29304057854.883377,0.0711720836351728
stressed,6779,27653641518.009655,26700069109.010033,28995835204.025627,0.0711720836351728
stressed,6839,27191714795.5028,26264549884.250546,28405008934.363358,0.0711720836351728
stressed,6899,26390481778.749012,25344944767.980633,27574504050.292236,0.07336478100604842
stressed,6959,25729750344.15307,24571000046.059475,26838553906.67422,0.07336478100604842
stressed,7019,25281004551.46275,23973627272.69886,26623940294.294086,0.07336478100604842
stressed,7079,24790494624.656418,23512183261.60824,26080053799.057373,0.07336478100604842
stressed,7139,24990656886.492847,23630014641.803436,26125932259.438118,0.07336478100604842
stressed,7199,24877172809.76094,23580947014.392357,26131658314.567337,0.07336478100604842
stressed,7259,24860983051.385384,23488722914.041897,25942071659.27771,0.07336478100604842
stressed,7319,25106097528.569405,23760895606.344616,26336582625.64704,0.07336478100604842
stressed,7379,25368484261.472717,23994257331.734108,26531390087.492054,0.07336478100604842
stressed,7439,24863225049.747017,23578625385.897423,26276405824.30986,0.07336478100604842
stressed,7499,25074217009.712788,24081087374.598835,26473657690.610825,0.07336478100604842
stressed,7559,25499728792.52265,24459326326.000153,27153496454.193375,0.07336478100604842
stressed,7619,25664901805.618027,24592981799.829414,27031698533.7483,0.07336478100604842
stressed,7679,26474870571.84337,24988328728.532402,28003737665.124928,0.07336478100604842
stressed,7739,33082227517.6351,31494197695.202805,35150380218.32705,0.09764127893926908
stressed,7799,33219114927.51378,32030276427.5036,35347631712.5954,0.09764127893926908
stressed,7859,32689585376.59243,31478835626.79712,34742865640.83605,0.09764127893926908
stressed,7919,32596275289.0326,30922305645.462784,34441496819.56692,0.09764127893926908
stressed,7979,31942314484.771626,30457948133.147354,33766879651.237732,0.09764127893926908
stressed,8039,31988421282.534424,30583230662.213284,33769548363.145447,0.09764127893926908
stressed,8099,32714744745.872612,31048710756.63332,34724258570.343216,0.10139648282370041
stressed,8159,32151654222.956276,30917605864.8159,34037334976.74918,0.10139648282370041
stressed,8219,32600541441.123753,31377733319.10926,34767298943.786285,0.10139648282370041
stressed,8279,33047445648.276646,31688610291.48781,35189850879.33519,0.10139648282370041
stressed,8339,33111582756.449688,31780993955.28241,35341632683.8851,0.10139648282370041
stressed,8399,33763304269.470963,32407729012.397873,36173935279.445366,0.10139648282370041
stressed,8459,33767784473.06453,32146248614.222572,35912132906.8785,0.10139648282370041
stressed,8519,31371044692.950073,29934554420.63798,33307512165.477684,0.09851879890718834
stressed,8579,30873214640.993572,29273599660.56981,33064488169.59889,0.09851879890718834
stressed,8639,31063055204.10266,29214266369.112156,33030558255.847733,0.09851879890718834
stressed,8699,30620792375.329865,28806460667.59099,32610642081.711502,0.09851879890718834
stressed,8759,29890152648.194584,28332715683.737167,32012723855.93686,0.09851879890718834
stressed,8819,29880833006.26308,28099495303.389503,31508276335.66528,0.09851879890718834
stressed,8879,31251943169.241356,29371538075.380756,32734920738.74715,0.09851879890718834
stressed,8939,30674738395.588333,29029405398.87621,32407197164.30583,0.09601530060415338
stressed,8999,30798613899.08005,29515381667.65943,32784829547.05213,0.09601530060415338
stressed,9059,30650500062.6671,29152002919.513824,32414813203.56658,0.09601530060415338
stressed,9119,31212112048.447693,29471088071.613792,33000589398.456337,0.09601530060415338
stressed,9179,31690587669.158424,30022423568.57531,33631273101.622265,0.09601530060415338
stressed,9239,31748321285.3505,30048306326.7454,33546895527.558437,0.09601530060415338
stressed,9299,31657875993.935055,29969804699.838333,33624444082.09349,0.096849676430275
stressed,9359,32679005036.946106,30639961604.754013,34153440152.685173,0.096849676430275
stressed,9419,32032846116.269405,30679477076.58988,34023053254.08101,0.096849676430275
stressed,9479,31650187078.75332,30021630443.496223,33365687295.61644,0.096849676430275
stressed,9539,31915871193.29653,30195201634.638912,33648299542.348644,0.096849676430275
stressed,9599,31553747618.812534,29808997250.072647,33132951886.503323,0.096849676430275
stressed,9659,31328197855.22255,29578374481.06131,32794661429.054123,0.096849676430275
stressed,9719,30512675059.68203,29165300400.32607,32464944367.768333,0.09835328074917644
stressed,9779,31161161633.12881,29443150208.472202,32435222350.562416,0.09835328074917644
stressed,9839,30055882866.193333,28422847810.595142,31684100371.55854,0.09835328074917644
stressed,9899,31332958987.0261,29504644298.99732,32791135737.923527,0.09835328074917644
stressed,9959,31014114370.894997,29579603878.177837,32790426158.344234,0.09835328074917644
stressed,10019,31061924392.433575,29424338943.618896,32522514477.12206,0.09835328074917644
stressed,10079,31065315456.188557,29406223174.15508,32522830604.23704,0.09835328074917644
stressed,10139,32981317571.319805,31021665281.1972,34694372580.6357,0.09753737977642185
stressed,10199,33249328091.437775,31207092559.993935,34631337712.69308,0.09753737977642185
stressed,10259,33741334023.526287,31605628781.931007,35031712709.313705,0.09753737977642185
stressed,10319,33213144454.587357,31104960506.37586,34807378598.79188,0.09753737977642185
stressed,10379,32834700942.637962,30669585713.344383,34243209548.49214,0.09753737977642185
stressed,10439,34109332589.102516,32079657472.754333,35655373055.53382,0.09753737977642185
stressed,10499,34143224916.84218,31905862931.03421,35514085654.70073,0.09753737977642185
stressed,10559,37043365950.523346,34600809376.64902,39071786768.905334,0.10848266870947487
stressed,10619,37398689063.87727,34911616746.22894,39172968705.8864,0.10848266870947487
stressed,10679,37568231224.36641,35259347049.117226,39558743262.33988,0.10848266870947487
stressed,10739,37437951892.41182,35247577178.58253,39732945925.06291,0.10848266870947487
stressed,10799,36616167449.74715,34515202220.4767,38693441789.04588,0.10848266870947487
stressed,10859,36255469388.99974,34127077538.881363,38789352032.43754,0.10848266870947487
stressed,10919,35116194501.772026,33118776686.605907,37500706348.710495,0.10611218392859517
stressed,10979,35385741859.8439,33454305269.151344,37756450113.947235,0.10611218392859517
stressed,11039,35942179636.21869,33885941131.640263,38220332163.952194,0.10611218392859517
stressed,11099,35850023411.61014,33556521788.305023,37933099088.18494,0.10611218392859517
stressed,11159,35581870601.08189,33386228063.764732,37650564744.81178,0.10611218392859517
stressed,11219,36202417454.05797,33706426056.70343,38309523826.36615,0.10611218392859517
stressed,11279,35891806994.05133,33197955624.566803,37883388076.7068,0.10611218392859517
stressed,11339,37283397893.592026,34956905899.82352,39335333945.63809,0.11284261839780285
stressed,11399,37782666380.02374,35525980263.097374,39969101027.17645,0.11284261839780285
stressed,11459,37876988410.286194,35764526793.74617,40171622867.861084,0.11284261839780285
stressed,11519,37928619663.176735,35951052493.64869,40251932609.56268,0.11284261839780285
stressed,11579,38106275019.24797,36025107391.581024,40409643326.22292,0.11284261839780285
stressed,11639,38175951522.02811,36105627912.00953,40562551619.02381,0.11284261839780285
stressed,11699,37617755514.4114,35313702918.51422,39883600028.521034,0.11284261839780285
stressed,11759,38037100312.622116,35632549962.32294,40057831630.780014,0.11072850700262127
stressed,11819,38232989649.30073,36248854257.727104,40735804075.39051,0.11072850700262127
stressed,11879,37908112320.48354,35984882767.70979,40437498321.763,0.11072850700262127
stressed,11939,37965555612.43233,35923505535.50992,40283117769.43162,0.11072850700262127
stressed,11999,38224229407.76062,35998239903.21812,40478388543.45155,0.11072850700262127
stressed,12059,38823050458.081474,36544905335.349335,40793953261.57144,0.11072850700262127
stressed,12119,38520444751.12298,36147322185.072235,40528448248.16925,0.11072850700262127
stressed,12179,39791237818.54733,37347071307.66328,41857921116.2957,0.11369826984672211
stressed,12239,39167353422.65298,36734630392.492805,41427432281.39969,0.11369826984672211
stressed,12299,39022691361.88409,36724455750.35093,41252106092.868645,0.11369826984672211
stressed,12359,38974489253.25842,36751181631.55162,41152587498.088974,0.11369826984672211
stressed,12419,39398771765.7664,36808472734.389534,41272186116.90974,0.11369826984672211
stressed,12479,38897390774.83051,36515262201.33151,40871142461.99468,0.11369826984672211
stressed,12539,37502922758.50255,35606710081.90224,39459476126.405365,0.11244086170847882
stressed,12599,37405847075.47556,35607372313.60136,39582501574.89851,0.11244086170847882
stressed,12659,37547964386.350235,35549212975.01598,39528788653.96898,0.11244086170847882
stressed,12719,37159782932.95575,35239627132.99551,39236184361.749306,0.11244086170847882
stressed,12779,37571624147.4946,35414180731.49885,39286683306.82002,0.11244086170847882
stressed,12839,37451211453.57271,35327450608.47272,39491642837.06808,0.11244086170847882
stressed,12899,37208309148.08415,34943008004.8795,38959962669.348305,0.11244086170847882
stressed,12959,36818720632.50659,34530859847.379974,38747318020.46332,0.11082571787859533
stressed,13019,37725185546.234024,35713423187.50744,39823359570.54858,0.11082571787859533
stressed,13079,38131242132.64891,35955492133.92998,40199460619.29261,0.11082571787859533
stressed,13139,38745352858.83389,36367909617.835365,40496237694.99703,0.11082571787859533
stressed,13199,38739719077.79582,36110555244.84329,40462817767.550446,0.11082571787859533
stressed,13259,38470954188.63411,35968763746.37995,40175437393.89608,0.11082571787859533
stressed,13319,39019678450.555305,36496026098.235664,40756843672.38652,0.11082571787859533
stressed,13379,38113519300.00226,35948827706.75247,40060743447.31782,0.10791097730286323
stressed,13439,38104354204.877975,35615963067.37598,39764002503.98395,0.10791097730286323
stressed,13499,37761060875.99736,35303969759.897064,39522437910.93432,0.10791097730286323
stressed,13559,38173536623.0571,36039199308.61283,39794418011.478,0.10791097730286323
stressed,13619,37724313346.59494,35515312049.26641,39566090016.30849,0.10791097730286323
stressed,13679,37857200643.327484,35750812110.1382,39740339882.000854,0.10791097730286323
stressed,13739,37974826716.42375,36212731674.21712,40435988331.707794,0.10791097730286323
stressed,13799,38088410347.21303,36031096294.53086,40224577376.37876,0.10230588432356014
stressed,13859,36740768407.50412,35055922047.83173,39103916970.06786,0.10230588432356014
stressed,13919,37278810337.66084,35359612134.3026,39511484134.17255,0.10230588432356014
stressed,13979,36501418471.22316,34552504592.7796,38721621784.04055,0.10230588432356014
stressed,14039,36508836936.89076,34403614726.626976,38640695363.9688,0.10230588432356014
stressed,14099,36552783432.09962,34524991522.4614,38783548753.26162,0.10230588432356014
stressed,14159,39524849414.627846,37333176513.5245,41755184197.15729,0.10737905217765137
stressed,14219,37121210006.816086,35275119576.30464,39492759635.87657,0.10737905217765137
stressed,14279,37214399454.14372,35088021102.40701,39590329697.54104,0.10737905217765137
stressed,14339,36683963537.18759,34361309346.100784,39180241494.83769,0.10737905217765137
stressed,14399,36206659741.66043,34064011133.393375,38761475883.54882,0.10737905217765137
stressed,14459,35407085553.67238,33358460835.347427,37868061488.22532,0.10737905217765137
stressed,14519,35602726879.465256,33387230013.551254,37893786996.45726,0.10737905217765137
stressed,14579,34428425797.79166,32346001140.47409,36699187211.81017,0.10416990833894763
stressed,14639,35045243825.93793,33074873978.58024,37159596393.48952,0.10416990833894763
stressed,14699,35503694946.684204,33316197988.362724,37491549515.23375,0.10416990833894763
stressed,14759,35402789889.94444,33356439636.47934,37450205186.969406,0.10416990833894763
stressed,14819,35465083015.94956,33366923598.14731,37526365338.253654,0.10416990833894763
stressed,14879,35971546422.46092,34042016148.076736,38043701551.86684,0.10416990833894763
stressed,14939,36200085971.902695,34145806648.775528,38041362437.409065,0.10416990833894763
stressed,14999,36040698867.57587,33738543435.47192,37886956201.20021,0.10435871917178449
stressed,15059,35535590331.58383,33379363035.9768,37753904626.16509,0.10435871917178449
stressed,15119,35884270240.24286,33847234659.049484,38305111382.63882,0.10435871917178449
stressed,15179,35425082358.371826,33575673829.735115,37955344671.84245,0.10435871917178449
stressed,15239,35043256283.790375,33180272856.450775,37622865598.59334,0.10435871917178449
stressed,15299,35164173120.88303,33246187242.75826,37642642922.103874,0.10435871917178449
stressed,15359,35372013737.26812,33464427487.277355,37867784262.61959,0.10435871917178449
stressed,15419,32629785194.131184,31073309642.84415,35269377732.90495,0.09928930902441749
stressed,15479,33140094909.736496,31385726740.165604,35513506572.51403,0.09928930902441749
stressed,15539,33440839267.950047,31655092598.75886,35862092749.540115,0.09928930902441749
stressed,15599,33669583765.288063,31837689520.26675,36073007329.49434,0.09928930902441749
stressed,15659,33861461764.88594,31805178844.51351,36392248114.365295,0.09928930902441749
stressed,15719,34444192844.34146,32167870169.99784,36753893168.82685,0.09928930902441749
stressed,15779,33982718268.42004,31897272043.014095,36260369152.40982,0.09647702192582305
stressed,15839,33994870186.07994,31792582231.290493,36043314839.75464,0.09647702192582305
stressed,15899,33886088697.027145,31578217476.109447,35918158305.77037,0.09647702192582305
stressed,15959,33997215291.6427,31619450751.919518,36124037656.03278,0.09647702192582305
stressed,16019,34118186729.597443,31851056732.382584,36239456484.410706,0.09647702192582305
stressed,16079,34119025037.73636,31723190641.237534,36303176007.038315,0.09647702192582305
stressed,16139,34020851930.469673,31571167581.743156,36453381574.50744,0.09647702192582305
stressed,16199,32803468149.4778,30385356203.84414,35076640324.391556,0.09503417191357666
stressed,16259,33130080146.990967,30665033228.213737,35356580545.90027,0.09503417191357666
stressed,16319,33295559653.286552,30802845977.734905,35363560216.61546,0.09503417191357666
stressed,16379,33479580478.57715,31061657308.82258,35784174115.36346,0.09503417191357666
stressed,16439,33402140191.98511,31241411955.101803,35731890077.32982,0.09503417191357666
stressed,16499,33560698378.547066,31510056053.807022,35979099551.17953,0.09503417191357666
stressed,16559,33447461152.26998,31405872390.965126,35824260384.384155,0.09503417191357666
stressed,16619,33293348819.8696,31282537880.042274,35596592625.960785,0.09441162959334562
stressed,16679,33771893651.023815,31816312183.304623,36070938528.212326,0.09441162959334562
stressed,16739,33483785894.805573,31513260189.62015,35749083306.672455,0.09441162959334562
stressed,16799,33573525017.321045,31592753431.651443,35593754281.9345,0.09441162959334562
stressed,16859,33741846470.142,31782728229.484283,36117891952.399605,0.09441162959334562
stressed,16919,33755382303.241447,31721071695.13275,36091558273.58575,0.09441162959334562
stressed,16979,33948836698.329933,31832775107.36217,36373847016.21982,0.09441162959334562
stressed,17039,34953953815.61788,32979804116.61039,37677744057.19665,0.09640649097618904
stressed,17099,34720804338.55977,32885978543.08542,37512931453.60858,0.09640649097618904
stressed,17159,34745857454.80715,32962631392.263832,37413734852.736404,0.09640649097618904
stressed,17219,34859922240.702995,33181167448.09134,37298962867.38535,0.09640649097618904
stressed,17279,34840740858.19501,33333505302.403957,37277503881.52806,0.09640649097618904
stressed,17339,34964845782.40577,33251784826.746082,37344902170.323906,0.09640649097618904
stressed,17399,32883305703.637913,31222080879.121643,34905611182.889435,0.09077903464039305
stressed,17459,33058034230.11721,31412680195.292282,35185835632.31325,0.09077903464039305
stressed,17519,33406816050.460346,31724757065.300064,35424448851.38392,0.09077903464039305
stressed,17579,33275019380.49642,31649201919.87226,35107290652.14585,0.09077903464039305
stressed,17639,32786195702.81008,31309487418.157722,34877480130.817795,0.09077903464039305
stressed,17699,32672314347.955673,31074774556.621986,34748890547.979164,0.09077903464039305
stressed,17759,32816408526.9378,30945282802.6592,34735241457.1479,0.09077903464039305
stressed,17819,31731380153.220764,29899854510.0192,33718966754.76793,0.08838016804791915
stressed,17879,31123105131.41778,29428985470.02086,33214058490.756683,0.08838016804791915
stressed,17939,31033816662.706802,29399289804.26089,33108522326.845993,0.08838016804791915
stressed,17999,31025559798.535027,29287449385.745155,33064889117.422886,0.08838016804791915
stressed,18059,31179400328.89066,29357175929.46868,33305627954.386795,0.08838016804791915
stressed,18119,31345599128.84857,29494574575.71937,33409974503.559532,0.08838016804791915
stressed,18179,31250891135.20479,29282453519.98591,33415339489.09063,0.08838016804791915
stressed,18239,31780986390.60621,29914296233.33026,34082714852.138424,0.08799745267909055
stressed,18299,32193776703.689903,30356840077.918655,34406271585.92601,0.08799745267909055
stressed,18359,32312559238.012722,30414599062.730827,34293301415.34883,0.08799745267909055
stressed,18419,32483560833.51557,30594247798.319153,34458635006.92716,0.08799745267909055
stressed,18479,32875649534.66263,30569712788.55043,34716083311.199524,0.08799745267909055
stressed,18539,32943557415.28795,30835757537.575775,35016795422.28563,0.08799745267909055
stressed,18599,32756589667.56795,30757587191.624874,34737538920.509705,0.08799745267909055
stressed,18659,32649176606.099236,30414270017.23692,34392322814.27475,0.08589883873454043
stressed,18719,32635278070.91338,30605118682.755898,34437777249.93673,0.08589883873454043
stressed,18779,32783152767.17698,30750760327.03811,34494901274.76766,0.08589883873454043
stressed,18839,32619591173.444374,30224656851.895226,34218227214.02126,0.08589883873454043
stressed,18899,32822164618.136192,30630892440.34075,34579983928.5062,0.08589883873454043
stressed,18959,32335243254.04078,30361482681.178337,34387533722.08843,0.08589883873454043
stressed,19019,31520541867.27232,29554561259.0251,33548422020.82161,0.08331612078108908
stressed,19079,31682392346.714508,29898074399.84545,34128226620.409996,0.08331612078108908
stressed,19139,31643940107.356155,29881391304.794426,33925904485.47396,0.08331612078108908
stressed,19199,31843931257.191425,29980536347.093067,33878336712.657066,0.08331612078108908
