regime,t,p50,p25,p75,im_frac
stressed,19259,31967392950.832848,30106875846.199165,34091814392.93219,0.08331612078108908
stressed,19319,32425248860.86997,30232030815.021282,34317725596.19145,0.08331612078108908
stressed,19379,32251266421.142807,30350324909.587376,34246401581.254986,0.08331612078108908
stressed,19439,30964123728.44826,29238571445.75746,32879286942.521927,0.07972913645703013
stressed,19499,31051046984.346085,29423101940.89032,32879394839.962296,0.07972913645703013
stressed,19559,31056599767.892113,29295863001.336998,32648750144.456425,0.07972913645703013
stressed,19619,31056182226.404488,29270854283.37539,32603375934.117615,0.07972913645703013
stressed,19679,31132188171.647247,29373219821.257492,32588719972.76873,0.07972913645703013
stressed,19739,31242781620.87219,29627755623.581776,32869926909.33306,0.07972913645703013
stressed,19799,31014931710.651115,29465831806.851917,32730313975.909954,0.07972913645703013
stressed,19859,30567620748.165016,29061975809.736034,32351048650.796776,0.07829964796055087
stressed,19919,30177383774.75154,28684341806.71892,31967322621.96974,0.07829964796055087
stressed,19979,30561498530.01084,28843528130.838604,32334082456.007706,0.07829964796055087
stressed,20039,30679481895.931248,28985866813.666195,32436728079.727432,0.07829964796055087
stressed,20099,30740474361.965824,29116884698.492702,32482492704.947205,0.07829964796055087
stressed,20159,30813283936.150043,28964202358.120758,32480665786.24113,0.07829964796055087
stressed,20219,30895229544.57816,28963478454.385468,32511109628.963966,0.07829964796055087
stressed,20279,30529921156.914913,28687702492.15445,32197250699.16952,0.07592123604588302
stressed,20339,30393425737.5309,28659470087.26499,32083345256.372658,0.07592123604588302
stressed,20399,30259839179.568996,28609520147.080276,32086634619.84558,0.07592123604588302
stressed,20459,30175356017.23352,28144384123.986767,31898560279.05201,0.07592123604588302
stressed,20519,30064244058.35635,27950652102.31456,31895770834.14208,0.07592123604588302
stressed,20579,30153580607.18003,28127656382.86453,32004650814.96923,0.07592123604588302
stressed,20639,29361457363.295815,27546815586.243374,31302376375.89148,0.0759767559123643
stressed,20699,29779947318.206844,28007532928.24158,31816555430.782875,0.0759767559123643
stressed,20759,29722752639.365414,27954091964.600433,31711246678.208504,0.0759767559123643
stressed,20819,29733213863.691635,27909109310.850796,31712186108.00233,0.0759767559123643
stressed,20879,29774467540.27272,27864842130.211586,31866990108.157707,0.0759767559123643
stressed,20939,29816059875.645603,27937993021.859894,31985426899.581528,0.0759767559123643
stressed,20999,29906034710.63007,28031870995.5305,32056309482.38905,0.0759767559123643
stressed,21059,29577457442.3335,27876191186.72635,31638428153.548557,0.07585782669151896
stressed,21119,29610703985.812027,27735648056.117218,31658281239.14643,0.07585782669151896
stressed,21179,29284557250.073532,27452331369.978104,31544447398.98456,0.07585782669151896
stressed,21239,29141104167.71782,27433964961.239296,31473301716.357246,0.07585782669151896
stressed,21299,29132151351.15386,27328111576.847286,31384930761.86383,0.07585782669151896
stressed,21359,29129714585.358612,27164712194.796265,31362768617.12194,0.07585782669151896
stressed,21419,29256310010.462143,27089561514.765163,31360008090.122375,0.07585782669151896
stressed,21479,28401418454.970333,26422947905.043503,30613897794.771233,0.0734787317752329
stressed,21539,28500675450.99509,26612749215.255753,30709277788.384094,0.0734787317752329
stressed,21599,28365307875.98201,26918303188.165627,30629205280.9598,0.0734787317752329
stressed,21659,28600304749.058006,27165921084.169884,30785922042.70719,0.0734787317752329
stressed,21719,28684033029.128567,26873495475.439686,30761808505.256893,0.0734787317752329
stressed,21779,28964588626.352234,26949501743.32627,31064177733.582672,0.0734787317752329
stressed,21839,28995332789.035576,27139531278.479416,31293986773.063393,0.0734787317752329
stressed,21899,29204479460.06909,27311273927.714977,31466204681.084778,0.07263213867270554
stressed,21959,29380538093.672543,27576692724.060265,31752822895.746597,0.07263213867270554
stressed,22019,29363909430.369114,27542246917.768307,31622393427.670105,0.07263213867270554
stressed,22079,29390724765.64782,27505968007.034103,31497950961.415474,0.07263213867270554
stressed,22139,29527627500.451378,27381534322.00504,31687562592.30455,0.07263213867270554
stressed,22199,29478509377.51114,27565672867.032635,31592019923.81318,0.07263213867270554
stressed,22259,28744702322.635002,27005025111.323402,30804266652.05226,0.0710040654640021
stressed,22319,28883283868.36778,27124918756.247192,30906159218.492302,0.0710040654640021
stressed,22379,28714434340.387867,27045888022.002,30898651049.798756,0.0710040654640021
stressed,22439,28750302995.511482,27121890077.834827,31047080021.563416,0.0710040654640021
stressed,22499,28831512219.689995,27348234096.964043,31196490184.307915,0.0710040654640021
stressed,22559,28963839855.14402,27111121970.487694,31091237201.36125,0.0710040654640021
stressed,22619,28636566908.34961,27116902951.088017,30860297600.303818,0.0710040654640021
stressed,22679,28305321079.954975,26457970915.288967,30506982265.3779,0.06936485553547489
stressed,22739,28400163979.879936,26705382147.91551,30469601614.09469,0.06936485553547489
stressed,22799,28684364431.285454,26957932317.483315,30778779503.72729,0.06936485553547489
stressed,22859,28462978809.217995,26739330646.956284,30513277854.348724,0.06936485553547489
stressed,22919,28460052416.94672,26801135315.90318,30594544588.44694,0.06936485553547489
stressed,22979,28457192781.412415,26846488909.347836,30503821301.974663,0.06936485553547489
stressed,23039,28413527729.70957,26979448130.340847,30624583226.421688,0.06936485553547489
stressed,23099,28500340017.138763,26864156004.928677,30775495958.796562,0.06893574813759736
stressed,23159,28475412395.63627,26940975038.416046,30765689297.138,0.06893574813759736
stressed,23219,28575236087.93183,27004284671.298717,30655842298.80821,0.06893574813759736
stressed,23279,28439973602.9164,26968215978.18024,30430933636.80003,0.06893574813759736
stressed,23339,28498643949.565884,26907951499.24865,30281583938.632584,0.06893574813759736
stressed,23399,28487922510.52954,26999300423.68827,30360422975.666904,0.06893574813759736
stressed,23459,28578071194.658337,27245437863.122574,30530679245.573677,0.06893574813759736
stressed,23519,26875037021.345894,25492676172.118504,28636384879.314644,0.06549035767296443
stressed,23579,27043134501.687546,25724570586.660557,28790971620.279938,0.06549035767296443
stressed,23639,27449770629.12246,26075395936.071144,29130927718.400547,0.06549035767296443
stressed,23699,27356630190.047688,25996125450.984566,29079296587.395195,0.06549035767296443
stressed,23759,27179548899.617313,25803823808.48885,29041509240.431114,0.06549035767296443
stressed,23819,27107486191.60972,25845189830.20472,28932271323.83261,0.06549035767296443
stressed,23879,26416039360.766796,25215202211.24834,28221022730.507103,0.0637350343945948
stressed,23939,26574989208.298042,25306047414.16193,28299051219.534657,0.0637350343945948
stressed,23999,26693379686.06343,25385292770.707165,28334153468.185577,0.0637350343945948
stressed,24059,26887110455.69619,25544144912.430683,28443483462.690483,0.0637350343945948
stressed,24119,26744863075.013428,25376327756.154697,28305322727.798576,0.0637350343945948
stressed,24179,26598078575.690212,25323735262.883175,28240371042.58542,0.0637350343945948
stressed,24239,26420662394.233616,25122951236.548626,27976018706.33275,0.0637350343945948
stressed,24299,26877721530.985542,25531695969.567677,28545660463.07045,0.06565793641394807
stressed,24359,26869271984.88526,25527286907.82161,28457688348.67654,0.06565793641394807
stressed,24419,26306418799.713196,25178220973.31391,28162946635.178062,0.06565793641394807
stressed,24479,26214042350.94464,25105624457.192993,28076548459.70428,0.06565793641394807
stressed,24539,26185368138.164417,24903246507.349754,27974616305.883293,0.06565793641394807
stressed,24599,26077837325.539616,24772297386.62308,27990070739.640533,0.06565793641394807
stressed,24659,26154705120.22704,24810012231.076157,28150266229.53693,0.06565793641394807
stressed,24719,25127513216.52408,23817543370.545353,27253065671.4894,0.06374083650147869
stressed,24779,25252648984.528603,23818488634.402504,27322302618.98497,0.06374083650147869
stressed,24839,25483657695.546387,23847743281.70123,27411238448.908394,0.06374083650147869
stressed,24899,25329575989.86248,24005250502.801815,27506978001.216324,0.06374083650147869
stressed,24959,25426472234.382233,24247765422.79108,27816963297.791607,0.06374083650147869
stressed,25019,25673745490.679424,24411498472.73019,28083948267.547043,0.06374083650147869
stressed,25079,26058250141.841835,24759675060.356056,28204408855.53894,0.06374083650147869
stressed,25139,25549809101.836002,24206758387.40054,27375947003.47333,0.06253867988567383
stressed,25199,25589146481.824474,24356093819.427933,27741312105.107094,0.06253867988567383
stressed,25259,25577057329.73955,24340843074.41233,27874044518.243713,0.06253867988567383
stressed,25319,25629406932.728058,24415581768.700764,27813718581.929756,0.06253867988567383
stressed,25379,25869269248.966682,24646113482.75488,28060786154.58631,0.06253867988567383
stressed,25439,25982709848.95566,24556872869.09606,27988884358.656456,0.06253867988567383
stressed,25499,25124072419.829727,23932597345.53833,27146546091.102108,0.05888902714588841
stressed,25559,25267711778.8375,23952389023.004337,26940988129.502407,0.05888902714588841
stressed,25619,25419379219.804367,24028710138.520943,27011439581.34959,0.05888902714588841
stressed,25679,25394422450.545322,23990670476.99092,26863980574.04088,0.05888902714588841
stressed,25739,25338952461.4265,24016792336.20753,26819767893.7959,0.05888902714588841
stressed,25799,25129736719.794777,23887775134.417877,26685236170.392838,0.05888902714588841
stressed,25859,25206459641.0325,23944510960.84191,26817461834.826283,0.05888902714588841
stressed,25919,25877484914.534515,24579325067.759087,27273760342.050896,0.0608217095060727
stressed,25979,26259821104.068714,24837691523.453777,27771166577.43849,0.0608217095060727
stressed,26039,26173637301.25834,24619294352.187378,27468348222.58537,0.0608217095060727
stressed,26099,26043475923.473286,24544199089.04481,27487672271.089314,0.0608217095060727
stressed,26159,26240189206.482105,24630820431.069035,27554135778.04049,0.0608217095060727
stressed,26219,26076300499.93241,24706479030.967213,27652273905.389153,0.0608217095060727
stressed,26279,25858477266.64559,24393326641.917046,27220342161.21662,0.0608217095060727
stressed,26339,25689150958.9488,24375125993.09098,27073001209.080757,0.05938346250156173
stressed,26399,25586775971.77068,24345791904.68146,27052509573.586613,0.05938346250156173
stressed,26459,25415532296.63916,24158580871.605133,26988604066.353905,0.05938346250156173
stressed,26519,25220807462.17582,24000519565.040646,26886733215.08069,0.05938346250156173
stressed,26579,25335011955.75495,24048729749.970264,26989868494.667564,0.05938346250156173
stressed,26639,25232569366.443123,24123628959.184315,26750966805.986057,0.05938346250156173
stressed,26699,25255958291.38099,24233736813.342613,27049190524.977173,0.05938346250156173
stressed,26759,24863964412.915855,23851984746.041855,26550041050.80198,0.058477060607554004
stressed,26819,24687531472.263336,23593441644.22896,26242606138.2279,0.058477060607554004
stressed,26879,24804717595.3687,23797047629.384415,26531628051.256943,0.058477060607554004
stressed,26939,24844501387.575134,23814375598.765297,26493833689.58632,0.058477060607554004
stressed,26999,25099207897.157158,23883297141.909256,26535315661.480507,0.058477060607554004
stressed,27059,25131138839.980843,23922017382.57589,26519628681.2221,0.058477060607554004
stressed,27119,24106276795.211723,23050273213.62401,25610818582.835728,0.05681804741609865
stressed,27179,24303674453.271065,23093241259.71113,25751470948.988686,0.05681804741609865
stressed,27239,24518792660.321854,23222689328.50402,25945228365.65895,0.05681804741609865
stressed,27299,24521673278.507805,23276487172.837082,25989840578.311375,0.05681804741609865
stressed,27359,24505804429.68165,23258870936.098885,25769760763.678997,0.05681804741609865
stressed,27419,24679620120.79644,23459687909.933533,25960992765.86854,0.05681804741609865
stressed,27479,24425488221.94094,23382265757.846985,25940036304.07705,0.05681804741609865
stressed,27539,23223195174.14814,22253117466.41236,24555194493.620888,0.053502195001885466
stressed,27599,23109935478.71177,22159226170.14148,24509412124.985603,0.053502195001885466
stressed,27659,22825964521.308697,21934801550.709652,24229827652.04415,0.053502195001885466
stressed,27719,22721121694.886078,21849357812.31157,24136005972.829407,0.053502195001885466
stressed,27779,22210998196.92713,21311512033.174133,23627851781.720367,0.05200892875229169
stressed,27839,22057178243.133286,21135498184.392395,23411837267.73256,0.05200892875229169
stressed,27899,22045711803.40591,21116508039.41564,23404474992.997135,0.05200892875229169
stressed,27959,22355338795.330864,21403159015.680336,23614344735.267143,0.05200892875229169
stressed,28019,22249351089.248,21333013398.07033,23478071340.61914,0.05200892875229169
stressed,28079,22356741434.532173,21316619648.035645,23441120328.169212,0.05200892875229169
stressed,28139,21531476981.944317,20615248477.620613,22588664995.90778,0.05046058136038413
stressed,28199,21304591917.711388,20479243187.858818,22476398321.488464,0.05046058136038413
stressed,28259,21482772186.604485,20669223083.406353,22635503547.014465,0.05046058136038413
stressed,28319,21795446183.406548,21048023113.72973,23085645388.114532,0.05046058136038413
stressed,28379,21713425102.079124,21012503224.246246,23104797146.703472,0.05046058136038413
stressed,28439,21790007330.013084,21089336675.230564,23110075126.7175,0.05046058136038413
stressed,28499,21916487493.733143,21182216485.120266,23235603139.635754,0.05046058136038413
stressed,28559,22140882885.75156,21404739585.476143,23474203674.04452,0.05056777833298204
stressed,28619,22022515529.307068,21299736372.51149,23367131399.52093,0.05056777833298204
stressed,28679,22111234329.82026,21201951527.85987,23398241839.58317,0.05056777833298204
stressed,28739,22185008157.194473,21288651005.28089,23436938447.637375,0.05056777833298204
stressed,28799,22125267222.055,21062507642.76886,23299275772.083916,0.05056777833298204
stressed,28859,21974750449.86108,20876988056.683968,23154367457.014576,0.05056777833298204
stressed,28919,21821365624.98345,20691015878.869434,22994793024.819878,0.05056777833298204
