ts,V_smooth,sigma_t
2020-02-24 13:30:00,3387.375000000002,0.0005097744404115578
2020-02-24 13:31:00,3386.7984659014837,0.0005482177996604188
2020-02-24 13:32:00,3385.3678331546066,0.0005494047786773505
2020-02-24 13:33:00,3385.3231244296876,0.0005716788688450691
2020-02-24 13:34:00,3387.99898190976,0.0005953331779087331
2020-02-24 13:35:00,3389.129253972024,0.0006201013735037134
2020-02-24 13:36:00,3389.7012592230876,0.0006013591429215651
2020-02-24 13:37:00,3390.089796081543,0.0005896868395782839
2020-02-24 13:38:00,3387.8794206699927,0.0006210068985269284
2020-02-24 13:39:00,3388.9645102537993,0.0006005780096845716
2020-02-24 13:40:00,3388.6129598403677,0.0005951699686398182
2020-02-24 13:41:00,3390.3914154761383,0.0006020043287057835
2020-02-24 13:42:00,3390.893656956768,0.000575485074303264
2020-02-24 13:43:00,3387.0778623198157,0.0005933863347697202
2020-02-24 13:44:00,3387.09315968642,0.000587481011828432
2020-02-24 13:45:00,3384.391513869331,0.0005820368390824109
2020-02-24 13:46:00,3381.7774024167975,0.0005851277783697355
2020-02-24 13:47:00,3380.2690336366004,0.000607298650325955
2020-02-24 13:48:00,3379.9705776069636,0.0005952360346869355
2020-02-24 13:49:00,3378.948896896019,0.0005894702438471501
2020-02-24 13:50:00,3380.814365260085,0.0005567965607243728
2020-02-24 13:51:00,3379.0808242552907,0.0005376552699531852
2020-02-24 13:52:00,3379.188896760813,0.0005696071544594434
2020-02-24 13:53:00,3380.830404534108,0.0005418816987909185
2020-02-24 13:54:00,3380.584851703511,0.0005375540069813479
2020-02-24 13:55:00,3378.59289650992,0.0005253887420269384
2020-02-24 13:56:00,3379.6651167164205,0.0005460864821508493
2020-02-24 13:57:00,3380.7895797719834,0.0005551803554445356
2020-02-24 13:58:00,3378.821422609227,0.0005126068451185622
2020-02-24 13:59:00,3377.7471347959486,0.0005295919612085614
2020-02-24 14:00:00,3376.6438393139692,0.000507585273229668
2020-02-24 14:01:00,3376.309640930559,0.0004818799349901496
2020-02-24 14:02:00,3374.522626334687,0.00046563554817970627
2020-02-24 14:03:00,3376.3741013460394,0.000461186706200617
2020-02-24 14:04:00,3376.6375825790337,0.00044997925321881927
2020-02-24 14:05:00,3378.4633505095653,0.0004789815484757787
2020-02-24 14:06:00,3376.595733814627,0.000502106617152876
2020-02-24 14:07:00,3378.113589712086,0.0004717708105887969
2020-02-24 14:08:00,3375.7738915305736,0.0004930709004307038
2020-02-24 14:09:00,3376.4147831137107,0.0005256409739572637
2020-02-24 14:10:00,3377.2937140869853,0.0005050114162412209
2020-02-24 14:11:00,3376.053287898337,0.00047884751634428663
2020-02-24 14:12:00,3372.6028755128273,0.00048726126720429147
2020-02-24 14:13:00,3373.1937214388613,0.000512278309147371
2020-02-24 14:14:00,3373.573901767369,0.0005007161858957529
2020-02-24 14:15:00,3372.4882261795697,0.0004812701065625342
2020-02-24 14:16:00,3371.292140693434,0.0004455760790977924
2020-02-24 14:17:00,3373.3593217752577,0.0004626471147967677
2020-02-24 14:18:00,3375.2262685936294,0.0004572407127368598
2020-02-24 14:19:00,3375.291461318679,0.0004473463818337981
2020-02-24 14:20:00,3373.2348979783674,0.00043752515422880716
2020-02-24 14:21:00,3373.244223807961,0.000436749729053608
2020-02-24 14:22:00,3372.3030058039203,0.0004140604428357614
2020-02-24 14:23:00,3370.5485607144797,0.0004172531197662117
2020-02-24 14:24:00,3368.1587681711176,0.00039691171467001166
2020-02-24 14:25:00,3368.1416470070644,0.0003903078641788298
2020-02-24 14:26:00,3366.0979525432163,0.0003796829878205301
2020-02-24 14:27:00,3366.9160527985227,0.00038782437080256703
2020-02-24 14:28:00,3367.024894689501,0.00040537540196421324
2020-02-24 14:29:00,3364.8510348745826,0.0004135005363789993
2020-02-24 14:30:00,3367.396899322347,0.00040677449876898514
2020-02-24 14:31:00,3366.554970007019,0.00041418396319181205
2020-02-24 14:32:00,3367.0796615135973,0.00042999252654195855
2020-02-24 14:33:00,3369.662684748535,0.0004496728956316408
2020-02-24 14:34:00,3369.2661045177188,0.0004342852584200884
2020-02-24 14:35:00,3369.782439649472,0.000423814577863114
2020-02-24 14:36:00,3370.0734613237432,0.0004311979694084239
2020-02-24 14:37:00,3372.2806247698436,0.00044353612805712037
2020-02-24 14:38:00,3373.134828122533,0.0004371073382744616
2020-02-24 14:39:00,3372.094996202448,0.00041692741130886136
2020-02-24 14:40:00,3371.527785867244,0.00041670857263200546
2020-02-24 14:41:00,3373.143522942883,0.0003740628271326028
2020-02-24 14:42:00,3372.8146687317635,0.00040188371085304924
2020-02-24 14:43:00,3370.6886319401565,0.00038458951412593563
2020-02-24 14:44:00,3372.6060756541674,0.00037709152422437444
2020-02-24 14:45:00,3370.7429591638775,0.00039217300279991037
2020-02-24 14:46:00,3371.0646985639883,0.00036973263375856977
2020-02-24 14:47:00,3372.057983669591,0.0003670435862869709
2020-02-24 14:48:00,3371.2896113172355,0.0003897075453311193
2020-02-24 14:49:00,3370.598769104502,0.0003773051749683835
2020-02-24 14:50:00,3368.1081438131473,0.00041571298312571614
2020-02-24 14:51:00,3365.5298082170375,0.000412586477024129
2020-02-24 14:52:00,3367.034288755323,0.00044733009577498914
2020-02-24 14:53:00,3365.415978896134,0.0004604088785366264
2020-02-24 14:54:00,3366.028925526773,0.0004389166289257653
2020-02-24 14:55:00,3366.8924651643106,0.0004175699983485128
2020-02-24 14:56:00,3367.985246899166,0.0004200412788701774
2020-02-24 14:57:00,3369.9077963718855,0.00042524342674655217
2020-02-24 14:58:00,3370.2907648452906,0.000408214053668881
2020-02-24 14:59:00,3369.935364530222,0.000417876287158271
2020-02-24 15:00:00,3369.7094982326353,0.00042192494082513406
2020-02-24 15:01:00,3369.469556225071,0.00039962384238356914
2020-02-24 15:02:00,3369.9260564052734,0.00040088689531885474
2020-02-24 15:03:00,3372.6982389083655,0.00041502025199180947
2020-02-24 15:04:00,3372.391865681809,0.0003863031636932522
2020-02-24 15:05:00,3369.4437788938108,0.0003894696101040877
2020-02-24 15:06:00,3369.975242174915,0.0003793012743773984
2020-02-24 15:07:00,3369.490196481713,0.00037381469319517935
2020-02-24 15:08:00,3371.3306240956695,0.00038210607298852837
2020-02-24 15:09:00,3372.5378848519163,0.0003656160682090669
2020-02-24 15:10:00,3373.3571422382806,0.00033974795271283776
2020-02-24 15:11:00,3373.0086663993784,0.0003529060052335951
2020-02-24 15:12:00,3373.7936553556647,0.00033558249708013277
2020-02-24 15:13:00,3374.0644436403127,0.0003190118212307872
2020-02-24 15:14:00,3374.3141084034596,0.00032023616683960604
2020-02-24 15:15:00,3373.0540490505905,0.0003216215417176496
2020-02-24 15:16:00,3373.0897083497607,0.0003195798057767768
2020-02-24 15:17:00,3374.2244648600763,0.00031808190211705077
2020-02-24 15:18:00,3376.6328139962948,0.00030911219155515754
2020-02-24 15:19:00,3374.731247883567,0.00030767654504511917
2020-02-24 15:20:00,3374.673127469014,0.00029000173730816327
2020-02-24 15:21:00,3375.9049827979084,0.00028671584116195167
2020-02-24 15:22:00,3375.9056958095043,0.0002940955076207637
