ft_sigma_c,zi_alpha,zi_delta,zi_mu,D,dKS,dV,dACF1,dACF2,dHill,ret_std,ret_kurtosis,acf_r_1,acf_r_5,acf_r_10,acf_r_20,acf_absr_1,acf_absr_5,acf_absr_10,acf_absr_20,hill_tail_index,ks_stat
0.5,0.26,0.02,0.11562499999999999,23.87161002138475,13.069549837257656,2.6841615510144545,1.4941735031130128,4.162461340234007,2.46126378976562,0.00027844473228536346,47.049730422799385,-0.03421955853571234,-0.003912580161380775,-0.0030990221977571833,-0.001983368119528466,0.3315291919260079,0.18261257233777825,0.1371074101623697,0.12007502752035197,2.492420007796658,0.11218742577580082
0.5,0.26,0.02,0.15,24.749681727861493,13.307794111616499,2.7370881619518967,1.5284443275066173,4.193137979464478,2.983217147322004,0.00027920245654639004,40.487385861878806,-0.03502830193680082,-0.003797122078771265,-0.00404777215571254,-0.002449847827635135,0.3310732683806762,0.17856300782272524,0.1313059404450899,0.12698503106040362,2.4429463912180327,0.11423248564235783
0.5,0.26,0.1,0.0125,25.780167005145866,17.181238207284647,3.669528868719964,2.0083000573144827,2.835991934389032,0.08510793743774062,0.00029255175159802356,33.387958166189485,-0.050179648126828236,0.0005710047315151361,-0.0026083091690025048,-0.0005357086005609168,0.3115218524898317,0.1968470732515366,0.15030933396093174,0.14152793910424724,2.717645158410671,0.14748165852057726
0.5,0.26,0.1,0.046875,26.765788850338303,17.963850683949453,3.8273739683844283,1.9907764624049542,2.8727902153654314,0.1109975202340353,0.00029481154226629986,37.214328762074175,-0.053070097854162834,0.0018518291125798787,-0.0030504026502098836,-0.0015718438776105058,0.3133527432472856,0.1935248454176682,0.15105912026402538,0.14395053014917095,2.736233114750776,0.1541995088084852
0.5,0.26,0.1,0.08124999999999999,26.728766952050137,17.504664792028777,3.6849241989429586,2.10743320186488,3.1518885952694147,0.27985616394410673,0.00029277215896985145,33.00488923112661,-0.05170309218342956,-0.00037308996855107794,-0.004278566957011722,0.00017225641652131337,0.3154498459761977,0.1848358313895546,0.1415709355902497,0.14849452268379684,2.6991858479223723,0.15025791297629432
0.5,0.26,0.1,0.11562499999999999,25.708161294747306,16.550565955854122,3.331390770357078,2.0286844470164955,3.3220406781681184,0.4754794433514936,0.00028771079473022433,33.55614407551391,-0.047743971523113264,0.00019410000699615453,-0.004860349042430616,-0.005242084107601339,0.2927205250301858,0.16965117003738417,0.14074797109991227,0.13064340468792385,2.680643595096249,0.14206804464119782
0.5,0.26,0.1,0.15,26.277929556161446,16.325422182632508,3.5171361382973974,1.7860562811974108,3.5667799169442826,1.082535037089846,0.0002903700198188672,39.012671131068835,-0.04518166266996829,0.000224485309478843,-0.0036424075038500882,-0.0004898233208827322,0.29341268611763177,0.17046602832955216,0.13191678531622428,0.1261495389126376,2.6231035194329237,0.14013543788261007
0.5,0.26,0.18,0.0125,27.559480094205078,17.77352145918233,3.6685610095244408,2.1952379037078322,3.5911132099451377,0.33104651184533623,0.0002925378952338862,38.43999011674472,-0.053175522261685926,0.005905023327002118,-0.0018936794072867797,-0.0005442830275485493,0.3057853327480146,0.18246062817019681,0.14067741934639189,0.11900156371039032,2.757090571230141,0.15256574589833072
0.5,0.26,0.18,0.046875,29.099709904041678,18.675921559826428,3.985833427809698,2.25414227265973,3.063834831272458,1.1199778124733608,0.0002970801284211474,48.6147715210114,-0.05874916205513358,-3.0361904292862108e-05,-0.0027416382196077745,-0.0020520674889525897,0.3062636586864179,0.18203248392987623,0.15587986272791107,0.13298442467157576,2.831869829010719,0.16031183857724485
0.5,0.26,0.18,0.08124999999999999,29.588539961698434,19.217627814932847,3.906009497618071,2.3435638763530213,3.0652832800646492,1.0560554927298478,0.00029593732846767637,22.79521457560712,-0.059030575413371485,0.0017461829881248135,-0.0020446609956821207,3.1686291900560534e-05,0.3269515732593397,0.19788152966884862,0.15610441010835466,0.13989899385792923,2.8258109191636542,0.1649617791676845
0.5,0.26,0.18,0.11562499999999999,29.577987553396557,19.163162514772512,3.904226355509344,2.3784144610181377,3.357989624474538,0.7741945976220238,0.00029591180009900305,23.984868727171126,-0.05665290934512219,0.005440095574324395,-0.000798254034402424,-0.0002699541787630968,0.31694311987659685,0.18606153900049463,0.15255587799158873,0.12855055715003771,2.7990945897231136,0.16449425565729736
0.5,0.26,0.18,0.15,28.00402649367912,17.657935990862807,3.9331297275977106,2.3657014394297615,3.752669006114008,0.2945903296748348,0.00029632559546335615,39.42488761677423,-0.055743833918656914,-0.0010252718807511815,-0.005620219929917962,0.0004945212783816766,0.2972657313116182,0.1692294899894077,0.13908633128953304,0.11541183957690561,2.6977892624700233,0.1515735743002783
0.5,0.26,0.26,0.0125,29.48146068757945,19.055353653191144,3.916367403918124,2.337156952789111,3.858004688695397,0.31457798898567607,0.0002960856175184578,23.78517567509732,-0.05694575417441653,0.005353216245891631,-0.0006281578645056697,-0.0014407454084944147,0.32769891355490005,0.19056486677232956,0.14523048785825107,0.1169072500393021,2.755529593848197,0.16356883750539175
0.5,0.26,0.26,0.046875,30.456562239549786,19.7753057532365,3.8488894767312116,2.259271330482208,3.683884974941966,0.8892107041579002,0.0002951195692186008,30.34147787493552,-0.05793953933202576,0.0016622493691773252,-0.0025940615982271583,-0.00031842250733485144,0.3195321455268472,0.1870894125781931,0.1459925357449027,0.11968174091532868,2.809996450344841,0.1697488187435916
0.5,0.26,0.26,0.08124999999999999,31.598415441526793,20.24780138115488,3.9845251962141273,2.546606735829991,3.600595741397293,1.218886386930502,0.00029706139911274377,21.046528720085295,-0.06102065769854665,0.0001436770309708437,-0.00012244357413598167,-0.0006009200082069613,0.3238025778055245,0.18992230750993158,0.15117744425489313,0.12112439105622635,2.8412449289467365,0.17380466373033876
0.5,0.26,0.26,0.11562499999999999,30.797063221703667,19.921712849211207,3.937079100101669,2.189799059524758,3.658643830766055,1.0898283820999748,0.000296382136687309,20.217844837086133,-0.05898243630340594,0.0030661281971932886,-0.002800782091733772,-0.0018207959683566293,0.3203283248403283,0.18529966657269958,0.1497814554745986,0.12002394410470311,2.829012099796484,0.17100555944371043
0.5,0.26,0.26,0.15,30.80157119201244,20.019710861436344,4.148608698930864,2.365281432982594,3.7988959132300097,0.4690742854326255,0.00029941050192965464,29.914913088342686,-0.06138395613521324,0.0022951503187038803,-0.0010273234041513763,-0.0019856999761251218,0.3192208389094748,0.18629737660373138,0.14403747347126108,0.11599858584016781,2.770173604510411,0.17184676245831942
0.5,0.26,0.34,0.0125,32.39186579195015,21.067890353473707,4.04365296247037,2.3437441578626825,3.6876005780369194,1.2489777401064766,0.00029790790226492215,23.706840274732567,-0.062280264152759855,0.0031382672444879075,-0.0022120439560099603,-0.002260942623728886,0.3335134137318352,0.19263047335073358,0.15313040914682308,0.12265405629896094,2.844097153284041,0.18084420769759113
0.5,0.26,0.34,0.046875,32.46952588552715,21.400738370846465,3.9829192933170874,2.380752940047158,3.389241123781238,1.3158741575351962,0.0002970384081907031,22.069305365761544,-0.06076483490213858,0.0020125310219793993,-0.0012035478548686985,-0.0028410010298448225,0.32009277973971123,0.18921976944971322,0.15486562333398676,0.12528923066059386,2.850437964504888,0.1837013345847911
0.5,0.26,0.34,0.08124999999999999,32.262991607281364,20.809576857688086,4.239650500179975,2.634910179022725,3.269842111286448,1.309011959104132,0.0003007139026264336,22.198072145947158,-0.06419934233995737,0.0015128835992683266,0.0006932974148077514,-0.0010730076324884043,0.32947537734709015,0.1996124540410227,0.1554518251000243,0.1311521107483479,2.8497875275086506,0.17862687607590633
