ft_sigma_c,zi_alpha,zi_delta,p_zi,D,dKS,dV,dACF1,dACF2,dHill,ret_std,ret_kurtosis,acf_r_1,acf_r_5,acf_r_10,acf_r_20,acf_absr_1,acf_absr_5,acf_absr_10,acf_absr_20,hill_tail_index,ks_stat
0.5,0.13999999999999999,0.5,0.15,17.32057549837264,10.407565044036708,0.07500128793973075,2.690461787808795,2.7341022283010243,1.4134451502863814,0.0018344088058458484,5.802223368587283,-0.040943087749102436,0.01574389358631087,0.0019082896717459961,0.00765923670369336,0.24606506710062423,0.1417389065548085,0.11410629075301441,0.10721437811156447,3.4435150242245474,0.09281486198657424
0.5,0.13999999999999999,0.5,0.3125,29.65309646166135,20.115967055613204,0.33997908040195024,3.3887446228632094,4.000744703719512,1.8076609990634722,0.0017690425572600887,46.49187910757642,-0.05051462924848379,0.0193061110642692,0.010682310167131325,-0.0005982942727242971,0.2633607251662729,0.10590204823235956,0.0685422474779136,0.0603071623867281,2.8396089263701563,0.1793945748206489
0.5,0.13999999999999999,0.5,0.475,39.48101845894287,26.337972299465083,0.029914524443535775,4.100388063530069,5.044261605496159,3.9684819660080195,0.0018273068973811255,45.15673872398519,-0.07373689190923986,0.014045703088079592,0.006060148423993925,0.002770540300906172,0.307190169086005,0.09785043645829324,0.05349433215153438,0.03557263811303851,2.434489412201764,0.23488253531326617
0.5,0.13999999999999999,0.5,0.6375000000000001,45.449154187096646,29.745081166752197,0.9795414311712805,4.2936201179460936,5.305439634333522,5.125471836893553,0.0019768887889220345,69.02233072008056,-0.08329574217783034,0.0077892475183935555,0.0075028196893525065,-0.00015621548036277557,0.3025335145694686,0.08446033654931073,0.0386872788517388,0.029539004609308066,2.2175722397190856,0.26526719665839793
0.5,0.13999999999999999,0.5,0.8,49.97711081530447,32.77241747103001,1.1335032246957168,4.457409574420641,5.436990437147197,6.176790108010916,0.0020011403093215282,99.17818966888788,-0.08798967517546609,0.0028438658839384963,0.007474419936529358,0.003958788090891375,0.29727319593444707,0.07487680623437908,0.023027697824729177,0.031597003508618375,2.020466809076367,0.29226503910085155
0.5,0.26,0.05,0.15,11.884748930984852,5.179327521623343,0.5094850383638153,1.8458803130061114,1.2981646089075924,3.05189144908399,0.0019028471586050079,4.694776168373689,-0.02289984580486415,0.008258065975272346,0.0034801749054571268,0.010959122315428243,0.2908726693835926,0.19402190538096778,0.17896491569121434,0.16677144509817443,3.7506976083969277,0.0461893408370459
0.5,0.26,0.05,0.3125,19.570255068254873,12.222621822623667,0.11527590406370973,2.3970914764360245,1.7117635541230654,3.1235023110084033,0.0018407527217755978,6.038669689236199,-0.04070911107418554,0.005185022820873677,0.001954367832246257,0.009440999848456097,0.3519363975622432,0.23437433760907997,0.20850016266192747,0.17720533612227374,3.7641235044039534,0.10900157268110605
0.5,0.26,0.05,0.475,24.671433525179296,18.51626409946886,0.2713236495853163,2.416154562566182,1.9300682352974778,1.5376229782614603,0.0017798569193357122,14.46397504203117,-0.04531401837565005,-7.465824903518138e-05,0.002473361485926458,0.008241589887177195,0.37020284227178485,0.24934605283723096,0.21355478146750081,0.19094858512104543,3.4667963890897195,0.16512839358941794
0.5,0.26,0.05,0.6375000000000001,30.365209776376805,23.797088079107493,0.588945330221438,2.623269675505715,2.4930331844393807,0.8628735071027808,0.0017298262689325274,35.71844877676311,-0.04765891951418808,0.002163164909837871,0.002454342039301511,0.009442484494514234,0.3931220698073883,0.2681040534328795,0.21237835271087457,0.1791505839320712,3.3402916105250644,0.21222288175948126
0.5,0.26,0.05,0.8,32.73660777724407,26.38099727658408,0.08483264500609729,2.8877050339717836,2.404633710509885,0.9784391111722196,0.0018092323266906362,76.51578799127813,-0.060593997142343724,-0.002240795571909883,0.002783574143579985,0.002620829855106204,0.39603923610580877,0.23480289997412992,0.19761923276889007,0.1611937844489941,2.9950748226657296,0.23526623287329856
