path,t,client_id,kind,cm_id,cm_kind,shortfall,closeout_loss,im_posted,assumed_pos
41,10439,23,FundamentalTrader,102,NBCM,0.0,0.0,101042075.41638298,362
41,10559,3,FundamentalTrader,34,BCM,0.0,0.0,145190461.55976662,533
41,10679,26,FundamentalTrader,32,BCM,0.0,0.0,193225268.42479703,642
41,11099,21,FundamentalTrader,32,BCM,0.0,0.0,131554400.9794179,446
41,11159,5,FundamentalTrader,34,BCM,0.0,0.0,292853126.10869116,1021
41,11279,8,FundamentalTrader,33,BCM,0.0,0.0,541121248.0130292,1944
42,10799,19,FundamentalTrader,34,BCM,0.0,0.0,381474684.51490116,1157
42,10859,20,FundamentalTrader,33,BCM,0.0,0.0,240112195.96864697,735
43,12839,19,FundamentalTrader,34,BCM,0.0,0.0,460572554.21237725,1283
44,9179,19,FundamentalTrader,34,BCM,0.0,0.0,475464296.8753959,1403
44,9779,20,FundamentalTrader,33,BCM,0.0,0.0,244457183.70023412,762
44,9899,3,FundamentalTrader,34,BCM,0.0,0.0,244339541.3312529,782
44,10919,23,FundamentalTrader,102,NBCM,0.0,0.0,108702846.75853181,368
45,15659,21,FundamentalTrader,32,BCM,0.0,0.0,325491717.5184655,1060
45,15659,20,FundamentalTrader,33,BCM,0.0,0.0,323035176.25417525,1052
45,15659,19,FundamentalTrader,34,BCM,0.0,0.0,489465846.9098435,1594
45,15659,23,FundamentalTrader,102,NBCM,0.0,0.0,168273076.60388598,548
45,15719,26,FundamentalTrader,32,BCM,0.0,0.0,439951684.77263206,1461
45,15779,3,FundamentalTrader,34,BCM,0.0,0.0,313625471.1672642,1045
46,5339,24,FundamentalTrader,31,BCM,0.0,0.0,285207198.0466686,440
46,5339,20,FundamentalTrader,33,BCM,0.0,0.0,856269792.3173845,1321
46,5339,19,FundamentalTrader,34,BCM,0.0,0.0,1306119327.4182663,2015
46,5339,23,FundamentalTrader,102,NBCM,0.0,0.0,474481065.8412759,732
46,5399,2,FundamentalTrader,30,BCM,0.0,0.0,912619226.4937675,1539
